"country","year","gender","age","rank_permanent_inc","nobs_res_1yr_log_chg_by_skill","mean_res_1yr_log_chg_by_skill","std_res_1yr_log_chg_by_skill","skew_res_1yr_log_chg_by_skill","kurt_res_1yr_log_chg_by_skill"
"AUS",2005,"All genders","25-34",2.5,28566,0.3078261,0.6039865,0.087058298,4.6556702
"AUS",2005,"All genders","25-34",5,28565,0.2324356,0.56483197,0.1348754,5.1855631
"AUS",2005,"All genders","25-34",7.5,28565,0.1905012,0.54718381,0.0041144998,5.6902881
"AUS",2005,"All genders","25-34",10,28565,0.1640006,0.52852029,-0.091349401,6.2708302
"AUS",2005,"All genders","25-34",12.5,28565,0.1461032,0.51003611,-0.1020842,6.6775842
"AUS",2005,"All genders","25-34",15,28565,0.13776571,0.4927969,-0.016171001,7.1930132
"AUS",2005,"All genders","25-34",17.5,28565,0.12539069,0.48103961,-0.0580841,7.985136
"AUS",2005,"All genders","25-34",20,28565,0.1159854,0.46989521,-0.090856902,8.3346319
"AUS",2005,"All genders","25-34",22.5,28566,0.1092209,0.4589822,-0.1203094,8.6232433
"AUS",2005,"All genders","25-34",25,28566,0.095605999,0.44310701,-0.260903,9.5253267
"AUS",2005,"All genders","25-34",27.5,28564,0.0918938,0.43540001,-0.2574316,9.5451307
"AUS",2005,"All genders","25-34",30,28565,0.089429803,0.41999939,-0.30517101,10.27939
"AUS",2005,"All genders","25-34",32.5,28565,0.089309901,0.41971549,-0.3529377,10.26743
"AUS",2005,"All genders","25-34",35,28565,0.089146599,0.4159705,-0.28473109,10.97681
"AUS",2005,"All genders","25-34",37.5,28565,0.085115001,0.39587089,-0.4167318,11.66446
"AUS",2005,"All genders","25-34",40,28565,0.079703704,0.39779219,-0.46030229,11.63424
"AUS",2005,"All genders","25-34",42.5,28566,0.070611797,0.4045383,-0.50790638,12.14507
"AUS",2005,"All genders","25-34",45,28565,0.077681102,0.38737249,-0.56920749,12.6231
"AUS",2005,"All genders","25-34",47.5,28565,0.073088497,0.39003849,-0.5898965,12.9825
"AUS",2005,"All genders","25-34",50,28565,0.073364198,0.38511291,-0.52277428,12.77577
"AUS",2005,"All genders","25-34",52.5,28565,0.069662496,0.3914555,-0.65195328,13.19863
"AUS",2005,"All genders","25-34",55,28565,0.064446203,0.3808347,-0.82718933,13.39474
"AUS",2005,"All genders","25-34",57.5,28565,0.066487402,0.376807,-0.78518748,13.37488
"AUS",2005,"All genders","25-34",60,28565,0.069189303,0.37130621,-0.88420331,13.60413
"AUS",2005,"All genders","25-34",62.5,28566,0.068013199,0.36777559,-0.71038878,13.95449
"AUS",2005,"All genders","25-34",65,28565,0.063032001,0.37529391,-1.133481,13.86474
"AUS",2005,"All genders","25-34",67.5,28565,0.068319902,0.37373081,-0.81826258,13.92038
"AUS",2005,"All genders","25-34",70,28565,0.0693416,0.36796769,-0.8097446,14.79914
"AUS",2005,"All genders","25-34",72.5,28565,0.065886602,0.36707541,-0.92029482,14.87707
"AUS",2005,"All genders","25-34",75,28566,0.065164797,0.3764523,-0.87264359,15.15006
"AUS",2005,"All genders","25-34",77.5,28564,0.0611124,0.3721478,-1.154086,15.62544
"AUS",2005,"All genders","25-34",80,28565,0.059810501,0.36842549,-1.103542,15.3057
"AUS",2005,"All genders","25-34",82.5,28566,0.063131899,0.3718752,-1.151071,15.35591
"AUS",2005,"All genders","25-34",85,28565,0.061680499,0.37468401,-1.211856,15.522
"AUS",2005,"All genders","25-34",87.5,28566,0.060425699,0.38040671,-1.371833,15.80432
"AUS",2005,"All genders","25-34",90,28564,0.058756601,0.3740297,-1.20059,15.96836
"AUS",2005,"All genders","25-34",92.5,28565,0.058712099,0.38399521,-1.374374,16.318371
"AUS",2005,"All genders","25-34",95,28565,0.0585991,0.3851597,-1.2313991,16.143209
"AUS",2005,"All genders","25-34",97.5,28565,0.059330098,0.4021318,-1.228067,16.35397
"AUS",2005,"All genders","25-34",99,17139,0.0476171,0.42235869,-1.381628,14.70474
"AUS",2005,"All genders","25-34",99.9,10284,0.042971,0.4894433,-1.2241499,12.49171
"AUS",2005,"All genders","25-34",100,1142,0.020895001,0.59806561,-1.555384,13.18773
"AUS",2005,"All genders","25-55",2.5,91470,0.26970759,0.54933143,0.3434217,5.2872548
"AUS",2005,"All genders","25-55",5,91470,0.1997572,0.50582087,0.2118264,6.1992469
"AUS",2005,"All genders","25-55",7.5,91470,0.16507,0.48360071,0.14788359,6.902328
"AUS",2005,"All genders","25-55",10,91470,0.14724649,0.46398139,0.0851418,7.6373882
"AUS",2005,"All genders","25-55",12.5,91470,0.13081311,0.44549191,0.074636102,8.3867388
"AUS",2005,"All genders","25-55",15,91470,0.1175645,0.42709491,0.0268443,9.1686811
"AUS",2005,"All genders","25-55",17.5,91470,0.107985,0.41461459,0.035088301,9.9151688
"AUS",2005,"All genders","25-55",20,91470,0.099677503,0.40246481,-0.0199278,11.03272
"AUS",2005,"All genders","25-55",22.5,91470,0.094824202,0.39183679,-0.040214501,11.18316
"AUS",2005,"All genders","25-55",25,91470,0.091221102,0.38405901,-0.036995299,11.87754
"AUS",2005,"All genders","25-55",27.5,91470,0.0824802,0.37745291,-0.1878459,12.58444
"AUS",2005,"All genders","25-55",30,91470,0.079770699,0.36733681,-0.22251511,12.88258
"AUS",2005,"All genders","25-55",32.5,91470,0.076494597,0.3645013,-0.3388719,13.42872
"AUS",2005,"All genders","25-55",35,91470,0.077608198,0.36066481,-0.2301431,14.02515
"AUS",2005,"All genders","25-55",37.5,91470,0.0737307,0.35228491,-0.34082091,14.32933
"AUS",2005,"All genders","25-55",40,91470,0.074755803,0.34534109,-0.3606714,15.30348
"AUS",2005,"All genders","25-55",42.5,91470,0.069417603,0.34579679,-0.45845661,15.40825
"AUS",2005,"All genders","25-55",45,91470,0.066889599,0.34470731,-0.49615541,15.86339
"AUS",2005,"All genders","25-55",47.5,91470,0.067140497,0.335821,-0.61019802,16.098261
"AUS",2005,"All genders","25-55",50,91470,0.062949702,0.33691669,-0.71188802,16.516069
"AUS",2005,"All genders","25-55",52.5,91470,0.064070098,0.3337644,-0.6917662,16.6609
"AUS",2005,"All genders","25-55",55,91470,0.0624988,0.3361001,-0.76717401,17.322701
"AUS",2005,"All genders","25-55",57.5,91470,0.059340201,0.33031169,-0.81134379,17.639709
"AUS",2005,"All genders","25-55",60,91470,0.061655201,0.32104129,-0.78212672,17.91349
"AUS",2005,"All genders","25-55",62.5,91470,0.061457299,0.3208887,-0.79893512,18.950491
"AUS",2005,"All genders","25-55",65,91470,0.057522599,0.31782261,-1.171827,18.269369
"AUS",2005,"All genders","25-55",67.5,91470,0.0594806,0.32503861,-0.8894487,18.53928
"AUS",2005,"All genders","25-55",70,91470,0.059261799,0.3214421,-0.92492789,19.410311
"AUS",2005,"All genders","25-55",72.5,91471,0.059760202,0.322981,-0.88499981,19.23702
"AUS",2005,"All genders","25-55",75,91469,0.0575356,0.32381359,-1.061992,19.348431
"AUS",2005,"All genders","25-55",77.5,91470,0.057608102,0.32195121,-1.0410089,20.173559
"AUS",2005,"All genders","25-55",80,91471,0.0579645,0.3240433,-1.1705379,20.286261
"AUS",2005,"All genders","25-55",82.5,91469,0.056771301,0.32982561,-1.218328,20.36718
"AUS",2005,"All genders","25-55",85,91470,0.056947999,0.33200371,-1.262617,20.382151
"AUS",2005,"All genders","25-55",87.5,91470,0.056386702,0.33001629,-1.154934,20.077311
"AUS",2005,"All genders","25-55",90,91470,0.0564465,0.3332049,-1.262387,21.302891
"AUS",2005,"All genders","25-55",92.5,91470,0.055489201,0.32234809,-1.327793,22.249861
"AUS",2005,"All genders","25-55",95,91470,0.054879401,0.333978,-1.393006,22.743179
"AUS",2005,"All genders","25-55",97.5,91470,0.0501501,0.3607941,-1.44442,20.598221
"AUS",2005,"All genders","25-55",99,54882,0.047274102,0.41015461,-1.269527,17.93173
"AUS",2005,"All genders","25-55",99.9,32930,0.0349501,0.46707621,-1.434014,16.861891
"AUS",2005,"All genders","25-55",100,3658,-0.0045968001,0.60972911,-1.853563,14.53495
"AUS",2005,"All genders","35-44",2.5,38816,0.26900509,0.5405249,0.3684884,5.361836
"AUS",2005,"All genders","35-44",5,38816,0.2030665,0.49413171,0.2213838,6.3739939
"AUS",2005,"All genders","35-44",7.5,38815,0.16998971,0.47658089,0.1248102,7.029635
"AUS",2005,"All genders","35-44",10,38816,0.15201899,0.45556349,0.13309249,7.9175549
"AUS",2005,"All genders","35-44",12.5,38815,0.1366735,0.43827209,0.089788102,8.6406775
"AUS",2005,"All genders","35-44",15,38816,0.1232741,0.41720629,0.1676829,9.3098078
"AUS",2005,"All genders","35-44",17.5,38816,0.1092647,0.40323591,0.0075654001,10.43646
"AUS",2005,"All genders","35-44",20,38815,0.1036593,0.39827731,-0.0102591,11.18095
"AUS",2005,"All genders","35-44",22.5,38816,0.096557401,0.382191,-0.018991301,11.64195
"AUS",2005,"All genders","35-44",25,38815,0.091897704,0.37388611,0.0201458,12.61987
"AUS",2005,"All genders","35-44",27.5,38816,0.086706698,0.36416951,-0.16001619,12.97592
"AUS",2005,"All genders","35-44",30,38815,0.079682097,0.35668829,-0.18286709,13.83084
"AUS",2005,"All genders","35-44",32.5,38816,0.078631498,0.34845349,-0.304162,14.12103
"AUS",2005,"All genders","35-44",35,38816,0.0749515,0.34980419,-0.31047419,15.02146
"AUS",2005,"All genders","35-44",37.5,38815,0.078391597,0.34704459,-0.105457,15.13676
"AUS",2005,"All genders","35-44",40,38816,0.073501401,0.33157381,-0.39038149,16.583891
"AUS",2005,"All genders","35-44",42.5,38815,0.072799899,0.33692679,-0.33309001,16.083691
"AUS",2005,"All genders","35-44",45,38816,0.070309304,0.32962891,-0.24784841,17.104349
"AUS",2005,"All genders","35-44",47.5,38815,0.068160303,0.3225891,-0.64865601,16.877859
"AUS",2005,"All genders","35-44",50,38816,0.062834598,0.32457849,-0.75829673,17.46187
"AUS",2005,"All genders","35-44",52.5,38816,0.064974397,0.32091531,-0.69078171,17.696541
"AUS",2005,"All genders","35-44",55,38815,0.064602204,0.32674411,-0.72488773,18.629101
"AUS",2005,"All genders","35-44",57.5,38816,0.060666502,0.31991619,-0.82912958,18.987101
"AUS",2005,"All genders","35-44",60,38815,0.063390203,0.31071621,-0.63011289,19.307529
"AUS",2005,"All genders","35-44",62.5,38816,0.065005697,0.31308511,-0.79000962,20.852921
"AUS",2005,"All genders","35-44",65,38815,0.0593904,0.3041189,-1.00372,19.3822
"AUS",2005,"All genders","35-44",67.5,38816,0.060243201,0.3148216,-0.84942758,20.005989
"AUS",2005,"All genders","35-44",70,38816,0.0587979,0.303056,-1.0951869,20.973499
"AUS",2005,"All genders","35-44",72.5,38815,0.060935602,0.31488511,-0.68841898,20.7878
"AUS",2005,"All genders","35-44",75,38816,0.0576525,0.31393689,-1.005464,20.649389
"AUS",2005,"All genders","35-44",77.5,38815,0.061619401,0.31277439,-1.072387,22.57033
"AUS",2005,"All genders","35-44",80,38816,0.061501998,0.31446159,-0.93214172,20.765169
"AUS",2005,"All genders","35-44",82.5,38815,0.057549801,0.32552701,-1.002843,21.660339
"AUS",2005,"All genders","35-44",85,38816,0.062183201,0.3274014,-0.92531681,20.67244
"AUS",2005,"All genders","35-44",87.5,38816,0.0627525,0.33315581,-0.84960139,20.70554
"AUS",2005,"All genders","35-44",90,38815,0.060312901,0.3356531,-1.21532,20.81097
"AUS",2005,"All genders","35-44",92.5,38816,0.059580602,0.33229199,-1.371401,21.54809
"AUS",2005,"All genders","35-44",95,38815,0.059795801,0.34045851,-1.454441,22.594669
"AUS",2005,"All genders","35-44",97.5,38816,0.053828102,0.38013521,-1.1761889,19.92165
"AUS",2005,"All genders","35-44",99,23289,0.055294801,0.43012601,-1.302045,17.33359
"AUS",2005,"All genders","35-44",99.9,13974,0.042029999,0.48460379,-1.4193341,16.45607
"AUS",2005,"All genders","35-44",100,1552,0.016747,0.62409627,-1.641122,12.95329
"AUS",2005,"All genders","45-55",2.5,24090,0.23385701,0.50778902,0.58270991,6.0264039
"AUS",2005,"All genders","45-55",5,24089,0.15848809,0.44843611,0.2305367,7.5143561
"AUS",2005,"All genders","45-55",7.5,24089,0.130859,0.42087489,0.28192401,8.4651308
"AUS",2005,"All genders","45-55",10,24090,0.1170086,0.39660841,0.2421748,9.1679525
"AUS",2005,"All genders","45-55",12.5,24089,0.1051755,0.38380271,0.098033197,10.6319
"AUS",2005,"All genders","45-55",15,24089,0.093319103,0.37118119,-0.0429774,11.82207
"AUS",2005,"All genders","45-55",17.5,24090,0.088145301,0.34775209,0.14713231,13.335
"AUS",2005,"All genders","45-55",20,24089,0.076454997,0.34008381,-0.1081082,14.106
"AUS",2005,"All genders","45-55",22.5,24089,0.076313801,0.3278113,-0.133343,14.5702
"AUS",2005,"All genders","45-55",25,24089,0.073410898,0.31959251,-0.077762499,16.210291
"AUS",2005,"All genders","45-55",27.5,24090,0.070633799,0.317128,-0.084402703,17.127439
"AUS",2005,"All genders","45-55",30,24089,0.065255299,0.3091616,-0.1634534,17.302679
"AUS",2005,"All genders","45-55",32.5,24091,0.064836398,0.30679819,-0.4119243,18.5951
"AUS",2005,"All genders","45-55",35,24088,0.061640199,0.2961174,-0.4519648,18.41777
"AUS",2005,"All genders","45-55",37.5,24089,0.0623996,0.2888242,-0.34439829,20.610331
"AUS",2005,"All genders","45-55",40,24089,0.057459898,0.2790103,-0.51586097,19.47369
"AUS",2005,"All genders","45-55",42.5,24090,0.053952798,0.2846249,-0.66000372,21.51416
"AUS",2005,"All genders","45-55",45,24089,0.056942601,0.28745201,-0.67771471,22.818319
"AUS",2005,"All genders","45-55",47.5,24090,0.053429499,0.27568179,-0.90640742,22.20347
"AUS",2005,"All genders","45-55",50,24088,0.052176099,0.27072811,-0.67098051,23.12516
"AUS",2005,"All genders","45-55",52.5,24090,0.0516156,0.27570751,-1.261387,25.443979
"AUS",2005,"All genders","45-55",55,24089,0.052182801,0.2657041,-0.98312187,22.301399
"AUS",2005,"All genders","45-55",57.5,24089,0.050905298,0.26805279,-0.86125422,27.452959
"AUS",2005,"All genders","45-55",60,24090,0.045456201,0.2529645,-1.223895,26.391701
"AUS",2005,"All genders","45-55",62.5,24090,0.048373599,0.25411129,-0.99684972,28.1898
"AUS",2005,"All genders","45-55",65,24088,0.046548501,0.24245811,-1.342235,28.6425
"AUS",2005,"All genders","45-55",67.5,24090,0.047382701,0.26261631,-1.096869,29.247419
"AUS",2005,"All genders","45-55",70,24089,0.046971399,0.2630614,-0.93001831,28.604691
"AUS",2005,"All genders","45-55",72.5,24089,0.047932401,0.2589727,-1.2785259,29.233101
"AUS",2005,"All genders","45-55",75,24089,0.0479904,0.25200379,-1.295995,28.46493
"AUS",2005,"All genders","45-55",77.5,24090,0.045827501,0.25567079,-1.434773,31.187229
"AUS",2005,"All genders","45-55",80,24089,0.046771701,0.25888589,-1.3455369,30.88246
"AUS",2005,"All genders","45-55",82.5,24089,0.0469702,0.2635707,-1.593851,32.987629
"AUS",2005,"All genders","45-55",85,24090,0.047661301,0.25995499,-1.4561,28.091459
"AUS",2005,"All genders","45-55",87.5,24089,0.042396799,0.26860791,-1.732702,31.369711
"AUS",2005,"All genders","45-55",90,24089,0.046279199,0.2407624,-1.791849,35.51614
"AUS",2005,"All genders","45-55",92.5,24090,0.043042399,0.2490709,-1.5715539,38.702648
"AUS",2005,"All genders","45-55",95,24089,0.043070901,0.27463901,-1.77615,31.79022
"AUS",2005,"All genders","45-55",97.5,24089,0.037586901,0.30348751,-1.805222,28.1206
"AUS",2005,"All genders","45-55",99,14454,0.029694701,0.37362599,-1.653374,23.4251
"AUS",2005,"All genders","45-55",99.9,8672,0.022049399,0.4420121,-1.474758,18.216999
"AUS",2005,"All genders","45-55",100,963,-0.056543302,0.64516759,-2.3476541,16.555149
"AUS",2006,"All genders","25-34",2.5,29115,0.34254709,0.60904652,0.1616108,4.487484
"AUS",2006,"All genders","25-34",5,29115,0.25227219,0.57193142,0.0734924,5.1136918
"AUS",2006,"All genders","25-34",7.5,29115,0.2075692,0.54857868,-0.016594101,5.9334431
"AUS",2006,"All genders","25-34",10,29115,0.1794333,0.53316963,-0.060774099,6.1745081
"AUS",2006,"All genders","25-34",12.5,29115,0.1623726,0.51735598,-0.054910399,6.7483749
"AUS",2006,"All genders","25-34",15,29115,0.1533128,0.50333321,0.0026413,7.027935
"AUS",2006,"All genders","25-34",17.5,29115,0.14133351,0.4908956,-0.044143401,7.6496558
"AUS",2006,"All genders","25-34",20,29114,0.12934101,0.47389239,-0.051606901,8.0106115
"AUS",2006,"All genders","25-34",22.5,29115,0.1189855,0.4637475,-0.1406737,8.5244179
"AUS",2006,"All genders","25-34",25,29115,0.1130323,0.44677669,-0.2105383,8.8255682
"AUS",2006,"All genders","25-34",27.5,29115,0.1080066,0.4416199,-0.28726119,9.6188908
"AUS",2006,"All genders","25-34",30,29115,0.1069025,0.43251079,-0.16779821,10.26185
"AUS",2006,"All genders","25-34",32.5,29115,0.099074297,0.4162682,-0.4341504,10.56898
"AUS",2006,"All genders","25-34",35,29115,0.094365403,0.41735241,-0.34187081,10.65427
"AUS",2006,"All genders","25-34",37.5,29115,0.090077102,0.40507269,-0.56338209,11.28068
"AUS",2006,"All genders","25-34",40,29114,0.087801598,0.40391719,-0.62985778,11.64152
"AUS",2006,"All genders","25-34",42.5,29115,0.091488399,0.40375289,-0.52255309,12.0734
"AUS",2006,"All genders","25-34",45,29115,0.087977096,0.39681751,-0.56353408,11.8912
"AUS",2006,"All genders","25-34",47.5,29115,0.081580102,0.3969565,-0.73147601,12.27274
"AUS",2006,"All genders","25-34",50,29115,0.086617902,0.3882843,-0.58263528,12.14195
"AUS",2006,"All genders","25-34",52.5,29115,0.0835834,0.39468229,-0.7149114,13.10311
"AUS",2006,"All genders","25-34",55,29115,0.085254401,0.39102551,-0.5834645,13.28579
"AUS",2006,"All genders","25-34",57.5,29115,0.080423102,0.38708249,-0.88779992,12.95904
"AUS",2006,"All genders","25-34",60,29115,0.083165802,0.37734279,-0.82831848,14.03701
"AUS",2006,"All genders","25-34",62.5,29114,0.080471903,0.37444571,-0.97231549,13.79741
"AUS",2006,"All genders","25-34",65,29115,0.079230398,0.3765049,-0.96183962,14.23756
"AUS",2006,"All genders","25-34",67.5,29115,0.077360503,0.3770254,-1.0666029,14.36969
"AUS",2006,"All genders","25-34",70,29115,0.078792199,0.37051031,-0.85205442,14.46047
"AUS",2006,"All genders","25-34",72.5,29115,0.077389598,0.38517901,-1.062314,14.85548
"AUS",2006,"All genders","25-34",75,29115,0.077265799,0.37297851,-0.94312781,14.30152
"AUS",2006,"All genders","25-34",77.5,29115,0.080068201,0.37405759,-1.05356,15.51711
"AUS",2006,"All genders","25-34",80,29114,0.076466002,0.3759003,-1.036443,14.89499
"AUS",2006,"All genders","25-34",82.5,29115,0.074385703,0.37672159,-1.260675,15.16437
"AUS",2006,"All genders","25-34",85,29115,0.075724497,0.37034729,-1.2441061,15.36078
"AUS",2006,"All genders","25-34",87.5,29115,0.072566703,0.38011211,-1.326609,15.61782
"AUS",2006,"All genders","25-34",90,29115,0.075796098,0.3818652,-1.1716239,15.70925
"AUS",2006,"All genders","25-34",92.5,29115,0.075928099,0.38119709,-1.172423,15.92211
"AUS",2006,"All genders","25-34",95,29115,0.072599202,0.39016429,-1.436224,15.98981
"AUS",2006,"All genders","25-34",97.5,29115,0.072669499,0.4075467,-1.3197531,15.8405
"AUS",2006,"All genders","25-34",99,17469,0.071001701,0.42172241,-1.311285,15.12208
"AUS",2006,"All genders","25-34",99.9,10481,0.078834496,0.48622411,-1.016114,13.23372
"AUS",2006,"All genders","25-34",100,1164,0.043379601,0.6129213,-0.62673408,9.1910248
"AUS",2006,"All genders","25-55",2.5,94031,0.28814119,0.55517888,0.35648009,5.2197909
"AUS",2006,"All genders","25-55",5,94031,0.2110028,0.50781178,0.2229958,6.1371331
"AUS",2006,"All genders","25-55",7.5,94034,0.176257,0.48961481,0.2078981,7.0299101
"AUS",2006,"All genders","25-55",10,94027,0.1515346,0.46930841,0.085094497,7.6404471
"AUS",2006,"All genders","25-55",12.5,94030,0.1359791,0.44936821,0.036540899,8.2050638
"AUS",2006,"All genders","25-55",15,94031,0.12513711,0.43466589,0.079265602,9.1358423
"AUS",2006,"All genders","25-55",17.5,94030,0.114382,0.42076251,0.062863097,10.06766
"AUS",2006,"All genders","25-55",20,94031,0.1071687,0.4045606,-0.016935401,10.52407
"AUS",2006,"All genders","25-55",22.5,94030,0.099273004,0.39530799,-0.081399202,11.25836
"AUS",2006,"All genders","25-55",25,94031,0.093346499,0.38905451,-0.1176625,11.7385
"AUS",2006,"All genders","25-55",27.5,94031,0.090397298,0.38215539,-0.1301485,12.26983
"AUS",2006,"All genders","25-55",30,94030,0.086596303,0.37449831,-0.2571359,12.79922
"AUS",2006,"All genders","25-55",32.5,94031,0.084632397,0.37024149,-0.2682561,13.4653
"AUS",2006,"All genders","25-55",35,94030,0.081612602,0.36090899,-0.30116221,13.80321
"AUS",2006,"All genders","25-55",37.5,94031,0.077626303,0.35906571,-0.439596,14.08612
"AUS",2006,"All genders","25-55",40,94030,0.075024299,0.3558833,-0.49174801,14.88075
"AUS",2006,"All genders","25-55",42.5,94031,0.074542701,0.3493664,-0.54971713,15.08423
"AUS",2006,"All genders","25-55",45,94030,0.074486099,0.34835759,-0.51251662,15.78129
"AUS",2006,"All genders","25-55",47.5,94031,0.0715359,0.34466219,-0.64678878,15.73885
"AUS",2006,"All genders","25-55",50,94030,0.069786698,0.34204969,-0.75008053,15.87605
"AUS",2006,"All genders","25-55",52.5,94031,0.070336103,0.33813831,-0.7215026,16.39797
"AUS",2006,"All genders","25-55",55,94031,0.069381803,0.34131631,-0.76413327,17.036949
"AUS",2006,"All genders","25-55",57.5,94030,0.070775703,0.33516401,-0.73449987,17.471201
"AUS",2006,"All genders","25-55",60,94031,0.068666801,0.33137971,-0.77198559,17.680201
"AUS",2006,"All genders","25-55",62.5,94030,0.067184001,0.32656601,-0.87636942,18.1633
"AUS",2006,"All genders","25-55",65,94031,0.065212697,0.32417989,-1.022181,18.27183
"AUS",2006,"All genders","25-55",67.5,94030,0.063871399,0.32707399,-1.188772,18.89082
"AUS",2006,"All genders","25-55",70,94031,0.064654797,0.32741109,-1.053718,18.85935
"AUS",2006,"All genders","25-55",72.5,94030,0.063169599,0.3314788,-1.2130899,19.19228
"AUS",2006,"All genders","25-55",75,94031,0.064574003,0.32817829,-1.17379,19.635889
"AUS",2006,"All genders","25-55",77.5,94031,0.064273,0.32933879,-1.153411,19.220341
"AUS",2006,"All genders","25-55",80,94030,0.064433999,0.3297182,-1.174453,19.51
"AUS",2006,"All genders","25-55",82.5,94031,0.065509804,0.32782719,-1.283232,19.59498
"AUS",2006,"All genders","25-55",85,94030,0.063878,0.33345881,-1.377582,19.78615
"AUS",2006,"All genders","25-55",87.5,94031,0.065890901,0.33297989,-1.226233,20.14607
"AUS",2006,"All genders","25-55",90,94030,0.064831398,0.33275831,-1.300456,20.898979
"AUS",2006,"All genders","25-55",92.5,94031,0.060153201,0.3302823,-1.56367,21.83466
"AUS",2006,"All genders","25-55",95,94030,0.061356299,0.33778179,-1.321921,21.749399
"AUS",2006,"All genders","25-55",97.5,94031,0.061184801,0.35965249,-1.254571,20.411779
"AUS",2006,"All genders","25-55",99,56418,0.060704499,0.40927479,-1.215953,18.2554
"AUS",2006,"All genders","25-55",99.9,33851,0.052411299,0.45836911,-1.338842,16.591089
"AUS",2006,"All genders","25-55",100,3761,-0.0061213002,0.62185651,-1.354617,11.8187
"AUS",2006,"All genders","35-44",2.5,39941,0.2849122,0.54721761,0.34968981,5.3940182
"AUS",2006,"All genders","35-44",5,39941,0.2078961,0.49655971,0.17517871,6.424963
"AUS",2006,"All genders","35-44",7.5,39941,0.1775668,0.47861129,0.2082403,7.148962
"AUS",2006,"All genders","35-44",10,39941,0.1547091,0.4617615,0.1669973,7.8005972
"AUS",2006,"All genders","35-44",12.5,39940,0.1358273,0.44353729,0.038997099,8.3657808
"AUS",2006,"All genders","35-44",15,39941,0.1235088,0.42972139,0.055787001,9.4013729
"AUS",2006,"All genders","35-44",17.5,39941,0.1153576,0.41109791,0.060963199,10.46343
"AUS",2006,"All genders","35-44",20,39941,0.108193,0.39687929,-0.0158152,10.88503
"AUS",2006,"All genders","35-44",22.5,39941,0.0960209,0.38607359,-0.1126572,11.51269
"AUS",2006,"All genders","35-44",25,39940,0.090044498,0.37700859,-0.2022514,12.15957
"AUS",2006,"All genders","35-44",27.5,39941,0.089260899,0.36408111,-0.1596323,13.18101
"AUS",2006,"All genders","35-44",30,39941,0.0845716,0.3685278,-0.1128771,13.49849
"AUS",2006,"All genders","35-44",32.5,39941,0.083070204,0.35836321,-0.34027299,14.72126
"AUS",2006,"All genders","35-44",35,39941,0.078075796,0.3562983,-0.26960719,14.33277
"AUS",2006,"All genders","35-44",37.5,39940,0.0731332,0.3456758,-0.54102248,14.24779
"AUS",2006,"All genders","35-44",40,39941,0.072135501,0.34537181,-0.4895865,15.9591
"AUS",2006,"All genders","35-44",42.5,39941,0.071804203,0.34282851,-0.44015411,16.16523
"AUS",2006,"All genders","35-44",45,39941,0.070052199,0.33911651,-0.52910173,16.415131
"AUS",2006,"All genders","35-44",47.5,39941,0.069899999,0.33312801,-0.63972187,16.92264
"AUS",2006,"All genders","35-44",50,39940,0.065762602,0.33016291,-0.69234222,16.977489
"AUS",2006,"All genders","35-44",52.5,39941,0.067655399,0.3264747,-0.80050218,17.920641
"AUS",2006,"All genders","35-44",55,39941,0.067432001,0.32799351,-0.80816501,18.572689
"AUS",2006,"All genders","35-44",57.5,39941,0.068321601,0.32467449,-0.46917939,19.13699
"AUS",2006,"All genders","35-44",60,39941,0.067742497,0.3212941,-0.4886516,18.814911
"AUS",2006,"All genders","35-44",62.5,39940,0.064775497,0.31772071,-0.79876649,19.33037
"AUS",2006,"All genders","35-44",65,39941,0.063196599,0.3095082,-0.88810951,19.08419
"AUS",2006,"All genders","35-44",67.5,39941,0.0606017,0.30915451,-1.240716,20.686411
"AUS",2006,"All genders","35-44",70,39941,0.060222,0.32004929,-1.215891,19.940901
"AUS",2006,"All genders","35-44",72.5,39941,0.059999201,0.31780979,-1.3941571,21.95612
"AUS",2006,"All genders","35-44",75,39940,0.060755301,0.3210949,-1.115254,20.142651
"AUS",2006,"All genders","35-44",77.5,39941,0.062706701,0.31814539,-1.044801,20.123091
"AUS",2006,"All genders","35-44",80,39941,0.063656598,0.32273999,-1.005517,21.182301
"AUS",2006,"All genders","35-44",82.5,39941,0.063136302,0.32588571,-1.307422,20.150089
"AUS",2006,"All genders","35-44",85,39941,0.066355497,0.3308031,-1.09286,20.63393
"AUS",2006,"All genders","35-44",87.5,39940,0.066252902,0.32954061,-1.286564,21.982531
"AUS",2006,"All genders","35-44",90,39941,0.064786099,0.33937851,-1.208041,20.23358
"AUS",2006,"All genders","35-44",92.5,39941,0.063021399,0.33120039,-1.284839,21.289141
"AUS",2006,"All genders","35-44",95,39941,0.065168798,0.34526241,-1.138213,21.566799
"AUS",2006,"All genders","35-44",97.5,39941,0.0652567,0.37538579,-1.2312649,19.65489
"AUS",2006,"All genders","35-44",99,23964,0.070254497,0.42296329,-0.86514479,17.122761
"AUS",2006,"All genders","35-44",99.9,14379,0.057966098,0.47143981,-1.477537,15.20919
"AUS",2006,"All genders","35-44",100,1597,0.0138262,0.66865683,-1.322485,11.18926
"AUS",2006,"All genders","45-55",2.5,24975,0.23928,0.5097084,0.54403961,5.996593
"AUS",2006,"All genders","45-55",5,24975,0.16910329,0.45185289,0.39743391,7.2775512
"AUS",2006,"All genders","45-55",7.5,24975,0.1414784,0.4298372,0.36450669,8.7762957
