"country","year","gender","age","pct_year_t_log_earnings","avg_pct_year_t_1_log_inc","avg_pct_year_t_5_log_inc","N_pct_year_t_1_log_inc","N_pct_year_t_5_log_inc"
"AUS",2012,"Male","35-44",50,48.308521,47.5839,29788,27051
"AUS",2012,"Male","35-44",52.5,50.686119,49.699291,29792,27051
"AUS",2012,"Male","35-44",55,53.094379,51.3479,29791,27050
"AUS",2012,"Male","35-44",57.5,55.48674,53.356602,29791,27054
"AUS",2012,"Male","35-44",60,57.79089,55.42775,29791,27050
"AUS",2012,"Male","35-44",62.5,60.325748,57.469662,29789,27051
"AUS",2012,"Male","35-44",65,62.653641,59.099781,29791,27051
"AUS",2012,"Male","35-44",67.5,65.092278,61.339859,29792,27055
"AUS",2012,"Male","35-44",70,67.592247,63.413589,29790,27051
"AUS",2012,"Male","35-44",72.5,69.940842,65.132622,29790,27052
"AUS",2012,"Male","35-44",75,72.367561,67.455269,29793,27051
"AUS",2012,"Male","35-44",77.5,74.818153,69.484863,29788,27050
"AUS",2012,"Male","35-44",80,77.254608,71.47229,29791,27052
"AUS",2012,"Male","35-44",82.5,79.676659,73.257721,29791,27051
"AUS",2012,"Male","35-44",85,82.232094,75.229927,29789,27052
"AUS",2012,"Male","35-44",87.5,84.823624,77.630608,29791,27052
"AUS",2012,"Male","35-44",90,87.387627,79.983856,29791,27052
"AUS",2012,"Male","35-44",92.5,90.007713,82.233276,29789,27050
"AUS",2012,"Male","35-44",95,92.572884,84.581123,29792,27052
"AUS",2012,"Male","35-44",97.5,95.32119,87.505966,29780,27040
"AUS",2012,"Male","35-44",99,97.601059,90.638268,17873,16233
"AUS",2012,"Male","35-44",99.9,99.038467,92.375252,10724,9737
"AUS",2012,"Male","35-44",100,99.886688,94.298752,1198,1088
"AUS",2012,"Male","45-55",2.5,3.298604,17.228479,27175,14953
"AUS",2012,"Male","45-55",5,5.9183049,17.77232,27179,14958
"AUS",2012,"Male","45-55",7.5,8.4163084,19.333349,27177,14957
"AUS",2012,"Male","45-55",10,10.967,20.79435,27179,14956
"AUS",2012,"Male","45-55",12.5,13.52227,21.533119,27179,14957
"AUS",2012,"Male","45-55",15,15.83205,22.655319,27176,14957
"AUS",2012,"Male","45-55",17.5,18.074921,24.115499,27180,14957
"AUS",2012,"Male","45-55",20,20.30032,25.455271,27180,14956
"AUS",2012,"Male","45-55",22.5,22.432079,27.001671,27178,14957
"AUS",2012,"Male","45-55",25,24.73576,29.000561,27179,14958
"AUS",2012,"Male","45-55",27.5,27.013901,30.559059,27178,14956
"AUS",2012,"Male","45-55",30,29.350269,32.37677,27176,14957
"AUS",2012,"Male","45-55",32.5,31.681339,34.086739,27179,14956
"AUS",2012,"Male","45-55",35,33.97287,35.910851,27181,14958
"AUS",2012,"Male","45-55",37.5,36.29541,38.367989,27178,14956
"AUS",2012,"Male","45-55",40,38.773972,39.952728,27180,14957
"AUS",2012,"Male","45-55",42.5,41.127949,42.003078,27178,14957
"AUS",2012,"Male","45-55",45,43.58007,43.748531,27178,14957
"AUS",2012,"Male","45-55",47.5,45.924099,46.139301,27178,14956
"AUS",2012,"Male","45-55",50,48.375992,47.58675,27179,14958
"AUS",2012,"Male","45-55",52.5,50.787449,49.90588,27178,14957
"AUS",2012,"Male","45-55",55,53.173931,51.87991,27178,14956
"AUS",2012,"Male","45-55",57.5,55.642689,53.959221,27178,14957
"AUS",2012,"Male","45-55",60,58.016281,55.764721,27178,14957
"AUS",2012,"Male","45-55",62.5,60.463219,57.635559,27180,14957
"AUS",2012,"Male","45-55",65,62.77454,59.793892,27178,14956
"AUS",2012,"Male","45-55",67.5,65.297394,61.550362,27181,14958
"AUS",2012,"Male","45-55",70,67.687508,63.61462,27178,14957
"AUS",2012,"Male","45-55",72.5,70.070824,65.822594,27177,14956
"AUS",2012,"Male","45-55",75,72.525452,67.591553,27179,14956
"AUS",2012,"Male","45-55",77.5,74.968773,69.911484,27178,14958
"AUS",2012,"Male","45-55",80,77.468193,71.705551,27180,14956
"AUS",2012,"Male","45-55",82.5,79.97097,74.183632,27178,14957
"AUS",2012,"Male","45-55",85,82.470581,75.604393,27179,14957
"AUS",2012,"Male","45-55",87.5,84.981987,77.760674,27177,14957
"AUS",2012,"Male","45-55",90,87.518333,80.203194,27180,14956
"AUS",2012,"Male","45-55",92.5,90.122261,82.743584,27178,14957
"AUS",2012,"Male","45-55",95,92.737793,85.121468,27177,14957
"AUS",2012,"Male","45-55",97.5,95.443039,87.841454,27169,14952
"AUS",2012,"Male","45-55",99,97.72155,90.865242,16310,8973
"AUS",2012,"Male","45-55",99.9,99.090698,93.041298,9782,5383
"AUS",2012,"Male","45-55",100,99.933273,94.752274,1093,603
"AUS",2013,"Female","25-34",2.5,3.933352,24.0721,22272,19832
"AUS",2013,"Female","25-34",5,6.85638,26.407181,22275,19836
"AUS",2013,"Female","25-34",7.5,9.5963135,28.454041,22275,19835
"AUS",2013,"Female","25-34",10,11.94743,29.567711,22277,19835
"AUS",2013,"Female","25-34",12.5,14.3078,30.408739,22275,19837
"AUS",2013,"Female","25-34",15,16.611759,31.72411,22276,19836
"AUS",2013,"Female","25-34",17.5,18.956619,32.90049,22274,19835
"AUS",2013,"Female","25-34",20,21.39436,34.058762,22277,19836
"AUS",2013,"Female","25-34",22.5,23.814989,35.228649,22274,19835
"AUS",2013,"Female","25-34",25,26.143459,36.455181,22275,19835
"AUS",2013,"Female","25-34",27.5,28.41057,37.468109,22277,19836
"AUS",2013,"Female","25-34",30,30.76689,38.45998,22275,19837
"AUS",2013,"Female","25-34",32.5,32.957661,39.787479,22274,19835
"AUS",2013,"Female","25-34",35,35.34938,40.303268,22276,19835
"AUS",2013,"Female","25-34",37.5,37.308868,41.45948,22276,19836
"AUS",2013,"Female","25-34",40,39.573009,42.445141,22276,19835
"AUS",2013,"Female","25-34",42.5,41.638611,43.81554,22274,19837
"AUS",2013,"Female","25-34",45,43.81316,44.763721,22275,19835
"AUS",2013,"Female","25-34",47.5,46.07935,45.867039,22277,19835
"AUS",2013,"Female","25-34",50,48.235069,47.155231,22275,19835
"AUS",2013,"Female","25-34",52.5,50.137348,48.244061,22276,19837
"AUS",2013,"Female","25-34",55,52.765289,49.98283,22277,19835
"AUS",2013,"Female","25-34",57.5,55.02903,51.254829,22275,19835
"AUS",2013,"Female","25-34",60,57.188919,52.81839,22274,19837
"AUS",2013,"Female","25-34",62.5,59.71962,54.448841,22276,19835
"AUS",2013,"Female","25-34",65,61.90633,55.66518,22276,19836
"AUS",2013,"Female","25-34",67.5,64.345703,57.150379,22276,19835
"AUS",2013,"Female","25-34",70,66.732491,58.619942,22274,19836
"AUS",2013,"Female","25-34",72.5,69.184174,60.19593,22275,19836
"AUS",2013,"Female","25-34",75,71.442123,61.802891,22276,19837
"AUS",2013,"Female","25-34",77.5,73.941177,63.197571,22276,19834
"AUS",2013,"Female","25-34",80,76.473419,64.898514,22274,19834
"AUS",2013,"Female","25-34",82.5,78.90728,66.611221,22277,19837
"AUS",2013,"Female","25-34",85,81.352699,68.207863,22274,19835
"AUS",2013,"Female","25-34",87.5,83.822304,70.287407,22276,19837
"AUS",2013,"Female","25-34",90,86.323463,71.973343,22275,19836
"AUS",2013,"Female","25-34",92.5,88.991241,74.337196,22277,19835
"AUS",2013,"Female","25-34",95,91.7061,76.728737,22275,19835
"AUS",2013,"Female","25-34",97.5,94.548637,79.638657,22267,19828
"AUS",2013,"Female","25-34",99,97.015457,81.975647,13367,11901
"AUS",2013,"Female","25-34",99.9,98.902634,84.45694,8018,7142
"AUS",2013,"Female","25-34",100,99.752678,89.084709,895,797
"AUS",2013,"Female","35-44",2.5,4.1472931,21.107281,26479,24152
"AUS",2013,"Female","35-44",5,6.5252919,21.455179,26484,24157
"AUS",2013,"Female","35-44",7.5,8.970891,22.549271,26484,24158
"AUS",2013,"Female","35-44",10,11.3514,23.78867,26483,24156
"AUS",2013,"Female","35-44",12.5,13.75941,24.97356,26485,24160
"AUS",2013,"Female","35-44",15,16.037649,26.32617,26485,24156
"AUS",2013,"Female","35-44",17.5,18.36841,27.42869,26483,24156
"AUS",2013,"Female","35-44",20,20.58127,28.442471,26485,24156
"AUS",2013,"Female","35-44",22.5,22.812309,30.442909,26485,24159
"AUS",2013,"Female","35-44",25,25.240419,31.54899,26483,24156
"AUS",2013,"Female","35-44",27.5,27.478239,32.71452,26484,24158
"AUS",2013,"Female","35-44",30,29.80743,34.153641,26484,24158
"AUS",2013,"Female","35-44",32.5,32.16,35.906658,26482,24155
"AUS",2013,"Female","35-44",35,34.458328,37.25618,26486,24160
"AUS",2013,"Female","35-44",37.5,36.539009,38.870659,26483,24157
"AUS",2013,"Female","35-44",40,38.983799,40.02309,26484,24155
"AUS",2013,"Female","35-44",42.5,41.13876,41.552101,26483,24159
"AUS",2013,"Female","35-44",45,43.442638,43.363789,26486,24157
"AUS",2013,"Female","35-44",47.5,45.804008,44.805,26483,24158
"AUS",2013,"Female","35-44",50,48.202721,46.632278,26485,24155
"AUS",2013,"Female","35-44",52.5,50.436241,48.141769,26484,24156
"AUS",2013,"Female","35-44",55,52.58757,50.010818,26483,24160
"AUS",2013,"Female","35-44",57.5,55.212818,51.841721,26486,24154
"AUS",2013,"Female","35-44",60,57.700699,53.520882,26484,24160
"AUS",2013,"Female","35-44",62.5,59.933979,55.514851,26483,24156
"AUS",2013,"Female","35-44",65,62.412159,57.38538,26483,24158
"AUS",2013,"Female","35-44",67.5,64.697197,59.44376,26486,24158
"AUS",2013,"Female","35-44",70,67.23365,61.259609,26482,24157
"AUS",2013,"Female","35-44",72.5,69.837563,63.408119,26484,24156
"AUS",2013,"Female","35-44",75,72.314301,65.652908,26484,24159
"AUS",2013,"Female","35-44",77.5,74.763008,67.787102,26483,24156
"AUS",2013,"Female","35-44",80,77.228691,69.624763,26486,24157
"AUS",2013,"Female","35-44",82.5,79.769417,71.999481,26484,24158
"AUS",2013,"Female","35-44",85,82.37011,74.136513,26483,24155
"AUS",2013,"Female","35-44",87.5,84.769188,76.21788,26485,24156
"AUS",2013,"Female","35-44",90,87.34417,78.983131,26485,24160
"AUS",2013,"Female","35-44",92.5,89.804817,81.205917,26483,24155
"AUS",2013,"Female","35-44",95,92.377068,83.64138,26484,24159
"AUS",2013,"Female","35-44",97.5,95.175629,86.453903,26474,24147
"AUS",2013,"Female","35-44",99,97.579987,89.040787,15892,14494
"AUS",2013,"Female","35-44",99.9,99.160461,92.188187,9533,8696
"AUS",2013,"Female","35-44",100,99.87104,95.933388,1064,972
"AUS",2013,"Female","45-55",2.5,3.4713271,18.658939,27096,14805
"AUS",2013,"Female","45-55",5,5.9440489,19.21401,27100,14807
"AUS",2013,"Female","45-55",7.5,8.3803034,20.311979,27100,14810
"AUS",2013,"Female","45-55",10,10.831,21.72987,27102,14808
"AUS",2013,"Female","45-55",12.5,13.08547,22.81933,27102,14808
"AUS",2013,"Female","45-55",15,15.5985,24.241779,27099,14809
"AUS",2013,"Female","45-55",17.5,17.85614,25.617781,27100,14808
"AUS",2013,"Female","45-55",20,20.263901,27.013189,27101,14807
"AUS",2013,"Female","45-55",22.5,22.532089,28.30385,27102,14810
"AUS",2013,"Female","45-55",25,24.93293,29.932819,27100,14808
"AUS",2013,"Female","45-55",27.5,27.177521,31.460621,27102,14808
"AUS",2013,"Female","45-55",30,29.51745,33.371941,27101,14809
"AUS",2013,"Female","45-55",32.5,31.943199,34.633732,27100,14808
"AUS",2013,"Female","45-55",35,34.267509,36.20126,27098,14807
"AUS",2013,"Female","45-55",37.5,36.46175,37.7556,27104,14810
"AUS",2013,"Female","45-55",40,38.747971,39.302719,27098,14807
"AUS",2013,"Female","45-55",42.5,41.13509,40.861649,27102,14809
"AUS",2013,"Female","45-55",45,43.55167,42.614079,27100,14809
"AUS",2013,"Female","45-55",47.5,45.869999,44.1534,27103,14808
"AUS",2013,"Female","45-55",50,48.093689,46.343559,27100,14808
"AUS",2013,"Female","45-55",52.5,50.430779,47.916451,27099,14807
"AUS",2013,"Female","45-55",55,52.80846,49.688751,27103,14808
"AUS",2013,"Female","45-55",57.5,55.17712,51.821678,27100,14809
"AUS",2013,"Female","45-55",60,57.618061,53.813869,27102,14809
"AUS",2013,"Female","45-55",62.5,60.17255,55.91975,27099,14807
"AUS",2013,"Female","45-55",65,62.630821,57.99609,27103,14810
"AUS",2013,"Female","45-55",67.5,65.125481,60.52216,27098,14807
"AUS",2013,"Female","45-55",70,67.568367,62.320011,27100,14808
"AUS",2013,"Female","45-55",72.5,70.077873,64.722939,27101,14809
"AUS",2013,"Female","45-55",75,72.635048,67.108414,27102,14809
"AUS",2013,"Female","45-55",77.5,75.253403,69.563148,27100,14807
"AUS",2013,"Female","45-55",80,77.73011,72.147636,27101,14810
"AUS",2013,"Female","45-55",82.5,80.275978,74.231773,27102,14807
"AUS",2013,"Female","45-55",85,82.795799,76.48893,27100,14808
"AUS",2013,"Female","45-55",87.5,85.33223,79.135063,27098,14809
"AUS",2013,"Female","45-55",90,87.869293,81.802017,27103,14808
"AUS",2013,"Female","45-55",92.5,90.323402,83.881866,27102,14808
"AUS",2013,"Female","45-55",95,92.797523,86.037827,27100,14810
"AUS",2013,"Female","45-55",97.5,95.392471,88.184837,27090,14801
"AUS",2013,"Female","45-55",99,97.717079,90.795326,16261,8884
"AUS",2013,"Female","45-55",99.9,99.205078,93.94751,9757,5333
"AUS",2013,"Female","45-55",100,99.925049,96.918404,1088,594
"AUS",2013,"Male","25-34",2.5,3.9407799,22.466761,25511,22808
"AUS",2013,"Male","25-34",5,6.6263399,23.57456,25515,22811
"AUS",2013,"Male","25-34",7.5,9.1586046,24.78496,25516,22812
"AUS",2013,"Male","25-34",10,11.57041,26.23189,25515,22811
"AUS",2013,"Male","25-34",12.5,14.18024,27.26281,25516,22811
"AUS",2013,"Male","25-34",15,16.522249,28.131371,25517,22812
"AUS",2013,"Male","25-34",17.5,19.094231,29.26239,25514,22810
"AUS",2013,"Male","25-34",20,21.472269,30.075239,25516,22813
"AUS",2013,"Male","25-34",22.5,23.723631,31.370701,25516,22810
"AUS",2013,"Male","25-34",25,25.915159,32.254219,25515,22812
"AUS",2013,"Male","25-34",27.5,28.14377,33.302261,25514,22811
"AUS",2013,"Male","25-34",30,30.313089,34.549591,25519,22810
"AUS",2013,"Male","25-34",32.5,32.28854,36.035721,25514,22814
"AUS",2013,"Male","25-34",35,34.688278,37.285648,25516,22810
"AUS",2013,"Male","25-34",37.5,36.783939,38.523529,25515,22810
"AUS",2013,"Male","25-34",40,38.996941,40.194851,25514,22813
"AUS",2013,"Male","25-34",42.5,41.26466,41.592018,25517,22811
"AUS",2013,"Male","25-34",45,43.39814,43.496429,25517,22812
"AUS",2013,"Male","25-34",47.5,45.80304,45.15181,25515,22810
"AUS",2013,"Male","25-34",50,47.990749,46.76775,25514,22812
"AUS",2013,"Male","25-34",52.5,50.348949,48.538239,25515,22813
"AUS",2013,"Male","25-34",55,52.673199,50.30904,25515,22810
"AUS",2013,"Male","25-34",57.5,55.00901,52.102852,25517,22812
"AUS",2013,"Male","25-34",60,57.420341,54.005291,25517,22811
"AUS",2013,"Male","25-34",62.5,59.799198,55.595558,25515,22812
"AUS",2013,"Male","25-34",65,62.101231,57.482861,25515,22811
"AUS",2013,"Male","25-34",67.5,64.585373,59.475788,25515,22810
"AUS",2013,"Male","25-34",70,66.960983,61.26218,25515,22814
"AUS",2013,"Male","25-34",72.5,69.3293,63.24847,25518,22810
"AUS",2013,"Male","25-34",75,71.921669,65.347328,25514,22810
"AUS",2013,"Male","25-34",77.5,74.306671,67.117607,25515,22813
"AUS",2013,"Male","25-34",80,76.701424,68.922577,25514,22811
"AUS",2013,"Male","25-34",82.5,79.190338,70.773911,25518,22812
"AUS",2013,"Male","25-34",85,81.72847,72.782021,25514,22810
"AUS",2013,"Male","25-34",87.5,84.166771,74.61203,25516,22812
"AUS",2013,"Male","25-34",90,86.910957,76.604492,25516,22811
"AUS",2013,"Male","25-34",92.5,89.592667,78.698357,25516,22811
"AUS",2013,"Male","25-34",95,92.291237,80.688553,25516,22812
"AUS",2013,"Male","25-34",97.5,95.066978,83.317993,25507,22803
"AUS",2013,"Male","25-34",99,97.397087,85.760582,15308,13687
"AUS",2013,"Male","25-34",99.9,98.910301,88.160522,9186,8213
"AUS",2013,"Male","25-34",100,99.720573,90.582832,1025,916
"AUS",2013,"Male","35-44",2.5,3.494622,18.467541,30373,27390
"AUS",2013,"Male","35-44",5,6.143167,19.479891,30378,27396
"AUS",2013,"Male","35-44",7.5,8.6221714,20.413191,30379,27395
"AUS",2013,"Male","35-44",10,11.25025,21.602131,30378,27397
"AUS",2013,"Male","35-44",12.5,13.76697,22.69467,30377,27396
"AUS",2013,"Male","35-44",15,16.10854,23.378771,30378,27396
"AUS",2013,"Male","35-44",17.5,18.421961,24.469431,30378,27396
"AUS",2013,"Male","35-44",20,20.51947,25.65468,30379,27396
"AUS",2013,"Male","35-44",22.5,22.69228,27.441259,30376,27394
"AUS",2013,"Male","35-44",25,25.00279,28.957199,30380,27397
"AUS",2013,"Male","35-44",27.5,27.07309,30.675261,30378,27395
"AUS",2013,"Male","35-44",30,29.558611,32.262859,30378,27396
"AUS",2013,"Male","35-44",32.5,31.70512,34.24176,30378,27395
"AUS",2013,"Male","35-44",35,34.131981,36.159882,30377,27397
"AUS",2013,"Male","35-44",37.5,36.422661,38.028412,30380,27394
"AUS",2013,"Male","35-44",40,38.781059,39.504711,30377,27397
"AUS",2013,"Male","35-44",42.5,41.058819,41.949589,30378,27394
"AUS",2013,"Male","35-44",45,43.59848,43.662231,30376,27397
"AUS",2013,"Male","35-44",47.5,45.924629,45.735088,30379,27395
"AUS",2013,"Male","35-44",50,48.288231,47.93914,30379,27396
"AUS",2013,"Male","35-44",52.5,50.676861,49.818661,30379,27397
"AUS",2013,"Male","35-44",55,53.058681,51.61829,30379,27395
"AUS",2013,"Male","35-44",57.5,55.51001,53.572849,30376,27397
"AUS",2013,"Male","35-44",60,57.92345,55.432129,30378,27396
"AUS",2013,"Male","35-44",62.5,60.24839,57.5718,30377,27394
"AUS",2013,"Male","35-44",65,62.71669,59.467991,30380,27395
"AUS",2013,"Male","35-44",67.5,65.104378,61.594269,30377,27397
"AUS",2013,"Male","35-44",70,67.463531,63.726059,30378,27395
"AUS",2013,"Male","35-44",72.5,70.037102,65.825706,30378,27396
"AUS",2013,"Male","35-44",75,72.405693,67.713203,30379,27394
"AUS",2013,"Male","35-44",77.5,74.899879,69.570534,30379,27398
"AUS",2013,"Male","35-44",80,77.371277,71.472847,30377,27396
"AUS",2013,"Male","35-44",82.5,79.665001,73.29763,30378,27394
"AUS",2013,"Male","35-44",85,82.173599,75.276917,30378,27396
"AUS",2013,"Male","35-44",87.5,84.79071,77.422882,30378,27396
"AUS",2013,"Male","35-44",90,87.389893,79.534378,30377,27396
"AUS",2013,"Male","35-44",92.5,89.981041,81.6688,30378,27397
"AUS",2013,"Male","35-44",95,92.527519,84.431259,30379,27395
"AUS",2013,"Male","35-44",97.5,95.279716,87.1409,30368,27386
"AUS",2013,"Male","35-44",99,97.623779,90.065331,18226,16438
"AUS",2013,"Male","35-44",99.9,99.045731,92.482933,10937,9862
"AUS",2013,"Male","35-44",100,99.914146,95.258873,1220,1100
"AUS",2013,"Male","45-55",2.5,3.1447351,16.669769,27787,15138
"AUS",2013,"Male","45-55",5,5.8603482,17.651369,27795,15142
"AUS",2013,"Male","45-55",7.5,8.3820295,18.99894,27793,15140
"AUS",2013,"Male","45-55",10,10.94642,20.878189,27792,15143
"AUS",2013,"Male","45-55",12.5,13.59799,21.51453,27794,15140
"AUS",2013,"Male","45-55",15,15.85574,22.53252,27794,15142
"AUS",2013,"Male","45-55",17.5,18.141609,23.921551,27793,15141
"AUS",2013,"Male","45-55",20,20.347839,25.165461,27793,15143
"AUS",2013,"Male","45-55",22.5,22.483141,27.064939,27795,15140
"AUS",2013,"Male","45-55",25,24.812519,28.67968,27790,15141
"AUS",2013,"Male","45-55",27.5,27.017139,30.448681,27793,15142
"AUS",2013,"Male","45-55",30,29.396549,32.291531,27795,15142
"AUS",2013,"Male","45-55",32.5,31.69356,34.1661,27793,15141
"AUS",2013,"Male","45-55",35,34.0047,35.95829,27794,15142
"AUS",2013,"Male","45-55",37.5,36.280312,37.98975,27793,15140
"AUS",2013,"Male","45-55",40,38.715832,40.177551,27792,15142
"AUS",2013,"Male","45-55",42.5,41.132038,41.850689,27795,15141
"AUS",2013,"Male","45-55",45,43.423389,43.891651,27794,15142
"AUS",2013,"Male","45-55",47.5,46.02792,46.03101,27791,15142
"AUS",2013,"Male","45-55",50,48.306252,47.988041,27793,15141
"AUS",2013,"Male","45-55",52.5,50.811501,50.296921,27795,15141
"AUS",2013,"Male","45-55",55,53.291359,52.379051,27791,15142
"AUS",2013,"Male","45-55",57.5,55.676189,54.025391,27794,15142
"AUS",2013,"Male","45-55",60,58.173561,55.988449,27795,15141
"AUS",2013,"Male","45-55",62.5,60.359219,58.110771,27791,15142
"AUS",2013,"Male","45-55",65,62.870789,60.16259,27794,15140
"AUS",2013,"Male","45-55",67.5,65.319077,61.968811,27794,15142
"AUS",2013,"Male","45-55",70,67.583633,64.277122,27793,15141
"AUS",2013,"Male","45-55",72.5,70.083946,65.777031,27795,15142
"AUS",2013,"Male","45-55",75,72.564697,67.830498,27791,15141
"AUS",2013,"Male","45-55",77.5,75.09304,70.120628,27792,15142
"AUS",2013,"Male","45-55",80,77.467461,71.926918,27795,15140
"AUS",2013,"Male","45-55",82.5,79.91227,73.666122,27793,15143
"AUS",2013,"Male","45-55",85,82.435921,75.779533,27793,15141
"AUS",2013,"Male","45-55",87.5,84.881706,77.543007,27793,15142
"AUS",2013,"Male","45-55",90,87.510834,79.531563,27795,15140
"AUS",2013,"Male","45-55",92.5,90.026283,82.338913,27792,15143
"AUS",2013,"Male","45-55",95,92.665367,84.939056,27793,15140
"AUS",2013,"Male","45-55",97.5,95.408127,87.550484,27785,15136
"AUS",2013,"Male","45-55",99,97.71019,90.869423,16674,9084
"AUS",2013,"Male","45-55",99.9,99.132851,93.306648,10006,5452
"AUS",2013,"Male","45-55",100,99.935226,95.600403,1117,608
"AUS",2014,"Female","25-34",2.5,4.0282869,24.39274,22897,20428
"AUS",2014,"Female","25-34",5,7.0320048,27.11853,22901,20434
"AUS",2014,"Female","25-34",7.5,9.6630106,28.590059,22901,20433
"AUS",2014,"Female","25-34",10,12.01562,29.508909,22902,20434
"AUS",2014,"Female","25-34",12.5,14.32575,30.51099,22900,20433
"AUS",2014,"Female","25-34",15,16.723539,31.611111,22902,20433
"AUS",2014,"Female","25-34",17.5,18.92437,32.66782,22902,20434
"AUS",2014,"Female","25-34",20,21.36805,34.01466,22901,20433
"AUS",2014,"Female","25-34",22.5,23.70326,35.124432,22900,20433
"AUS",2014,"Female","25-34",25,25.98682,36.266171,22901,20435
"AUS",2014,"Female","25-34",27.5,28.376499,37.12822,22902,20433
"AUS",2014,"Female","25-34",30,30.754,38.63446,22900,20433
"AUS",2014,"Female","25-34",32.5,32.940331,39.71085,22903,20434
"AUS",2014,"Female","25-34",35,35.170132,40.459728,22901,20433
"AUS",2014,"Female","25-34",37.5,37.351521,41.484291,22900,20432
"AUS",2014,"Female","25-34",40,39.644691,42.50964,22903,20434
"AUS",2014,"Female","25-34",42.5,41.643791,43.40176,22899,20434
"AUS",2014,"Female","25-34",45,43.95512,44.635262,22902,20433
"AUS",2014,"Female","25-34",47.5,46.041439,45.828129,22901,20433
"AUS",2014,"Female","25-34",50,48.178638,47.10535,22901,20434
"AUS",2014,"Female","25-34",52.5,50.327801,48.183929,22902,20433
"AUS",2014,"Female","25-34",55,52.549782,49.439751,22901,20432
"AUS",2014,"Female","25-34",57.5,54.953979,51.141689,22902,20434
"AUS",2014,"Female","25-34",60,57.25494,52.267269,22899,20434
"AUS",2014,"Female","25-34",62.5,59.503189,53.888451,22902,20434
"AUS",2014,"Female","25-34",65,61.820969,55.78801,22901,20433
"AUS",2014,"Female","25-34",67.5,64.401123,57.000851,22901,20432
"AUS",2014,"Female","25-34",70,66.77552,58.729511,22903,20434
"AUS",2014,"Female","25-34",72.5,69.14212,60.325531,22900,20433
"AUS",2014,"Female","25-34",75,71.577332,61.980251,22901,20434
"AUS",2014,"Female","25-34",77.5,73.916801,63.35133,22902,20434
"AUS",2014,"Female","25-34",80,76.368629,64.829979,22901,20434
"AUS",2014,"Female","25-34",82.5,78.884483,66.982529,22900,20432
"AUS",2014,"Female","25-34",85,81.552559,68.891182,22902,20433
"AUS",2014,"Female","25-34",87.5,83.906174,70.17952,22901,20434
"AUS",2014,"Female","25-34",90,86.401253,72.343483,22901,20433
"AUS",2014,"Female","25-34",92.5,88.933983,74.265327,22902,20434
"AUS",2014,"Female","25-34",95,91.614601,76.801369,22901,20433
"AUS",2014,"Female","25-34",97.5,94.491867,79.625961,22893,20426
"AUS",2014,"Female","25-34",99,97.051132,82.004852,13741,12259
"AUS",2014,"Female","25-34",99.9,98.863541,84.993401,8244,7355
"AUS",2014,"Female","25-34",100,99.763397,87.488724,920,822
"AUS",2014,"Female","35-44",2.5,4.2538319,21.15943,26636,24311
"AUS",2014,"Female","35-44",5,6.5180802,21.532209,26638,24317
"AUS",2014,"Female","35-44",7.5,9.0286331,22.68449,26639,24318
"AUS",2014,"Female","35-44",10,11.35773,23.611931,26641,24315
"AUS",2014,"Female","35-44",12.5,13.80723,24.7288,26639,24316
"AUS",2014,"Female","35-44",15,16.030729,25.95125,26639,24319
"AUS",2014,"Female","35-44",17.5,18.28615,27.24922,26641,24317
"AUS",2014,"Female","35-44",20,20.51882,28.703911,26638,24315
"AUS",2014,"Female","35-44",22.5,22.866261,29.898411,26640,24318
"AUS",2014,"Female","35-44",25,25.08633,31.238001,26640,24314
"AUS",2014,"Female","35-44",27.5,27.41246,32.903221,26640,24318
"AUS",2014,"Female","35-44",30,29.6847,34.131439,26638,24319
"AUS",2014,"Female","35-44",32.5,32.100651,35.952591,26640,24315
"AUS",2014,"Female","35-44",35,34.38179,36.92881,26642,24318
"AUS",2014,"Female","35-44",37.5,36.505058,38.560692,26637,24316
"AUS",2014,"Female","35-44",40,38.988152,40.324478,26640,24315
"AUS",2014,"Female","35-44",42.5,41.232151,41.54884,26643,24317
"AUS",2014,"Female","35-44",45,43.514431,43.115952,26638,24319
"AUS",2014,"Female","35-44",47.5,45.789341,44.56847,26639,24316
"AUS",2014,"Female","35-44",50,48.17672,46.280571,26640,24315
"AUS",2014,"Female","35-44",52.5,50.381538,48.10199,26639,24316
"AUS",2014,"Female","35-44",55,52.799278,49.919559,26639,24317
"AUS",2014,"Female","35-44",57.5,55.122101,51.57402,26638,24319
"AUS",2014,"Female","35-44",60,57.527458,53.41449,26642,24317
"AUS",2014,"Female","35-44",62.5,59.863209,55.392189,26641,24315
"AUS",2014,"Female","35-44",65,62.380878,57.600109,26637,24316
"AUS",2014,"Female","35-44",67.5,64.80574,59.547741,26642,24318
"AUS",2014,"Female","35-44",70,67.391434,61.507099,26639,24316
"AUS",2014,"Female","35-44",72.5,69.869476,63.585541,26639,24318
"AUS",2014,"Female","35-44",75,72.380997,65.895821,26639,24316
"AUS",2014,"Female","35-44",77.5,74.791862,67.744797,26641,24316
"AUS",2014,"Female","35-44",80,77.377136,69.92215,26639,24316
"AUS",2014,"Female","35-44",82.5,79.852417,72.182907,26639,24317
"AUS",2014,"Female","35-44",85,82.30378,74.100807,26641,24317
"AUS",2014,"Female","35-44",87.5,84.828461,76.679367,26639,24318
"AUS",2014,"Female","35-44",90,87.307663,78.927933,26639,24316
"AUS",2014,"Female","35-44",92.5,89.771873,81.533417,26641,24316
"AUS",2014,"Female","35-44",95,92.345428,83.775253,26639,24318
