percentile,fy,baseline,high_inflation,no_policy,indexed_brackets
0.764,FY2028_29,0.237685221991628,0.238864498746552,0.244156457790246,0.231514824559526
0.764,FY2029_30,0.240622200570519,0.242134835649283,0.246862543674297,0.232588989426416
0.764,FY2030_31,0.243454388206865,0.245273354749791,0.24947207683153,0.233648311941924
0.764,FY2031_32,0.24641689011352,0.250501486398426,0.252219868536534,0.234693264012016
0.764,FY2032_33,0.251539913320656,0.256124267176992,0.257135842368885,0.235724169413249
0.764,FY2033_34,0.256480147850199,0.261520409958726,0.26187641501339,0.23674246315181
0.764,FY2034_35,0.261244115573962,0.26669904986442,0.266447844757367,0.23774731424719
0.765,FY2025_26,0.235631451510505,0.235631451510505,0.235631451510505,0.235631451510505
0.765,FY2026_27,0.236274793173592,0.23667654560558,0.238641708303283,0.234181663002931
0.765,FY2027_28,0.23485046752739,0.235665680953193,0.241544559598152,0.230648178838389
0.765,FY2028_29,0.237888589708187,0.239064952930127,0.244343837606704,0.2317334369219
0.765,FY2029_30,0.240818312158329,0.242327210105688,0.247043237807814,0.232804947946291
0.765,FY2030_31,0.243643502563481,0.245457975149413,0.249646323826243,0.233861653288961
0.765,FY2031_32,0.246771627985633,0.250846132825969,0.252560269511923,0.234904023689983
0.765,FY2032_33,0.251881994200224,0.25645502190592,0.257464097889993,0.235932382125987
0.765,FY2033_34,0.256810023336764,0.261837832923148,0.262192958428152,0.236948160057819
0.765,FY2034_35,0.261562221154064,0.267003678429125,0.26675309395193,0.237950528557999
0.766,FY2025_26,0.2358203621881,0.2358203621881,0.2358203621881,0.2358203621881
0.766,FY2026_27,0.236462263336781,0.236863116199849,0.23882387867705,0.234373819920201
0.766,FY2027_28,0.235041126916041,0.235854514987213,0.241720230161089,0.230848247624474
0.766,FY2028_29,0.238072446399268,0.239246175611529,0.24451324027106,0.231931075692966
0.766,FY2029_30,0.24099560887104,0.242501128226035,0.247206596211244,0.233000187483552
0.766,FY2030_31,0.243814473356837,0.245624883134391,0.249803853627043,0.234054526744005
0.766,FY2031_32,0.247092332434062,0.251157713999386,0.252868012540337,0.235094563160357
0.766,FY2032_33,0.252191255963416,0.256754044145284,0.257760860694635,0.236120618986058
0.766,FY2033_34,0.257108250687961,0.262124802442691,0.262479132781712,0.237134122476753
0.766,FY2034_35,0.261849807799384,0.267279081039051,0.26702905764871,0.238134246561023
0.767,FY2025_26,0.236030802649206,0.236030802649206,0.236030802649206,0.236030802649206
0.767,FY2026_27,0.236671099110849,0.23707094988287,0.239026810654973,0.23458787658862
0.767,FY2027_28,0.235253515385409,0.236064870069824,0.241915921557351,0.231071117862052
0.767,FY2028_29,0.238277256880819,0.239448051890426,0.244701949428496,0.232151238971427
0.767,FY2029_30,0.241193111746209,0.242694867457223,0.247388572255059,0.233217678092183
0.767,FY2030_31,0.244004929359893,0.245810813298678,0.249979336793692,0.234269381612618
0.767,FY2031_32,0.247449586946435,0.251504805474789,0.253210828444795,0.235306818044595
0.767,FY2032_33,0.252535763689908,0.257087145369279,0.258091444980516,0.236330308835964
0.767,FY2033_34,0.257440466431927,0.262444477321765,0.262797921871278,0.237341278671876
0.767,FY2034_35,0.262170170136863,0.267585870750255,0.267336472392747,0.238338902548507
0.768,FY2025_26,0.236220500512481,0.236220500512481,0.236220500512481,0.236220500512481
0.768,FY2026_27,0.236859350457133,0.237258297911753,0.239209740127754,0.234780834218561
0.768,FY2027_28,0.23544496924657,0.236254490970151,0.242092324134768,0.231272020329351
0.768,FY2028_29,0.238461879697754,0.239630029721834,0.244872057989168,0.232349701297901
0.768,FY2029_30,0.241371147249521,0.242869510289668,0.247552611368533,0.23341373118731
0.768,FY2030_31,0.244176612583916,0.246014027768458,0.250137523016907,0.234463058766126
0.768,FY2031_32,0.247771627761618,0.25181768499852,0.253519853830076,0.235498151487783
0.768,FY2032_33,0.252846314138494,0.257387413626219,0.25838944438773,0.236519330073935
0.768,FY2033_34,0.257739936488423,0.262732642635527,0.263085288705622,0.237528015991175
0.768,FY2034_35,0.262458955147948,0.2678624209554,0.267613586022779,0.238523386099475
0.769,FY2025_26,0.236398258368442,0.236398258368442,0.236398258368442,0.236398258368442
0.769,FY2026_27,0.237035752843114,0.237433853837149,0.239381155610841,0.234961646664192
0.769,FY2027_28,0.235624372573988,0.236432176707385,0.242257623539866,0.231460277546528
0.769,FY2028_29,0.238634881942129,0.239800553461981,0.245031459536997,0.232535671962168
0.769,FY2029_30,0.24153797680051,0.243033160712074,0.247706325493729,0.233597444262632
0.769,FY2030_31,0.244337489682266,0.246319527775845,0.250285752645833,0.234644545446903
0.769,FY2031_32,0.248073398608431,0.252110871186032,0.253809428467222,0.235677441976603
0.769,FY2032_33,0.253137317848053,0.257668782328246,0.258668687046502,0.2366964538929
0.769,FY2033_34,0.258020557230524,0.263002670180658,0.263354568029413,0.237702999646412
0.769,FY2034_35,0.262729563385269,0.2681215644728,0.267873257501845,0.238696257843595
0.77,FY2025_26,0.236593092575293,0.236593092575293,0.236593092575293,0.236593092575293
0.77,FY2026_27,0.237229101366439,0.23762627458445,0.239569038163253,0.2351598289006
0.77,FY2027_28,0.235821010324904,0.236626931867406,0.242438802471796,0.231666619738239
0.77,FY2028_29,0.238824503688432,0.239987458605956,0.24520617403259,0.232739507942717
0.77,FY2029_30,0.241720832872162,0.243212532251397,0.247874806203077,0.233798805778415
0.77,FY2030_31,0.244513821477495,0.246654375714411,0.250448221989466,0.234843466689018
0.77,FY2031_32,0.248404159143721,0.252432222374675,0.254126821161051,0.235873956049056
0.77,FY2032_33,0.253456276898477,0.257977180781837,0.258974755217986,0.23689059315384
0.77,FY2033_34,0.258328135871242,0.263298637986408,0.263649715735763,0.237894793148284
0.77,FY2034_35,0.263026167667542,0.268405602674096,0.26815787438357,0.238885736553105
0.771,FY2025_26,0.236785753429779,0.236785753429779,0.236785753429779,0.236785753429779
0.771,FY2026_27,0.237420293110021,0.23781654890124,0.239754824908177,0.235355800437772
0.771,FY2027_28,0.236015454605136,0.23681951455682,0.242617960374326,0.231870660207383
0.771,FY2028_29,0.239012010226747,0.240172278845317,0.245378939608801,0.232941070157187
0.771,FY2029_30,0.24190164920612,0.243389902922569,0.248041407530184,0.233997921130479
0.771,FY2030_31,0.244688186312556,0.246985488464115,0.250608879006928,0.235040168988376
0.771,FY2031_32,0.248731230084646,0.252749988929093,0.254440673377194,0.236068278030443
0.771,FY2032_33,0.253771677998694,0.258282139087421,0.259277409235481,0.237082566814454
0.771,FY2033_34,0.258632283508866,0.263591304306546,0.26394157110461,0.238084447216493
0.771,FY2034_35,0.263319463364384,0.268686472463096,0.268439316397888,0.239073101650184
0.772,FY2025_26,0.236980890212148,0.236980890212148,0.236980890212148,0.236980890212148
0.772,FY2026_27,0.237613941901612,0.23800926847598,0.239942999240258,0.235554290449152
0.772,FY2027_28,0.236212397732456,0.2370145721696,0.242799420675273,0.232077322846393
0.772,FY2028_29,0.23920192645367,0.240359474251055,0.245553925434208,0.233145222692915
0.772,FY2029_30,0.242084789251369,0.243569553024045,0.248210149888339,0.234199595358623
0.772,FY2030_31,0.244864791949247,0.247320856418082,0.250771600663779,0.235239399153131
0.772,FY2031_32,0.249062504287642,0.253071839172823,0.254758558978609,0.236265097287227
0.772,FY2032_33,0.25409113238924,0.258591016480636,0.259583952727684,0.237277007571668
0.772,FY2033_34,0.258940339816047,0.263887731747252,0.264237177172309,0.238276538571699
0.772,FY2034_35,0.263616528270055,0.268970951772794,0.268724375286701,0.239262874618178
0.773,FY2025_26,0.237173858400961,0.237173858400961,0.237173858400961,0.237173858400961
0.773,FY2026_27,0.237805438635982,0.23819984632007,0.240129082353868,0.235750574601881
0.773,FY2027_28,0.236407152191951,0.237207462068651,0.2429788643721,0.232281688802729
0.773,FY2028_29,0.239389732104099,0.240544589317323,0.245726966607618,0.233347106441241
0.773,FY2029_30,0.242265894025168,0.243747206638506,0.248377016979381,0.234399028341286
0.773,FY2030_31,0.24503943493266,0.24765249736182,0.250932513962759,0.235436415233765
0.773,FY2031_32,0.249390096975072,0.253390112631305,0.255072911854627,0.236459729252785
0.773,FY2032_33,0.254407036620127,0.25889646125845,0.259887089541588,0.237469287470391
0.773,FY2033_34,0.259244972632717,0.264180864931334,0.264529498111464,0.238466495177782
0.773,FY2034_35,0.263910291834828,0.269252269607806,0.26900626625985,0.239450538601744
0.774,FY2025_26,0.237373429404511,0.237373429404511,0.237373429404511,0.237373429404511
0.774,FY2026_27,0.238003487836163,0.238396945188197,0.240321532694803,0.235953575032067
0.774,FY2027_28,0.236608570587214,0.23740695210359,0.243164448114564,0.232493047572525
0.774,FY2028_29,0.239583963922096,0.24073603848713,0.245905928750785,0.233555898069031
0.774,FY2029_30,0.242453195681867,0.24393093904715,0.248549593780892,0.234605285345283
0.774,FY2030_31,0.245220053695147,0.24799548610192,0.251098933250619,0.235640172636317
0.774,FY2031_32,0.249728898939211,0.253719276489367,0.255398020979204,0.236661020962721
0.774,FY2032_33,0.25473375018246,0.2592123574754,0.260200598822761,0.23766814663255
0.774,FY2033_34,0.259560029105554,0.264484028287332,0.264831821429857,0.238662951550929
0.774,FY2034_35,0.264214107141325,0.269543213327574,0.269297802728888,0.239644623905446
0.775,FY2025_26,0.237562091620482,0.237562091620482,0.237562091620482,0.237562091620482
0.775,FY2026_27,0.238190711432341,0.238583270398596,0.240503463472017,0.236145479218149
0.775,FY2027_28,0.236798979214277,0.237595537776789,0.243339887629718,0.232692853221469
0.775,FY2028_29,0.239767578798724,0.240917022818416,0.246075108611107,0.233753276898993
0.775,FY2029_30,0.242630259208027,0.244104628424583,0.2487127373299,0.234800268096991
0.775,FY2030_31,0.245390799622013,0.248319726670986,0.251256255862971,0.235832792417758
0.775,FY2031_32,0.250049181586452,0.254030447860831,0.255705359253721,0.236851309829228
0.775,FY2032_33,0.255042605194264,0.25951098643074,0.260496971315064,0.237856135917224
0.775,FY2033_34,0.259857864218191,0.264770620374991,0.265117619397362,0.238848669385887
0.775,FY2034_35,0.264501315543097,0.269818253718801,0.269573403469008,0.239828100276423
0.776,FY2025_26,0.23775567192134,0.23775567192134,0.23775567192134,0.23775567192134
0.776,FY2026_27,0.238382815611173,0.238774452772348,0.240690136857608,0.236342386001453
0.776,FY2027_28,0.236994351452025,0.237789039539543,0.243519900537713,0.232897867444569
0.776,FY2028_29,0.239955980185174,0.241102725085934,0.246248698686319,0.233955801040303
0.776,FY2029_30,0.242811938462077,0.244282845571914,0.248880133738013,0.235000333698594
0.776,FY2030_31,0.245565996588309,0.24865241960893,0.251417679593069,0.236030433450706
0.776,FY2031_32,0.250377813426662,0.254349730910681,0.256020709284676,0.237046559184477
0.776,FY2032_33,0.255359511501121,0.25981740010622,0.26080106970557,0.238049025744675
0.776,FY2033_34,0.260163463356915,0.265064683403282,0.265410867604214,0.23903922855101
0.776,FY2034_35,0.264796010951702,0.270100463918697,0.269856188625085,0.24001635954663
0.777,FY2025_26,0.237959022829621,0.237959022829621,0.237959022829621,0.237959022829621
0.777,FY2026_27,0.238584615892901,0.23897528472259,0.240886232236857,0.236549231290224
0.777,FY2027_28,0.237199584741894,0.237992307945655,0.243708999264086,0.233113229381157
0.777,FY2028_29,0.240153890782926,0.241297800331723,0.246431050399311,0.234168547212829
0.777,FY2029_30,0.243002787640237,0.244470057899926,0.249055979170021,0.235210497241172
0.777,FY2030_31,0.245750036297239,0.249001904607194,0.251587250887194,0.236238050049013
0.777,FY2031_32,0.250723032350801,0.254685129181568,0.256351976024817,0.237251663389581
0.777,FY2032_33,0.255692413067311,0.260139279444883,0.261120516899535,0.238251651329182
0.777,FY2033_34,0.260484487046587,0.265373588718697,0.265718916971586,0.239239405837321
0.777,FY2034_35,0.265105580565658,0.27039691815614,0.270153246838559,0.240214120855084
0.778,FY2025_26,0.23815564982957,0.23815564982957,0.23815564982957,0.23815564982957
0.778,FY2026_27,0.238779743538607,0.239169476055216,0.241075843615786,0.236749237127072
0.778,FY2027_28,0.237398031881461,0.238188855171414,0.24389184533827,0.233321470258232
0.778,FY2028_29,0.240345257359172,0.241486425308459,0.24660737255378,0.234374258817504
0.778,FY2029_30,0.243187326286569,0.244651079950536,0.249226010177223,0.235413711611961
0.778,FY2030_31,0.245927990633142,0.249339833693997,0.251751215214294,0.236438801691628
0.778,FY2031_32,0.251056836423539,0.255009437326292,0.256672289250107,0.23744998571264
0.778,FY2032_33,0.256014307062236,0.260450515668227,0.261429401398367,0.238447576988582
0.778,FY2033_34,0.260794895913439,0.265672279911926,0.266016780519159,0.239432964152836
0.778,FY2034_35,0.265404914092034,0.270683569973057,0.270440482660712,0.240405343078364
0.779,FY2025_26,0.238368414651874,0.238368414651874,0.238368414651874,0.238368414651874
0.779,FY2026_27,0.238990885949751,0.239379605306998,0.241281017022057,0.236965658098495
0.779,FY2027_28,0.237612766228207,0.238401533672198,0.244089698189062,0.233546802146623
0.779,FY2028_29,0.240552330017557,0.241690531355277,0.246798166045383,0.234596853847819
0.779,FY2029_30,0.243387010624453,0.244846959074162,0.249409996186483,0.235633604452222
0.779,FY2030_31,0.246290504255562,0.249705497728557,0.252098590622033,0.236656029679541
0.779,FY2031_32,0.25141803689061,0.255360362503414,0.257018891631662,0.237664584998778
0.779,FY2032_33,0.256362619952372,0.260787296068536,0.261763637060426,0.23865958290902
0.779,FY2033_34,0.261130781053396,0.26599548567038,0.266339090704364,0.239642408433716
0.779,FY2034_35,0.265728814902021,0.270993748244126,0.27075129286824,0.240612259536262
0.78,FY2025_26,0.238545685019316,0.238545685019316,0.238545685019316,0.238545685019316
0.78,FY2026_27,0.239166804564496,0.239554679782517,0.241451962410141,0.237145974678609
0.78,FY2027_28,0.237791677554516,0.238578732118694,0.244254544272074,0.233734543081516
0.78,FY2028_29,0.240724857815348,0.241860587445964,0.246957130445588,0.234782314500514
0.78,FY2029_30,0.243553382657038,0.245010160696702,0.249563288761415,0.235816813707252
0.78,FY2030_31,0.246602582417551,0.250010159923489,0.2523980559994,0.236837018645759
0.78,FY2031_32,0.251718980151929,0.255652744648262,0.257307672130569,0.237843383795942
0.78,FY2032_33,0.256652825604561,0.261067893136527,0.262042113915688,0.238836220978269
0.78,FY2033_34,0.261410632212691,0.266264772683807,0.266607631548398,0.239816912208487
0.78,FY2034_35,0.265998681015131,0.27125218107851,0.271010252216391,0.240784657191685
0.781,FY2025_26,0.238731858466538,0.238731858466538,0.238731858466538,0.238731858466538
0.781,FY2026_27,0.239351558369715,0.239738547053162,0.241631493217491,0.237335347328958
0.781,FY2027_28,0.23797957437476,0.238764830032872,0.244427669447918,0.233931712961276
0.781,FY2028_29,0.240906050506036,0.242039184292583,0.247124078541869,0.234977089575076
0.781,FY2029_30,0.243728110420479,0.245181558822057,0.24972428017538,0.236009224311822
0.781,FY2030_31,0.246930334134085,0.250330123219592,0.252712561477288,0.237027097451573
0.781,FY2031_32,0.252035037737787,0.25595981115124,0.257610956101531,0.238031162435471
0.781,FY2032_33,0.25695760630452,0.261362582678733,0.262334576761361,0.239021730371278
0.781,FY2033_34,0.2617045383843,0.266547584144658,0.266889659364861,0.240000180115983
0.781,FY2034_35,0.266282100659885,0.271523593229038,0.271282217323877,0.240965713203843
0.782,FY2025_26,0.238929614642149,0.238929614642149,0.238929614642149,0.238929614642149
0.782,FY2026_27,0.239547806580698,0.239933853574072,0.241822193483268,0.237536501745215
0.782,FY2027_28,0.238179161142558,0.238962505976171,0.244611565557636,0.234141149709367
0.782,FY2028_29,0.241098516048754,0.242228892491527,0.247301413266766,0.235183982525839
0.782,FY2029_30,0.243913708822328,0.245363620433327,0.249895287624653,0.236213605687762
0.782,FY2030_31,0.247278476831011,0.250669992941712,0.253046633824574,0.237229001956558
0.782,FY2031_32,0.252370758757002,0.256285981709896,0.257933108799011,0.238230623669974
0.782,FY2032_33,0.257281348849568,0.261675606247501,0.2626452351003,0.239218781178731
0.782,FY2033_34,0.262016729845292,0.266847990640596,0.267189233462199,0.240194849984536
0.782,FY2034_35,0.266583153177716,0.271811891209785,0.271571102663644,0.241158033564615
0.783,FY2025_26,0.239122420315128,0.239122420315128,0.239122420315128,0.239122420315128
0.783,FY2026_27,0.239739142038477,0.240124270915451,0.242008119879583,0.237732620589439
0.783,FY2027_28,0.23837375158184,0.239155233425322,0.244790858128817,0.234345343550785
0.783,FY2028_29,0.241286163531186,0.24241385165578,0.24747430870667,0.235385696249738
0.783,FY2029_30,0.244094661071539,0.245541124429731,0.250062014181938,0.236412870710007
0.783,FY2030_31,0.247617904344542,0.25100135458084,0.253372343216673,0.237425852112264
0.783,FY2031_32,0.252698075549221,0.256603987121728,0.258247196930253,0.238425091718482
0.783,FY2032_33,0.257596987029143,0.261980793782848,0.262948116615481,0.23941089914129
0.783,FY2033_34,0.26232110610332,0.26714087695091,0.267481308211649,0.240384646611109
0.783,FY2034_35,0.266876669337821,0.272092972121794,0.271852756231099,0.241345539499494
0.784,FY2025_26,0.23932066528817,0.23932066528817,0.23932066528817,0.23932066528817
0.784,FY2026_27,0.239935875319627,0.240320060178938,0.242199291502575,0.237934272202618
0.784,FY2027_28,0.238573831671777,0.239353397967741,0.244975208777796,0.234555297967385
0.784,FY2028_29,0.241479104794384,0.242604028759829,0.247652081752938,0.235593100581462
0.784,FY2029_30,0.244280718220236,0.245723636045901,0.250233444313344,0.236617757259003
0.784,FY2030_31,0.24796690755192,0.251342064364953,0.253707241296479,0.237628255668179
0.784,FY2031_32,0.253034626376007,0.256930963881913,0.258570145898244,0.23862504596484
0.784,FY2032_33,0.257921529774356,0.262294591057498,0.263259542814121,0.239608437002704
0.784,FY2033_34,0.262634069213458,0.267442025966889,0.267781622771573,0.240579797648613
0.784,FY2034_35,0.267178465972477,0.272381982693751,0.27214235561386,0.241538335221897
0.785,FY2025_26,0.239527423659811,0.239527423659811,0.239527423659811,0.239527423659811
0.785,FY2026_27,0.240141057081536,0.240524257383448,0.242398672767417,0.238144583508574
0.785,FY2027_28,0.238782503967262,0.23956007245476,0.245167476149871,0.234774268630947
0.785,FY2028_29,0.241680331694563,0.242802372797275,0.247837489054842,0.235809411649735
0.785,FY2029_30,0.244474765375663,0.245913985410052,0.250412236311323,0.236831442421313
0.785,FY2030_31,0.248330898294017,0.251697405532421,0.254056521182793,0.237839351208172
0.785,FY2031_32,0.253385629984588,0.257271982276796,0.258906963532105,0.238833587012542
0.785,FY2032_33,0.258260009628339,0.262621863989247,0.263584342846774,0.239814457896634
0.785,FY2033_34,0.262960472158475,0.267756107475285,0.268094833989175,0.240783329219271
0.785,FY2034_35,0.267493222910777,0.272683404486838,0.272444391503544,0.241739410331201
0.786,FY2025_26,0.239720545231006,0.239720545231006,0.239720545231006,0.239720545231006
0.786,FY2026_27,0.240332706028691,0.240714986709935,0.242584903790749,0.238341023679408
0.786,FY2027_28,0.238977413228972,0.239753115673965,0.245347062479025,0.234978797029276
0.786,FY2028_29,0.241868286623888,0.242987635003805,0.24801066777148,0.236011455867051
0.786,FY2029_30,0.24465601410211,0.246234541107261,0.250579236038071,0.237031033924954
0.786,FY2030_31,0.248670881935098,0.252029310083744,0.254382764226286,0.238036523888689
0.786,FY2031_32,0.253713483061811,0.257590508717605,0.259221566274143,0.23902837368295
0.786,FY2032_33,0.258576164958352,0.262927551552404,0.263887720611516,0.240006890630646
0.786,FY2033_34,0.263265347115094,0.268049473658737,0.268387387282079,0.240973436813955
0.786,FY2034_35,0.267787219975983,0.27296494592969,0.272726506540096,0.241927223481058
0.787,FY2025_26,0.239915872371564,0.239915872371564,0.239915872371564,0.239915872371564
0.787,FY2026_27,0.240526543726918,0.24090789428485,0.242773261689068,0.238539707320091
0.787,FY2027_28,0.23917454847659,0.239948363567702,0.245528699796594,0.235185661270081
0.787,FY2028_29,0.242058388116288,0.243175013020827,0.248185824297584,0.236215807555939
0.787,FY2029_30,0.244839332802592,0.246584335411137,0.250748143006349,0.237232904888641
0.787,FY2030_31,0.24901474840241,0.252365005193029,0.254712733169774,0.238235948404775
0.787,FY2031_32,0.254045080426624,0.257912672929971,0.259539761976639,0.239225384939196
0.787,FY2032_33,0.258895930980352,0.263236730259089,0.264194563140442,0.240201521067068
0.787,FY2033_34,0.263573703934765,0.26834619026784,0.268683281716916,0.2411657155565
0.787,FY2034_35,0.268084574671905,0.273249702752245,0.273011843507152,0.242117181574778
0.788,FY2025_26,0.240102463126923,0.240102463126923,0.240102463126923,0.240102463126923
0.788,FY2026_27,0.240711711658143,0.241092173694333,0.242953194915065,0.238729504449597
0.788,FY2027_28,0.239362866467915,0.240134878620709,0.24570221303285,0.235383273106502
0.788,FY2028_29,0.242239986950737,0.243354010192619,0.248353146608341,0.236411019219201
0.788,FY2029_30,0.245014452218647,0.246918484486345,0.250909495282875,0.237425746781947
0.788,FY2030_31,0.249343234775041,0.252685685687471,0.25502794361229,0.238426453272595
0.788,FY2031_32,0.254361846456163,0.258220427723101,0.2598437257592,0.239413584484903
0.788,FY2032_33,0.259201394846831,0.263532080348466,0.264487681542141,0.240387446279735
0.788,FY2033_34,0.263868268897619,0.268629635651119,0.268965941699268,0.241349394259361
0.788,FY2034_35,0.268368629602332,0.273521723273626,0.273284418224945,0.242298643424332
0.789,FY2025_26,0.240303688970249,0.240303688970249,0.240303688970249,0.240303688970249
0.789,FY2026_27,0.24091140307933,0.241290906903325,0.243147241051349,0.238934188156313
0.789,FY2027_28,0.239565955021498,0.240336022824033,0.24588933563293,0.235596384460056
0.789,FY2028_29,0.242435829336063,0.243547046856077,0.248533592702922,0.236621542144046
0.789,FY2029_30,0.245203306977882,0.247278842261446,0.251083503088642,0.237633714065935
0.789,FY2030_31,0.249697485698282,0.253031518485073,0.255367877319073,0.238631900228481
0.789,FY2031_32,0.25470345776112,0.258552321002949,0.260171530683774,0.239616545302686
0.789,FY2032_33,0.259530817513134,0.26385059597212,0.264803790437583,0.240587954379092
0.789,FY2033_34,0.264185937814016,0.268935312833129,0.269270771878093,0.241547479645815
0.789,FY2034_35,0.268674964140806,0.273815079494365,0.273578372110023,0.242494338080469
0.79,FY2025_26,0.240496963367189,0.240496963367189,0.240496963367189,0.240496963367189
0.79,FY2026_27,0.241103203686876,0.241481787162467,0.243333619447627,0.239130783779048
0.79,FY2027_28,0.239761018523633,0.240529218806979,0.246069064076786,0.235801074710864
0.79,FY2028_29,0.242623933002539,0.243732455668886,0.248706908463632,0.236823746247996
0.79,FY2029_30,0.24538469913456,0.247624960486194,0.251250634969751,0.23783346351527
0.79,FY2030_31,0.250037738383639,0.253363685687327,0.255694378533292,0.238829228940567
0.79,FY2031_32,0.255031570283162,0.258871099507991,0.260486382385046,0.239811486116507
0.79,FY2032_33,0.259847223031015,0.264156525439531,0.265107408278733,0.240780539393742
0.79,FY2033_34,0.264491054031837,0.269228911170375,0.269563556681517,0.24173773768115
0.79,FY2034_35,0.268969193859052,0.274096843733565,0.273860710396834,0.242682299855279
0.791,FY2025_26,0.240699278786971,0.240699278786971,0.240699278786971,0.240699278786971
0.791,FY2026_27,0.241303976376091,0.241681596451062,0.243528716284447,0.239336575785494
0.791,FY2027_28,0.239965206739678,0.240731452144703,0.246257199888569,0.236015339997279
0.791,FY2028_29,0.24282083581454,0.243926537566893,0.248888331618678,0.237035409090152
0.791,FY2029_30,0.24557457648461,0.247987269488537,0.251425584974617,0.238042556878554
0.791,FY2030_31,0.250393907467385,0.253711391063855,0.256036152877228,0.239035788328943
0.791,FY2031_32,0.255375031308953,0.259204789888537,0.260815962273123,0.240015545905102
0.791,FY2032_33,0.260178429420399,0.264476765727962,0.265425228807254,0.24098213318319
0.791,FY2033_34,0.26481044302835,0.269536243500923,0.269870037422617,0.241936895639445
0.791,FY2034_35,0.269277187105448,0.274391788388602,0.274156255952379,0.242879054138183
0.792,FY2025_26,0.240915832434007,0.240915832434007,0.240915832434007,0.240915832434007
0.792,FY2026_27,0.241518878720765,0.241895467594466,0.243737543330769,0.239556850688784
0.792,FY2027_28,0.240183764983603,0.240947917933043,0.246458576018099,0.236244684499327
0.792,FY2028_29,0.243031595934044,0.244134278246682,0.249082522678977,0.237261967997329
0.792,FY2029_30,0.245777816715568,0.248375076487608,0.251612847327847,0.238266365476234
0.792,FY2030_31,0.250775142442602,0.254083566686764,0.256401980062929,0.239256884619728
0.792,FY2031_32,0.255742663879076,0.259561964190753,0.261168736801282,0.240233966683318
0.792,FY2032_33,0.260532944917142,0.264819543369244,0.265765416394678,0.24119791441416
0.792,FY2033_34,0.265152309466868,0.269865204768948,0.27019808716941,0.24215006961428
0.792,FY2034_35,0.269606855802187,0.274707490181333,0.274472600934822,0.243089655275647
0.793,FY2025_26,0.241108051291505,0.241108051291505,0.241108051291505,0.241108051291505
0.793,FY2026_27,0.24170963183775,0.242085305389393,0.243922903849088,0.239752372633694
0.793,FY2027_28,0.240377763175363,0.241140058804792,0.246637322901725,0.236448256864699
0.793,FY2028_29,0.243218672300253,0.244318674476768,0.249254891901374,0.237463067793567
0.793,FY2029_30,0.245974737753272,0.248719304439025,0.25179558597036,0.238465024023587
0.793,FY2030_31,0.251113536888401,0.254413919807126,0.256726698139209,0.239453135650331
0.793,FY2031_32,0.25606898446326,0.259879001734286,0.261481868986701,0.240427842856807
0.793,FY2032_33,0.260847622433231,0.265123802048259,0.266067376072036,0.241389447654326
0.793,FY2033_34,0.265455759337734,0.270157199662436,0.270489272972069,0.242339288583583
0.793,FY2034_35,0.269899478628481,0.274987715606945,0.274753397272969,0.243276590525112
0.794,FY2025_26,0.241303116509352,0.241303116509352,0.241303116509352,0.241303116509352
0.794,FY2026_27,0.241903209610526,0.242277954286099,0.24411100917006,0.239950789850789
0.794,FY2027_28,0.240574634075701,0.241335044882086,0.246818716653867,0.236654843712192
0.794,FY2028_29,0.243408518877243,0.244505801230409,0.249429813552427,0.237667145458333
0.794,FY2029_30,0.246330849113374,0.249068629688412,0.25213730492358,0.238666624289665
0.794,FY2030_31,0.25145694225012,0.25474916476815,0.257056224612903,0.239652292749357
0.794,FY2031_32,0.256400137174657,0.260200733942562,0.261799638006656,0.240624589932039
0.794,FY2032_33,0.261166959666979,0.265432566163687,0.266373807142388,0.241583817102279
0.794,FY2033_34,0.265763702668254,0.270453518391255,0.270784770629111,0.242531309491149
0.794,FY2034_35,0.27019643458848,0.275272090586617,0.2750383516192,0.243466293895712
0.795,FY2025_26,0.241502106780517,0.241502106780517,0.241502106780517,0.241502106780517
0.795,FY2026_27,0.242100682506623,0.242474479615517,0.244302899499052,0.240153199569289
0.795,FY2027_28,0.240775466362847,0.24153395442025,0.247003760365528,0.23686558744834
0.795,FY2028_29,0.24360218549937,0.244696693301584,0.249608254933006,0.237875329522611
0.795,FY2029_30,0.246694126056817,0.249424983972725,0.252485899859745,0.23887228110566
0.795,FY2030_31,0.251807257528271,0.255091155444074,0.25739238173553,0.239855457237506
0.795,FY2031_32,0.256737953257735,0.260528939965522,0.262123801095015,0.2408252959025
0.795,FY2032_33,0.261492722524334,0.265747543153092,0.266686404141769,0.241782097603443
0.795,FY2033_34,0.266077842357121,0.270755799571106,0.271086214215785,0.242727194195185
0.795,FY2034_35,0.270499365821717,0.275562187688201,0.275329039745212,0.243659814429887
0.796,FY2025_26,0.241680638947235,0.241680638947235,0.241680638947235,0.241680638947235
0.796,FY2026_27,0.242277853298954,0.242650800260091,0.244475061665608,0.240334799631428
0.796,FY2027_28,0.240955651168673,0.241712414154093,0.247169779812544,0.237054664711346
0.796,FY2028_29,0.243775941339125,0.24486795984078,0.249768350831768,0.238062110272514
0.796,FY2029_30,0.247020054653487,0.249744701625881,0.252798655900009,0.239056794432592
0.796,FY2030_31,0.252121557042899,0.25539798620526,0.257693978688533,0.24003773447175
0.796,FY2031_32,0.257041038614175,0.260823403268004,0.262414637115268,0.241005367378206
