percentile,fy,baseline,high_inflation,no_policy,indexed_brackets
0.35,FY2030_31,0.132263987986152,0.137081638720934,0.146753031943497,0.107925435731009
0.35,FY2031_32,0.139497577614419,0.145059154242739,0.153469654718898,0.110974097714829
0.35,FY2032_33,0.146473073880828,0.152715119234874,0.159946629429989,0.113972235181241
0.35,FY2033_34,0.15319968551671,0.16006249446725,0.166192506682728,0.116923100669528
0.35,FY2034_35,0.15968629268728,0.167113718298704,0.172215531998773,0.11982569741536
0.351,FY2025_26,0.109812639352872,0.109812639352872,0.109812639352872,0.109812639352872
0.351,FY2026_27,0.112148413179467,0.113217758605669,0.117847289636328,0.106948720024191
0.351,FY2027_28,0.109477744093334,0.111636872458384,0.125595264837346,0.0990476986083036
0.351,FY2028_29,0.117524343387979,0.120639992762365,0.133066793478636,0.102247657329406
0.351,FY2029_30,0.12528384126131,0.129280223380388,0.140271739130797,0.105394652897062
0.351,FY2030_31,0.132766481447744,0.137572191343943,0.147219613433748,0.108488253765682
0.351,FY2031_32,0.139982142186831,0.145529934111269,0.153919588653566,0.111529359456477
0.351,FY2032_33,0.146940349264061,0.153166923331353,0.160380509791288,0.114520065857934
0.351,FY2033_34,0.153650288586365,0.160496087650051,0.16661090625968,0.117463617447723
0.351,FY2034_35,0.160120818308935,0.167529834596977,0.172619003143375,0.120359019932052
0.352,FY2025_26,0.110480421769658,0.110480421769658,0.110480421769658,0.110480421769658
0.352,FY2026_27,0.112809268969969,0.113875443303126,0.118491245679515,0.107624995257648
0.352,FY2027_28,0.110146519626098,0.112299245198585,0.126216244628269,0.0997474039453027
0.352,FY2028_29,0.118169257112919,0.121275667177145,0.133665616806432,0.102937873340884
0.352,FY2029_30,0.12590574456405,0.129890275601867,0.140849196534649,0.106075536642733
0.352,FY2030_31,0.133366195336596,0.138157654128471,0.147776467246528,0.10915996358499
0.352,FY2031_32,0.140560458376659,0.146091798587784,0.154456574008224,0.112192051021377
0.352,FY2032_33,0.147498031221465,0.153706140679256,0.160898335591344,0.115173888625123
0.352,FY2033_34,0.154188072537575,0.161013570709458,0.167110256115086,0.118108711252553
0.352,FY2034_35,0.16063941421174,0.168026459414067,0.173100536272985,0.120995527558409
0.353,FY2025_26,0.111116673993518,0.111116673993518,0.111116673993518,0.111116673993518
0.353,FY2026_27,0.113438921616982,0.114502074584271,0.119104796522197,0.108269339299081
0.353,FY2027_28,0.110783718074706,0.112930343170596,0.12680790407155,0.100414071808251
0.353,FY2028_29,0.118783720419196,0.121881327418998,0.134236165932063,0.103595499928839
0.353,FY2029_30,0.126498283914365,0.130471523434739,0.141399388555509,0.106724271599636
0.353,FY2030_31,0.133937592974315,0.138715473545815,0.148307028500973,0.109799957774086
0.353,FY2031_32,0.141111468634826,0.146627133921128,0.154968204918971,0.112823452764373
0.353,FY2032_33,0.148029381518637,0.154219898196859,0.161391711590136,0.115796840321929
0.353,FY2033_34,0.154700464338126,0.161506620150537,0.167586028534365,0.11872334613602
0.353,FY2034_35,0.161133523951906,0.168499635461168,0.173559333205752,0.121601981670698
0.354,FY2025_26,0.111688970070811,0.111688970070811,0.111688970070811,0.111688970070811
0.354,FY2026_27,0.114005281507651,0.115065716817115,0.119656673163753,0.108848913803515
0.354,FY2027_28,0.111356865262128,0.113498003102027,0.127340089839684,0.101013726141099
0.354,FY2028_29,0.119336417803402,0.122426106623826,0.134749363394102,0.104187021816695
0.354,FY2029_30,0.127031261141178,0.130994344168739,0.141894275211285,0.107307795644214
0.354,FY2030_31,0.134451553655909,0.139217220891304,0.148784257677227,0.11037561967384
0.354,FY2031_32,0.141607091278601,0.147108657285321,0.155428406631849,0.113391385931695
0.354,FY2032_33,0.148507320422952,0.154682012749828,0.161835493376904,0.116357172842675
0.354,FY2033_34,0.155161350456077,0.161950108205209,0.168013976255452,0.119276197850456
0.354,FY2034_35,0.161577965724279,0.168925247797706,0.173972011818179,0.122147474946014
0.355,FY2025_26,0.112247425584891,0.112247425584891,0.112247425584891,0.112247425584891
0.355,FY2026_27,0.114557944397449,0.115615727773661,0.120195203071255,0.109414471721284
0.355,FY2027_28,0.111916151302858,0.11405193459205,0.127859405083177,0.101598878271278
0.355,FY2028_29,0.119875748604492,0.122957710740931,0.135250149549833,0.104764238179131
0.355,FY2029_30,0.127551348702499,0.131504520864617,0.142377193394246,0.107877207585379
0.355,FY2030_31,0.134953084573287,0.139706833843203,0.149249945413931,0.11093735961042
0.355,FY2031_32,0.142090727650229,0.14757853535816,0.155877478701958,0.1139455840496
0.355,FY2032_33,0.148973700723461,0.155132951399386,0.162268542624839,0.116903954130096
0.355,FY2033_34,0.155611090379422,0.162382870824747,0.168431574373037,0.119815679249413
0.355,FY2034_35,0.16201165899655,0.169340567010313,0.174374710099361,0.122679775864334
0.356,FY2025_26,0.112819396149148,0.112819396149148,0.112819396149148,0.112819396149148
0.356,FY2026_27,0.115123982151491,0.116179049415639,0.120746765814029,0.109993716572826
0.356,FY2027_28,0.112488972493144,0.114619271647412,0.128391288152391,0.102198191530143
0.356,FY2028_29,0.12042813162309,0.123502180083888,0.135763055113202,0.105355423618611
0.356,FY2029_30,0.128084022780222,0.13202704422638,0.142871798566251,0.108460399730628
0.356,FY2030_31,0.135466752922104,0.140208295802668,0.149726903149711,0.11151269408271
0.356,FY2031_32,0.142586068391614,0.148059784839413,0.156337418659317,0.11451319418544
0.356,FY2032_33,0.14945136778362,0.155594803108842,0.162712071995484,0.117463967942488
0.356,FY2033_34,0.156071714352575,0.162826106630366,0.168859278684169,0.120368216510462
0.356,FY2034_35,0.162455847977411,0.169765937265227,0.174787153986663,0.123224958871627
0.357,FY2025_26,0.113383031206239,0.113383031206239,0.113383031206239,0.113383031206239
0.357,FY2026_27,0.115681770859078,0.116734161593919,0.121290290459247,0.110564519906723
0.357,FY2027_28,0.113053445779824,0.115178340721191,0.128915419922128,0.102788770808143
0.357,FY2028_29,0.120972464589994,0.124038714703639,0.136268485942264,0.105937993526496
0.357,FY2029_30,0.128608934030853,0.132541952690632,0.143359195701315,0.109035092833078
0.357,FY2030_31,0.135972935420301,0.140702449799071,0.150196910030198,0.112079644024544
0.357,FY2031_32,0.143074190376375,0.148534020920414,0.156790655766825,0.115072532360011
0.357,FY2032_33,0.149922073651278,0.156049924107883,0.163149137672927,0.118015820497225
0.357,FY2033_34,0.156525625507501,0.163262883021001,0.169280749925677,0.120912701471993
0.357,FY2034_35,0.162893563652363,0.170171005131623,0.175193587199303,0.123762196755259
0.358,FY2025_26,0.113922297725593,0.113922297725593,0.113922297725593,0.113922297725593
0.358,FY2026_27,0.116215443793526,0.117265273717742,0.121810316032394,0.111110644785283
0.358,FY2027_28,0.113593514288244,0.115713238665709,0.129416891063061,0.103353816625721
0.358,FY2028_29,0.121493263537361,0.124552052462292,0.136752064670261,0.106495376255894
0.358,FY2029_30,0.129111150952132,0.133034599292027,0.14382552041491,0.109584939307593
0.358,FY2030_31,0.136457233319318,0.141175239243788,0.150646596349961,0.112622082110916
0.358,FY2031_32,0.143541208601078,0.148987753592887,0.157224297348082,0.115607687770854
0.358,FY2032_33,0.15037242873778,0.156485368131369,0.163567306989471,0.118543813926032
0.358,FY2033_34,0.156959911994002,0.163680775557936,0.169683999025527,0.121433645842559
0.358,FY2034_35,0.163312354864033,0.170535588046914,0.175582448433488,0.124276207372459
0.359,FY2025_26,0.11447768167072,0.11447768167072,0.11447768167072,0.11447768167072
0.359,FY2026_27,0.116765066974466,0.117812259551364,0.12234588396405,0.11167309207007
0.359,FY2027_28,0.11414972419203,0.116264123469427,0.129933350013549,0.103935750352517
0.359,FY2028_29,0.122029627957599,0.125080732696187,0.137250096445081,0.107069417862574
0.359,FY2029_30,0.129628377972612,0.133541969957953,0.144305782492845,0.110151219418208
0.359,FY2030_31,0.13695600575951,0.141662159268669,0.151109722751056,0.113180732413844
0.359,FY2031_32,0.14402218491756,0.149455047282792,0.157670899470643,0.11615883773597
0.359,FY2032_33,0.150836243893501,0.156933826566979,0.163997974417206,0.119087587854077
0.359,FY2033_34,0.157407178296529,0.164111157933761,0.170099300305888,0.121970160032358
0.359,FY2034_35,0.163743662773895,0.170911067500123,0.175982931828243,0.124805580575083
0.36,FY2025_26,0.115024956353953,0.115024956353953,0.115024956353953,0.115024956353953
0.36,FY2026_27,0.117306665007476,0.118351258745444,0.122873631971025,0.112227326959857
0.36,FY2027_28,0.114697812773949,0.116806964704033,0.130442268053062,0.104509187159232
0.36,FY2028_29,0.122558160823481,0.125601693573928,0.137740856367465,0.107635077783454
0.36,FY2029_30,0.130138052867387,0.134041932412599,0.144779032176919,0.110709231170036
0.36,FY2030_31,0.137447495532678,0.142141969685795,0.151566086959421,0.113731225762195
0.36,FY2031_32,0.144496138411454,0.149915517932625,0.158110980674466,0.116701940260303
0.36,FY2032_33,0.15129328679986,0.157375736979487,0.164422353591577,0.119623422040197
0.36,FY2033_34,0.157847913982507,0.164535256218317,0.170508537696796,0.122498840480989
0.36,FY2034_35,0.164168673078599,0.171281064509612,0.176377567692185,0.125327224303389
0.361,FY2025_26,0.11556157156078,0.11556157156078,0.11556157156078,0.11556157156078
0.361,FY2026_27,0.117837714130347,0.118879759647956,0.123391100830067,0.112770766806657
0.361,FY2027_28,0.11523522602685,0.117339232814191,0.130941273703054,0.105071454919948
0.361,FY2028_29,0.123076399254436,0.126112507499224,0.138222057572858,0.108189720131687
0.361,FY2029_30,0.130637800631085,0.134532156909044,0.145243064197549,0.111256374315505
0.361,FY2030_31,0.137929412373274,0.142612434653593,0.152013562389151,0.11427099694298
0.361,FY2031_32,0.144960860533534,0.150367019821107,0.158542490249904,0.11723446457095
0.361,FY2032_33,0.151741427708325,0.157809040135419,0.164838466971942,0.120148819580809
0.361,FY2033_34,0.158280065292503,0.164951094179865,0.170909804215952,0.123017223620168
0.361,FY2034_35,0.164585405296531,0.171643854947129,0.176764517083849,0.125838707779112
0.362,FY2025_26,0.11614830532666,0.11614830532666,0.11614830532666,0.11614830532666
0.362,FY2026_27,0.118418361953528,0.119457621253175,0.123956900025709,0.113364962617334
0.362,FY2027_28,0.115822832374372,0.117921213475116,0.131486885270693,0.105686237126045
0.362,FY2028_29,0.12364303989814,0.126671030206445,0.138748201803947,0.108796164730265
0.362,FY2029_30,0.13118422362405,0.135068167184688,0.145750435683652,0.111854619303966
0.362,FY2030_31,0.138456339078159,0.14312683990853,0.152502830938912,0.114861181443132
0.362,FY2031_32,0.145468986574888,0.150860690891104,0.1590143017733,0.117816725360867
0.362,FY2032_33,0.152231423890924,0.158282812755378,0.16529344433298,0.120723287977651
0.362,FY2033_34,0.158752578486908,0.165405770398635,0.171348548054947,0.123584022487494
0.362,FY2034_35,0.165041059293065,0.172040529131763,0.177187606610363,0.126397962571147
0.363,FY2025_26,0.116621737028434,0.116621737028434,0.116621737028434,0.116621737028434
0.363,FY2026_27,0.118886882947283,0.119923894065578,0.12441343975741,0.113844415395058
0.363,FY2027_28,0.11629696815666,0.118390809927073,0.131927135735207,0.106182300933819
0.363,FY2028_29,0.124100258588871,0.127121698586443,0.139172744199814,0.109285500976162
0.363,FY2029_30,0.131625128822441,0.135500670428448,0.146159830472337,0.112337339337199
0.363,FY2030_31,0.138881512847098,0.143541910200046,0.152897618584703,0.115337397520195
0.363,FY2031_32,0.145878990209352,0.151259030902156,0.159395003456802,0.118286547847107
0.363,FY2032_33,0.15262679865897,0.158665096835082,0.165660562639153,0.121186822832041
0.363,FY2033_34,0.159133846344234,0.16577264571505,0.171702567636599,0.124041368847847
0.363,FY2034_35,0.165408723572067,0.172360602979906,0.177528994827964,0.126849221665671
0.364,FY2025_26,0.117208043612306,0.117208043612306,0.117208043612306,0.117208043612306
0.364,FY2026_27,0.119467108019435,0.120501334948325,0.124978827012831,0.114438178590852
0.364,FY2027_28,0.116884146686875,0.118972366866573,0.13247235006059,0.106796635536739
0.364,FY2028_29,0.124666486679725,0.127679814651222,0.139698505362189,0.109891504041908
0.364,FY2029_30,0.132171153982377,0.136036290452228,0.146666832557559,0.112935148762701
0.364,FY2030_31,0.139408055913575,0.14405594093304,0.15338653091375,0.115927152325971
0.364,FY2031_32,0.146386746300458,0.151752342546104,0.159866471469383,0.118868384711646
0.364,FY2032_33,0.153116438091087,0.159138524516415,0.166115208745789,0.121760872976897
0.364,FY2033_34,0.15960601551696,0.16622699089867,0.172140992040298,0.124607755047124
0.364,FY2034_35,0.165864045821562,0.172756988358807,0.177951776316584,0.127408069282256
0.365,FY2025_26,0.117702895107291,0.117702895107291,0.117702895107291,0.117702895107291
0.365,FY2026_27,0.119956826627891,0.120988703659427,0.125456022282827,0.114939323577432
0.365,FY2027_28,0.117379734117569,0.11946320959092,0.132932519076979,0.107315143097525
0.365,FY2028_29,0.125144391627356,0.128150872927946,0.140142255619073,0.110402979661147
0.365,FY2029_30,0.132632007355214,0.136488361735073,0.147094749873744,0.113439708827458
0.365,FY2030_31,0.139852466109174,0.1444897905327,0.153799180206118,0.116424914171634
0.365,FY2031_32,0.146815300008847,0.152168704925816,0.160264397498667,0.119359463696899
0.365,FY2032_33,0.153529701069283,0.159538104535332,0.166498936835745,0.122245379854685
0.365,FY2033_34,0.160004533335857,0.166610465005117,0.17251102877121,0.125085793440621
0.365,FY2034_35,0.166248344586168,0.173091543526249,0.178308610194031,0.127879744999607
0.366,FY2025_26,0.118293756644746,0.118293756644746,0.118293756644746,0.118293756644746
0.366,FY2026_27,0.120541559407007,0.121570630619065,0.126025801971789,0.115537699656434
0.366,FY2027_28,0.117971474375424,0.120049284584519,0.133481969114551,0.10793425040073
0.366,FY2028_29,0.125715018684112,0.128713324937158,0.14067210136408,0.111013690700351
0.366,FY2029_30,0.133182274526627,0.137028142933933,0.14760569080432,0.114042162570897
0.366,FY2030_31,0.140383099832813,0.145007814715867,0.154291890843125,0.117019250719861
0.366,FY2031_32,0.147327000803098,0.152665849055534,0.160739528296166,0.119945820790245
0.366,FY2032_33,0.154023144458147,0.160015210226041,0.166957115039698,0.122823889734149
0.366,FY2033_34,0.160480370740739,0.167068339948216,0.172952859247539,0.125656579834128
0.366,FY2034_35,0.166707204185862,0.173491008381061,0.178734676227135,0.128442934243973
0.367,FY2025_26,0.118871131320764,0.118871131320764,0.118871131320764,0.118871131320764
0.367,FY2026_27,0.121112945218231,0.122139274655763,0.126582576008451,0.116122417348907
0.367,FY2027_28,0.118549707714386,0.120621981973166,0.13401887753949,0.108539226111535
0.367,FY2028_29,0.126272620746756,0.129262938553902,0.141189852979258,0.111610461798231
0.367,FY2029_30,0.133719981433709,0.137555603218716,0.148104969121753,0.114630864852031
0.367,FY2030_31,0.140901621440414,0.145514014605293,0.154773354987225,0.117600021086904
0.367,FY2031_32,0.147827021639743,0.153151645494523,0.161203813873892,0.120518793839499
0.367,FY2032_33,0.154505324628489,0.160481425618544,0.167404834979645,0.123389194688113
0.367,FY2033_34,0.160945346797,0.167515763549467,0.173384604609108,0.126214337596542
0.367,FY2034_35,0.167155589968178,0.173881355148464,0.179151016980817,0.128993268267921
0.368,FY2025_26,0.119430094133037,0.119430094133037,0.119430094133037,0.119430094133037
0.368,FY2026_27,0.121666110144231,0.122689785239508,0.127121595113825,0.116688489016656
0.368,FY2027_28,0.119109501807755,0.121176416651781,0.13453866452635,0.109124909790979
0.368,FY2028_29,0.126812441473245,0.129795025577525,0.141691094046625,0.11218820250112
0.368,FY2029_30,0.134240541439967,0.13806624335655,0.148588325985174,0.115200794044152
0.368,FY2030_31,0.141403607945966,0.146004072319146,0.155239465752337,0.118162271305229
0.368,FY2031_32,0.148311097344229,0.153621950402251,0.161653293878821,0.121073495388199
0.368,FY2032_33,0.154972128586528,0.160932773898514,0.167838277607349,0.123936472668918
0.368,FY2033_34,0.16139549526184,0.167948919288401,0.173802582070732,0.1267543090577
0.368,FY2034_35,0.167589677205246,0.174259254173018,0.179554081071101,0.129526052725729
0.369,FY2025_26,0.119986173170772,0.119986173170772,0.119986173170772,0.119986173170772
0.369,FY2026_27,0.122216421207875,0.123237455655054,0.127657833337292,0.117251640234197
0.369,FY2027_28,0.119666407837881,0.121727990917192,0.135055769852741,0.10970757183885
0.369,FY2028_29,0.127349477182142,0.13032436748291,0.142189749134755,0.112762962551467
0.369,FY2029_30,0.134758415797629,0.138574249023906,0.149069189136697,0.115767782884507
0.369,FY2030_31,0.141903004626451,0.14649160175039,0.155703171780807,0.118721620788787
0.369,FY2031_32,0.148792675628207,0.154089828935115,0.162100454947741,0.121625335146871
0.369,FY2032_33,0.155436524231636,0.161381793603757,0.168269484038323,0.124480927159016
0.369,FY2033_34,0.161843321341983,0.168379840310707,0.17421840312278,0.127291494723602
0.369,FY2034_35,0.168021524919945,0.174635203558774,0.179955065692169,0.13005608846713
0.37,FY2025_26,0.120534328242357,0.120534328242357,0.120534328242357,0.120534328242357
0.37,FY2026_27,0.122758890497339,0.123777321924895,0.128186430320498,0.117806766709062
0.37,FY2027_28,0.120215378117453,0.122271705408162,0.135565506577144,0.110281931120332
0.37,FY2028_29,0.12787886028684,0.130846166418581,0.142681298531479,0.113329532436613
0.37,FY2029_30,0.135268910594831,0.139075015756796,0.149543200126788,0.116326692297166
0.37,FY2030_31,0.142395285048053,0.146972184027635,0.156160270131907,0.119272999703283
0.37,FY2031_32,0.149267391560321,0.154551040333623,0.1625412441002,0.122169311347899
0.37,FY2032_33,0.155894302372537,0.161824414907508,0.168694545901832,0.12501762332942
0.37,FY2033_34,0.162284766029448,0.168804620832541,0.174628298844583,0.127821025648463
0.37,FY2034_35,0.168447218929072,0.175005795774048,0.180350336397862,0.130578571351854
0.371,FY2025_26,0.121074658519684,0.121074658519684,0.121074658519684,0.121074658519684
0.371,FY2026_27,0.123293616155846,0.124309481721317,0.128707481696898,0.118353968874405
0.371,FY2027_28,0.12075651196585,0.122807658493194,0.136067966920828,0.110848091548166
0.371,FY2028_29,0.128400686563019,0.131360516788094,0.143165831167626,0.113888014660048
0.371,FY2029_30,0.135772118189989,0.139568634153641,0.150010444713236,0.11687762339969
0.371,FY2030_31,0.142880538273856,0.147445906097544,0.156610843503602,0.119816507803866
0.371,FY2031_32,0.149735331025898,0.15500566803987,0.162975741083512,0.122705522407135
0.371,FY2032_33,0.156345545830181,0.162260717888551,0.169113540099819,0.125546658278884
0.371,FY2033_34,0.162719909190146,0.169223337704943,0.175032343394233,0.128342997634703
0.371,FY2034_35,0.168866836248935,0.175371097866164,0.180739964700321,0.131093595907195
0.372,FY2025_26,0.121597236513622,0.121597236513622,0.121597236513622,0.121597236513622
0.372,FY2026_27,0.123810773667937,0.12482415767145,0.129211414188643,0.118883192983887
0.372,FY2027_28,0.12127986712993,0.123326003105322,0.136553919179019,0.111395651055823
0.372,FY2028_29,0.128905368495594,0.131857968431211,0.143634444724223,0.114428148226904
0.372,FY2029_30,0.136258793149078,0.140046034962774,0.150462338210437,0.11741045393397
0.372,FY2030_31,0.143349848745494,0.147904064263699,0.157046613510546,0.120342159215253
0.372,FY2031_32,0.150187896572319,0.155445359178214,0.163395962883844,0.123224116517852
0.372,FY2032_33,0.156781963907732,0.162682686351453,0.169518768451151,0.126058312047358
0.372,FY2033_34,0.163140755938025,0.169628297842085,0.175423113260512,0.128847820490107
0.372,FY2034_35,0.169272667249783,0.175724398139146,0.181116791958064,0.131591699586099
0.373,FY2025_26,0.122167137072033,0.122167137072033,0.122167137072033,0.122167137072033
0.373,FY2026_27,0.124374762887433,0.125385440608703,0.12976098078306,0.119460341503373
0.373,FY2027_28,0.12185061523589,0.123891286923865,0.137083877322141,0.11199279535351
0.373,FY2028_29,0.129455752397194,0.132400467297375,0.144145494042566,0.115017194120414
0.373,FY2029_30,0.136789539437988,0.140566667271953,0.150955153367952,0.117991535461602
0.373,FY2030_31,0.143861658088706,0.148403711393429,0.157521845099278,0.120915411507454
0.373,FY2031_32,0.150681444637132,0.155924866980259,0.163854238282814,0.123789672428575
0.373,FY2032_33,0.157257902253743,0.163142866583741,0.169960692654594,0.126616299126317
0.373,FY2033_34,0.163599712877284,0.170066298924377,0.175849269676561,0.129398358075942
0.373,FY2034_35,0.169715248676262,0.176109691866004,0.181527743178941,0.132134909533794
0.374,FY2025_26,0.122644697721834,0.122644697721834,0.122644697721834,0.122644697721834
0.374,FY2026_27,0.124847370001373,0.125855779934188,0.13022150214256,0.119943975740838
0.374,FY2027_28,0.122328886106714,0.12436497887542,0.137527967350588,0.112493185491086
0.374,FY2028_29,0.12991695863714,0.132855066099251,0.144573739007317,0.115510798022911
0.374,FY2029_30,0.137234289910453,0.141002942513677,0.151368118618435,0.118478465449347
0.374,FY2030_31,0.144290539932935,0.148822401644603,0.157920075813341,0.121395780815964
0.374,FY2031_32,0.151095024043331,0.156326681040886,0.164238260186443,0.124263592385729
0.374,FY2032_33,0.157656725210541,0.163528484684152,0.170331012715953,0.127083876615188
0.374,FY2033_34,0.163984305892518,0.17040272458124,0.176206376775268,0.129859693098958
0.374,FY2034_35,0.170081016774102,0.176432557179693,0.181867006053514,0.132590104202005
0.375,FY2025_26,0.12319421254997,0.12319421254997,0.12319421254997,0.12319421254997
0.375,FY2026_27,0.125391184943205,0.126396985399331,0.130751410366413,0.120500479265555
0.375,FY2027_28,0.122879218165046,0.124910042107611,0.138038968530774,0.113068969531428
0.375,FY2028_29,0.130447654932542,0.133378159412294,0.145066507744237,0.116078773344498
0.375,FY2029_30,0.137746051043917,0.141504951451338,0.151843305442852,0.119038761295835
0.375,FY2030_31,0.144784041508117,0.149304176056946,0.15837830804518,0.121948527484093
0.375,FY2031_32,0.151570917558454,0.156789036522981,0.164680142762951,0.124808917977177
0.375,FY2032_33,0.158115638918471,0.163972203956796,0.170757128990309,0.127621904117128
0.375,FY2033_34,0.164426845630155,0.170789839572999,0.176617289286701,0.130390537581206
0.375,FY2034_35,0.170468964253717,0.176804068688099,0.182224454761476,0.133113883160708
0.376,FY2025_26,0.123696670635881,0.123696670635881,0.123696670635881,0.123696670635881
0.376,FY2026_27,0.125888431242616,0.126891845680031,0.131235940825343,0.121009327583227
0.376,FY2027_28,0.123382423499073,0.125408429802218,0.138506211017688,0.113595447311455
0.376,FY2028_29,0.130932905977891,0.133856458543395,0.14551707909131,0.116598111091756
0.376,FY2029_30,0.138213988406838,0.141963971730706,0.15227780047378,0.119551077186428
0.376,FY2030_31,0.145235282938128,0.149744694559218,0.158797300360444,0.122453940657027
0.376,FY2031_32,0.152006058763865,0.157211799001169,0.165084185497053,0.125307545564366
0.376,FY2032_33,0.158535254352811,0.164377926104769,0.171146755541999,0.128113858573952
0.376,FY2033_34,0.164831489250541,0.171143804648785,0.176993014023142,0.130875924123679
0.376,FY2034_35,0.170823690528716,0.177143766457567,0.182551293973848,0.133592809223401
0.377,FY2025_26,0.124186967708448,0.124186967708448,0.124186967708448,0.124186967708448
0.377,FY2026_27,0.126373642669763,0.127374728837374,0.131708744174009,0.121505860224517
0.377,FY2027_28,0.12387344973408,0.125894754999326,0.138962144815824,0.11410918272851
0.377,FY2028_29,0.131406412472594,0.134323181381311,0.145956745241874,0.117104879286545
0.377,FY2029_30,0.138670600262868,0.142411882323715,0.152701779403929,0.120050993474832
0.377,FY2030_31,0.145675602953586,0.150174551174391,0.159206151787781,0.122947121294526
0.377,FY2031_32,0.152430668229109,0.157624329342026,0.165478449168545,0.125794104847925
0.377,FY2032_33,0.158944713817848,0.164773828543211,0.171526951946523,0.128593906237191
0.377,FY2033_34,0.165226339265042,0.171489202693547,0.177359645078615,0.131349562836063
0.377,FY2034_35,0.171169831349356,0.177475242508202,0.182870222683563,0.134060143819259
0.378,FY2025_26,0.124709072014882,0.124709072014882,0.124709072014882,0.124709072014882
0.378,FY2026_27,0.126890331407711,0.127888938262761,0.132212219879346,0.122034604622165
0.378,FY2027_28,0.124396330506195,0.126412629761271,0.139447656585676,0.114656245904329
0.378,FY2028_29,0.131910636939436,0.134820182112544,0.146424934026689,0.11764452325276
0.378,FY2029_30,0.13915683407853,0.142888850395916,0.153153263285138,0.120583341028258
0.378,FY2030_31,0.146144488021727,0.150632294045985,0.159641526793769,0.123472296232529
0.378,FY2031_32,0.152882823550363,0.158063621925129,0.165898290061494,0.126312228882303
0.378,FY2032_33,0.159380736307004,0.165195414515479,0.17193181298119,0.129105096220355
0.378,FY2033_34,0.165646804539059,0.171857007880839,0.177750060734031,0.131853928097996
0.378,FY2034_35,0.171538427498917,0.177828222534395,0.183209841380278,0.134557795995245
0.379,FY2025_26,0.125267336441999,0.125267336441999,0.125267336441999,0.125267336441999
0.379,FY2026_27,0.127442805192612,0.128438761021822,0.132750565517839,0.122599969022738
0.379,FY2027_28,0.124955425175781,0.126966371712319,0.13996679413485,0.115241197812752
0.379,FY2028_29,0.132449783197475,0.135351604330441,0.146925548828206,0.118221542108826
0.379,FY2029_30,0.139676743681268,0.143398852524415,0.153636016227778,0.121152558133494
0.379,FY2030_31,0.146645847330056,0.151121739466809,0.1601070551859,0.124033843958314
0.379,FY2031_32,0.153366294435926,0.158533339219587,0.16634720847242,0.12686623737
0.379,FY2032_33,0.159846957025966,0.165646198867166,0.172364714052479,0.129651690415389
0.379,FY2033_34,0.166096390574702,0.172250286675218,0.178167515961889,0.132393224902371
0.379,FY2034_35,0.171932552036363,0.178205649400402,0.183572981532204,0.135089914775932
0.38,FY2025_26,0.125793744757552,0.125793744757552,0.125793744757552,0.125793744757552
0.38,FY2026_27,0.127963753296002,0.128957209374236,0.133258191665913,0.123133072167634
0.38,FY2027_28,0.125482616357872,0.12748851561679,0.140456308260283,0.115792770748149
0.38,FY2028_29,0.132958164279529,0.135852702127438,0.147397597165171,0.118765634673764
0.38,FY2029_30,0.140166985804753,0.143879752521533,0.154091221952913,0.121689294137074
0.38,FY2030_31,0.147118597690215,0.151583255778823,0.160546019240997,0.124563348218435
0.38,FY2031_32,0.153822177136177,0.158976253146663,0.166770510357759,0.127388632601801
0.38,FY2032_33,0.16028657390181,0.166071260217527,0.172772912591861,0.130167094434563
0.38,FY2033_34,0.166520321988245,0.172621123894349,0.178561150040367,0.132901747940173
0.38,FY2034_35,0.172304186738123,0.178561539246016,0.183915399903139,0.13559166938792
0.381,FY2025_26,0.12637022934075,0.12637022934075,0.12637022934075,0.12637022934075
0.381,FY2026_27,0.128534258246963,0.129524976777448,0.133814107368129,0.123716888447139
0.381,FY2027_28,0.126059958280281,0.128060330123219,0.140992388976016,0.116396813815804
0.381,FY2028_29,0.133514906731225,0.136401468448387,0.14791455060368,0.119361485776895
0.381,FY2029_30,0.140703863771673,0.14440639966256,0.154589730572498,0.122277088862516
0.381,FY2030_31,0.147636319934111,0.152088675299961,0.161026741149949,0.125143223257789
0.381,FY2031_32,0.154321427130291,0.159461300671748,0.167234080183172,0.127960722343874
0.381,FY2032_33,0.160768010733163,0.166536756882675,0.173219942317427,0.130731527902641
0.381,FY2033_34,0.166984581227737,0.173027238185078,0.178992229814298,0.133458645851608
0.381,FY2034_35,0.172711174374557,0.178951284246716,0.184290391912224,0.136141155005479
0.382,FY2025_26,0.126900656160951,0.126900656160951,0.126900656160951,0.126900656160951
0.382,FY2026_27,0.129059183172742,0.13004738286961,0.134325608641226,0.124254061203784
0.382,FY2027_28,0.12659117394328,0.128586459978606,0.141485639962609,0.116952597357947
0.382,FY2028_29,0.134027168701331,0.136906391534171,0.148390202471176,0.119909731844802
0.382,FY2029_30,0.141197848313723,0.14489097076216,0.15504841125475,0.122817922210423
0.382,FY2030_31,0.148112679183918,0.152553714742956,0.161469056176229,0.125676769656433
0.382,FY2031_32,0.154780789955562,0.159907595722607,0.16766061347756,0.128487105445178
0.382,FY2032_33,0.161210983563705,0.166965063073519,0.173631256969681,0.131250866421682
0.382,FY2033_34,0.167411748856032,0.173400906307606,0.179388868823222,0.133971050861124
