year,scenario,category,baseline_share_gdp,data_enhanced_share_gdp,difference_pp
2026,pressure,"Recreation, culture and religion",0.00722846033079388,0.0072486779953859,0.00202176645920215
2026,pressure,Social Protection,0.114048905034064,0.113643377259159,-0.0405527774905073
2026,pressure,Transport,0.0170680123859054,0.0171524967555445,0.00844843696390721
2026,restraint,Defence,0.0186586346637981,0.018656101655115,-0.000253300868309145
2026,restraint,Economic affairs,0.0168444580561604,0.0167336884442782,-0.0110769611882167
2026,restraint,Education,0.0535566540042402,0.0537371964769619,0.0180542472721673
2026,restraint,Environmental Protection,0.00754830809948981,0.00759589653198996,0.00475884325001523
2026,restraint,General public services excl interest,0.0232625362621376,0.0232581762351762,-0.000436002696144189
2026,restraint,Health,0.0762658715028122,0.0763798779118082,0.0114006408995976
2026,restraint,Housing and community amenities,0.00505097595933998,0.00504502550105684,-0.00059504582831443
2026,restraint,Public order and safety,0.0192184814507543,0.0193033783017434,0.00848968509891065
2026,restraint,"Recreation, culture and religion",0.0072554873684801,0.00727587351909516,0.00203861506150567
2026,restraint,Social Protection,0.114206763362944,0.113797761055375,-0.0409002307568712
2026,restraint,Transport,0.0171318292698436,0.0172170243673999,0.00851950975563169
2027,central,Defence,0.0190794488088166,0.0190744303045426,-0.000501850427404513
2027,central,Economic affairs,0.0163889171992386,0.0161763606985136,-0.0212556500724978
2027,central,Education,0.0517696559686111,0.0521159882215444,0.0346332252933339
2027,central,Environmental Protection,0.00734417195402957,0.00743615567918048,0.00919837251509058
2027,central,General public services excl interest,0.0226334251522581,0.0226251571117488,-0.000826804050926139
2027,central,Health,0.0753444231375494,0.075567383067696,0.0222959930146635
2027,central,Housing and community amenities,0.00491437756542682,0.00490295151090253,-0.00114260545242941
2027,central,Public order and safety,0.018743885459793,0.0189082547936735,0.0164369333880487
2027,central,"Recreation, culture and religion",0.00705927025527865,0.00709862900550154,0.00393587502228853
2027,central,Social Protection,0.112053907741804,0.111261587278972,-0.079232046283241
2027,central,Transport,0.0166685167571939,0.0168331023277249,0.0164585570530951
2027,pressure,Defence,0.0198645967108801,0.0198594808393766,-0.000511587150348047
2027,pressure,Economic affairs,0.0163067311389583,0.0160958228968037,-0.0210908242154601
2027,pressure,Education,0.0515094557226574,0.051853476450216,0.034402072755859
2027,pressure,Environmental Protection,0.00730734288523967,0.00739868184865301,0.00913389634133437
2027,pressure,General public services excl interest,0.0225199245456409,0.022511827203798,-0.000809734184293101
2027,pressure,Health,0.0753204337680255,0.0755425872943492,0.022215352632371
2027,pressure,Housing and community amenities,0.00488973326916721,0.00487841542308264,-0.00113178460845699
2027,pressure,Public order and safety,0.0186496765353659,0.0188129203955842,0.0163243860218328
2027,pressure,"Recreation, culture and religion",0.00702386989272376,0.00706297188613361,0.00391019934098524
2027,pressure,Social Protection,0.112023306951837,0.111235437937948,-0.078786901388897
2027,pressure,Transport,0.0165849285795044,0.016748377824055,0.0163449244550598
2027,restraint,Defence,0.0186249512111691,0.0186200586550988,-0.000489255607033154
2027,restraint,Economic affairs,0.016428779507971,0.0162152116277347,-0.0213567880236316
2027,restraint,Education,0.0518961703254563,0.0522442332854537,0.0348062959997425
2027,restraint,Environmental Protection,0.00736203497977167,0.00745447191583632,0.00924369360646516
2027,restraint,General public services excl interest,0.0226884758044838,0.0226801898754309,-0.000828592905292511
2027,restraint,Health,0.0751703220318976,0.0753939519895909,0.0223629957693317
2027,restraint,Housing and community amenities,0.00492633066967153,0.00491485411937823,-0.00114765502932969
2027,restraint,Public order and safety,0.0187896916481742,0.0189548768901045,0.0165185241930297
2027,restraint,"Recreation, culture and religion",0.00707644032252105,0.00711599666398134,0.00395563414602928
2027,restraint,Social Protection,0.112327744370708,0.111531696162653,-0.0796048208055233
2027,restraint,Transport,0.016709059128176,0.0168744588147379,0.0165399686561898
2028,central,Defence,0.0191719211670747,0.0191645559438282,-0.000736522324653113
2028,central,Economic affairs,0.0160629290704938,0.0157554805146341,-0.0307448555859652
2028,central,Education,0.050446587367752,0.0509474342111226,0.0500846843370616
2028,central,Environmental Protection,0.00719809074296666,0.0073320433795919,0.013395263662524
2028,central,General public services excl interest,0.0221832289725609,0.0221713477550487,-0.00118812175122322
2028,central,Health,0.0747671929256808,0.0750954633239902,0.0328270398309391
2028,central,Housing and community amenities,0.00481662682771649,0.00480007777378289,-0.00165490539335974
2028,central,Public order and safety,0.0184157536379129,0.0186555098153953,0.0239756177482404
2028,central,"Recreation, culture and religion",0.00691885595744271,0.00697609676762228,0.00572408101795676
2028,central,Social Protection,0.110681846151531,0.109525478430199,-0.115636772133204
2028,central,Transport,0.0163369671788678,0.0165765120847849,0.0239544905917113
2028,pressure,Defence,0.0202529746385477,0.0202454889897791,-0.000748564876862715
2028,pressure,Economic affairs,0.0159455597490536,0.0156415326864101,-0.0304027062643462
2028,pressure,Education,0.0500768205918377,0.0505730852947031,0.049626470286538
2028,pressure,Environmental Protection,0.00714549541477592,0.00727813999452854,0.0132644579752624
2028,pressure,General public services excl interest,0.0220211395727736,0.0220096763725941,-0.00114632001794561
2028,pressure,Health,0.0747478384046746,0.0750751387595076,0.0327300354833013
2028,pressure,Housing and community amenities,0.00478143248551907,0.00476512021606536,-0.00163122694537112
2028,pressure,Public order and safety,0.018280768613077,0.0185182545978354,0.0237485984758434
2028,pressure,"Recreation, culture and religion",0.00686830095434808,0.00692503431626235,0.005673336191427
2028,pressure,Social Protection,0.110662074071751,0.109513680664748,-0.114839340700287
2028,pressure,Transport,0.0162175955036422,0.0164548481075662,0.023725260392396
2028,restraint,Defence,0.0185151098106604,0.0185080436779873,-0.000706613267308087
2028,restraint,Economic affairs,0.0161211500389741,0.0158119016196983,-0.0309248419275807
2028,restraint,Education,0.0506303154278569,0.0511343775085043,0.050406208064737
2028,restraint,Environmental Protection,0.0072241806181336,0.00735897075362026,0.0134790135486659
2028,restraint,General public services excl interest,0.0222636333041205,0.0222517571074992,-0.00118761966213139
2028,restraint,Health,0.0745036333857364,0.0748326479982719,0.0329014612535497
2028,restraint,Housing and community amenities,0.00483408495614918,0.00481745250977473,-0.00166324463744495
2028,restraint,Public order and safety,0.0184828243927015,0.0187241004378554,0.0241276045153879
2028,restraint,"Recreation, culture and religion",0.00694393373079589,0.00700154527210145,0.00576115413055628
2028,restraint,Social Protection,0.111084952921351,0.1099219678543,-0.116298506705051
2028,restraint,Transport,0.0163961814135201,0.0166372352603867,0.0241053846866603
2029,central,Defence,0.0193644869524181,0.0193548044258742,-0.000968252654389226
2029,central,Economic affairs,0.0156898264554136,0.0152974316277209,-0.0392394827692736
2029,central,Education,0.0490379826625757,0.0496773378318201,0.0639355169244363
2029,central,Environmental Protection,0.00703089667344178,0.00720293223122159,0.0172035557779809
2029,central,General public services excl interest,0.0216679667371204,0.0216528321261655,-0.001513461095487
2029,central,Health,0.0738877917758245,0.0743135836134281,0.0425791837603579
2029,central,Housing and community amenities,0.00470474834917751,0.00468358762517679,-0.00211607240007232
2029,central,Public order and safety,0.018031502249247,0.0183399144066503,0.0308412157403289
2029,central,"Recreation, culture and religion",0.00675814783006718,0.00683155646737868,0.00734086373114957
2029,central,Social Protection,0.108869150986957,0.107381050491433,-0.148810049552363
2029,central,Transport,0.0159574993277576,0.0162649691531305,0.0307469825372938
2029,pressure,Defence,0.020764983535249,0.0207551606277775,-0.000982290747151421
2029,pressure,Economic affairs,0.0155372321198425,0.0151501954604922,-0.0387036659350318
2029,pressure,Education,0.0485596457389506,0.0491921116642394,0.0632465925288796
2029,pressure,Environmental Protection,0.00696251637558435,0.00713254419650889,0.0170027820924539
2029,pressure,General public services excl interest,0.0214572308824682,0.0214428346940083,-0.00143961884598656
2029,pressure,Health,0.0738638884407935,0.0742890632967709,0.0425174855977373
2029,pressure,Housing and community amenities,0.00465899144100444,0.00463821749750946,-0.00207739434949809
2029,pressure,Public order and safety,0.0178556154601515,0.018160561131847,0.0304945671695506
2029,pressure,"Recreation, culture and religion",0.00669242020199235,0.00676506802371833,0.00726478217259819
2029,pressure,Social Protection,0.108845174114256,0.107367972905341,-0.147720120891524
2029,pressure,Transport,0.0158023016897076,0.0161062705017872,0.03039688120796
2029,restraint,Defence,0.0185151061609727,0.0185059590946715,-0.000914706630122594
2029,restraint,Economic affairs,0.0157654520176447,0.0153703326595135,-0.0395119358131239
2029,restraint,Education,0.0492754938353211,0.0499198609087663,0.064436707344518
2029,restraint,Environmental Protection,0.00706478586370331,0.00723812423696246,0.0173338373259149
2029,restraint,General public services excl interest,0.0217724071636322,0.0217573193776742,-0.00150877859580144
2029,restraint,Health,0.0735389066668077,0.0739653512958068,0.0426444628999129
2029,restraint,Housing and community amenities,0.00472742541575141,0.00470614525621827,-0.0021280159533137
2029,restraint,Public order and safety,0.0181188362506281,0.0184296265453098,0.0310790294681663
2029,restraint,"Recreation, culture and religion",0.00679072236049568,0.00686471318323883,0.007399082274315
2029,restraint,Social Protection,0.109396449181595,0.107898330999234,-0.149811818236113
2029,restraint,Transport,0.0160344150834477,0.0163442364426045,0.0309821359156828
2030,central,Defence,0.0194792123872485,0.0194672405993781,-0.00119717878704316
2030,central,Economic affairs,0.0152811384046083,0.0148137984666661,-0.0467339937942178
2030,central,Education,0.0475783098633434,0.0483401185916614,0.0761808728318034
2030,central,Environmental Protection,0.0068477561227768,0.00705380335814468,0.0206047235367877
2030,central,General public services excl interest,0.021103560297325,0.0210854545866046,-0.00181057107203966
2030,central,Health,0.0727395054785529,0.0732538006013307,0.0514295122777772
2030,central,Housing and community amenities,0.0045821992287128,0.0045569312721608,-0.00252679565520015
2030,central,Public order and safety,0.0176039836518164,0.0179739387658039,0.0369955113987505
2030,central,"Recreation, culture and religion",0.00658211183173584,0.0066698917560958,0.00877799243599623
2030,central,Social Protection,0.106660383790546,0.104875148740034,-0.178523505051179
2030,central,Transport,0.0155418389433346,0.0159098732621197,0.0368034318785061
2030,pressure,Defence,0.0211697347551229,0.0211576268861362,-0.00121078689866924
2030,pressure,Economic affairs,0.0150961820758224,0.0146364154341139,-0.0459766641708541
2030,pressure,Education,0.0470008091584348,0.0477531402153715,0.0752331056936728
2030,pressure,Environmental Protection,0.00676487382701093,0.0069681167113775,0.020324288436657
2030,pressure,General public services excl interest,0.0208481318774287,0.0208311489473659,-0.00169829300627859
2030,pressure,Health,0.072712632428851,0.0732269238512356,0.0514291422384641
2030,pressure,Housing and community amenities,0.00452673825946638,0.00450203226244608,-0.00247059970202987
2030,pressure,Public order and safety,0.0173903082817302,0.017755436415641,0.0365128133910847
2030,pressure,"Recreation, culture and religion",0.00650244478024908,0.00658917971960926,0.00867349393601762
2030,pressure,Social Protection,0.106634417348562,0.104863090672802,-0.177132667575991
2030,pressure,Transport,0.0153537272073219,0.0157168888839008,0.0363161676578929
2030,restraint,Defence,0.01845210866057,0.0184409637976946,-0.00111448628754458
2030,restraint,Economic affairs,0.0153729126730254,0.0149018251143508,-0.0471087558674609
2030,restraint,Education,0.0478654413091937,0.0486342934812056,0.0768852172011843
2030,restraint,Environmental Protection,0.00688888184206729,0.00709675886055403,0.0207877018486734
2030,restraint,General public services excl interest,0.0212303024127357,0.0212123005691306,-0.00180018436051164
2030,restraint,Health,0.0723095200312544,0.0728242269936635,0.0514706962409128
2030,restraint,Housing and community amenities,0.00460971864322383,0.00458429313961084,-0.00254255036129872
2030,restraint,Public order and safety,0.0177102223411096,0.0180835327916494,0.037331045053975
2030,restraint,"Recreation, culture and religion",0.00662164216527534,0.00671024479826396,0.00886026329886148
2030,restraint,Social Protection,0.107304071014844,0.105505040898037,-0.179903011680718
2030,restraint,Transport,0.0156351789067009,0.0160065195558399,0.0371340649139039
2031,central,Defence,0.0201072273675325,0.0200948696060419,-0.00123577614906042
2031,central,Economic affairs,0.0152867760694914,0.0147388445638492,-0.0547931505642156
2031,central,Education,0.0474541337432332,0.0483564149523258,0.0902281209092602
2031,central,Environmental Protection,0.00685028246297472,0.00709469845205921,0.0244415989084494
2031,central,General public services excl interest,0.0211113460262181,0.0210923152516361,-0.00190307745820406
2031,central,Health,0.0735030342051976,0.0741241798565057,0.0621145651308081
2031,central,Housing and community amenities,0.00458388973782247,0.0045546087295298,-0.00292810082926686
2031,central,Public order and safety,0.0176531417355467,0.0180932783818704,0.0440136646323669
2031,central,"Recreation, culture and religion",0.00658454016788122,0.00668891278352507,0.0104372615643846
2031,central,Social Protection,0.107248320622859,0.105147104367774,-0.210121625508536
2031,central,Transport,0.0155475727883735,0.0159842543576101,0.0436681569236571
2031,pressure,Defence,0.0222217401065313,0.0222090305510749,-0.00127095554564131
2031,pressure,Economic affairs,0.0151750846810665,0.014632922448069,-0.0542162232997493
2031,pressure,Education,0.0471059922525379,0.0480016878129074,0.0895695560369461
2031,pressure,Environmental Protection,0.00680023151986453,0.00704261960350983,0.0242388083645304
2031,pressure,General public services excl interest,0.0209570979664266,0.020939112840063,-0.00179851263636122
2031,pressure,Health,0.074011590181634,0.0746371684935089,0.0625578311874903
2031,pressure,Housing and community amenities,0.00455039797952912,0.00452158065687108,-0.00288173226580431
2031,pressure,Public order and safety,0.017523631604511,0.0179603279417158,0.0436696337204813
2031,pressure,"Recreation, culture and religion",0.00653643084580134,0.00664008946371184,0.0103658617910498
2031,pressure,Social Protection,0.108004246201806,0.105901993351245,-0.210225285056125
2031,pressure,Transport,0.0154339759133047,0.0158671730094245,0.0433197096119749
2031,restraint,Defence,0.018815186580802,0.0188038224230097,-0.0011364157792345
2031,restraint,Economic affairs,0.0153425675182499,0.0147919751058813,-0.0550592412368555
2031,restraint,Education,0.047628318317451,0.0485358703163562,0.0907551998905222
2031,restraint,Environmental Protection,0.00687528362615505,0.0071210560882556,0.0245772462100553
2031,restraint,General public services excl interest,0.0211883951420481,0.0211695102034723,-0.00188849385758527
2031,restraint,Health,0.0727208950712633,0.0733388110842794,0.0617916013016112
2031,restraint,Housing and community amenities,0.00460061935093775,0.00457123928164593,-0.0029380069291823
2031,restraint,Public order and safety,0.0177179391458935,0.0181605847935052,0.0442645647611702
2031,restraint,"Recreation, culture and religion",0.00660857146353864,0.00671356449472082,0.0104993031182181
2031,restraint,Social Protection,0.107641985022347,0.105531070125926,-0.211091489642093
2031,restraint,Transport,0.0156043160550112,0.0160434574811918,0.0439141426180567
2032,central,Defence,0.0207352423478165,0.0207224986127057,-0.001274373511077
2032,central,Economic affairs,0.015292428877281,0.0146676129394718,-0.0624815937809184
2032,central,Education,0.0474044593429955,0.0484425869502624,0.103812760726689
2032,central,Environmental Protection,0.00685281558898454,0.00713423356090461,0.0281417971920068
2032,central,General public services excl interest,0.0211191526677706,0.0210992344122987,-0.00199182554719221
2032,central,Health,0.0742395051766988,0.0749652123832147,0.0725707206515894
2032,central,Housing and community amenities,0.00458558478768119,0.00455245782932542,-0.00331269583557685
2032,central,Public order and safety,0.0177024540764532,0.0182105304224733,0.0508076346020112
2032,central,"Recreation, culture and religion",0.00658697502659721,0.00670730249716267,0.0120327470565459
2032,central,Social Protection,0.107793755517602,0.105387819548915,-0.240593596868674
2032,central,Transport,0.0155533220346612,0.0160561317956161,0.0502809760954915
2032,pressure,Defence,0.0232737454579396,0.0232604342160136,-0.00133112419260298
2032,pressure,Economic affairs,0.0152550774962921,0.0146334127141531,-0.0621664782139019
2032,pressure,Education,0.0472874577681218,0.048323307838261,0.103585007013921
2032,pressure,Environmental Protection,0.0068360777556446,0.00711663153001702,0.0280553774372417
2032,pressure,General public services excl interest,0.0210675696573942,0.0210486097769554,-0.00189598804387556
2032,pressure,Health,0.0753014381830272,0.0760376057410431,0.0736167558015921
2032,pressure,Housing and community amenities,0.00457438460974764,0.00454158236957749,-0.00328022401701556
2032,pressure,Public order and safety,0.0176587616678743,0.0181654925349013,0.0506730867026968
2032,pressure,"Recreation, culture and religion",0.00657088650228513,0.00669099827747362,0.0120111775188494
2032,pressure,Social Protection,0.109350024456622,0.106923433116781,-0.24265913398414
2032,pressure,Transport,0.0155153334285593,0.0160167395985483,0.0501406169989038
2032,restraint,Defence,0.0191782645010339,0.0191666810483248,-0.0011583452709147
2032,restraint,Economic affairs,0.0153122975984847,0.0146862729934954,-0.0626024604989296
2032,restraint,Education,0.0474666519152531,0.0485076373561268,0.104098544087365
2032,restraint,Environmental Protection,0.00686171912441965,0.00714384371848065,0.0282124594061003
2032,restraint,General public services excl interest,0.0211465917724269,0.0211268654762531,-0.00197262961737811
2032,restraint,Health,0.0731000794605971,0.0738179574640066,0.0717878003409528
2032,restraint,Housing and community amenities,0.00459154261860742,0.00455839338349482,-0.00331492351126009
2032,restraint,Public order and safety,0.0177256789200553,0.018235093690908,0.0509414770852704
2032,restraint,"Recreation, culture and religion",0.00659553316810824,0.00671620268769922,0.0120669519590982
2032,restraint,Social Protection,0.107935176198734,0.105525090759913,-0.241008543882133
2032,restraint,Transport,0.0155735297218623,0.0160776374447865,0.0504107722924219
2033,central,Defence,0.0213632573281005,0.0213501276193696,-0.00131297087309461
2033,central,Economic affairs,0.0152980356240046,0.0146000091454803,-0.0698026478524265
2033,central,Education,0.0473903540839221,0.0485593268517452,0.116897276782305
2033,central,Environmental Protection,0.00685532807419268,0.00717234694197418,0.0317018867781497
2033,central,General public services excl interest,0.0211268956980619,0.0211061278372291,-0.00207678608327676
2033,central,Health,0.0749781138845443,0.0758061490489382,0.0828035164393878
2033,central,Housing and community amenities,0.00458726602567747,0.00455046087292739,-0.00368051527500834
2033,central,Public order and safety,0.0177518414446735,0.0183255480914217,0.0573706646748211
2033,central,"Recreation, culture and religion",0.00658939004522799,0.00672502525180638,0.0135635206578392
2033,central,Social Protection,0.108341899318474,0.105641880612774,-0.270001870569955
2033,central,Transport,0.015559024434068,0.0161253905636027,0.0566366129534724
2033,pressure,Defence,0.0243257508093479,0.0243118378809523,-0.00139129283956499
2033,pressure,Economic affairs,0.0153329963226345,0.0146348534590907,-0.0698142863543801
2033,pressure,Education,0.0474976625213991,0.0486698314686859,0.11721689472868
2033,pressure,Environmental Protection,0.00687099459927482,0.00718863052954808,0.0317635930273261
2033,pressure,General public services excl interest,0.0211751771278898,0.0211552744517499,-0.00199026761399275
2033,pressure,Health,0.0765962720739477,0.0774422179061203,0.0845945832172637
2033,pressure,Housing and community amenities,0.00459774933405775,0.00456109757030808,-0.0036651763749675
2033,pressure,Public order and safety,0.0177920378602646,0.0183670795926952,0.0575041732430583
2033,pressure,"Recreation, culture and religion",0.00660444882043209,0.0067405033935108,0.0136054573078707
2033,pressure,Social Protection,0.110694879282836,0.107950558838771,-0.274432044406529
2033,pressure,Transport,0.0155945815720943,0.0161621920600827,0.0567610487988377
2033,restraint,Defence,0.0195413424212658,0.0195295396736399,-0.0011802747625949
2033,restraint,Economic affairs,0.01528203105412,0.0145845871197054,-0.0697443934414644
2033,restraint,Education,0.0473409890113112,0.0485097982710495,0.116880925973832
2033,restraint,Environmental Protection,0.00684815613526262,0.00716506549496915,0.0316909359706527
2033,restraint,General public services excl interest,0.0211047930643019,0.0210842671732353,-0.00205258910666341
2033,restraint,Health,0.073476093411189,0.0742907812792716,0.0814687868082586
2033,restraint,Housing and community amenities,0.00458246689842404,0.00454573333409069,-0.00367335643333532
2033,restraint,Public order and safety,0.0177333498980532,0.0183069171505097,0.0573567252456504
2033,restraint,"Recreation, culture and religion",0.0065824963265789,0.00671812386596062,0.0135627539381714
2033,restraint,Social Protection,0.108229042898005,0.105531792977256,-0.269724992074884
2033,restraint,Transport,0.0155427468216992,0.0161089524074112,0.0566205585711953
2034,central,Defence,0.0219912723083845,0.0219777566260334,-0.00135156823511187
2034,central,Economic affairs,0.0153035848518969,0.0145359758425029,-0.0767609009394005
2034,central,Education,0.0473956083217814,0.0486902318989107,0.129462357712931
2034,central,Environmental Protection,0.0068578147841661,0.0072090071190892,0.03511923349231
2034,central,General public services excl interest,0.0211345592936872,0.0211129797796705,-0.00215795140167258
2034,central,Health,0.0757439103898185,0.076672212367035,0.0928301977216481
2034,central,Housing and community amenities,0.00458893001608805,0.00454861432882805,-0.00403156872600058
2034,central,Public order and safety,0.0178012889625582,0.0184382626744657,0.0636973711907508
2034,central,"Recreation, culture and religion",0.00659178028852006,0.00674207012439925,0.0150289835879188
2034,central,Social Protection,0.108936755733291,0.105952170256717,-0.298458547657443
2034,central,Transport,0.015564668333356,0.0161919803037805,0.0627311970424534
2034,pressure,Defence,0.0253777561607563,0.0253632415458909,-0.00145146148653602
2034,pressure,Economic affairs,0.0154082664762913,0.0146367325122835,-0.0771533964007774
2034,pressure,Education,0.0477190655564864,0.0490233544626796,0.130428890619318
2034,pressure,Environmental Protection,0.00690472452448838,0.00725828595949672,0.0353561435008336
2034,pressure,General public services excl interest,0.0212791267279932,0.0212583149161018,-0.00208118118913588
2034,pressure,Health,0.0779187895880213,0.0788737657544276,0.0954976166406343
2034,pressure,Housing and community amenities,0.00462031982788477,0.00457995911904996,-0.00403607088348065
2034,pressure,Public order and safety,0.0179227760772065,0.0185642692899564,0.0641493212749918
2034,pressure,"Recreation, culture and religion",0.00663687026416506,0.00678833059472765,0.0151460330562592
2034,pressure,Social Protection,0.112079802747938,0.109023649918069,-0.305615282986935
2034,pressure,Transport,0.0156711358558393,0.0163028227281201,0.0631686872280775
2034,restraint,Defence,0.0199044203414977,0.019892398298955,-0.00120220425427475
2034,restraint,Economic affairs,0.0152517549724768,0.0144868324369822,-0.0764922535494589
2034,restraint,Education,0.0472349176867521,0.0485257847790847,0.129086709233261
2034,restraint,Environmental Protection,0.00683458887227759,0.00718469985776381,0.0350110985486218
2034,restraint,General public services excl interest,0.0210629811850029,0.0210416972621735,-0.00212839228293897
2034,restraint,Health,0.0738733772932039,0.0747819303398277,0.0908553046623836
2034,restraint,Housing and community amenities,0.00457338831839415,0.0045332539416235,-0.00401343767706475
2034,restraint,Public order and safety,0.0177409352604111,0.0183760021338602,0.0635066873449115
2034,restraint,"Recreation, culture and religion",0.00656945537701572,0.00671932128356428,0.0149865906548555
2034,restraint,Social Protection,0.108567415259002,0.105593811212801,-0.297360404620137
2034,restraint,Transport,0.0155119542215489,0.0161373698097736,0.0625415588224742
2035,central,Defence,0.0226192872886686,0.0226053856326972,-0.00139016559713885
2035,central,Economic affairs,0.015309079949184,0.0144754689867471,-0.083361096243692
2035,central,Education,0.047422447655525,0.0488377037745903,0.14152561190653
2035,central,Environmental Protection,0.00686027723723059,0.00724419214908934,0.0383914911858746
2035,central,General public services excl interest,0.0211421481338553,0.0211197949342494,-0.00223531996059352
2035,central,Health,0.0765117904620898,0.0775379177197742,0.102612725768436
2035,central,Housing and community amenities,0.00459057777490576,0.00454691892037107,-0.00436588545346872
2035,central,Public order and safety,0.0178508010248323,0.01854862923405,0.0697828209217717
2035,central,"Recreation, culture and religion",0.00659414721589894,0.00675843365494895,0.0164286439050011
2035,central,Social Protection,0.109529167567786,0.106270759137495,-0.325840843029132
2035,central,Transport,0.0155702571785554,0.0162558706603862,0.0685613481830754
2035,pressure,Defence,0.0264297615121646,0.0264146452108296,-0.00151163013349769
2035,pressure,Economic affairs,0.0154810755073017,0.0146392671422634,-0.0841808365038275
2035,pressure,Education,0.0479547597296745,0.049387025402268,0.143226567259354
2035,pressure,Environmental Protection,0.00693735157586991,0.00732562453505536,0.0388272959185448
2035,pressure,General public services excl interest,0.021379677468091,0.021357990898375,-0.00216865697159653
2035,pressure,Health,0.0792441016130636,0.0803068878296532,0.106278621658962
2035,pressure,Housing and community amenities,0.0046421523299475,0.00459822665019543,-0.00439256797520726
2035,pressure,Public order and safety,0.0180511744215785,0.0187571514305273,0.0705977008948824
2035,pressure,"Recreation, culture and religion",0.00666823161773586,0.00683454071430083,0.0166309096564965
2035,pressure,Social Protection,0.113455857296668,0.110095333649919,-0.336052364674937
2035,pressure,Transport,0.0157451870294904,0.0164387273612141,0.0693540331723738
2035,restraint,Defence,0.0202674982617297,0.0202552569242701,-0.00122413374596432
2035,restraint,Economic affairs,0.0152214738357516,0.01439294018452,-0.0828533651231589
2035,restraint,Education,0.0471505163739068,0.0485578885341097,0.140737216020292
2035,restraint,Environmental Protection,0.00682101934401837,0.00720273613962799,0.0381716795609621
2035,restraint,General public services excl interest,0.0210211623245339,0.0209991616702427,-0.0022000654291237
2035,restraint,Health,0.0742672269471878,0.0752663656247875,0.0999138677599668
2035,restraint,Housing and community amenities,0.00456430822254837,0.00452095503598788,-0.00433531865604948
2035,restraint,Public order and safety,0.0177484404036375,0.0184423227895306,0.0693882385893126
2035,restraint,"Recreation, culture and religion",0.00655641225005491,0.00671979679995716,0.0163384549902248
2035,restraint,Social Protection,0.108901101991593,0.10566310426694,-0.323799772465334
2035,restraint,Transport,0.0154811564800756,0.0161628799985181,0.0681723518442486
2036,central,Defence,0.0226192872886686,0.0226053856326972,-0.00139016559713885
2036,central,Economic affairs,0.0153145213460708,0.0144184450639249,-0.0896076282145874
2036,central,Education,0.0474468806198447,0.0489770896299937,0.153020901014898
2036,central,Environmental Protection,0.00686271562616872,0.00727787924163394,0.0415163615465216
2036,central,General public services excl interest,0.0211496628126876,0.0211265739225847,-0.00230888901029298
2036,central,Health,0.0773448600245335,0.078467150199309,0.11222901747755
2036,central,Housing and community amenities,0.00459220943113172,0.00454537454388888,-0.00468348872428399
2036,central,Public order and safety,0.0179003781804702,0.0186565990803285,0.0756220899858284
2036,central,"Recreation, culture and religion",0.0065964910126686,0.00677411113434451,0.0177620121675913
2036,central,Social Protection,0.110231787308519,0.106706832179839,-0.352495512868001
2036,central,Transport,0.0155757914072105,0.0163170288626967,0.07412374554862
2036,pressure,Defence,0.0264297615121646,0.0264146452108296,-0.00151163013349803
2036,pressure,Economic affairs,0.015551458249835,0.0146425258032278,-0.0908932446607171
2036,pressure,Education,0.0481807711700723,0.0497360753414175,0.155530417134519
2036,pressure,Environmental Protection,0.00696889136324431,0.00739060391308787,0.0421712549843557
2036,pressure,General public services excl interest,0.021476877454873,0.0214543513689452,-0.00225260859277841
2036,pressure,Health,0.0806378448293875,0.0818079429198387,0.117009809045115
2036,pressure,Housing and community amenities,0.00466325728561321,0.00461591415012818,-0.00473431354850278
2036,pressure,Public order and safety,0.0181772545150264,0.018945637117428,0.0768382602401578
2036,pressure,"Recreation, culture and religion",0.00669854788541907,0.00687912848870119,0.0180580603282118
2036,pressure,Social Protection,0.11494037286913,0.111279675759936,-0.366069710919406
2036,pressure,Transport,0.0158167705214973,0.0165698452173024,0.0753074695805128
2036,restraint,Defence,0.0202674982617297,0.0202552569242701,-0.00122413374596432
2036,restraint,Economic affairs,0.0151911886398596,0.014302842114395,-0.0888346525464623
2036,restraint,Education,0.0470638362439481,0.0485815414447979,0.151770520084984
2036,restraint,Environmental Protection,0.00680744799677262,0.00721916274976398,0.041171475299136
2036,restraint,General public services excl interest,0.0209793378582735,0.0209566615234842,-0.00226763347892581
2036,restraint,Health,0.0747186196155206,0.0758058600218036,0.108724040628301
2036,restraint,Housing and community amenities,0.00455522690952158,0.00450883546942512,-0.00463914400964651
2036,restraint,Public order and safety,0.0177558662737047,0.0185058492812267,0.0749983007522017
2036,restraint,"Recreation, culture and religion",0.00654336737467132,0.00671955082030527,0.0176183445633952
2036,restraint,Social Protection,0.109341872826852,0.105847925440584,-0.349394738626763
2036,restraint,Transport,0.0154503546101848,0.0161854705809998,0.0735115970814966
2037,central,Defence,0.0226192872886686,0.0226053856326972,-0.00139016559713885
2037,central,Economic affairs,0.0153195426239501,0.01436458165822,-0.0954960965730094
2037,central,Education,0.0474665237610757,0.0491057423938928,0.163921863281708
2037,central,Environmental Protection,0.00686496575213657,0.00730983992441826,0.0444874172281691
2037,central,General public services excl interest,0.0211565972986984,0.0211328120448185,-0.00237852538799259
2037,central,Health,0.0781190678120017,0.0793339033604099,0.121483554840818
2037,central,Housing and community amenities,0.00459371511055277,0.00454387549165195,-0.0049839618900825
