model,model_label,year,modelled_expense_ratio,nominal_gdp,revenue_ratio,official_net_debt,official_gross_debt,official_interest,nominal_gdp_growth,net_debt_ratio,gross_debt_ratio,interest_ratio,primary_fiscal_expense_ratio,total_expense_ratio,effective_interest_rate,spending_approach,interest_treatment,interest_treatment_label,revenue_scenario
structural_ols,Structural OLS (levels),2026,0.371,2962133.33333333,0.363,0.31,0.534,0.016,,0.31,0.534,0.016,0.371,0.387,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2027,0.371,3095135.13513514,0.367,0.333,0.554,0.018,0.0439218381234578,0.333,0.554,0.018,0.371,0.389,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2028,0.364,3185558.58310627,0.364,0.353,0.575,0.02,0.0287960853725124,0.353,0.575,0.02,0.364,0.384,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2029,0.357,3331215.46961326,0.358,0.363,0.583,0.021,0.0447095903255725,0.363,0.583,0.021,0.357,0.378,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2030,0.349,3508707.86516854,0.357,0.365,0.58,0.022,0.0519105968360574,0.365,0.58,0.022,0.349,0.371,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2031,0.347857676334138,3663091.01123596,0.358714285714286,,,,0.0430594894604486,0.361490005957008,0.576490005957008,0.0224145130092186,0.347857676334138,0.370272189343357,0.0403097767170692,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2032,0.346702036394129,3824267.01573034,0.360428571428571,,,,0.043059489460445,0.355459265080384,0.570459265080384,0.0226187925666761,0.346702036394129,0.369320828960805,0.040924813930891,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2033,0.347266514285395,3992534.76442247,0.362142857142857,,,,0.0430594894604468,0.34862742837238,0.56362742837238,0.0227185440475876,0.347266514285395,0.369985058332983,0.0415398511447128,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2034,0.34793573485839,4168206.29405706,0.363857142857143,,,,0.0430594894604468,0.341092821250869,0.556092821250869,0.0227788074974861,0.34793573485839,0.370714542355876,0.0421548883585346,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2035,0.348615739605065,4351607.37099557,0.365571428571429,,,,0.0430594894604468,0.332858366237557,0.547858366237557,0.0228021975894437,0.348615739605065,0.371417937194509,0.0427699255723564,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2036,0.349506047052922,4543078.09531938,0.367285714285714,,,,0.0430594894604486,0.324125262133552,0.539125262133552,0.0227875927226432,0.349506047052922,0.372293639775565,0.0433849627861782,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2037,0.350029291021606,4742973.53151343,0.369,,,,0.0430594894604468,0.314516284987178,0.529516284987178,0.0227422421957418,0.350029291021606,0.372771533217348,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2038,0.350552534990289,4951664.36690002,0.369,,,,0.0430594894604468,0.305421887544052,0.520421887544052,0.022336900986815,0.350552534990289,0.372889435977104,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2039,0.351075778958973,5169537.59904362,0.369,,,,0.0430594894604468,0.296842533792702,0.511842533792702,0.0219532666001469,0.351075778958973,0.37302904555912,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2040,0.351599022927657,5396997.25340154,0.369,,,,0.0430594894604468,0.288778688140023,0.503778688140023,0.0215913586084419,0.351599022927657,0.373190381536099,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2041,0.352122266896341,5634465.13255121,0.369,,,,0.0430594894604468,0.28123081541166,0.49623081541166,0.021251196602053,0.352122266896341,0.373373463498394,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2042,0.352645510865025,5882381.59838346,0.369,,,,0.0430594894604468,0.274199380852386,0.489199380852385,0.0209328001889973,0.352645510865025,0.373578311054022,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2043,0.353168754833709,6141206.38871234,0.369,,,,0.0430594894604486,0.267684850126473,0.482684850126473,0.0206361889949721,0.353168754833709,0.373804943828681,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2044,0.353691998802392,6411419.46981568,0.369,,,,0.0430594894604468,0.261687689318081,0.476687689318081,0.0203613826633713,0.353691998802392,0.374053381465763,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2045,0.354215242771076,6693521.92648757,0.369,,,,0.0430594894604468,0.256208364931626,0.471208364931626,0.0201084008553003,0.354215242771076,0.374323643626376,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2046,0.35473848673976,6988036.89125302,0.369,,,,0.0430594894604468,0.251247343892168,0.466247343892168,0.0198772632495932,0.35473848673976,0.374615749989353,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2047,0.355261730708443,7295510.51446816,0.369,,,,0.0430594894604468,0.246805093545783,0.461805093545783,0.0196679895428278,0.355261730708443,0.374929720251271,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2048,0.355784974677127,7616512.97710476,0.369,,,,0.0430594894604468,0.242882081659947,0.457882081659947,0.0194805994493423,0.355784974677127,0.375265574126469,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2049,0.35630821864581,7951639.54809737,0.369,,,,0.0430594894604486,0.239478776423913,0.454478776423913,0.0193151127012508,0.35630821864581,0.375623331347061,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2050,0.356831462614494,8301511.68821365,0.369,,,,0.043059489460445,0.236595646449097,0.451595646449097,0.0191715490484596,0.356831462614494,0.376003011662954,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2051,0.357354706583178,8666778.20249505,0.369,,,,0.0430594894604468,0.23423316076945,0.44923316076945,0.0190499282586832,0.357354706583178,0.376404634841861,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2052,0.357877950551862,9048116.44340483,0.369,,,,0.0430594894604486,0.232391788841847,0.447391788841847,0.0189502701174604,0.357877950551862,0.376828220669322,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
