model,model_label,year,modelled_expense_ratio,nominal_gdp,revenue_ratio,official_net_debt,official_gross_debt,official_interest,nominal_gdp_growth,net_debt_ratio,gross_debt_ratio,interest_ratio,primary_fiscal_expense_ratio,total_expense_ratio,effective_interest_rate,spending_approach,interest_treatment,interest_treatment_label,revenue_scenario
structural_ols,Structural OLS (levels),2053,0.358401194520546,9446233.56691465,0.369,,,,0.0430594894604468,0.231072000546464,0.446072000546464,0.0188725944281702,0.358401194520546,0.377273788948716,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2054,0.358924438489229,9861867.84385889,0.369,,,,0.0430594894604468,0.230274266187158,0.445274266187158,0.0188169210120481,0.358924438489229,0.377741359501277,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2055,0.359447682457913,10295790.0289887,0.369,,,,0.0430594894604468,0.229999056491856,0.444999056491856,0.0187832697082019,0.359447682457913,0.378230952166115,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2056,0.359970926426597,10748804.7902642,0.369,,,,0.0430594894604468,0.23024684261293,0.44524684261293,0.0187716603736283,0.359970926426597,0.378742586800225,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2057,0.36049417039528,11221752.2010358,0.369,,,,0.0430594894604468,0.231018096127584,0.446018096127584,0.0187821128832286,0.36049417039528,0.379276283278509,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2058,0.361017414363964,11715509.2978814,0.369,,,,0.0430594894604468,0.232313289038236,0.447313289038236,0.018814647129825,0.361017414363964,0.379832061493789,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2059,0.361540658332648,12230991.7069882,0.369,,,,0.0430594894604504,0.2341328937729,0.4491328937729,0.0188692830241766,0.361540658332648,0.380409941356825,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2060,0.362063902301331,12769155.3420956,0.369,,,,0.0430594894604397,0.236477383185575,0.451477383185575,0.0189460404949963,0.362063902301331,0.381009942796327,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2061,0.362587146270015,13330998.1771479,0.369,,,,0.0430594894604539,0.239347230556616,0.454347230556616,0.0190449394889652,0.362587146270015,0.38163208575898,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2062,0.363110390238699,13917562.0969424,0.369,,,,0.0430594894604468,0.242742909593139,0.457742909593139,0.0191659999707516,0.363110390238699,0.382276390209451,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2063,0.363633634207383,14529934.8292078,0.369,,,,0.0430594894604432,0.246664894429389,0.461664894429389,0.0193092419230245,0.363633634207383,0.382942876130408,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2064,0.364156878176067,15169251.961693,0.369,,,,0.0430594894604504,0.251113659627126,0.466113659627126,0.0194746853464711,0.364156878176067,0.383631563522538,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2065,0.364680122144751,15836699.0480075,0.369,,,,0.0430594894604468,0.256089680176024,0.471089680176024,0.0196623502598135,0.364680122144751,0.384342472404565,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
structural_ols,Structural OLS (levels),2066,0.365203366113434,16533513.8061198,0.369,,,,0.0430594894604468,0.261593431494039,0.476593431494039,0.0198722566998237,0.365203366113434,0.385075622813258,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2026,0.371,2962133.33333333,0.363,0.31,0.534,0.016,,0.31,0.534,0.016,0.371,0.387,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2027,0.371,3095135.13513514,0.367,0.333,0.554,0.018,0.0439218381234578,0.333,0.554,0.018,0.371,0.389,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2028,0.364,3185558.58310627,0.364,0.353,0.575,0.02,0.0287960853725124,0.353,0.575,0.02,0.364,0.384,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2029,0.357,3331215.46961326,0.358,0.363,0.583,0.021,0.0447095903255725,0.363,0.583,0.021,0.357,0.378,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2030,0.349,3508707.86516854,0.357,0.365,0.58,0.022,0.0519105968360574,0.365,0.58,0.022,0.349,0.371,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2031,0.347800163718117,3663091.01123596,0.358714285714286,,,,0.0430594894604486,0.361432493340987,0.576432493340987,0.0224145130092186,0.347800163718117,0.370214676727336,0.0403097767170692,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2032,0.346655750723334,3824267.01573034,0.360428571428571,,,,0.043059489460445,0.35535558449613,0.57035558449613,0.0226165360385172,0.346655750723334,0.369272286761851,0.040924813930891,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2033,0.346590710097574,3992534.76442247,0.362142857142857,,,,0.0430594894604468,0.347848094653039,0.562848094653039,0.0227144149676262,0.346590710097574,0.3693051250652,0.0415398511447128,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2034,0.346724456853148,4168206.29405706,0.363857142857143,,,,0.0430594894604468,0.339102885409252,0.554102885409253,0.0227473109948755,0.346724456853148,0.369471767848024,0.0421548883585346,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2035,0.346916726081896,4351607.37099557,0.365571428571429,,,,0.0430594894604468,0.329169969299134,0.544169969299134,0.0227206016606403,0.346916726081896,0.369637327742536,0.0427699255723564,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2036,0.347403871811282,4543078.09531938,0.367285714285714,,,,0.0430594894604486,0.318333539036566,0.533333539036566,0.0226341777299883,0.347403871811282,0.37003804954127,0.0433849627861782,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2037,0.347663350502423,4742973.53151343,0.369,,,,0.0430594894604468,0.306353399064256,0.521353399064256,0.0224979264890709,0.347663350502423,0.370161276991494,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2038,0.347978264410449,4951664.36690002,0.369,,,,0.0430594894604468,0.29467737069385,0.50967737069385,0.0219925611056886,0.347978264410449,0.369970825516138,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2039,0.348338644604367,5169537.59904362,0.369,,,,0.0430594894604468,0.283351194423947,0.498351194423947,0.0215000242432287,0.348338644604367,0.369838668847596,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2040,0.348736314868909,5396997.25340154,0.369,,,,0.0430594894604468,0.272412475781375,0.487412475781375,0.0210222454004002,0.348736314868909,0.369758560269309,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2041,0.34916456931995,5634465.13255121,0.369,,,,0.0430594894604468,0.261892148317158,0.476892148317158,0.0205608109135502,0.34916456931995,0.3697253802335,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2042,0.349617907994436,5882381.59838346,0.369,,,,0.0430594894604468,0.251815673511567,0.466815673511567,0.0201170256710949,0.349617907994436,0.369734933665531,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2043,0.350091819989251,6141206.38871234,0.369,,,,0.0430594894604486,0.242204024899979,0.457204024899979,0.0196919637298289,0.350091819989251,0.36978378371908,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2044,0.350582605598284,6411419.46981568,0.369,,,,0.0430594894604468,0.233074495223172,0.448074495223172,0.0192865098288931,0.350582605598284,0.369869115427177,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2045,0.351087230434638,6693521.92648757,0.369,,,,0.0430594894604468,0.22444135842762,0.43944135842762,0.0189013934382763,0.351087230434638,0.369988623872914,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2046,0.351603205786083,6988036.89125302,0.369,,,,0.0430594894604468,0.216316412618165,0.431316412618165,0.0185372166843687,0.351603205786083,0.370140422470452,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2047,0.352128490486225,7295510.51446816,0.369,,,,0.0430594894604468,0.208709425371422,0.423709425371422,0.0181944772536571,0.352128490486225,0.370322967739882,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2048,0.352661410432213,7616512.97710476,0.369,,,,0.0430594894604468,0.201628498968429,0.416628498968429,0.0178735871776463,0.352661410432213,0.370534997609859,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2049,0.353200592575589,7951639.54809737,0.369,,,,0.0430594894604486,0.195080369947462,0.410080369947463,0.0175748882396856,0.353200592575589,0.370775480815275,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2050,0.353744910783596,8301511.68821365,0.369,,,,0.043059489460445,0.18907065478828,0.40407065478828,0.0172986646111833,0.353744910783596,0.371043575394779,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2051,0.354293441436255,8666778.20249505,0.369,,,,0.0430594894604468,0.183604051414947,0.398604051414947,0.0170451532154518,0.354293441436255,0.371338594651707,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2052,0.354845427008432,9048116.44340483,0.369,,,,0.0430594894604486,0.178684504462443,0.393684504462443,0.0168145522278216,0.354845427008432,0.371659979236254,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2053,0.355400246200957,9446233.56691465,0.369,,,,0.0430594894604468,0.174315340823394,0.389315340823393,0.0166070280471806,0.355400246200957,0.372007274248138,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2054,0.355957389443067,9861867.84385889,0.369,,,,0.0430594894604468,0.170499380819468,0.385499380819468,0.0164227210138228,0.355957389443067,0.37238011045689,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2055,0.356516438800258,10295790.0289887,0.369,,,,0.0430594894604468,0.167239029380873,0.382239029380873,0.0162617500990578,0.356516438800258,0.372778188899316,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2056,0.357077051495306,10748804.7902642,0.369,,,,0.0430594894604468,0.164536350829077,0.379536350829077,0.0161242167514897,0.357077051495306,0.373201268246796,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2057,0.357638946392715,11221752.2010358,0.369,,,,0.0430594894604468,0.162393130211421,0.377393130211421,0.016010208051621,0.357638946392715,0.373649154444336,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2058,0.358201892913666,11715509.2978814,0.369,,,,0.0430594894604468,0.160810923605976,0.375810923605977,0.0159197992991676,0.358201892913666,0.374121692212834,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2059,0.358765701944394,12230991.7069882,0.369,,,,0.0430594894604504,0.15979109938014,0.37479109938014,0.0158530561350978,0.358765701944394,0.374618758079492,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2060,0.359330218379518,12769155.3420956,0.369,,,,0.0430594894604397,0.159334872029766,0.374334872029766,0.0158100362820692,0.359330218379518,0.375140254661587,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2061,0.359895315006303,13330998.1771479,0.369,,,,0.0430594894604539,0.15944332993306,0.37444332993306,0.0157907909718837,0.359895315006303,0.375686105978187,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2062,0.360460887488715,13917562.0969424,0.369,,,,0.0430594894604468,0.160117458113573,0.375117458113573,0.0157953661162481,0.360460887488715,0.376256253604963,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2063,0.361026850253499,14529934.8292078,0.369,,,,0.0430594894604432,0.16135815690978,0.37635815690978,0.0158238032669978,0.361026850253499,0.376850653520497,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2064,0.361593133116065,15169251.961693,0.369,,,,0.0430594894604504,0.163166257287385,0.378166257287385,0.0158761404036469,0.361593133116065,0.377469273519712,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2065,0.362159678513137,15836699.0480075,0.369,,,,0.0430594894604468,0.165542533398086,0.380542533398086,0.0159524125793171,0.362159678513137,0.378112091092454,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_level,ARIMAX (levels),2066,0.362726439233058,16533513.8061198,0.369,,,,0.0430594894604468,0.168487712879967,0.383487712879967,0.0160526524505108,0.362726439233058,0.378779091683569,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2026,0.371,2962133.33333333,0.363,0.31,0.534,0.016,,0.31,0.534,0.016,0.371,0.387,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2027,0.371,3095135.13513514,0.367,0.333,0.554,0.018,0.0439218381234578,0.333,0.554,0.018,0.371,0.389,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2028,0.364,3185558.58310627,0.364,0.353,0.575,0.02,0.0287960853725124,0.353,0.575,0.02,0.364,0.384,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2029,0.357,3331215.46961326,0.358,0.363,0.583,0.021,0.0447095903255725,0.363,0.583,0.021,0.357,0.378,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2030,0.349,3508707.86516854,0.357,0.365,0.58,0.022,0.0519105968360574,0.365,0.58,0.022,0.349,0.371,0.0396947395032474,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2031,0.347469735452068,3663091.01123596,0.358714285714286,,,,0.0430594894604486,0.361102065074938,0.576102065074938,0.0224145130092186,0.347469735452068,0.369884248461287,0.0403097767170692,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2032,0.345904140991245,3824267.01573034,0.360428571428571,,,,0.043059489460445,0.354274222736635,0.569274222736635,0.0226035715667472,0.345904140991245,0.368507712557992,0.040924813930891,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2033,0.347219813972914,3992534.76442247,0.362142857142857,,,,0.0430594894604468,0.347397412209959,0.562397412209959,0.0226713497283212,0.347219813972914,0.369891163701235,0.0415398511447128,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2034,0.346544752797177,4168206.29405706,0.363857142857143,,,,0.0430594894604468,0.338472889767903,0.553472889767903,0.0227290968198786,0.346544752797177,0.369273849617056,0.0421548883585346,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2035,0.345835876357541,4351607.37099557,0.365571428571429,,,,0.0430594894604468,0.327459298826606,0.542459298826606,0.0226947691295491,0.345835876357541,0.36853064548709,0.0427699255723564,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2036,0.344912638695486,4543078.09531938,0.367285714285714,,,,0.0430594894604486,0.314131101655478,0.529131101655478,0.0225630241902909,0.344912638695486,0.367475662885777,0.0433849627861782,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2037,0.344396187761518,4742973.53151343,0.369,,,,0.0430594894604468,0.298880009669754,0.513880009669754,0.0223206525688043,0.344396187761518,0.366716840330322,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2038,0.343879736827551,4951664.36690002,0.369,,,,0.0430594894604468,0.283098715077319,0.498098715077319,0.0216773066674895,0.343879736827551,0.365557043495041,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
arimax_diff,Differenced ARIMAX,2039,0.343363285893583,5169537.59904362,0.369,,,,0.0430594894604468,0.266786739802716,0.481786739802716,0.0210115949136697,0.343363285893583,0.364374880807253,0.044,Top-down primary fiscal expenditure with endogenous debt interest,exclude_other_interest,Exclude conventional other interest,central
