year,model,value,interest_treatment,interest_treatment_label,model_label,path_type
2049,arimax_diff,0.342073011177109,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2050,arimax_diff,0.341764851127674,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2051,arimax_diff,0.341456691078239,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2052,arimax_diff,0.341148531028804,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2053,arimax_diff,0.340840370979369,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2054,arimax_diff,0.340532210929934,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2055,arimax_diff,0.340224050880499,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2056,arimax_diff,0.339915890831064,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2057,arimax_diff,0.339607730781629,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2058,arimax_diff,0.339299570732194,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2059,arimax_diff,0.338991410682759,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2060,arimax_diff,0.338683250633324,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2061,arimax_diff,0.338375090583889,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2062,arimax_diff,0.338066930534453,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2063,arimax_diff,0.337758770485018,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2064,arimax_diff,0.337450610435583,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2065,arimax_diff,0.337142450386148,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2066,arimax_diff,0.336834290336713,exclude_total_interest,Exclude total interest payable,Differenced ARIMAX,Matching PBO anchor
2026,hybrid,0.371,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2027,hybrid,0.371,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2028,hybrid,0.364,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2029,hybrid,0.357,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2030,hybrid,0.349,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2031,hybrid,0.348710582052977,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2032,hybrid,0.348385844956858,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2033,hybrid,0.34820227462978,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2034,hybrid,0.348974329299483,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2035,hybrid,0.349749438004794,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2036,hybrid,0.350766255209473,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2037,hybrid,0.351374551227193,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2038,hybrid,0.351982847244913,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2039,hybrid,0.352591143262634,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2040,hybrid,0.353199439280355,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2041,hybrid,0.353807735298075,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2042,hybrid,0.354416031315796,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2043,hybrid,0.355024327333516,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2044,hybrid,0.355632623351236,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2045,hybrid,0.356240919368957,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2046,hybrid,0.356849215386678,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2047,hybrid,0.357457511404398,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2048,hybrid,0.358065807422119,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2049,hybrid,0.358674103439839,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2050,hybrid,0.35928239945756,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2051,hybrid,0.35989069547528,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2052,hybrid,0.360498991493,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2053,hybrid,0.361107287510721,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2054,hybrid,0.361715583528442,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2055,hybrid,0.362323879546162,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2056,hybrid,0.362932175563883,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2057,hybrid,0.363540471581603,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2058,hybrid,0.364148767599324,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2059,hybrid,0.364757063617044,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2060,hybrid,0.365365359634764,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2061,hybrid,0.365973655652485,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2062,hybrid,0.366581951670206,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2063,hybrid,0.367190247687926,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2064,hybrid,0.367798543705647,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2065,hybrid,0.368406839723367,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2066,hybrid,0.369015135741088,exclude_total_interest,Exclude total interest payable,Hybrid structural/macro,Matching PBO anchor
2026,ardl_ecm,0.371,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2027,ardl_ecm,0.371,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2028,ardl_ecm,0.364,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2029,ardl_ecm,0.357,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2030,ardl_ecm,0.349,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2031,ardl_ecm,0.345843479154205,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2032,ardl_ecm,0.343131027184515,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2033,ardl_ecm,0.342257468878293,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2034,ardl_ecm,0.341434702400928,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2035,ardl_ecm,0.340658048774856,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2036,ardl_ecm,0.339921730582189,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2037,ardl_ecm,0.339032570172041,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2038,ardl_ecm,0.338206299560401,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2039,ardl_ecm,0.337434798848469,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2040,ardl_ecm,0.33671100960206,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2041,ardl_ecm,0.336028792426532,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2042,ardl_ecm,0.335382804499401,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2043,ardl_ecm,0.334768394072383,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2044,ardl_ecm,0.334181509444296,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2045,ardl_ecm,0.333618620306776,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2046,ardl_ecm,0.333076649694128,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2047,ardl_ecm,0.332552915040984,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2048,ardl_ecm,0.332045077077595,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2049,ardl_ecm,0.33155109548122,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2050,ardl_ecm,0.331069190360325,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2051,ardl_ecm,0.330597808781245,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2052,ardl_ecm,0.330135595659361,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2053,ardl_ecm,0.329681368432043,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2054,ardl_ecm,0.329234095011506,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2055,ardl_ecm,0.328792874584717,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2056,ardl_ecm,0.328356920886461,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2057,ardl_ecm,0.327925547622171,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2058,ardl_ecm,0.327498155760504,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2059,ardl_ecm,0.327074222452928,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2060,ardl_ecm,0.326653291369771,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2061,ardl_ecm,0.326234964269876,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2062,ardl_ecm,0.32581889364503,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2063,ardl_ecm,0.32540477630104,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2064,ardl_ecm,0.324992347755332,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2065,ardl_ecm,0.324581377346507,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
2066,ardl_ecm,0.324171663964835,exclude_total_interest,Exclude total interest payable,ARDL error-correction model,Matching PBO anchor
