year,category,exposure,price_driver,spending_growth,exposure_growth,price_growth,all_wpi_growth,relative_price_premium,residual_intensity_growth,observed_excess_over_common_cost
2020,General public services excl interest,total_population,public_admin_wpi,0.00549557541270906,0.0124106634874857,0.0211320754716982,0.0231516056758774,-0.0020195302041792,-0.0280471635464748,-0.030066693750654
2021,General public services excl interest,total_population,public_admin_wpi,-0.0918597895552257,0.0014099438704791,0.0140428677014042,0.0153284671532847,-0.0012855994518805,-0.107312601127109,-0.108598200578989
2022,General public services excl interest,total_population,public_admin_wpi,0.191403658421003,0.0129765876443797,0.02332361516035,0.0208483105679367,0.0024753045924133,0.155103455616273,0.157578760208686
2023,General public services excl interest,total_population,public_admin_wpi,0.102939421661827,0.0246438324158977,0.0256410256410256,0.0274647887323944,-0.0018237630913688,0.052654563604904,0.0508308005135352
2024,General public services excl interest,total_population,public_admin_wpi,0.0963972736124634,0.0200437195577692,0.0340277777777778,0.0383824537354351,-0.0043546759576573,0.0423257762769164,0.0379711003192591
2025,General public services excl interest,total_population,public_admin_wpi,0.0530721663048483,0.0153015232685279,0.0342511752854264,0.0349834983498352,-0.000732323064408798,0.0035194677508941,0.0027871446864853
2016,Health,health_age_weight,public_health_wpi,,,0.0255354200988467,0.024671052631579,0.000864367467267702,,
2017,Health,health_age_weight,public_health_wpi,0.0688938701612207,0.0210582524412517,0.0240963855421688,0.0240770465489566,1.93389932122007e-05,0.0237392321778002,0.0237585711710124
2018,Health,health_age_weight,public_health_wpi,0.0646228051072342,0.0200719932141649,0.0282352941176469,0.0235109717868338,0.0047243223308131,0.0163155177754224,0.0210398401062355
2019,Health,health_age_weight,public_health_wpi,0.0495783867326298,0.0201744449079844,0.026697177726926,0.0252679938744258,0.0014291838525002,0.00270676409771945,0.00413594795021965
2020,Health,health_age_weight,public_health_wpi,0.0678158181568822,0.0208216311992957,0.0282317979197624,0.0231516056758774,0.005080192243885,0.0187623890378241,0.0238425812817091
2021,Health,health_age_weight,public_health_wpi,0.0933334234648351,0.0106424869422299,0.0115606936416184,0.0153284671532847,-0.0037677735116663,0.0711302428809868,0.0673624693693205
2022,Health,health_age_weight,public_health_wpi,0.121300366640081,0.0172154476518349,0.0185714285714285,0.0208483105679367,-0.0022768819965082,0.0855134904168173,0.0832366084203091
2023,Health,health_age_weight,public_health_wpi,0.00821579417505713,0.0250686600786179,0.0245441795231416,0.0274647887323944,-0.0029206092092528,-0.0413970454267023,-0.0443176546359551
2024,Health,health_age_weight,public_health_wpi,0.0538644119705984,0.02281903993739,0.0376454483230664,0.0383824537354351,-0.000737005412368701,-0.00660007628985795,-0.00733708170222665
2025,Health,health_age_weight,public_health_wpi,0.0780811325552551,0.0199241609913392,0.0283641160949868,0.0349834983498352,-0.0066193822548484,0.0297928554689291,0.0231734732140807
2016,Housing and community amenities,total_population,public_all_wpi,,,0.024671052631579,0.024671052631579,0,,
2017,Housing and community amenities,total_population,public_all_wpi,-0.0121265158144768,0.0166046275156198,0.0240770465489566,0.0240770465489566,0,-0.0528081898790531,-0.0528081898790531
2018,Housing and community amenities,total_population,public_all_wpi,0.0839028094153378,0.0150724275135257,0.0235109717868338,0.0235109717868338,0,0.0453194101149783,0.0453194101149783
2019,Housing and community amenities,total_population,public_all_wpi,0.1215411558669,0.0148845955924504,0.0252679938744258,0.0252679938744258,0,0.081388566400024,0.081388566400024
2020,Housing and community amenities,total_population,public_all_wpi,0.053820528836144,0.0124106634874857,0.0231516056758774,0.0231516056758774,0,0.0182582596727809,0.0182582596727809
2021,Housing and community amenities,total_population,public_all_wpi,0.171391879877507,0.0014099438704791,0.0153284671532847,0.0153284671532847,0,0.154653468853743,0.154653468853743
2022,Housing and community amenities,total_population,public_all_wpi,0.101366166301231,0.0129765876443797,0.0208483105679367,0.0208483105679367,0,0.0675412680889149,0.0675412680889149
2023,Housing and community amenities,total_population,public_all_wpi,-0.0502297090352221,0.0246438324158977,0.0274647887323944,0.0274647887323944,0,-0.102338330183514,-0.102338330183514
2024,Housing and community amenities,total_population,public_all_wpi,0.122541115769107,0.0200437195577692,0.0383824537354351,0.0383824537354351,0,0.0641149424759025,0.0641149424759025
2025,Housing and community amenities,total_population,public_all_wpi,-0.00150818730249924,0.0153015232685279,0.0349834983498352,0.0349834983498352,0,-0.0517932089208623,-0.0517932089208623
2016,Public order and safety,total_population,public_admin_wpi,,,0.0223140495867769,0.024671052631579,-0.0023570030448021,,
2017,Public order and safety,total_population,public_admin_wpi,0.0442659317020704,0.0166046275156198,0.0218270008084074,0.0240770465489566,-0.0022500457405492,0.00583430337804323,0.00358425763749403
2018,Public order and safety,total_population,public_admin_wpi,0.0601242395957384,0.0150724275135257,0.0221518987341771,0.0235109717868338,-0.0013590730526567,0.0228999133480357,0.021540840295379
2019,Public order and safety,total_population,public_admin_wpi,0.078786774751799,0.0148845955924504,0.0255417956656348,0.0252679938744258,0.000273801791208998,0.0383603834937138,0.0386341852849228
2020,Public order and safety,total_population,public_admin_wpi,0.0818980074299223,0.0124106634874857,0.0211320754716982,0.0231516056758774,-0.0020195302041792,0.0483552684707384,0.0463357382665592
2021,Public order and safety,total_population,public_admin_wpi,0.0729150408407471,0.0014099438704791,0.0140428677014042,0.0153284671532847,-0.0012855994518805,0.0574622292688638,0.0561766298169833
2022,Public order and safety,total_population,public_admin_wpi,0.0507697902776094,0.0129765876443797,0.02332361516035,0.0208483105679367,0.0024753045924133,0.0144695874728797,0.016944892065293
2023,Public order and safety,total_population,public_admin_wpi,0.0639147188444589,0.0246438324158977,0.0256410256410256,0.0274647887323944,-0.0018237630913688,0.0136298607875355,0.0118060976961667
2024,Public order and safety,total_population,public_admin_wpi,0.0648897178425036,0.0200437195577692,0.0340277777777778,0.0383824537354351,-0.0043546759576573,0.0108182205069567,0.00646354454929936
2025,Public order and safety,total_population,public_admin_wpi,0.074804993788314,0.0153015232685279,0.0342511752854264,0.0349834983498352,-0.000732323064408798,0.0252522952343597,0.0245199721699509
2016,"Recreation, culture and religion",total_population,public_all_wpi,,,0.024671052631579,0.024671052631579,0,,
2017,"Recreation, culture and religion",total_population,public_all_wpi,0.0411788784281621,0.0166046275156198,0.0240770465489566,0.0240770465489566,0,0.000497204363585795,0.000497204363585795
2018,"Recreation, culture and religion",total_population,public_all_wpi,0.106384651674792,0.0150724275135257,0.0235109717868338,0.0235109717868338,0,0.0678012523744323,0.0678012523744323
2019,"Recreation, culture and religion",total_population,public_all_wpi,0.0194016061402886,0.0148845955924504,0.0252679938744258,0.0252679938744258,0,-0.0207509833265875,-0.0207509833265875
2020,"Recreation, culture and religion",total_population,public_all_wpi,0.0339514779698829,0.0124106634874857,0.0231516056758774,0.0231516056758774,0,-0.0016107911934802,-0.0016107911934802
2021,"Recreation, culture and religion",total_population,public_all_wpi,0.0608185557278673,0.0014099438704791,0.0153284671532847,0.0153284671532847,0,0.0440801447041035,0.0440801447041035
2022,"Recreation, culture and religion",total_population,public_all_wpi,0.0829466725989958,0.0129765876443797,0.0208483105679367,0.0208483105679367,0,0.0491217743866794,0.0491217743866794
2023,"Recreation, culture and religion",total_population,public_all_wpi,0.0777673435849278,0.0246438324158977,0.0274647887323944,0.0274647887323944,0,0.0256587224366356,0.0256587224366356
2024,"Recreation, culture and religion",total_population,public_all_wpi,0.0182432064477482,0.0200437195577692,0.0383824537354351,0.0383824537354351,0,-0.040182966845456,-0.040182966845456
2025,"Recreation, culture and religion",total_population,public_all_wpi,0.0680821478232967,0.0153015232685279,0.0349834983498352,0.0349834983498352,0,0.0177971262049336,0.0177971262049336
2016,Social Protection,social_age_weight,public_health_wpi,,,0.0255354200988467,0.024671052631579,0.000864367467267702,,
2017,Social Protection,social_age_weight,public_health_wpi,0.0123596343751613,0.0218805076861264,0.0240963855421688,0.0240770465489566,1.93389932122007e-05,-0.0336172588531339,-0.0335979198599217
2018,Social Protection,social_age_weight,public_health_wpi,0.0190896157704712,0.020744237986779,0.0282352941176469,0.0235109717868338,0.0047243223308131,-0.0298899163339548,-0.0251655940031417
2019,Social Protection,social_age_weight,public_health_wpi,0.0547389028860006,0.0207558895396929,0.026697177726926,0.0252679938744258,0.0014291838525002,0.00728583561938171,0.00871501947188191
2020,Social Protection,social_age_weight,public_health_wpi,0.146518948961459,0.0212676377066072,0.0282317979197624,0.0231516056758774,0.005080192243885,0.097019513335089,0.102099705578974
2021,Social Protection,social_age_weight,public_health_wpi,0.123209169054441,0.011041365023815,0.0115606936416184,0.0153284671532847,-0.0037677735116663,0.100607110389008,0.0968393368773415
2022,Social Protection,social_age_weight,public_health_wpi,0.0115143970910996,0.0174697867776363,0.0185714285714285,0.0208483105679367,-0.0022768819965082,-0.0245268182579653,-0.0268037002544735
2023,Social Protection,social_age_weight,public_health_wpi,0.00851320498081187,0.0248612656693881,0.0245441795231416,0.0274647887323944,-0.0029206092092528,-0.0408922402117178,-0.0438128494209706
2024,Social Protection,social_age_weight,public_health_wpi,0.135771943274823,0.0227931951113094,0.0376454483230664,0.0383824537354351,-0.000737005412368701,0.0753332998404474,0.0745962944280787
2025,Social Protection,social_age_weight,public_health_wpi,0.101747268126493,0.0199856783654102,0.0283641160949868,0.0349834983498352,-0.0066193822548484,0.0533974736660962,0.0467780914112479
2016,Transport,total_population,public_all_wpi,,,0.024671052631579,0.024671052631579,0,,
2017,Transport,total_population,public_all_wpi,0.0660886391545417,0.0166046275156198,0.0240770465489566,0.0240770465489566,0,0.0254069650899653,0.0254069650899653
2018,Transport,total_population,public_all_wpi,0.0676812454186884,0.0150724275135257,0.0235109717868338,0.0235109717868338,0,0.0290978461183289,0.0290978461183289
2019,Transport,total_population,public_all_wpi,0.0323983261409704,0.0148845955924504,0.0252679938744258,0.0252679938744258,0,-0.00775426332590579,-0.00775426332590579
2020,Transport,total_population,public_all_wpi,0.067133221444631,0.0124106634874857,0.0231516056758774,0.0231516056758774,0,0.0315709522812679,0.0315709522812679
2021,Transport,total_population,public_all_wpi,0.114602807204962,0.0014099438704791,0.0153284671532847,0.0153284671532847,0,0.0978643961811978,0.0978643961811978
2022,Transport,total_population,public_all_wpi,0.0657330741993025,0.0129765876443797,0.0208483105679367,0.0208483105679367,0,0.0319081759869861,0.0319081759869861
2023,Transport,total_population,public_all_wpi,0.0584311766175369,0.0246438324158977,0.0274647887323944,0.0274647887323944,0,0.0063225554692448,0.0063225554692448
2024,Transport,total_population,public_all_wpi,0.0272604970615309,0.0200437195577692,0.0383824537354351,0.0383824537354351,0,-0.0311656762316734,-0.0311656762316734
2025,Transport,total_population,public_all_wpi,0.0834482124804705,0.0153015232685279,0.0349834983498352,0.0349834983498352,0,0.0331631908621075,0.0331631908621075
