year,model,value,variant,variant_label,model_label
2053,arimax_level,0.343230454196569,population_only,Add population,ARIMAX (levels)
2054,arimax_level,0.342891993998123,population_only,Add population,ARIMAX (levels)
2055,arimax_level,0.342608649636722,population_only,Add population,ARIMAX (levels)
2056,arimax_level,0.342379491228073,population_only,Add population,ARIMAX (levels)
2057,arimax_level,0.342203612223702,population_only,Add population,ARIMAX (levels)
2058,arimax_level,0.342080128636885,population_only,Add population,ARIMAX (levels)
2059,arimax_level,0.342008178300045,population_only,Add population,ARIMAX (levels)
2060,arimax_level,0.34198692015263,population_only,Add population,ARIMAX (levels)
2061,arimax_level,0.342015533557472,population_only,Add population,ARIMAX (levels)
2062,arimax_level,0.342093217645131,population_only,Add population,ARIMAX (levels)
2063,arimax_level,0.342219190683789,population_only,Add population,ARIMAX (levels)
2064,arimax_level,0.342392689474575,population_only,Add population,ARIMAX (levels)
2065,arimax_level,0.342612968770062,population_only,Add population,ARIMAX (levels)
2066,arimax_level,0.342879300715952,population_only,Add population,ARIMAX (levels)
2026,arimax_diff,0.385708797733911,population_only,Add population,ARIMAX (differences)
2027,arimax_diff,0.386822507450925,population_only,Add population,ARIMAX (differences)
2028,arimax_diff,0.387069803710494,population_only,Add population,ARIMAX (differences)
2029,arimax_diff,0.38587824671828,population_only,Add population,ARIMAX (differences)
2030,arimax_diff,0.383888972595408,population_only,Add population,ARIMAX (differences)
2031,arimax_diff,0.381557195927166,population_only,Add population,ARIMAX (differences)
2032,arimax_diff,0.378537463333259,population_only,Add population,ARIMAX (differences)
2033,arimax_diff,0.377227013202511,population_only,Add population,ARIMAX (differences)
2034,arimax_diff,0.375886931656952,population_only,Add population,ARIMAX (differences)
2035,arimax_diff,0.374280431339648,population_only,Add population,ARIMAX (differences)
2036,arimax_diff,0.37292344916095,population_only,Add population,ARIMAX (differences)
2037,arimax_diff,0.371862501984489,population_only,Add population,ARIMAX (differences)
2038,arimax_diff,0.37081976629125,population_only,Add population,ARIMAX (differences)
2039,arimax_diff,0.369794883386435,population_only,Add population,ARIMAX (differences)
2040,arimax_diff,0.368787505069263,population_only,Add population,ARIMAX (differences)
2041,arimax_diff,0.367797293227668,population_only,Add population,ARIMAX (differences)
2042,arimax_diff,0.366823919452196,population_only,Add population,ARIMAX (differences)
2043,arimax_diff,0.365867064668292,population_only,Add population,ARIMAX (differences)
2044,arimax_diff,0.364926418785857,population_only,Add population,ARIMAX (differences)
2045,arimax_diff,0.36400168036506,population_only,Add population,ARIMAX (differences)
2046,arimax_diff,0.363092556297524,population_only,Add population,ARIMAX (differences)
2047,arimax_diff,0.362198761502186,population_only,Add population,ARIMAX (differences)
2048,arimax_diff,0.361320018634707,population_only,Add population,ARIMAX (differences)
2049,arimax_diff,0.360456057810102,population_only,Add population,ARIMAX (differences)
2050,arimax_diff,0.359606616337631,population_only,Add population,ARIMAX (differences)
2051,arimax_diff,0.358771438467257,population_only,Add population,ARIMAX (differences)
2052,arimax_diff,0.357950275147388,population_only,Add population,ARIMAX (differences)
2053,arimax_diff,0.357142883792886,population_only,Add population,ARIMAX (differences)
2054,arimax_diff,0.356349028063145,population_only,Add population,ARIMAX (differences)
2055,arimax_diff,0.355568477649603,population_only,Add population,ARIMAX (differences)
2056,arimax_diff,0.354801008072234,population_only,Add population,ARIMAX (differences)
2057,arimax_diff,0.354046400484429,population_only,Add population,ARIMAX (differences)
2058,arimax_diff,0.353304441486128,population_only,Add population,ARIMAX (differences)
2059,arimax_diff,0.352574922944555,population_only,Add population,ARIMAX (differences)
2060,arimax_diff,0.351857641822301,population_only,Add population,ARIMAX (differences)
2061,arimax_diff,0.3511524000123,population_only,Add population,ARIMAX (differences)
2062,arimax_diff,0.350459004179534,population_only,Add population,ARIMAX (differences)
2063,arimax_diff,0.349777265608935,population_only,Add population,ARIMAX (differences)
2064,arimax_diff,0.349107000059406,population_only,Add population,ARIMAX (differences)
2065,arimax_diff,0.348448027623443,population_only,Add population,ARIMAX (differences)
2066,arimax_diff,0.347800172592355,population_only,Add population,ARIMAX (differences)
2026,dynamic_diff,0.385621787199291,population_only,Add population,Dynamic differences
2027,dynamic_diff,0.386993099141536,population_only,Add population,Dynamic differences
2028,dynamic_diff,0.387635893866275,population_only,Add population,Dynamic differences
2029,dynamic_diff,0.387046341134298,population_only,Add population,Dynamic differences
2030,dynamic_diff,0.386006294714203,population_only,Add population,Dynamic differences
2031,dynamic_diff,0.384775741236204,population_only,Add population,Dynamic differences
2032,dynamic_diff,0.383009889540528,population_only,Add population,Dynamic differences
2033,dynamic_diff,0.383348669404393,population_only,Add population,Dynamic differences
2034,dynamic_diff,0.382133534937159,population_only,Add population,Dynamic differences
2035,dynamic_diff,0.380699292681797,population_only,Add population,Dynamic differences
2036,dynamic_diff,0.379347760603084,population_only,Add population,Dynamic differences
2037,dynamic_diff,0.378402816856636,population_only,Add population,Dynamic differences
2038,dynamic_diff,0.377470564692442,population_only,Add population,Dynamic differences
2039,dynamic_diff,0.376550754136106,population_only,Add population,Dynamic differences
2040,dynamic_diff,0.375643142526512,population_only,Add population,Dynamic differences
2041,dynamic_diff,0.374747494233367,population_only,Add population,Dynamic differences
2042,dynamic_diff,0.373863580388132,population_only,Add population,Dynamic differences
2043,dynamic_diff,0.372991178627754,population_only,Add population,Dynamic differences
2044,dynamic_diff,0.372130072850453,population_only,Add population,Dynamic differences
2045,dynamic_diff,0.371280052982815,population_only,Add population,Dynamic differences
2046,dynamic_diff,0.370440914757619,population_only,Add population,Dynamic differences
2047,dynamic_diff,0.36961245950188,population_only,Add population,Dynamic differences
2048,dynamic_diff,0.368794493934332,population_only,Add population,Dynamic differences
2049,dynamic_diff,0.367986829972136,population_only,Add population,Dynamic differences
2050,dynamic_diff,0.367189284546121,population_only,Add population,Dynamic differences
2051,dynamic_diff,0.366401679424093,population_only,Add population,Dynamic differences
2052,dynamic_diff,0.365623841042002,population_only,Add population,Dynamic differences
2053,dynamic_diff,0.36485560034227,population_only,Add population,Dynamic differences
2054,dynamic_diff,0.364096792619135,population_only,Add population,Dynamic differences
2055,dynamic_diff,0.363347257370565,population_only,Add population,Dynamic differences
2056,dynamic_diff,0.362606838156434,population_only,Add population,Dynamic differences
2057,dynamic_diff,0.361875382462547,population_only,Add population,Dynamic differences
2058,dynamic_diff,0.361152741570405,population_only,Add population,Dynamic differences
2059,dynamic_diff,0.360438770432281,population_only,Add population,Dynamic differences
2060,dynamic_diff,0.359733327551411,population_only,Add population,Dynamic differences
2061,dynamic_diff,0.359036274866983,population_only,Add population,Dynamic differences
2062,dynamic_diff,0.358347477643829,population_only,Add population,Dynamic differences
2063,dynamic_diff,0.357666804366421,population_only,Add population,Dynamic differences
2064,dynamic_diff,0.356994126637143,population_only,Add population,Dynamic differences
2065,dynamic_diff,0.356329319078459,population_only,Add population,Dynamic differences
2066,dynamic_diff,0.355672259238987,population_only,Add population,Dynamic differences
2026,hybrid,0.390089986282181,population_only,Add population,Hybrid structural/macro
2027,hybrid,0.396163473570694,population_only,Add population,Hybrid structural/macro
2028,hybrid,0.400986528755977,population_only,Add population,Hybrid structural/macro
2029,hybrid,0.40351665374671,population_only,Add population,Hybrid structural/macro
2030,hybrid,0.403875593542708,population_only,Add population,Hybrid structural/macro
2031,hybrid,0.402663518669962,population_only,Add population,Hybrid structural/macro
2032,hybrid,0.400245474575975,population_only,Add population,Hybrid structural/macro
2033,hybrid,0.398759359702736,population_only,Add population,Hybrid structural/macro
2034,hybrid,0.39849706515941,population_only,Add population,Hybrid structural/macro
2035,hybrid,0.397920541927438,population_only,Add population,Hybrid structural/macro
2036,hybrid,0.399206346910934,population_only,Add population,Hybrid structural/macro
2037,hybrid,0.398772483066464,population_only,Add population,Hybrid structural/macro
2038,hybrid,0.398390413149595,population_only,Add population,Hybrid structural/macro
2039,hybrid,0.398059117023084,population_only,Add population,Hybrid structural/macro
2040,hybrid,0.397777604394935,population_only,Add population,Hybrid structural/macro
2041,hybrid,0.397544913665713,population_only,Add population,Hybrid structural/macro
2042,hybrid,0.397360110830481,population_only,Add population,Hybrid structural/macro
2043,hybrid,0.397222288432969,population_only,Add population,Hybrid structural/macro
2044,hybrid,0.397130564568943,population_only,Add population,Hybrid structural/macro
2045,hybrid,0.397084081935766,population_only,Add population,Hybrid structural/macro
2046,hybrid,0.397082006925655,population_only,Add population,Hybrid structural/macro
2047,hybrid,0.397123528760719,population_only,Add population,Hybrid structural/macro
2048,hybrid,0.397207858666511,population_only,Add population,Hybrid structural/macro
2049,hybrid,0.397334229083179,population_only,Add population,Hybrid structural/macro
2050,hybrid,0.39750189291149,population_only,Add population,Hybrid structural/macro
2051,hybrid,0.397710122791748,population_only,Add population,Hybrid structural/macro
2052,hybrid,0.397958210414804,population_only,Add population,Hybrid structural/macro
2053,hybrid,0.398245465862277,population_only,Add population,Hybrid structural/macro
2054,hybrid,0.39857121697539,population_only,Add population,Hybrid structural/macro
2055,hybrid,0.398934808750661,population_only,Add population,Hybrid structural/macro
2056,hybrid,0.39933560276111,population_only,Add population,Hybrid structural/macro
2057,hybrid,0.39977297660134,population_only,Add population,Hybrid structural/macro
2058,hybrid,0.40024632335608,population_only,Add population,Hybrid structural/macro
2059,hybrid,0.400755051090355,population_only,Add population,Hybrid structural/macro
2060,hybrid,0.401298582360537,population_only,Add population,Hybrid structural/macro
2061,hybrid,0.401876353745027,population_only,Add population,Hybrid structural/macro
2062,hybrid,0.402487815394053,population_only,Add population,Hybrid structural/macro
2063,hybrid,0.4031324305971,population_only,Add population,Hybrid structural/macro
2064,hybrid,0.403809675367733,population_only,Add population,Hybrid structural/macro
2065,hybrid,0.404519038044382,population_only,Add population,Hybrid structural/macro
2066,hybrid,0.405260018906991,population_only,Add population,Hybrid structural/macro
2026,ardl_ecm,0.379980486341148,population_only,Add population,ARDL error-correction model
2027,ardl_ecm,0.374015817795681,population_only,Add population,ARDL error-correction model
2028,ardl_ecm,0.369207392555578,population_only,Add population,ARDL error-correction model
2029,ardl_ecm,0.36563182478465,population_only,Add population,ARDL error-correction model
2030,ardl_ecm,0.36341998692836,population_only,Add population,ARDL error-correction model
2031,ardl_ecm,0.362312488486537,population_only,Add population,ARDL error-correction model
2032,ardl_ecm,0.361934433211278,population_only,Add population,ARDL error-correction model
2033,ardl_ecm,0.363350831878711,population_only,Add population,ARDL error-correction model
2034,ardl_ecm,0.36418935437292,population_only,Add population,ARDL error-correction model
2035,ardl_ecm,0.365257699856821,population_only,Add population,ARDL error-correction model
2036,ardl_ecm,0.366762739931294,population_only,Add population,ARDL error-correction model
2037,ardl_ecm,0.367940226312575,population_only,Add population,ARDL error-correction model
2038,ardl_ecm,0.369178616455685,population_only,Add population,ARDL error-correction model
2039,ardl_ecm,0.370537950128924,population_only,Add population,ARDL error-correction model
2040,ardl_ecm,0.371990677044944,population_only,Add population,ARDL error-correction model
2041,ardl_ecm,0.373499339474494,population_only,Add population,ARDL error-correction model
2042,ardl_ecm,0.375035977404653,population_only,Add population,ARDL error-correction model
2043,ardl_ecm,0.376583286843545,population_only,Add population,ARDL error-correction model
2044,ardl_ecm,0.378131579944163,population_only,Add population,ARDL error-correction model
2045,ardl_ecm,0.379675797844267,population_only,Add population,ARDL error-correction model
2046,ardl_ecm,0.381213454887958,population_only,Add population,ARDL error-correction model
2047,ardl_ecm,0.382743412272966,population_only,Add population,ARDL error-correction model
2048,ardl_ecm,0.38426520413707,population_only,Add population,ARDL error-correction model
2049,ardl_ecm,0.385778687578489,population_only,Add population,ARDL error-correction model
2050,ardl_ecm,0.387283868710261,population_only,Add population,ARDL error-correction model
2051,ardl_ecm,0.388780819380797,population_only,Add population,ARDL error-correction model
2052,ardl_ecm,0.39026963865544,population_only,Add population,ARDL error-correction model
2053,ardl_ecm,0.391750435606478,population_only,Add population,ARDL error-correction model
2054,ardl_ecm,0.393223321908061,population_only,Add population,ARDL error-correction model
2055,ardl_ecm,0.394688408793711,population_only,Add population,ARDL error-correction model
2056,ardl_ecm,0.39614580588615,population_only,Add population,ARDL error-correction model
2057,ardl_ecm,0.397595620798472,population_only,Add population,ARDL error-correction model
2058,ardl_ecm,0.399037959035772,population_only,Add population,ARDL error-correction model
2059,ardl_ecm,0.400472924006053,population_only,Add population,ARDL error-correction model
2060,ardl_ecm,0.40190061706562,population_only,Add population,ARDL error-correction model
2061,ardl_ecm,0.403321137572619,population_only,Add population,ARDL error-correction model
2062,ardl_ecm,0.404734582939537,population_only,Add population,ARDL error-correction model
2063,ardl_ecm,0.406141048683602,population_only,Add population,ARDL error-correction model
2064,ardl_ecm,0.407540628474239,population_only,Add population,ARDL error-correction model
2065,ardl_ecm,0.408933414178784,population_only,Add population,ARDL error-correction model
2066,ardl_ecm,0.410319495906041,population_only,Add population,ARDL error-correction model
2026,univariate_arima,0.38324527421348,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2027,univariate_arima,0.377274824528826,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2028,univariate_arima,0.371206837296197,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2029,univariate_arima,0.367734556699371,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2030,univariate_arima,0.36579244180235,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2031,univariate_arima,0.364751881723021,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2032,univariate_arima,0.36424332931913,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2033,univariate_arima,0.364044350410859,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2034,univariate_arima,0.364025683317128,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2035,univariate_arima,0.364111891323993,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2036,univariate_arima,0.364258427224207,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2037,univariate_arima,0.364416086239475,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2038,univariate_arima,0.364593899524201,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2039,univariate_arima,0.364782767700285,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2040,univariate_arima,0.364977343541017,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2041,univariate_arima,0.365174490837177,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2042,univariate_arima,0.365372376089805,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2043,univariate_arima,0.365569933181965,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2044,univariate_arima,0.365766547878721,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2045,univariate_arima,0.365961871890294,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2046,univariate_arima,0.366155713297416,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2047,univariate_arima,0.366347971982904,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2048,univariate_arima,0.366538601588752,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2049,univariate_arima,0.366727587106417,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2050,univariate_arima,0.366914931680582,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2051,univariate_arima,0.367100648842725,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2052,univariate_arima,0.367284757944424,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2053,univariate_arima,0.367467281476134,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2054,univariate_arima,0.367648243496761,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2055,univariate_arima,0.367827668717528,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2056,univariate_arima,0.368005581971074,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2057,univariate_arima,0.368182007907248,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2058,univariate_arima,0.368356970822128,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2059,univariate_arima,0.368530494565247,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2060,univariate_arima,0.368702602492576,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2061,univariate_arima,0.368873317446195,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2062,univariate_arima,0.369042661749358,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2063,univariate_arima,0.369210657210398,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2064,univariate_arima,0.36937732513155,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2065,univariate_arima,0.369542686320428,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2066,univariate_arima,0.36970676110282,population_only,Add population,ARIMAX benchmark with real GDP per capita and COVID controls
2026,structural_ols,0.380588645408285,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2027,structural_ols,0.387278744748712,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2028,structural_ols,0.397459210122963,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2029,structural_ols,0.400933581272076,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2030,structural_ols,0.399975015801166,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2031,structural_ols,0.401086429465903,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2032,structural_ols,0.400810709608419,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2033,structural_ols,0.40087988922174,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2034,structural_ols,0.400830496270915,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2035,structural_ols,0.400116621900576,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2036,structural_ols,0.399949661862159,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2037,structural_ols,0.399227669430576,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2038,structural_ols,0.398473290373161,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2039,structural_ols,0.397687162579449,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2040,structural_ols,0.396869905276733,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2041,structural_ols,0.396022119751004,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2042,structural_ols,0.395144390033454,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2043,structural_ols,0.394237283554412,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2044,structural_ols,0.393301351766597,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2045,structural_ols,0.392337130739432,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2046,structural_ols,0.391345141725937,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2047,structural_ols,0.390325891703747,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2048,structural_ols,0.389279873891709,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2049,structural_ols,0.388207568243245,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2050,structural_ols,0.387109441917875,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2051,structural_ols,0.385985949731911,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2052,structural_ols,0.384837534589508,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2053,structural_ols,0.383664627895065,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2054,structural_ols,0.382467649947918,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2055,structural_ols,0.381247010320254,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2056,structural_ols,0.380003108219075,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2057,structural_ols,0.378736332833031,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2058,structural_ols,0.377447063664869,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2059,structural_ols,0.376135670850187,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2060,structural_ols,0.374802515463207,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2061,structural_ols,0.373447949810159,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2062,structural_ols,0.372072317710879,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2063,structural_ols,0.370675954769209,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2064,structural_ols,0.369259188632714,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2065,structural_ols,0.367822339242182,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2066,structural_ols,0.366365719071473,real_gdp_per_capita_only,Add real GDP per capita,Structural OLS (levels)
2026,arimax_level,0.384205963712431,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2027,arimax_level,0.388107057986445,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2028,arimax_level,0.39667385535395,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2029,arimax_level,0.399683697476532,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2030,arimax_level,0.398935801429098,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2031,arimax_level,0.400402356629762,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2032,arimax_level,0.400348694916178,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2033,arimax_level,0.400561619391689,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2034,arimax_level,0.400517788581224,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2035,arimax_level,0.399754113552837,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2036,arimax_level,0.399545111257163,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2037,arimax_level,0.398806228256807,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2038,arimax_level,0.398060919586241,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2039,arimax_level,0.397297734127416,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2040,arimax_level,0.396506199195247,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2041,arimax_level,0.395681034870762,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2042,arimax_level,0.394821698218815,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2043,arimax_level,0.393930137849797,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2044,arimax_level,0.393008756565602,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2045,arimax_level,0.392059342099436,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2046,arimax_level,0.391082871413139,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2047,arimax_level,0.390079771297768,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2048,arimax_level,0.389050260827972,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2049,arimax_level,0.387994581042678,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2050,arimax_level,0.386913077722346,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2051,arimax_level,0.385806186138798,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2052,arimax_level,0.384674380869737,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2053,arimax_level,0.38351813258725,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2054,arimax_level,0.382337886630866,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2055,arimax_level,0.381134060256218,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2056,arimax_level,0.379907049169564,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2057,arimax_level,0.378657235339637,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2058,arimax_level,0.377384992122608,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2059,arimax_level,0.376090686167657,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2060,arimax_level,0.374774677260609,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2061,arimax_level,0.373437317482687,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2062,arimax_level,0.372078950560763,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2063,arimax_level,0.370699911694525,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2064,arimax_level,0.369300527771597,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2065,arimax_level,0.367881117760963,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2066,arimax_level,0.366441993114524,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (levels)
2026,arimax_diff,0.384538560843414,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2027,arimax_diff,0.387726432041575,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2028,arimax_diff,0.393333407920782,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2029,arimax_diff,0.393734355343237,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2030,arimax_diff,0.391089443784447,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2031,arimax_diff,0.390151676019528,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2032,arimax_diff,0.388305606735248,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2033,arimax_diff,0.387785399835125,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2034,arimax_diff,0.387107776434639,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2035,arimax_diff,0.385977668334774,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2036,arimax_diff,0.385057145753297,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2037,arimax_diff,0.38399463125649,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2038,arimax_diff,0.382908071988555,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2039,arimax_diff,0.381797941537195,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2040,arimax_diff,0.380664699634729,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2041,arimax_diff,0.379508792693331,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2042,arimax_diff,0.37833065431471,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2043,arimax_diff,0.377130705775615,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2044,arimax_diff,0.375909356490553,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2045,arimax_diff,0.374667004453021,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2046,arimax_diff,0.373404036656395,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2047,arimax_diff,0.372120829495586,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2048,arimax_diff,0.370817749150583,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2049,arimax_diff,0.369495151952741,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
2050,arimax_diff,0.368153384734845,real_gdp_per_capita_only,Add real GDP per capita,ARIMAX (differences)
