year,model,value,variant,variant_label,model_label
2034,univariate_arima,0.398832569401966,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2035,univariate_arima,0.400886870318968,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2036,univariate_arima,0.402728230755073,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2037,univariate_arima,0.403756289858536,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2038,univariate_arima,0.404681413286775,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2039,univariate_arima,0.405539962307869,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2040,univariate_arima,0.406354260683735,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2041,univariate_arima,0.407132596446846,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2042,univariate_arima,0.407873760792556,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2043,univariate_arima,0.408572425723811,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2044,univariate_arima,0.409223206484717,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2045,univariate_arima,0.409822738710488,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2046,univariate_arima,0.410370072519365,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2047,univariate_arima,0.410866082672542,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2048,univariate_arima,0.411312569396103,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2049,univariate_arima,0.411711493396311,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2050,univariate_arima,0.412064527299656,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2051,univariate_arima,0.412372913721925,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2052,univariate_arima,0.412637525617926,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2053,univariate_arima,0.412859010255642,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2054,univariate_arima,0.41303792932184,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2055,univariate_arima,0.413174851876425,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2056,univariate_arima,0.413270393396469,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2057,univariate_arima,0.413325214929407,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2058,univariate_arima,0.413340002406692,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2059,univariate_arima,0.41331544274362,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2060,univariate_arima,0.413252206220139,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2061,univariate_arima,0.41315093793295,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2062,univariate_arima,0.413012256792713,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2063,univariate_arima,0.412836758839178,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2064,univariate_arima,0.412625021826165,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2065,univariate_arima,0.412377609108562,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
2066,univariate_arima,0.412095072049986,population_and_real_gdp_per_capita,Add population and real GDP per capita,ARIMAX benchmark with real GDP per capita and COVID controls
