year,model,model_label,value,series
2048,hybrid,Hybrid structural/macro,0.373784902687756,Preferred treatment: primary plus endogenous interest
2049,hybrid,Hybrid structural/macro,0.373962558111851,Preferred treatment: primary plus endogenous interest
2050,hybrid,Hybrid structural/macro,0.374156900109386,Preferred treatment: primary plus endogenous interest
2051,hybrid,Hybrid structural/macro,0.374367943726381,Preferred treatment: primary plus endogenous interest
2052,hybrid,Hybrid structural/macro,0.37459570402243,Preferred treatment: primary plus endogenous interest
2053,hybrid,Hybrid structural/macro,0.374840196070703,Preferred treatment: primary plus endogenous interest
2054,hybrid,Hybrid structural/macro,0.375101434957959,Preferred treatment: primary plus endogenous interest
2055,hybrid,Hybrid structural/macro,0.375379435784564,Preferred treatment: primary plus endogenous interest
2056,hybrid,Hybrid structural/macro,0.3756742136645,Preferred treatment: primary plus endogenous interest
2057,hybrid,Hybrid structural/macro,0.375985783725371,Preferred treatment: primary plus endogenous interest
2058,hybrid,Hybrid structural/macro,0.37631416110843,Preferred treatment: primary plus endogenous interest
2059,hybrid,Hybrid structural/macro,0.376659360968575,Preferred treatment: primary plus endogenous interest
2060,hybrid,Hybrid structural/macro,0.377021398474375,Preferred treatment: primary plus endogenous interest
2061,hybrid,Hybrid structural/macro,0.377400288808073,Preferred treatment: primary plus endogenous interest
2062,hybrid,Hybrid structural/macro,0.3777960471656,Preferred treatment: primary plus endogenous interest
2063,hybrid,Hybrid structural/macro,0.378208688756593,Preferred treatment: primary plus endogenous interest
2064,hybrid,Hybrid structural/macro,0.378638228804401,Preferred treatment: primary plus endogenous interest
2065,hybrid,Hybrid structural/macro,0.379084682546102,Preferred treatment: primary plus endogenous interest
2066,hybrid,Hybrid structural/macro,0.379548065232507,Preferred treatment: primary plus endogenous interest
2026,ardl_ecm,ARDL error-correction model,0.387,Preferred treatment: primary plus endogenous interest
2027,ardl_ecm,ARDL error-correction model,0.389,Preferred treatment: primary plus endogenous interest
2028,ardl_ecm,ARDL error-correction model,0.384,Preferred treatment: primary plus endogenous interest
2029,ardl_ecm,ARDL error-correction model,0.378,Preferred treatment: primary plus endogenous interest
2030,ardl_ecm,ARDL error-correction model,0.371,Preferred treatment: primary plus endogenous interest
2031,ardl_ecm,ARDL error-correction model,0.368414444723503,Preferred treatment: primary plus endogenous interest
2032,ardl_ecm,ARDL error-correction model,0.366022001778428,Preferred treatment: primary plus endogenous interest
2033,ardl_ecm,ARDL error-correction model,0.364873380104015,Preferred treatment: primary plus endogenous interest
2034,ardl_ecm,ARDL error-correction model,0.363685237773546,Preferred treatment: primary plus endogenous interest
2035,ardl_ecm,ARDL error-correction model,0.36244620524908,Preferred treatment: primary plus endogenous interest
2036,ardl_ecm,ARDL error-correction model,0.361143947068975,Preferred treatment: primary plus endogenous interest
2037,ardl_ecm,ARDL error-correction model,0.359536530004595,Preferred treatment: primary plus endogenous interest
2038,ardl_ecm,ARDL error-correction model,0.357590906649342,Preferred treatment: primary plus endogenous interest
2039,ardl_ecm,ARDL error-correction model,0.35566557623068,Preferred treatment: primary plus endogenous interest
2040,ardl_ecm,ARDL error-correction model,0.353752847659937,Preferred treatment: primary plus endogenous interest
2041,ardl_ecm,ARDL error-correction model,0.351846230972482,Preferred treatment: primary plus endogenous interest
2042,ardl_ecm,ARDL error-correction model,0.349940244921235,Preferred treatment: primary plus endogenous interest
2043,ardl_ecm,ARDL error-correction model,0.348030256474237,Preferred treatment: primary plus endogenous interest
2044,ardl_ecm,ARDL error-correction model,0.346112346636729,Preferred treatment: primary plus endogenous interest
2045,ardl_ecm,ARDL error-correction model,0.344183198070994,Preferred treatment: primary plus endogenous interest
2046,ardl_ecm,ARDL error-correction model,0.342240000821699,Preferred treatment: primary plus endogenous interest
2047,ardl_ecm,ARDL error-correction model,0.340280373120726,Preferred treatment: primary plus endogenous interest
2048,ardl_ecm,ARDL error-correction model,0.338302294780835,Preferred treatment: primary plus endogenous interest
2049,ardl_ecm,ARDL error-correction model,0.336304051120245,Preferred treatment: primary plus endogenous interest
2050,ardl_ecm,ARDL error-correction model,0.334284185712247,Preferred treatment: primary plus endogenous interest
2051,ardl_ecm,ARDL error-correction model,0.33224146054143,Preferred treatment: primary plus endogenous interest
2052,ardl_ecm,ARDL error-correction model,0.330174822384211,Preferred treatment: primary plus endogenous interest
2053,ardl_ecm,ARDL error-correction model,0.328083374425922,Preferred treatment: primary plus endogenous interest
2054,ardl_ecm,ARDL error-correction model,0.325966352287643,Preferred treatment: primary plus endogenous interest
2055,ardl_ecm,ARDL error-correction model,0.324357143063779,Preferred treatment: primary plus endogenous interest
2056,ardl_ecm,ARDL error-correction model,0.323696383608697,Preferred treatment: primary plus endogenous interest
2057,ardl_ecm,ARDL error-correction model,0.323037598165414,Preferred treatment: primary plus endogenous interest
2058,ardl_ecm,ARDL error-correction model,0.322380321595998,Preferred treatment: primary plus endogenous interest
2059,ardl_ecm,ARDL error-correction model,0.32172416631105,Preferred treatment: primary plus endogenous interest
2060,ardl_ecm,ARDL error-correction model,0.321068810252646,Preferred treatment: primary plus endogenous interest
2061,ardl_ecm,ARDL error-correction model,0.320413986728513,Preferred treatment: primary plus endogenous interest
2062,ardl_ecm,ARDL error-correction model,0.319759475811656,Preferred treatment: primary plus endogenous interest
2063,ardl_ecm,ARDL error-correction model,0.31910509706393,Preferred treatment: primary plus endogenous interest
2064,ardl_ecm,ARDL error-correction model,0.318450703379527,Preferred treatment: primary plus endogenous interest
2065,ardl_ecm,ARDL error-correction model,0.317796175775911,Preferred treatment: primary plus endogenous interest
2066,ardl_ecm,ARDL error-correction model,0.31714141898637,Preferred treatment: primary plus endogenous interest
