year,scenario,category,value,nominal_gdp,applied_excess_cost,raw_value,raw_share_gdp,share_gdp
2056,central,Economic affairs,145522.0355438,10748804.7902642,-0.0035,160937.351289102,0.0149725810850032,0.0135384387737331
2056,central,Education,550291.972696595,10748804.7902642,0.0044103305056191,608585.031060733,0.0566188560436007,0.0511956429979105
2056,central,Environmental Protection,84323.8083281143,10748804.7902642,0.0035,93256.3258356289,0.00867597166897073,0.00784494741261756
2056,central,General public services excl interest,228359.097714223,10748804.7902642,-2.80812468607539e-05,252549.438245279,0.0234955832925748,0.0212450688397524
2056,central,Health,1045762.2547827,10748804.7902642,0.00839038145493983,1156541.04709242,0.10759717658469,0.0972910267874536
2056,central,Housing and community amenities,48612.4968108391,10748804.7902642,-0.000566457395514847,53762.0742250514,0.00500167928193717,0.00452259555917047
2056,central,Public order and safety,222321.855463498,10748804.7902642,0.00498035707426025,245872.664014548,0.0228744189528169,0.0206834024620922
2056,central,"Recreation, culture and religion",75609.6114285186,10748804.7902642,0.00160075392474545,83619.0240868467,0.00777937879777901,0.00703423430826492
2056,central,Social Protection,1231348.10343369,10748804.7902642,0.000623074728514772,1361786.21705598,0.126691873527132,0.114556746304389
2056,central,Transport,186384.369339681,10748804.7902642,0.00277633304893089,206128.278862547,0.0191768557420681,0.0173400087708821
2057,central,Defence,253672.035978983,11221752.2010358,,280543.805025895,0.025,0.0226053856326972
2057,central,Economic affairs,151454.917050727,11221752.2010358,-0.0035,167498.709723024,0.0149262527564602,0.0134965479844357
2057,central,Education,575708.6809097,11221752.2010358,0.0044103305056191,636694.160259066,0.0567374995324078,0.0513029222706023
2057,central,Environmental Protection,88356.8849149174,11221752.2010358,0.0035,97716.6308403018,0.00870778725904161,0.00787371555992492
2057,central,General public services excl interest,238468.720954013,11221752.2010358,-2.80812468607539e-05,263729.985443251,0.0235016760946573,0.0212505780453788
2057,central,Health,1103465.06007775,11221752.2010358,0.00839038145493983,1220356.3765814,0.108749182366436,0.0983326881853523
2057,central,Housing and community amenities,50738.2157230562,11221752.2010358,-0.000566457395514847,56112.9729740892,0.00500037533968267,0.00452141651447025
2057,central,Public order and safety,233287.044340979,11221752.2010358,0.00498035707426025,257999.407897233,0.0229910091824535,0.0207888251461698
2057,central,"Recreation, culture and religion",79081.0940031516,11221752.2010358,0.00160075392474545,87458.2447830109,0.00779363536248271,0.0070471253139819
2057,central,Social Protection,1290022.22160072,11221752.2010358,0.000623074728514772,1426675.75170095,0.127134847227268,0.114957289957058
2057,central,Transport,195162.830582834,11221752.2010358,0.00277633304893089,215836.652550338,0.019233774608783,0.0173914756881568
2058,central,Defence,264833.605562059,11715509.2978814,,292887.732447035,0.025,0.0226053856326972
2058,central,Economic affairs,157629.428110216,11715509.2978814,-0.0035,174327.293804508,0.0148800439974072,0.0134547653117156
2058,central,Education,602294.451881929,11715509.2978814,0.0044103305056191,666096.19237235,0.0568559313501467,0.051410010147049
2058,central,Environmental Protection,92582.6670403758,11715509.2978814,0.0035,102390.054901852,0.00873970156127721,0.00790257296429429
2058,central,General public services excl interest,249025.449988567,11715509.2978814,-2.80812468607539e-05,275405.000864449,0.0235077275653951,0.0212560498785657
2058,central,Health,1164342.90290694,11715509.2978814,0.00839038145493983,1287683.07896371,0.109912684649277,0.0993847448968777
2058,central,Housing and community amenities,52956.7928999609,11715509.2978814,-0.000566457395514847,58566.5665700504,0.00499906278770497,0.00452022968472549
2058,central,Public order and safety,244792.523440031,11715509.2978814,0.00498035707426025,270723.67556291,0.0231081439721846,0.0208947402298848
2058,central,"Recreation, culture and religion",82711.8038463926,11715509.2978814,0.00160075392474545,91473.5598745498,0.00780790297277914,0.00706002630729422
2058,central,Social Protection,1351480.52544028,11715509.2978814,0.000623074728514772,1494644.40399266,0.127578269624433,0.115358239328501
2058,central,Transport,204354.335604611,11715509.2978814,0.00277633304893089,226001.824216865,0.0192908236825636,0.0174430603406688
2059,central,Defence,276486.284206789,12230991.7069882,,305774.792674704,0.025,0.0226053856326972
2059,central,Economic affairs,164055.402159493,12230991.7069882,-0.0035,181433.978638035,0.014833954840667,0.0134130907852517
2059,central,Education,630102.829371768,12230991.7069882,0.0044103305056191,696850.343110677,0.0569741489328728,0.0515169043088926
2059,central,Environmental Protection,97010.3557229252,12230991.7069882,0.0035,107286.773713126,0.00877171502387885,0.00793152003099621
2059,central,General public services excl interest,260049.043734182,12230991.7069882,-2.80812468607539e-05,287596.336509781,0.0235137381660935,0.0212614847564326
2059,central,Health,1228570.06211087,12230991.7069882,0.00839038145493983,1358713.89463693,0.111087794611178,0.100447297450862
2059,central,Housing and community amenities,55272.281669906,12230991.7069882,-0.000566457395514847,61127.3377149981,0.00499774173504452,0.00451903516853226
2059,central,Public order and safety,256864.895403435,12230991.7069882,0.00498035707426025,284074.887702752,0.0232258262051184,0.0210011503201883
2059,central,"Recreation, culture and religion",86509.0389000655,12230991.7069882,0.00160075392474545,95673.0403826156,0.00782218177189613,0.00707293741771067
2059,central,Social Protection,1415854.65219879,12230991.7069882,0.000623074728514772,1565837.75566169,0.128022141881353,0.115759595470075
2059,central,Transport,213978.304726955,12230991.7069882,0.00277633304893089,236645.271400999,0.0193480035854977,0.0174947632909193
2060,central,Defence,288651.680711888,12769155.3420956,,319228.883552391,0.025,0.0226053856326972
2060,central,Economic affairs,170743.07259831,12769155.3420956,-0.0035,188830.081659103,0.0147879853130609,0.0133715244292962
2060,central,Education,659189.798415655,12769155.3420956,0.0044103305056191,729018.528069457,0.0570921496793234,0.0516236024040311
2060,central,Environmental Protection,101649.591053433,12769155.3420956,0.0035,112417.448550848,0.00880382809505382,0.00796055716530662
2060,central,General public services excl interest,271560.133824897,12769155.3420956,-2.80812468607539e-05,300326.809545889,0.023519708351876,0.0212668830905091
2060,central,Health,1296330.36216337,12769155.3420956,0.00839038145493983,1433652.12081176,0.112274624468346,0.101520447314929
2060,central,Housing and community amenities,57688.912193252,12769155.3420956,-0.000566457395514847,63799.9646750206,0.0049964122892838,0.00451783306316831
2060,central,Public order and safety,269532.072000495,12769155.3420956,0.00498035707426025,298083.912811727,0.0233440587749014,0.0211080580335598
2060,central,"Recreation, culture and religion",90480.4314098522,12769155.3420956,0.00160075392474545,100065.127045409,0.007836471901593,0.00708585877341224
2060,central,Social Protection,1483282.44327333,12769155.3420956,0.000623074728514772,1640408.24980205,0.128466465154056,0.116161359427075
2060,central,Transport,224055.070860529,12769155.3420956,0.00277633304893089,247789.480901896,0.0194053149377091,0.0175465850996341
2061,central,Defence,301352.354663211,13330998.1771479,,333274.954428697,0.025,0.0226053856326972
2061,central,Economic affairs,177703.089049655,13330998.1771479,-0.0035,196527.380617452,0.0147421354354651,0.0133300662627256
2061,central,Education,689613.896086536,13330998.1771479,0.0044103305056191,762665.485220759,0.0572099309508667,0.0517301020465729
2061,central,Environmental Protection,106510.473138387,13330998.1771479,0.0035,117793.249437345,0.00883604122302467,0.00798968477251529
2061,central,General public services excl interest,283580.263141769,13330998.1771479,-2.80812468607539e-05,313620.244915872,0.0235256385717225,0.0212722452867697
2061,central,Health,1367817.69499589,13330998.1771479,0.00839038145493983,1512712.18861384,0.113473287484725,0.102604296904085
2061,central,Housing and community amenities,60211.0991734672,13330998.1771479,-0.000566457395514847,66589.3298081761,0.00499507455655678,0.0045166234646016
2061,central,Public order and safety,282823.338520975,13330998.1771479,0.00498035707426025,312783.138403852,0.0234628445857886,0.0212154659960717
2061,central,"Recreation, culture and religion",94633.9632322444,13330998.1771479,0.00160075392474545,104658.647246613,0.00785077350216879,0.00709879050125946
2061,central,Social Protection,1553908.23579408,13330998.1771479,0.000623074728514772,1718515.51334127,0.128911240591659,0.116563532238554
2061,central,Transport,234605.922369444,13330998.1771479,0.00277633304893089,259457.996184438,0.0194627583573752,0.0175985263257787
2062,central,Defence,314611.858268392,13917562.0969424,,347939.052423559,0.025,0.0226053856326972
2062,central,Economic affairs,184946.534281325,13917562.0969424,-0.0035,204538.132291151,0.0146964052228722,0.0132887162990964
2062,central,Education,721436.327249759,13917562.0969424,0.0044103305056191,797858.902931354,0.0573274900714573,0.0518364008167965
2062,central,Environmental Protection,111603.58404169,13917562.0969424,0.0035,123425.879406656,0.00886835485603993,0.00801890325793542
2062,central,General public services excl interest,296131.92604255,13917562.0969424,-2.80812468607539e-05,327501.519830538,0.0235315292685124,0.021277571745673
2062,central,Health,1443236.5702981,13917562.0969424,0.00839038145493983,1596120.27167826,0.114683897981596,0.103698949589395
2062,central,Housing and community amenities,62843.4499043638,13917562.0969424,-0.000566457395514847,69500.5284641825,0.0049937286415594,0.00451540646749981
2062,central,Public order and safety,296769.421335315,13917562.0969424,0.00498035707426025,328206.545729149,0.0235821865527192,0.021323376843457
2062,central,"Recreation, culture and religion",98977.9818421111,13917562.0969424,0.00160075392474545,109462.832718662,0.00786508671247175,0.00711173272680107
2062,central,Social Protection,1627883.16787587,13917562.0969424,0.000623074728514772,1800326.69462764,0.129356469336189,0.116966114937149
2062,central,Transport,245653.147948645,13917562.0969424,0.00277633304893089,271675.46701053,0.019520334460747,0.0176505875265765
2063,central,Defence,328454.780032202,14529934.8292078,,363248.370730196,0.025,0.0226053856326972
2063,central,Economic affairs,192484.941815197,14529934.8292078,-0.0035,212875.09196125,0.014650794684456,0.0132474745467039
2063,central,Education,754721.085540364,14529934.8292078,0.0044103305056191,834669.553755266,0.0574448243275963,0.0519424962611144
2063,central,Environmental Protection,116940.010772645,14529934.8292078,0.0035,129327.599927669,0.0089007694423857,0.00804821302691424
2063,central,General public services excl interest,309238.610366796,14529934.8292078,-2.80812468607539e-05,341996.610223166,0.0235373808790725,0.0212828628622043
2063,central,Health,1522802.69584612,14529934.8292078,0.00839038145493983,1684114.92795271,0.115906571347267,0.104804509706748
2063,central,Housing and community amenities,65590.7726681214,14529934.8292078,-0.000566457395514847,72538.8782720529,0.00499237464756115,0.00451418216524082
2063,central,Public order and safety,311402.558776779,14529934.8292078,0.00498035707426025,344389.788164414,0.0237020876013929,0.0214317932211783
2063,central,"Recreation, culture and religion",103521.217072939,14529934.8292078,0.00160075392474545,114487.338056293,0.0078794116699101,0.00712468557428371
2063,central,Social Protection,1705365.49817841,14529934.8292078,0.000623074728514772,1886016.81684177,0.129802152522428,0.117369108548946
2063,central,Transport,257220.083608413,14529934.8292078,0.00277633304893089,284467.701400724,0.0195780438621715,0.0177027692575299
2064,central,Defence,342906.790353618,15169251.961693,,379231.299042324,0.025,0.0226053856326972
2064,central,Economic affairs,200330.314252158,15169251.961693,-0.0035,221551.533677879,0.0146053038236404,0.0132063410086439
2064,central,Education,789535.079795778,15169251.961693,0.0044103305056191,873171.434259638,0.0575619309682946,0.0520483858920398
2064,central,Environmental Protection,122531.369370026,15169251.961693,0.0035,135511.257539434,0.00893328543039841,0.00807761448484446
2064,central,General public services excl interest,322924.841294729,15169251.961693,-2.80812468607539e-05,357132.639254381,0.023543193834228,0.0212881190259225
2064,central,Health,1606743.58949447,15169251.961693,0.00839038145493983,1776947.77651837,0.117141424046862,0.105921082565705
2064,central,Housing and community amenities,68458.085499381,15169251.961693,-0.000566457395514847,75709.9288325797,0.00499101267641744,0.00451295064992385
2064,central,Public order and safety,326756.575508814,15169251.961693,0.00498035707426025,361370.273458399,0.02382255066835,0.0215407177845009
2064,central,"Recreation, culture and religion",108272.798623273,15169251.961693,0.00160075392474545,119742.260077465,0.00789374851046385,0.00713764916666258
2064,central,Social Protection,1786520.94044418,15169251.961693,0.000623074728514772,1975769.14797252,0.130248291277773,0.117772514093358
2064,central,Transport,269331.161864894,15169251.961693,0.00277633304893089,297861.720035561,0.0196358871741173,0.0177550720724422
2065,central,Defence,357994.689129178,15836699.0480075,,395917.476200187,0.025,0.0226053856326972
2065,central,Economic affairs,208495.142341749,15836699.0480075,-0.0035,230581.271349973,0.0145599326381708,0.0131653156828778
2065,central,Education,825948.266188431,15836699.0480075,0.0044103305056191,913441.911154294,0.057678807205042,0.0521540671881587
2065,central,Environmental Protection,128389.830134447,15836699.0480075,0.0035,141990.311756438,0.00896590326847835,0.00810710803717654
2065,central,General public services excl interest,337216.227141638,15836699.0480075,-2.80812468607539e-05,372937.927957616,0.0235489685588574,0.0212933406210094
2065,central,Health,1695299.22455633,15836699.0480075,0.00839038145493983,1874884.21133612,0.118388573632206,0.107048774458439
2065,central,Housing and community amenities,71450.6253313645,15836699.0480075,-0.000566457395514847,79019.4718333137,0.00498964282858275,0.00451171201238141
2065,central,Public order and safety,342866.960548944,15836699.0480075,0.00498035707426025,379187.250020863,0.0239435787010533,0.0216501531985658
2065,central,"Recreation, culture and religion",113242.274364406,15836699.0480075,0.00160075392474545,125238.158070403,0.00790809736869754,0.00715062362561304
2065,central,Social Protection,1871523.01371455,15836699.0480075,0.000623074728514772,2069775.58813188,0.130694886722135,0.118176332583022
2065,central,Transport,282011.963240204,15836699.0480075,0.00277633304893089,311885.813211136,0.0196938650072015,0.0178074965234429
2066,central,Defence,373746.455450861,16533513.8061198,,413337.845152995,0.025,0.0226053856326972
2066,central,Economic affairs,216992.424826798,16533513.8061198,-0.0035,239978.680692061,0.0145146811201884,0.0131243985622995
2066,central,Education,864033.786313528,16533513.8061198,0.0044103305056191,955561.874007315,0.0577954502117765,0.0522595375941024
2066,central,Environmental Protection,134528.144063792,16533513.8061198,0.0035,148778.864304361,0.00899862340510405,0.00813669408943168
2066,central,General public services excl interest,352139.507173222,16533513.8061198,-2.80812468607539e-05,389442.048119581,0.0235547054719506,0.0212985280263219
2066,central,Health,1788722.71039111,16533513.8061198,0.00839038145493983,1978204.15392941,0.119648138751799,0.108187692668755
2066,central,Housing and community amenities,74573.8575406658,16533513.8061198,-0.000566457395514847,82473.5516044455,0.00498826520312448,0.00451046634219174
2066,central,Public order and safety,359770.949128915,16533513.8061198,0.00498035707426025,397881.897454262,0.0240651746579719,0.0217601021384666
2066,central,"Recreation, culture and religion",118439.629485998,16533513.8061198,0.00160075392474545,130986.074967334,0.00792245837777386,0.00716360907154283
2066,central,Social Protection,1960553.40895714,16533513.8061198,0.000623074728514772,2168237.07501955,0.131141939967836,0.118580565023719
2066,central,Transport,295289.270180512,16533513.8061198,0.00277633304893089,326569.600468787,0.0197519779702188,0.0178600431610135
2025,pressure,Defence,49773.9279983015,2778415.30054645,,50175,0.018058855344675,0.0179145025542122
2025,pressure,Economic affairs,45994.383092003,2778415.30054645,-0.0045,46365,0.0166875700658865,0.0165541785934439
2025,pressure,Education,147254.442371617,2778415.30054645,0.00882066101123819,148441,0.0534264981807454,0.0529994354489249
2025,pressure,Environmental Protection,20610.9198210406,2778415.30054645,0.0095,20777,0.00747800373684728,0.00741822859130774
2025,pressure,General public services excl interest,63519.1705761683,2778415.30054645,0.00244383750627849,64031,0.0230458707837545,0.022861654470329
2025,pressure,Health,206082.414033904,2778415.30054645,0.0142807629098797,207743,0.0747703195987806,0.0741726458220169
2025,pressure,Housing and community amenities,13791.8668851098,2778415.30054645,0.00136708520897031,13903,0.0050039315566919,0.00496393281537044
2025,pressure,Public order and safety,52352.1529881886,2778415.30054645,0.0099607141485205,52774,0.0189942806568984,0.0188424505788937
2025,pressure,"Recreation, culture and religion",19811.3625521491,2778415.30054645,0.0057015078494909,19971,0.00718791031566525,0.00713045402112947
2025,pressure,Social Protection,309254.069910483,2778415.30054645,0.00374614945702954,311746,0.112202808535746,0.111305919546894
2025,pressure,Transport,46779.0602628382,2778415.30054645,0.00805266609786177,47156,0.0169722647261284,0.0168365975574774
2026,pressure,Defence,57170.8387573443,2962133.33333333,,57029.8636404759,0.0192529698102075,0.0193005622380304
2026,pressure,Economic affairs,49384.348440857,2962133.33333333,-0.00426666666666667,49262.5736961751,0.0166307752395262,0.0166718857267927
2026,pressure,Education,158579.57909604,2962133.33333333,0.00869330564419692,158188.544519988,0.0534035867797942,0.0535355979123289
2026,pressure,Environmental Protection,22415.5906467692,2962133.33333333,0.00926666666666667,22360.3170041257,0.00754872063066902,0.00756738070988339
2026,pressure,General public services excl interest,68637.2818117183,2962133.33333333,0.00244570958940254,68468.0320851924,0.023114432869956,0.0231715706512373
2026,pressure,Health,226459.007861444,2962133.33333333,0.014221404146217,225900.592316157,0.0762628034916807,0.0764513215232638
2026,pressure,Housing and community amenities,14888.4616110241,2962133.33333333,0.00140484903533796,14851.7487927197,0.00501386910089117,0.00502626314740191
2026,pressure,Public order and safety,56964.3894473174,2962133.33333333,0.00979535701023648,56823.9234049394,0.019183445513911,0.0192308660809723
2026,pressure,"Recreation, culture and religion",21471.5507127324,2962133.33333333,0.00559479092117454,21418.6049376333,0.00723080379151286,0.0072486779953859
2026,pressure,Social Protection,336626.83589193,2962133.33333333,0.00387127780846189,335796.76222916,0.113363148934043,0.113643377259159
2026,pressure,Transport,50807.9823894901,2962133.33333333,0.00786757722793305,50682.6971669729,0.0171102011501754,0.0171524967555445
2027,pressure,Defence,61467.7769114977,3095135.13513514,,63286.4889529121,0.02044708427574,0.0198594808393766
2027,pressure,Economic affairs,49818.7469768098,3095135.13513514,-0.00403333333333333,51292.786865146,0.0165720670102201,0.0160958228968037
2027,pressure,Education,160493.516839966,3095135.13513514,0.00856595027715565,165242.20804554,0.0533877200286846,0.051853476450216
2027,pressure,Environmental Protection,22899.9201434526,3095135.13513514,0.00903333333333333,23577.484268999,0.00761759446343838,0.00739868184865301
2027,pressure,General public services excl interest,69677.1473345662,3095135.13513514,0.00244758167252659,71738.7586899148,0.023177908413612,0.022511827203798
2027,pressure,Health,233814.516133754,3095135.13513514,0.0141620453825543,240732.633191447,0.0777777456172156,0.0755425872943492
2027,pressure,Housing and community amenities,15099.3549797682,3095135.13513514,0.00144261286170562,15546.1155443944,0.00502275825307886,0.00487841542308264
2027,pressure,Public order and safety,58228.5309108732,3095135.13513514,0.00962999987195246,59951.3999593822,0.0193695581426575,0.0188129203955842
2027,pressure,"Recreation, culture and religion",21860.8524432439,3095135.13513514,0.00548807399285817,22507.672575219,0.00727195149566102,0.00706297188613361
2027,pressure,Social Protection,344288.712233887,3095135.13513514,0.00399640615989424,354475.546021034,0.114526678333725,0.111235437937948
2027,pressure,Transport,51838.4926597509,3095135.13513514,0.00768248835800432,53372.2928969842,0.0172439297693714,0.016748377824055
2028,pressure,Defence,64493.1912205742,3185558.58310627,,68939.3063989692,0.0216411987412725,0.0202454889897791
2028,pressure,Economic affairs,49827.0187021311,3185558.58310627,-0.0038,53262.0582768985,0.016719848933044,0.0156415326864101
2028,pressure,Education,161103.525934707,3185558.58310627,0.00843859491011437,172209.889542944,0.0540595581748869,0.0505730852947031
2028,pressure,Environmental Protection,23184.9413286194,3185558.58310627,0.0088,24783.2948540143,0.00777988983955457,0.00727813999452854
2028,pressure,General public services excl interest,70113.1134801086,3185558.58310627,0.00244945375565064,74946.662140808,0.0235270079596925,0.0220096763725941
2028,pressure,Health,239156.252653244,3185558.58310627,0.0141026866188917,255643.516266746,0.0802507659480762,0.0750751387595076
2028,pressure,Housing and community amenities,15179.5696038202,3185558.58310627,0.00148037668807328,16226.0384409138,0.00509362424755398,0.00476512021606536
2028,pressure,Public order and safety,58990.9848782818,3185558.58310627,0.00946464273366845,63057.7818267964,0.0197948900268876,0.0185182545978354
2028,pressure,"Recreation, culture and religion",22060.102504475,3185558.58310627,0.00538135706454181,23580.9104335887,0.00740244130453087,0.00692503431626235
2028,pressure,Social Protection,348862.245409148,3185558.58310627,0.00412153451132659,372912.562894255,0.117063476676239,0.109513680664748
2028,pressure,Transport,52417.8826227673,3185558.58310627,0.00749739948807559,56031.5345314058,0.0175892337464938,0.0164548481075662
2029,pressure,Defence,69139.9121575604,3331215.46961326,,76069.3486079728,0.022835313206805,0.0207551606277775
2029,pressure,Economic affairs,50468.5654856562,3331215.46961326,-0.00356666666666667,55526.696257928,0.0166685994239737,0.0151501954604922
2029,pressure,Education,163869.523358857,3331215.46961326,0.0083112395430731,180293.082672714,0.054122311906064,0.0491921116642394
2029,pressure,Environmental Protection,23760.0415651107,3331215.46961326,0.00856666666666667,26141.3535012524,0.00784739196239604,0.00713254419650889
2029,pressure,General public services excl interest,71430.7026450405,3331215.46961326,0.00245132583877469,78589.7298861965,0.0235919082998616,0.0214428346940083
2029,pressure,Health,247472.876877282,3331215.46961326,0.014043327855229,272275.44778038,0.0817345651351666,0.0742890632967709
2029,pressure,Housing and community amenities,15450.9018791344,3331215.46961326,0.00151814051444093,16999.4436595901,0.00510307538334158,0.00463821749750946
2029,pressure,Public order and safety,60496.742179266,3331215.46961326,0.00929928559538443,66559.9308253969,0.0199806741510852,0.018160561131847
2029,pressure,"Recreation, culture and religion",22535.8992535965,3331215.46961326,0.00527464013622545,24794.5234962022,0.00744308608145384,0.00676506802371833
2029,pressure,Social Protection,357665.852283289,3331215.46961326,0.00424666286275894,393512.336846816,0.118128755235548,0.107367972905341
2029,pressure,Transport,53653.4574533293,3331215.46961326,0.00731231061814687,59030.7888985948,0.0177204955479653,0.0161062705017872
2030,pressure,Defence,74235.9318636875,3508707.86516854,,84312.2418694291,0.0240294276723375,0.0211576268861362
2030,pressure,Economic affairs,51354.9059515495,3508707.86516854,-0.00333333333333333,58325.4920234493,0.0166230687377695,0.0146364154341139
2030,pressure,Education,167551.81866017,3508707.86516854,0.00818388417603183,190294.229571719,0.0542348456709085,0.0477531402153715
2030,pressure,Environmental Protection,24449.0859106226,3508707.86516854,0.00833333333333333,27767.6482672561,0.00791392425197595,0.0069681167113775
2030,pressure,General public services excl interest,73090.4161521202,3508707.86516854,0.00245319792189874,83011.2411907249,0.0236586357088288,0.0208311489473659
2030,pressure,Health,256931.883658928,3508707.86516854,0.0139839690915664,291806.172229325,0.0831662775707625,0.0732269238512356
2030,pressure,Housing and community amenities,15796.3160084871,3508707.86516854,0.00155590434080859,17940.4067884404,0.00511310929203809,0.00450203226244608
2030,pressure,Public order and safety,62298.6394010597,3508707.86516854,0.00913392845710041,70754.6577708923,0.020165445654021,0.017755436415641
2030,pressure,"Recreation, culture and religion",23119.506707202,3508707.86516854,0.00516792320790909,26257.6004970039,0.00748355277954798,0.00658917971960926
2030,pressure,Social Protection,367933.951009542,3508707.86516854,0.00437179121419129,417874.949376979,0.119096535087827,0.104863090672802
2030,pressure,Transport,55145.9716429229,3508707.86516854,0.00712722174821814,62631.1326948815,0.0178501987345911,0.0157168888839008
2031,pressure,Defence,80808.2251787009,3638530.05617978,,91776.6161919571,0.02522354213787,0.0222090305510749
2031,pressure,Economic affairs,53242.3281370468,3638530.05617978,-0.0031,60469.1008099002,0.016619101636167,0.014632922448069
2031,pressure,Education,174655.583854622,3638530.05617978,0.00805652880899055,198362.214363208,0.0545171295277069,0.0480016878129074
2031,pressure,Environmental Protection,25624.7831016114,3638530.05617978,0.0081,29102.927066125,0.00799853968959136,0.00704261960350983
2031,pressure,General public services excl interest,76187.5914183091,3638530.05617978,0.00245507000502279,86528.8071941318,0.023781253928951,0.020939112840063
2031,pressure,Health,271569.580871786,3638530.05617978,0.0139246103279037,308430.696726277,0.0847679397899792,0.0746371684935089
2031,pressure,Housing and community amenities,16451.9071214665,3638530.05617978,0.00159366816717625,18684.9836408798,0.00513531106034007,0.00452158065687108
2031,pressure,Public order and safety,65349.1930347784,3638530.05617978,0.0089685713188164,74219.274019989,0.0203981478437791,0.0179603279417158
2031,pressure,"Recreation, culture and religion",24160.1650894382,3638530.05617978,0.00506120627959272,27439.5111839695,0.00754137268630377,0.00664008946371184
2031,pressure,Social Protection,385327.585817855,3638530.05617978,0.00449691956562364,437629.484790365,0.120276451763009,0.105901993351245
2031,pressure,Transport,57733.1859013954,3638530.05617978,0.00694213287828942,65569.5188490273,0.0180208814649373,0.0158671730094245
2032,pressure,Defence,87765.2392083039,3773155.66825843,,99677.9307552328,0.0264176566034025,0.0232604342160136
2032,pressure,Economic affairs,55214.1441283716,3773155.66825843,-0.00286666666666667,62708.5584769482,0.0166196584478298,0.0146334127141531
2032,pressure,Education,182331.362878931,3773155.66825843,0.00792917344194928,207079.854478808,0.0548824041957404,0.048323307838261
2032,pressure,Environmental Protection,26852.1585963904,3773155.66825843,0.00786666666666667,30496.8986508076,0.00808259752105166,0.00711663153001702
2032,pressure,General public services excl interest,79419.6812888792,3773155.66825843,0.00245694208814684,90199.6002463644,0.0239056132788706,0.0210486097769554
2032,pressure,Health,286901.723102616,3773155.66825843,0.0138652515642411,325843.925760916,0.0863584634214986,0.0760376057410431
2032,pressure,Housing and community amenities,17136.0972606338,3773155.66825843,0.0016314319935439,19462.0413681819,0.00515802767744407,0.00454158236957749
2032,pressure,Public order and safety,68541.2311247689,3773155.66825843,0.00880321418053238,77844.5789194261,0.0206311601650288,0.0181654925349013
2032,pressure,"Recreation, culture and religion",25246.178076957,3773155.66825843,0.00495448935127636,28672.932619901,0.00759919153644026,0.00669099827747362
2032,pressure,Social Protection,403438.757734232,3773155.66825843,0.00462204791705598,458198.951203964,0.121436535221314,0.106923433116781
2032,pressure,Transport,60433.6518032819,3773155.66825843,0.00675704400836069,68636.5286994333,0.0181907492650877,0.0160167395985483
2033,pressure,Defence,95126.4458158279,3912762.42798399,,108038.300408624,0.027611771068935,0.0243118378809523
2033,pressure,Economic affairs,57262.7047537816,3912762.42798399,-0.00263333333333333,65035.1776032616,0.0166212947502592,0.0146348534590907
2033,pressure,Education,190433.487946987,3912762.42798399,0.00780181807490801,216281.710119936,0.0552759627247221,0.0486698314686859
2033,pressure,Environmental Protection,28127.4034446744,3912762.42798399,0.00763333333333333,31945.2370684985,0.0081643692037183,0.00718863052954808
2033,pressure,General public services excl interest,82775.5630284965,3912762.42798399,0.00245881417127089,94010.9878832213,0.0240267559335719,0.0211552744517499
2033,pressure,Health,303013.000562817,3912762.42798399,0.0138058928005784,344142.044851603,0.0879537286471334,0.0774422179061203
2033,pressure,Housing and community amenities,17846.4912034705,3912762.42798399,0.00166919581991156,20268.8596356619,0.00518019174655213,0.00456109757030808
2033,pressure,Public order and safety,71866.0189420892,3912762.42798399,0.00863785704224837,81620.6521440899,0.0208601093591425,0.0183670795926952
2033,pressure,"Recreation, culture and religion",26373.9884238276,3912762.42798399,0.00484777242295999,29953.8247210847,0.00765541615991188,0.0067405033935108
2033,pressure,Social Protection,422384.890704217,3912762.42798399,0.00474717626848833,479716.71093774,0.122603076411391,0.107950558838771
2033,pressure,Transport,63238.8178465526,3912762.42798399,0.00657195513843197,71822.4500179457,0.0183559445123152,0.0161621920600827
2034,pressure,Defence,102912.231099832,4057534.6378194,,116880.878329163,0.0288058855344675,0.0253632415458909
2034,pressure,Economic affairs,59389.0491530877,4057534.6378194,-0.0024,67450.138374835,0.0166234288540995,0.0146367325122835
2034,pressure,Education,198913.95879442,4057534.6378194,0.00767446270786674,225913.265773718,0.0556774706660615,0.0490233544626796
2034,pressure,Environmental Protection,29450.7466918561,4057534.6378194,0.0074,33448.2024537453,0.00824347921567494,0.00725828595949672
2034,pressure,General public services excl interest,86256.349113756,4057534.6378194,0.00246068625439494,97964.2335817467,0.0241437824507136,0.0212583149161018
2034,pressure,Health,320033.036563844,4057534.6378194,0.0137465340369158,363472.271548021,0.0895795856331516,0.0788737657544276
2034,pressure,Housing and community amenities,18583.342765342,4057534.6378194,0.00170695964627921,21105.7267099576,0.00520161344113634,0.00457995911904996
2034,pressure,Public order and safety,75325.1656698051,4057534.6378194,0.00847249990396435,85549.3212972509,0.0210840643231642,0.0185642692899564
2034,pressure,"Recreation, culture and religion",27543.8865210766,4057534.6378194,0.00474105549464363,31282.5172943652,0.00770973511915034,0.00678833059472765
2034,pressure,Social Protection,442367.235884059,4057534.6378194,0.00487230461992068,502411.331691135,0.123821822002028,0.109023649918069
2034,pressure,Transport,66149.2679135765,4057534.6378194,0.00638686626850324,75127.945939387,0.0185156634866738,0.0163028227281201
