country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,nobs_log_inc,mean_log_inc,std_log_inc,p1_log_inc,p2_5_log_inc,p5_log_inc,p10_log_inc,p12_5_log_inc,p25_log_inc,p37_5_log_inc,p50_log_inc,p62_5_log_inc,p75_log_inc,p87_5_log_inc,p90_log_inc,p95_log_inc,p97_5_log_inc,p99_log_inc,p99_9_log_inc,p99_99_log_inc,p9010_log_inc,p9050_log_inc,p5010_log_inc,kelley_log_inc,crows_log_inc,nobs_res_log_inc,mean_res_log_inc,std_res_log_inc,p1_res_log_inc,p2_5_res_log_inc,p5_res_log_inc,p10_res_log_inc,p12_5_res_log_inc,p25_res_log_inc,p37_5_res_log_inc,p50_res_log_inc,p62_5_res_log_inc,p75_res_log_inc,p87_5_res_log_inc,p90_res_log_inc,p95_res_log_inc,p97_5_res_log_inc,p99_res_log_inc,p99_9_res_log_inc,p99_99_res_log_inc,p9010_res_log_inc,p9050_res_log_inc,p5010_res_log_inc,kelley_res_log_inc,crows_res_log_inc,nobs_log_perm_inc,mean_log_perm_inc,std_log_perm_inc,p1_log_perm_inc,p2_5_log_perm_inc,p5_log_perm_inc,p10_log_perm_inc,p12_5_log_perm_inc,p25_log_perm_inc,p37_5_log_perm_inc,p50_log_perm_inc,p62_5_log_perm_inc,p75_log_perm_inc,p87_5_log_perm_inc,p90_log_perm_inc,p95_log_perm_inc,p97_5_log_perm_inc,p99_log_perm_inc,p99_9_log_perm_inc,p99_99_log_perm_inc,p9010_log_perm_inc,p9050_log_perm_inc,p5010_log_perm_inc,kelley_log_perm_inc,crows_log_perm_inc,share_below_mininc,nobs_earn_inc,mean_earn_inc,std_earn_inc,p1_earn_inc,p2_5_earn_inc,p5_earn_inc,p10_earn_inc,p12_5_earn_inc,p25_earn_inc,p37_5_earn_inc,p50_earn_inc,p62_5_earn_inc,p75_earn_inc,p87_5_earn_inc,p90_earn_inc,p95_earn_inc,p97_5_earn_inc,p99_earn_inc,p99_9_earn_inc,p99_99_earn_inc,p9010_earn_inc,p9050_earn_inc,p5010_earn_inc,kelley_earn_inc,crows_earn_inc,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,p1_res_1yr_log_chg,p2_5_res_1yr_log_chg,p5_res_1yr_log_chg,p10_res_1yr_log_chg,p12_5_res_1yr_log_chg,p25_res_1yr_log_chg,p37_5_res_1yr_log_chg,p50_res_1yr_log_chg,p62_5_res_1yr_log_chg,p75_res_1yr_log_chg,p87_5_res_1yr_log_chg,p90_res_1yr_log_chg,p95_res_1yr_log_chg,p97_5_res_1yr_log_chg,p99_res_1yr_log_chg,p99_9_res_1yr_log_chg,p99_99_res_1yr_log_chg,p9010_res_1yr_log_chg,p9050_res_1yr_log_chg,p5010_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,p1_res_5yr_log_chg,p2_5_res_5yr_log_chg,p5_res_5yr_log_chg,p10_res_5yr_log_chg,p12_5_res_5yr_log_chg,p25_res_5yr_log_chg,p37_5_res_5yr_log_chg,p50_res_5yr_log_chg,p62_5_res_5yr_log_chg,p75_res_5yr_log_chg,p87_5_res_5yr_log_chg,p90_res_5yr_log_chg,p95_res_5yr_log_chg,p97_5_res_5yr_log_chg,p99_res_5yr_log_chg,p99_9_res_5yr_log_chg,p99_99_res_5yr_log_chg,p9010_res_5yr_log_chg,p9050_res_5yr_log_chg,p5010_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg,nobs_arcpct_1yr_chg,mean_arcpct_1yr_chg,std_arcpct_1yr_chg,skew_arcpct_1yr_chg,kurt_arcpct_1yr_chg,p1_arcpct_1yr_chg,p2_5_arcpct_1yr_chg,p5_arcpct_1yr_chg,p10_arcpct_1yr_chg,p12_5_arcpct_1yr_chg,p25_arcpct_1yr_chg,p37_5_arcpct_1yr_chg,p50_arcpct_1yr_chg,p62_5_arcpct_1yr_chg,p75_arcpct_1yr_chg,p87_5_arcpct_1yr_chg,p90_arcpct_1yr_chg,p95_arcpct_1yr_chg,p97_5_arcpct_1yr_chg,p99_arcpct_1yr_chg,p99_9_arcpct_1yr_chg,p99_99_arcpct_1yr_chg,p9010_arcpct_1yr_chg,p9050_arcpct_1yr_chg,p5010_arcpct_1yr_chg,kelley_arcpct_1yr_chg,crows_arcpct_1yr_chg,nobs_arcpct_5yr_chg,mean_arcpct_5yr_chg,std_arcpct_5yr_chg,skew_arcpct_5yr_chg,kurt_arcpct_5yr_chg,p1_arcpct_5yr_chg,p2_5_arcpct_5yr_chg,p5_arcpct_5yr_chg,p10_arcpct_5yr_chg,p12_5_arcpct_5yr_chg,p25_arcpct_5yr_chg,p37_5_arcpct_5yr_chg,p50_arcpct_5yr_chg,p62_5_arcpct_5yr_chg,p75_arcpct_5yr_chg,p87_5_arcpct_5yr_chg,p90_arcpct_5yr_chg,p95_arcpct_5yr_chg,p97_5_arcpct_5yr_chg,p99_arcpct_5yr_chg,p99_9_arcpct_5yr_chg,p99_99_arcpct_5yr_chg,p9010_arcpct_5yr_chg,p9050_arcpct_5yr_chg,p5010_arcpct_5yr_chg,kelley_arcpct_5yr_chg,crows_arcpct_5yr_chg,autocorr_lag1_res_log_inc,autocorr_lag2_res_log_inc,autocorr_lag3_res_log_inc,autocorr_lag4_res_log_inc,autocorr_lag5_res_log_inc,autocorr_lag1_res_1yr_log_chg,autocorr_lag2_res_1yr_log_chg,autocorr_lag3_res_1yr_log_chg,autocorr_lag4_res_1yr_log_chg,autocorr_lag5_res_1yr_log_chg,Pareto_tail_index_5pct,Pareto_tail_index_1pct
AUS,2022,Male,40,,,,,,,,,,,,,,147041,11.26251,.71829331,8.9398708,9.3731031,9.831439,10.36221,10.53052,10.93827,11.16558,11.35206,11.53307,11.71889,11.96441,12.03143,12.2239,12.42338,12.69761,13.47485,13.7517,1.66922,.67936993,.98985004,-.18600312,3.9075024,147041,-6.3300001e-09,.71829331,-2.3226371,-1.8894041,-1.431069,-.90029818,-.73198998,-.3242389,-.096927702,.089552797,.2705583,.45637879,.70190322,.76892459,.96139508,1.160876,1.435105,2.212342,2.489188,1.6692228,.67937177,.989851,-.18600227,3.9075212,142069,.0083644995,.60113519,-1.723333,-1.367599,-1.067543,-.75013238,-.6460427,-.3306607,-.1221704,.055407599,.22517879,.40172869,.63444149,.69628632,.88014609,1.071045,1.330575,2.0162201,2.49105,1.4464188,.64087874,.80553997,-.11384063,3.3297098,0,147041,96965.992,67499.906,7630.208,11767.58,18609.711,31641.02,37440.84,56289.789,70656.117,85140.656,102034.4,122870.5,157064.3,167951.8,203597.91,248546.09,326966.59,711299.88,938178.81,136310.78,82811.141,53499.637,.21503438,3.556263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.7283017,.68020689,.6297338,.58940285,.5521813,-.24021147,-.085856967,-.026754102,-.0044252882,-.0096077044,,
AUS,2002,All genders,41,,,,,,,,,,,,,,202831,10.76212,.75665849,8.6112947,8.9115887,9.2480612,9.7219858,9.8823681,10.37359,10.66457,10.87455,11.06449,11.25468,11.49006,11.56078,11.79418,12.03157,12.36822,13.31627,14.33523,1.8387938,.68622971,1.152564,-.25360882,3.5410509,202831,-1.8200000e-09,.70917332,-2.076061,-1.775009,-1.41602,-.94595248,-.78396231,-.33232981,-.093184501,.092837296,.2616815,.44239521,.69806337,.77085012,.96510881,1.18786,1.5061131,2.368464,3.367774,1.7168026,.67801285,1.0387897,-.21014467,3.8244138,,,,,,,,,,,,,,,,,,,,,,,,,,0,202831,61143.531,56275.379,5493.354,7417.437,10384.41,16680.33,19582.039,32003.279,42811.961,52815.121,63862.648,77240.742,97739.57,104901.9,132478.41,167975.3,235206.91,606992.63,1681554,88221.57,52086.777,36134.789,.18081732,3.5492234,193173,.062413,.45909199,-.94691569,14.33038,-1.662837,-1.0437911,-.59930241,-.26153269,-.1806764,-.0189534,.028472001,.062808096,.1024398,.17085069,.34637171,.4239569,.71931839,1.0702209,1.485368,2.308274,2.8996899,.68548959,.3611488,.32434079,.053695947,11.137863,182498,.105113,.65248621,-.60254198,8.7190065,-2.181093,-1.462163,-.93011153,-.4740968,-.3590686,-.1019559,.010713,.0945438,.19303159,.34027421,.64912641,.76283008,1.154174,1.539867,1.990769,2.7747359,3.373951,1.2369269,.66828626,.56864059,.080559067,6.7883887,212560,.0161945,.6668129,-.1566385,6.8055749,-2,-2,-1.316885,-.4957585,-.34366789,-.082900099,-.0255439,.0100751,.053126801,.138513,.41569439,.5658977,1.238382,2,2,2,2,1.0616562,.55582261,.50583363,.047085848,18.065779,220947,.044599701,.94552672,-.092194296,3.6380579,-2,-2,-2,-1.293317,-.87949997,-.23755211,-.079138599,.0232698,.14832979,.36955369,1.061893,1.407868,2,2,2,2,2,2.701185,1.3845983,1.3165867,.025178403,6.5886374,,,,,,,,,,,,
AUS,2003,All genders,41,,,,,,,,,,,,,,203181,10.76461,.75870508,8.6331968,8.9137383,9.2453289,9.7134361,9.8741693,10.37177,10.6674,10.87734,11.07143,11.26283,11.49857,11.57062,11.80122,12.03936,12.36987,13.24484,13.9781,1.8571835,.69327927,1.1639042,-.2534079,3.5077574,203181,-1.1800000e-09,.71158463,-2.0688491,-1.777262,-1.422116,-.95523298,-.7941097,-.33528271,-.094647601,.093930103,.264016,.44452631,.70182103,.77389967,.97184807,1.192595,1.519766,2.3345029,3.035615,1.7291327,.67996955,1.0491631,-.21351373,3.8084414,,,,,,,,,,,,,,,,,,,,,,,,,,0,203181,61284.309,57905.02,5615,7433.396,10356.08,16538.33,19422.141,31945.029,42933.148,52962.41,64307.59,77872.852,98574.922,105939.2,133415.3,169287.91,235595.3,565144,1176553,89400.875,52976.793,36424.078,.18515159,3.524106,193855,.067843698,.46094599,-.85576659,13.9678,-1.648648,-1.047702,-.60160571,-.2563661,-.1764825,-.015843499,.031021999,.066196203,.1069154,.1758374,.35364899,.43327019,.74067688,1.085528,1.516709,2.3197229,2.999511,.68963629,.36707398,.32256231,.064543694,11.129069,182754,.1101864,.65559763,-.60384989,8.7156944,-2.178787,-1.464295,-.90860182,-.46981671,-.3560586,-.1050534,.0054708002,.093681797,.19805139,.3543267,.66461712,.77874333,1.167888,1.555663,1.994362,2.773742,3.361937,1.2485601,.68506151,.5634985,.09736257,6.5739851,213748,.022511199,.67202789,-.085389003,6.7067471,-2,-2,-1.280231,-.4915815,-.3379325,-.084424198,-.0276585,.0083628995,.052404501,.1392761,.4329654,.59644318,1.311159,2,2,2,2,1.0880246,.58808029,.49994439,.081005424,17.881067,222348,.052958298,.95294881,-.0470451,3.582804,-2,-2,-2,-1.248946,-.84456968,-.25076339,-.095562398,.0108589,.1459399,.38382521,1.131898,1.503219,2,2,2,2,2,2.7521648,1.4923601,1.2598048,.084499031,6.3032966,.73573869,,,,,,,,,,,
AUS,2004,All genders,41,,,,,,,,,,,,,,202127,10.78871,.76370722,8.6279268,8.9037113,9.2590485,9.7330599,9.8956041,10.39583,10.69017,10.90477,11.09694,11.28646,11.52604,11.60011,11.83329,12.06668,12.40127,13.28606,14.15724,1.8670502,.69534016,1.17171,-.25514573,3.5513844,202127,2.1200000e-09,.71504211,-2.083401,-1.786451,-1.435039,-.9557308,-.79608297,-.3335872,-.095012203,.094370298,.26270431,.44664419,.70362037,.77775621,.9797169,1.199862,1.523145,2.345154,3.154906,1.733487,.68338591,1.050101,-.21154767,3.827471,190728,.017314199,.60599917,-1.6544141,-1.347922,-1.062789,-.7515586,-.64611632,-.32140639,-.1153973,.0574199,.22027931,.3958537,.64675683,.71949261,.91525787,1.131942,1.442356,2.2548311,3.09185,1.4710512,.66207272,.8089785,-.09986449,3.4574125,0,202127,63004.32,59662.32,5585.4839,7359.2339,10499.14,16866.08,19842.949,32723.01,43922.09,54435.281,65968.867,79734.406,101320.2,109109.5,137763.59,173977.91,243109.09,588925.63,1407373,92243.422,54674.219,37569.203,.18543345,3.5442188,193951,.094442897,.46181399,-.74519998,13.53306,-1.605128,-1.0055031,-.57472062,-.2311146,-.153577,.0021172999,.052473798,.090556301,.13430519,.20265371,.38364771,.46636751,.77851093,1.127597,1.553754,2.389153,2.960119,.69748211,.37581122,.32167089,.077622533,10.636971,180640,.0983321,.65378708,-.56528902,8.7074556,-2.147166,-1.451636,-.91368401,-.48514229,-.37147531,-.1219713,-.0081842002,.081270203,.1864828,.3426283,.65488517,.7695632,1.15815,1.545959,1.988165,2.7525029,3.329536,1.2547054,.68829298,.56641251,.09713871,6.4519963,214408,.0284517,.67758149,-.050183799,6.5935001,-2,-2,-1.276031,-.48955581,-.33621439,-.087931499,-.030417901,.0103914,.058612902,.1453919,.45112059,.62309998,1.367478,2,2,2,2,1.1126558,.61270857,.49994722,.10134432,17.143587,220569,.052154299,.95951581,-.0330294,3.543493,-2,-2,-2,-1.257563,-.85370529,-.26282221,-.1018485,.0076055001,.1445664,.38632041,1.151764,1.5496939,2,2,2,2,2,2.8072569,1.5420884,1.2651685,.098644279,6.161974,.73505348,.64896083,,,,-.17778844,,,,,,
AUS,2005,All genders,41,,,,,,,,,,,,,,202096,10.7918,.78347927,8.6109467,8.8723488,9.2097826,9.6968956,9.8662777,10.38713,10.69295,10.91297,11.11261,11.30673,11.55253,11.62362,11.85475,12.09513,12.44023,13.33334,14.34856,1.9267244,.71065044,1.216074,-.26232269,3.504545,202096,-9.7999997e-10,.73727089,-2.099216,-1.830929,-1.490715,-1.0060281,-.83311659,-.3457723,-.095997997,.099607296,.27485001,.46279439,.72815257,.80091578,1.007738,1.2362109,1.56724,2.411355,3.3169019,1.8069439,.70130849,1.1056354,-.22376285,3.7933049,187066,.0181897,.61360627,-1.664911,-1.3614939,-1.076069,-.76341778,-.65631211,-.3271375,-.1173673,.059586398,.2239155,.40302801,.65612298,.72541028,.92531002,1.148324,1.467813,2.270154,3.235625,1.4888281,.66582388,.82300419,-.10557318,3.4373274,0,202096,64052.762,64681.84,5491.4419,7132.0112,9994.4258,16267.03,19269.471,32439.32,44044.109,54883.539,67010.703,81367.391,104040.2,111705.6,140751.2,178997.7,252769.7,617441.31,1704125,95438.57,56822.063,38616.508,.19075678,3.5126195,193556,.083402701,.47467709,-.6885013,13.30848,-1.657364,-1.047756,-.59406859,-.2472478,-.1675549,-.0129939,.034980699,.0730526,.1186397,.1955474,.38823581,.47172329,.79941171,1.148634,1.596016,2.44716,3.11813,.71897107,.39867067,.3203004,.10900337,10.532158,177582,.077338897,.67086548,-.68202281,8.7392015,-2.2963569,-1.553604,-.99941808,-.52661979,-.40238941,-.1330213,-.018740499,.069440998,.1747857,.32869059,.63660491,.74965823,1.1357909,1.53468,1.980852,2.7853961,3.34515,1.276278,.68021721,.59606081,.06593892,6.6887689,215590,.026892999,.68677628,.000019999999,6.3437982,-2,-2,-1.291324,-.50284177,-.3494707,-.098669402,-.0435444,-.0051827002,.046028301,.1472654,.48864111,.67342257,1.42948,2,2,2,2,1.1762643,.67860526,.49765906,.15383124,16.264473,216383,.0365467,.95389599,.01267,3.5390811,-2,-2,-2,-1.2459641,-.8799749,-.27751529,-.121979,-.0130953,.1240999,.36292869,1.139549,1.526388,2,2,2,2,2,2.7723522,1.5394833,1.2328688,.11059725,6.2456675,.72788209,.64458114,.58744645,,,-.16286863,-.067799665,,,,,
AUS,2006,All genders,41,,,,,,,,,,,,,,203259,10.80014,.789859,8.6113968,8.8717661,9.2149096,9.6947145,9.8634329,10.38811,10.69525,10.91968,11.12169,11.32084,11.56932,11.64459,11.88281,12.12677,12.45783,13.36872,14.35164,1.9498758,.72491074,1.2249651,-.25645447,3.4897611,203259,-8.4499998e-09,.7417931,-2.103292,-1.835204,-1.495074,-1.0103461,-.84531862,-.3514716,-.0972507,.0993319,.27637491,.468463,.73640662,.8098948,1.019179,1.246087,1.566744,2.4119849,3.4378951,1.8202409,.71056288,1.1096779,-.21926495,3.7579715,190384,.017100301,.62498629,-1.707934,-1.390628,-1.103073,-.77935642,-.67149031,-.3328861,-.1163083,.063784003,.22872201,.4100441,.66534621,.73931462,.93921429,1.158872,1.474098,2.3053081,3.228663,1.518671,.67553061,.84314042,-.11036611,3.4316816,0,203259,64882.41,60997.449,5493.918,7127.856,10045.79,16231.61,19214.74,32471.199,44145.609,55253.199,67622.156,82523.203,105801.5,114072.3,144756.59,184752.09,257256.09,639680.31,1709372,97840.688,58819.098,39021.59,.20234433,3.5487938,194220,.084811099,.48041901,-.74639088,12.83327,-1.695053,-1.071088,-.62028909,-.25510159,-.1714984,-.0099943001,.038428199,.076691002,.1220625,.20170709,.39846861,.48265961,.80676907,1.159812,1.588508,2.4186709,3.006588,.7377612,.40596861,.33179259,.10054204,10.537955,178582,.071280703,.66484588,-.67613792,8.7915602,-2.265343,-1.547695,-.99222088,-.52631468,-.40564919,-.1380796,-.0242032,.063351698,.1671496,.31876189,.62701339,.74052352,1.1295609,1.522725,1.956652,2.724283,3.4061689,1.2668382,.67717183,.58966637,.069073901,6.7209744,216754,.023590701,.69561422,.0040270002,6.1976218,-2,-2,-1.346135,-.53443289,-.36807609,-.1028023,-.0461776,-.0078282999,.045468599,.148901,.49554551,.6842925,1.454916,2,2,2,2,1.2187254,.69212079,.52660459,.1358109,15.891726,218575,.030703999,.96051109,-.035564099,3.52209,-2,-2,-2,-1.353753,-.93210173,-.27118361,-.1102276,-.0016974,.1315107,.3648304,1.114408,1.4883699,2,2,2,2,2,2.842123,1.4900674,1.3520555,.048559409,6.2891698,.73575526,.64231616,.58487415,.54226387,,-.16971388,-.062238228,-.033294111,,,,
AUS,2007,All genders,41,,,,,,,,,,,,,,208407,10.82673,.79901779,8.6302004,8.8808479,9.2349501,9.7115049,9.8754826,10.40645,10.718,10.94394,11.14667,11.35099,11.60625,11.68765,11.93262,12.18285,12.51881,13.47258,14.07193,1.9761448,.74370956,1.2324352,-.24731268,3.4958835,208407,6.0299998e-10,.75082731,-2.1232319,-1.8438489,-1.501781,-1.022517,-.85527629,-.3619957,-.1041624,.095856696,.27780041,.47124651,.74790859,.82304168,1.038758,1.278143,1.612901,2.520838,2.9896021,1.8455586,.72718501,1.1183736,-.21196218,3.7468002,195252,.0184529,.63268358,-1.71205,-1.4037009,-1.109291,-.78882241,-.68066329,-.33716369,-.119614,.060986701,.2306125,.41732669,.67721528,.74821162,.95823842,1.181806,1.5054899,2.34253,3.18875,1.537034,.68722492,.84980911,-.10577787,3.4268255,0,208407,67103.852,61075.77,5598.2002,7192.8862,10249.15,16506.42,19447.67,33072.289,45161.66,56610.051,69332.648,85049.477,109781.3,119092.3,152149,195408.5,273431.81,709685.63,1292290,102585.88,62482.246,40103.633,.21814518,3.6211197,199104,.088786297,.48656961,-.79556191,13.30028,-1.70925,-1.073342,-.61126798,-.2495995,-.16859341,-.0134954,.037138499,.079344697,.1285242,.2098798,.40702769,.49324891,.81976217,1.170622,1.610854,2.4473889,3.0116091,.7428484,.41390422,.32894421,.1143706,10.045716,182911,.0654255,.66086692,-.65745431,8.8469343,-2.2550721,-1.5331039,-.991853,-.52884799,-.4077692,-.1423005,-.0284585,.057363201,.1601502,.30827689,.61626631,.72746438,1.112497,1.503198,1.956477,2.739397,3.4840789,1.2563124,.67010117,.5862112,.066774763,6.7386913,222104,.029058,.6955846,.083288997,6.1788678,-2,-2,-1.286225,-.51192218,-.35947669,-.1087665,-.053091899,-.0125193,.043845698,.1506817,.50710052,.70667368,1.524994,2,2,2,2,1.2185959,.71919298,.49940288,.1803634,15.417336,222231,.025028801,.9472307,.0225624,3.5959251,-2,-2,-2,-1.241084,-.87720418,-.28078711,-.12661859,-.0191056,.1114444,.34157699,1.0851901,1.471454,2,2,2,2,2,2.712538,1.4905596,1.2219784,.099014707,6.4271059,.73488671,.65218985,.5884012,.54013485,.49897823,-.16955388,-.068144411,-.029552193,-.022368833,,,
AUS,2008,All genders,41,,,,,,,,,,,,,,216990,10.84819,.80822849,8.6219988,8.8860941,9.2494049,9.7186947,9.8847504,10.42625,10.73306,10.96199,11.16825,11.37935,11.64178,11.72703,11.97948,12.2206,12.56838,13.51602,14.0391,2.0083351,.76503944,1.2432957,-.23813567,3.4985926,216990,-2.9400000e-09,.75936192,-2.1431839,-1.858987,-1.50731,-1.029471,-.86215681,-.36821741,-.1073674,.092899598,.27791631,.47883141,.76240951,.83834112,1.056175,1.298139,1.631441,2.5166819,2.930953,1.8678122,.7454415,1.1223706,-.20180246,3.7272067,202523,.0172379,.63930953,-1.719972,-1.398886,-1.113318,-.79736912,-.69051749,-.34669691,-.1268989,.054273698,.23014461,.4200753,.68791282,.76205719,.974635,1.202952,1.525242,2.3820269,2.9365089,1.5594263,.70778346,.85164285,-.09225148,3.3932345,0,216990,68995.258,62818.641,5552.4722,7230.7192,10398.38,16625.529,19628.74,33733.77,45846.66,57641.289,70845.289,87496.453,113751.9,123875.2,159449.8,202926.59,287326.69,741197.5,1250557,107249.67,66233.914,41015.758,.23513505,3.6399946,205947,.057797499,.49472031,-.9169575,13.08572,-1.800087,-1.160507,-.69381487,-.31765229,-.22268739,-.032012701,.0275968,.065333702,.1090321,.183449,.3709681,.45208859,.77018672,1.128193,1.564657,2.4655449,3.12515,.76974088,.3867549,.38298598,.0048963502,10.622305,188851,.0480268,.6667074,-.71665782,8.9107571,-2.314502,-1.592671,-1.037511,-.55904043,-.43666539,-.1532796,-.0324062,.051426601,.1488177,.29216641,.58922547,.70066458,1.084188,1.4807121,1.957211,2.7488489,3.450094,1.2597051,.64923799,.61046702,.030777818,6.8995638,228160,.0121099,.68754578,-.1581834,6.2585549,-2,-2,-1.4283119,-.58775842,-.41262859,-.1020761,-.0299078,.0119753,.061491299,.1543812,.45683971,.61963117,1.302855,2,2,2,2,1.2073896,.60765588,.59973371,.0065614055,15.597138,227273,.0084324004,.93520838,-.0072277999,3.6696911,-2,-2,-2,-1.284878,-.91195887,-.28376299,-.1183864,-.0137898,.1086071,.31957611,.98513597,1.343249,2,2,2,2,2,2.6281271,1.3570387,1.2710882,.032704085,6.6297708,.73304379,.65331805,.59498906,.53821164,.49930528,-.17245004,-.062407296,-.029320002,-.01510438,-.015639195,,
AUS,2009,All genders,41,,,,,,,,,,,,,,227371,10.86834,.80332971,8.6420135,8.8977184,9.2893839,9.7513437,9.9147902,10.45044,10.75109,10.98028,11.19016,11.39776,11.66437,11.74739,11.99767,12.23593,12.56165,13.389,14.0084,1.9960461,.76710987,1.2289362,-.23137057,3.5238483,227371,4.3499999e-09,.75475872,-2.1467681,-1.8513941,-1.492049,-1.013689,-.84920949,-.37096381,-.1115202,.091180503,.27629301,.4780876,.76448852,.83986592,1.051967,1.290198,1.599422,2.3954539,2.881217,1.853555,.74868542,1.1048696,-.19216274,3.70012,214893,.0184818,.6447174,-1.736371,-1.402823,-1.116945,-.80406272,-.69562232,-.34843299,-.1301913,.056796201,.23127189,.42642891,.69914073,.77187449,.98474127,1.213634,1.5299799,2.385958,2.8834169,1.5759373,.71507829,.86085892,-.092504077,3.3766751,0,227371,69955.656,60704.09,5664.7231,7315.2661,10822.52,17177.289,20227.34,34559.539,46680.898,58705.25,72414.094,89122.047,116351.8,126423.6,162376.59,206062,285400.91,652781.88,1212743,109246.31,67718.352,41527.961,.23973706,3.6425512,214303,.050420102,.4820506,-1.276849,14.608,-1.822843,-1.180609,-.69785881,-.30611011,-.21000551,-.0183789,.035785701,.071043,.1099358,.1730566,.33644399,.40785721,.6969521,1.028661,1.458925,2.367346,3.008029,.71396732,.33681422,.3771531,-.056499608,11.540545,198129,.0474834,.66100049,-.7904346,9.1466141,-2.322372,-1.601959,-1.039709,-.55651343,-.42613751,-.14271989,-.0256582,.055330701,.1486658,.28731671,.57865077,.6880306,1.058973,1.447428,1.911957,2.7672269,3.524868,1.244544,.63269991,.61184412,.016757771,7.0909939,236493,-.019511599,.67429978,-.049062598,6.5652299,-2,-2,-1.401193,-.59956408,-.42565611,-.12092,-.0526365,-.0151315,.027644301,.1071335,.37019351,.52312148,1.228173,2,2,2,2,1.1226856,.53825295,.5844326,-.041133203,17.539743,239228,.0056269001,.94061911,.029014099,3.661691,-2,-2,-2,-1.2941509,-.92318767,-.28608921,-.1245434,-.0211841,.097421102,.30600771,.9906407,1.385717,2,2,2,2,2,2.679868,1.4069011,1.2729669,.049977932,6.7556505,.7467075,.66149747,.60014099,.55073959,.49990386,-.17390253,-.074854948,-.032289144,-.025129529,-.017291747,,
AUS,2010,All genders,41,,,,,,,,,,,,,,227362,10.87558,.81139612,8.6293926,8.8885584,9.2702646,9.7443876,9.9076633,10.45587,10.76005,10.99018,11.20069,11.41543,11.67768,11.7611,12.0069,12.24619,12.55956,13.40168,13.98491,2.0167122,.7709198,1.2457924,-.2354687,3.4991353,227362,-4.6199999e-09,.76617962,-2.184988,-1.8928829,-1.519475,-1.038496,-.86883968,-.3739205,-.1110259,.094222799,.28818569,.4906339,.77450752,.84862989,1.0610369,1.292864,1.608951,2.3936081,2.8581419,1.887126,.75440711,1.1327188,-.20046976,3.6848426,216508,.019544899,.64713269,-1.750924,-1.413838,-1.1258709,-.80438173,-.69418311,-.35158589,-.1276824,.0579741,.2371289,.4308435,.70508409,.77785712,.98922658,1.21494,1.526307,2.297823,2.837564,1.5822389,.71988302,.86235583,-.090045065,3.3597639,0,227362,70719.602,61337.469,5593.6768,7248.562,10617.56,17058.23,20083.689,34747.852,47100.852,59289.191,73180.977,90710.68,117910.3,128168.9,163882.2,208186.2,284804.91,661110.63,1184599,111110.67,68879.703,42230.961,.23983963,3.5905554,216651,.069165602,.48334849,-.77096528,13.48289,-1.737667,-1.095136,-.62314892,-.26358601,-.1773454,-.021214601,.0250578,.0616436,.1060362,.18088721,.3713111,.45423129,.78698438,1.145758,1.608717,2.485235,3.1169801,.71781731,.39258769,.32522961,.093837351,11.087947,198836,.054482199,.6654346,-.66154993,8.8372393,-2.301326,-1.5715261,-1.021822,-.54837513,-.4216927,-.1418765,-.029271999,.050238699,.145096,.29095,.59762591,.71223259,1.105671,1.5053689,1.969048,2.787482,3.4856651,1.2606077,.66199386,.59861386,.050277341,7.1088414,239845,.031951901,.683263,-.0740747,6.4144711,-2,-2,-1.318543,-.50663602,-.34394369,-.082450204,-.0285022,.0096918,.0594544,.1551594,.47506899,.65322679,1.3891309,2,2,2,2,1.1598628,.64353502,.5163278,.10967437,16.834337,238469,.0206776,.93094963,-.0230125,3.701267,-2,-2,-2,-1.245198,-.88195789,-.26218551,-.1064346,-.0039253999,.1142844,.32685319,.99925917,1.348241,2,2,2,2,2,2.5934391,1.3521664,1.2412726,.042759378,6.7907252,.75744444,.66974878,.60994387,.55763239,.51224667,-.17745844,-.07316944,-.034443829,-.021719093,-.017734783,,
