STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1995,,402255,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1996,,438220,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1997,,468587,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1998,,500532,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1999,,532967,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2000,,548698,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2001,,540164,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2002,,530637,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2003,,537787,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2004,,543510,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2005,,547804,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2006,,551938,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2007,,556137,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2008,,559070,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2009,,559294,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2010,,554219,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2011,,540863,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2012,,520530,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2013,,500597,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2014,,489378,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2015,,492026.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2016,,507324,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2017,,528366,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2018,,548313,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2019,,562837,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2020,,569259,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2021,,560811,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2022,,540631,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1991,,323589,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1992,,369806,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1993,,413875,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1994,,436990,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1995,,440095,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1996,,440002,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1997,,435570,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1998,,431899,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1999,,432675,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2000,,435235,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2001,,435032,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2002,,434187,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2003,,433160,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2004,,429779,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2005,,423594,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2006,,416975,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2007,,412325,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2008,,409095,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2009,,408785,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2010,,413175,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2011,,421244,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2012,,431677,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2013,,442104,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2014,,453664,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2015,,459175,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2016,,457186,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2017,,460124,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2018,,469128,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2019,,478836,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2020,,492698,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2021,,509689,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,HUN,Hungary,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2022,,517385,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1991,,7103,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1992,,7355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1993,,7543,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1994,,7729,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1995,,7848,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1996,,7918,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1997,,8044,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1998,,8180,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1999,,8333,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2000,,8622,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2001,,8878,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2002,,8989,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2003,,9026,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2004,,9000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2005,,8898,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2006,,8775,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2007,,8705,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2008,,8627,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2009,,8581,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2010,,8592,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2011,,8686,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2012,,9002,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2013,,9508,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2014,,10080,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2015,,10765,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2016,,11463,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2017,,12070,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2018,,12690,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2019,,13316,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2020,,13892,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2021,,14444,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ISL,Iceland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2022,,14922,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1991,,109300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1992,,110300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1993,,113300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1994,,113900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1995,,113300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1996,,112542,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1997,,112830,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1998,,111737,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,1999,,111098,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2000,,111318,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2001,,111849,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2002,,112129,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2003,,113812,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2004,,115714,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2005,,117367,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2006,,117463,,A,Normal value,0,Units,0,Zero
