month_year,N,gender1ratio,NSWratio,VICratio,Queenratio,eduratio,age,,Implicit counts,,,,,,Residual state,
2010-09-01,18137,0.507856867177593,0.318465016265093,0.213596515410487,0.239014169928875,0.516899156420577,19,,,9211.00000000001,5775.99999999999,3874,4335.00000000001,9375.00000000001,4152,
2010-10-01,17872,0.506490599820949,0.314234556848702,0.213574306177261,0.240935541629364,0.526521933751119,19,,,9052,5616,3817.00000000001,4305.99999999999,9410,4133,
2010-11-01,18599,0.504435722350664,0.311737190171515,0.221517285875585,0.239152642615194,0.535136297650411,19,,,9382,5798.00000000001,4120.00000000001,4447.99999999999,9953,4232.99999999999,
2010-12-01,20222,0.501681337157551,0.319009000098902,0.222035406982494,0.230837701513203,0.55365443576303,19,,,10145,6451,4489.99999999999,4667.99999999999,11196,4613.00000000002,
2011-01-01,20750,0.500578313253012,0.323566265060241,0.218987951807229,0.233638554216868,0.569060240963855,19,,,10387,6714,4544,4848.00000000001,11808,4643.99999999999,
2011-02-01,21523,0.498025368210751,0.322352831854295,0.219904288435627,0.236351809691957,0.584398085768713,19,,,10719,6937.99999999999,4733,5086.99999999999,12578,4765.00000000002,
2011-03-01,20209,0.504131822455342,0.314612301449849,0.214162007026572,0.243653817606017,0.58191894700381,19,,,10188,6358,4327.99999999999,4924,11760,4599.00000000001,
2011-04-01,19746,0.504963030487187,0.312316418515142,0.209105641648942,0.249366960397042,0.592119923022384,19,,,9971,6166.99999999999,4129.00000000001,4923.99999999999,11692,4526.00000000001,
2011-05-01,20435,0.504477611940299,0.311279667237583,0.211989234157083,0.249131392219232,0.598385123562515,19,,,10309,6361.00000000001,4331.99999999999,5091.00000000001,12228,4651,
2011-06-01,20975,0.506078665077473,0.316758045292014,0.209821215733015,0.245673420738975,0.606293206197855,19,,,10615,6643.99999999999,4400.99999999999,5153,12717,4777.00000000002,
2011-07-01,21380,0.507390084190833,0.315528531337699,0.210851262862488,0.244200187090739,0.611693171188026,19,,,10848,6746.00000000001,4507.99999999999,5221,13078,4905,
2011-08-01,20344,0.509978372001573,0.312278804561542,0.211020448289422,0.241545418796697,0.615169091624066,19,,,10375,6353.00000000001,4293,4914,12515,4783.99999999998,
2011-09-01,19796,0.507880379874722,0.312083249141241,0.211052737926854,0.23974540311174,0.617953121842796,19,,,10054,6178.00000000001,4178,4746.00000000001,12233,4693.99999999999,
2011-10-01,19333,0.50628459111364,0.311177778927223,0.208969120157244,0.24140071380541,0.623545233538509,19,,,9788,6016,4040,4666.99999999999,12055,4610.00000000001,
2011-11-01,19948,0.499899739322238,0.305394024463605,0.21691397633848,0.239121716462803,0.628634449568879,19,,,9972,6091.99999999999,4327,4769.99999999999,12540,4759.00000000001,
2011-12-01,21389,0.498527280377764,0.312123053906213,0.216887185001636,0.231661134227874,0.636869418860162,19,,,10663,6675.99999999999,4638.99999999999,4955,13622,5119.00000000002,
2012-01-01,22291,0.497330761293796,0.314611278094298,0.211071732986407,0.237136063882284,0.640213539096496,19,,,11086,7013,4705,5285.99999999999,14271,5287.00000000001,
2012-02-01,22900,0.497816593886463,0.319257641921397,0.211834061135371,0.237510917030568,0.645720524017467,19,,,11400,7310.99999999999,4851,5439.00000000001,14787,5299.00000000001,
2012-03-01,20783,0.504113939277294,0.311023432613194,0.208728287542703,0.245296636674205,0.640090458547852,19,,,10477,6464.00000000001,4338,5098,13303,4882.99999999999,
2012-04-01,20945,0.504893769396037,0.309333969921222,0.209787538792075,0.249176414418716,0.643590355693483,19,,,10575,6478.99999999999,4394.00000000001,5219.00000000001,13480,4852.99999999999,
2012-05-01,21488,0.506422189128816,0.30789277736411,0.208116157855547,0.251070364854803,0.647803425167535,19,,,10882,6616,4471.99999999999,5395.00000000001,13920,5005.00000000001,
2012-06-01,21974,0.505688541003004,0.314599071630108,0.207882042413762,0.247428779466642,0.654136707017384,19,,,11112,6912.99999999999,4568.00000000001,5436.99999999999,14374,5056.00000000001,
2012-07-01,22551,0.506274666311915,0.310806616114585,0.208106070684227,0.247040042570174,0.656911001729413,19,,,11417,7009.00000000001,4693,5570.99999999999,14814,5278,
2012-08-01,21205,0.510870077811837,0.303230370195709,0.215798160811129,0.248007545390238,0.656307474652205,19,,,10833,6430.00000000001,4575.99999999999,5259,13917,4940,
2012-09-01,20812,0.513405727464924,0.299250432442821,0.219632904093792,0.247117047857006,0.668316355948491,19,,,10685,6227.99999999999,4571,5143.00000000001,13909,4870,
2012-10-01,20787,0.513494010679752,0.300764901140136,0.219848944051571,0.244912685813249,0.673642180208784,19,,,10674,6252.00000000001,4570.00000000001,5091.00000000001,14003,4873.99999999998,
2012-11-01,21734,0.508235943682709,0.2998527652526,0.225453206956842,0.24279930063495,0.670792306984448,19,,,11046,6517.00000000001,4900.00000000001,5277,14579,5039.99999999998,
2012-12-01,22874,0.507213430095305,0.308385066013815,0.221998775902772,0.237212555740142,0.673297193319927,19,,,11602,7054,5078.00000000001,5426.00000000001,15401,5315.99999999998,
2013-01-01,23752,0.506988885146514,0.307974065341866,0.22006567867969,0.244274166385989,0.677206130010104,19,,,12042,7315,5227,5802.00000000001,16085,5407.99999999999,
2013-02-01,24369,0.506627272354221,0.31236406910419,0.221018507119701,0.240592556116377,0.681357462349707,19,,,12346,7612.00000000001,5385.99999999999,5862.99999999999,16604,5508.00000000001,
2013-03-01,22781,0.509679118563715,0.306966331592116,0.220315174926474,0.245950572845793,0.679294148632633,19,,,11611,6992.99999999999,5019.00000000001,5603.00000000001,15475,5165.99999999999,
2013-04-01,22764,0.513134774204885,0.302890528905289,0.219776840625549,0.252020734493059,0.678351783517835,19,,,11681,6895,5003,5737,15442,5129.00000000001,
2013-05-01,23303,0.513882332746857,0.30266489293224,0.220314980903746,0.249495773076428,0.683517143715401,19,,,11975,7052.99999999999,5133.99999999999,5814,15928,5302.00000000002,
2013-06-01,23931,0.513601604613263,0.305085454013623,0.219673227194852,0.246876436421378,0.690234423968911,19,,,12291,7301.00000000001,5257,5908,16518,5464.99999999999,
2013-07-01,24667,0.512871447683139,0.303076985446143,0.221834840069729,0.24587505574249,0.692706855312766,19,,,12651,7476.00000000001,5472.00000000001,6065,17087,5653.99999999999,
2013-08-01,23460,0.515046888320546,0.298721227621483,0.224808184143223,0.246504688832055,0.696462063086104,19,,,12083,7007.99999999999,5274.00000000001,5783.00000000001,16339,5394.99999999999,
2013-09-01,23365,0.512518724588059,0.300278193879735,0.222555103787717,0.244810614166488,0.702888936443398,19,,,11975,7016.00000000001,5200.00000000001,5719.99999999999,16423,5428.99999999999,
2013-10-01,23357,0.51038232649741,0.299353512865522,0.223401977993749,0.244166630988569,0.706169456693925,19,,,11921,6992,5218,5703.00000000001,16494,5444,
2013-11-01,24385,0.509329505843756,0.30244002460529,0.227434898503178,0.238917367233955,0.703014148041829,19,,,12420,7375,5546,5825.99999999999,17143,5638.00000000002,
2013-12-01,25669,0.509525108107055,0.305621566870544,0.227784487124547,0.232420429311621,0.7011570376719,19,,,13079,7844.99999999999,5847,5966,17998,6011.00000000001,
2014-01-01,25841,0.509229518981464,0.305831817654116,0.222321117603808,0.236097674238613,0.702797879339035,19,,,13159,7903.00000000001,5745,6101,18161,6091.99999999999,
2014-02-01,26345,0.508066046688176,0.306433858417157,0.226494591003986,0.236135889163029,0.707610552286961,19,,,13385,8073,5967.00000000001,6221,18642,6083.99999999999,
2014-03-01,24889,0.510948611836554,0.300815621358833,0.224436498051348,0.242114990558078,0.702720077142513,19,,,12717,7486.99999999999,5586,6026,17490,5790,
2014-04-01,24148,0.51341726022859,0.299113798244161,0.222461487493788,0.244823587874772,0.702666887526917,19,,,12398,7223,5371.99999999999,5911.99999999999,16968,5641.00000000001,
2014-05-01,24309,0.514583076226912,0.299436422724094,0.22201653708503,0.243654613517627,0.704512731909992,19,,,12509,7279,5396.99999999999,5922.99999999999,17126,5710.00000000001,
2014-06-01,24973,0.510431265767028,0.30304729107436,0.223481359868658,0.241620950626677,0.706843390862131,19,,,12747,7567.99999999999,5581,6034.00000000001,17652,5790.00000000001,
2014-07-01,25174,0.506355763883372,0.30237546675141,0.224557082704378,0.239215063160404,0.709223802335743,19,,,12747,7612,5653.00000000001,6022.00000000001,17854,5886.99999999998,
2014-08-01,23597,0.510742891045472,0.296775013772937,0.227656057973471,0.242064669237615,0.708691782853753,19,,,12052,7002.99999999999,5372,5712,16723,5510.00000000001,
2014-09-01,23327,0.506537488746946,0.298238093196725,0.228147640073734,0.243151712607708,0.712093282462383,19,,,11816,6957.00000000001,5321.99999999999,5672.00000000001,16611,5376,
2014-10-01,23122,0.504800622783496,0.298114349969726,0.228699939451605,0.244010033734106,0.710665167373065,19,,,11672,6893.00000000001,5288.00000000001,5642,16432,5298.99999999998,
2014-11-01,23720,0.504721753794266,0.30172849915683,0.232377740303541,0.24102023608769,0.707799325463744,19,,,11972,7157.00000000001,5511.99999999999,5717.00000000001,16789,5333.99999999999,
2014-12-01,24402,0.502458814851242,0.30190148348496,0.230022129333661,0.239529546758462,0.706827309236948,19,,,12261,7366.99999999999,5613,5844.99999999999,17248,5577.00000000002,
2015-01-01,24602,0.501707178278189,0.303146085684091,0.225632062433948,0.243963905373547,0.70331680351191,19,,,12343,7458.00000000001,5550.99999999999,6002,17303,5591,
2015-02-01,24550,0.505784114052953,0.303665987780041,0.230264765784114,0.241262729124236,0.704195519348269,19,,,12417,7455.00000000001,5653,5922.99999999999,17288,5519,
2015-03-01,23135,0.511994813053815,0.29254376485844,0.231294575318781,0.250356602550249,0.696433974497515,19,,,11845,6768.00000000001,5351,5792.00000000001,16112,5223.99999999998,
2015-04-01,22523,0.512098743506638,0.297207299205257,0.226745992984949,0.254140212227501,0.690138969053856,19,,,11534,6694,5107.00000000001,5724.00000000001,15544,4997.99999999998,
2015-05-01,22306,0.511431901730476,0.299202008428226,0.225365372545503,0.252353626826863,0.68743835739263,19,,,11408,6674.00000000001,5026.99999999999,5629.00000000001,15334,4976,
2015-06-01,22564,0.510990959049814,0.300611593689062,0.225004431838327,0.249468179400815,0.686536075163978,19,,,11530,6782.99999999999,5077.00000000001,5628.99999999999,15491,5075.00000000001,
2015-07-01,22769,0.512275462251307,0.296675304141596,0.226579999121613,0.246738987219465,0.686152224515789,19,,,11664,6755,5159.00000000001,5618,15623,5236.99999999999,
2015-08-01,21077,0.515490819376572,0.292925938226503,0.22526925084215,0.24709398870807,0.679176353370973,19,,,10865,6174,4748,5207.99999999999,14315,4947.00000000001,
2015-09-01,20151,0.516351545828991,0.291896183812218,0.224405736688006,0.248325145154087,0.676045853803782,19,,,10405,5882.00000000001,4522.00000000001,5004.00000000001,13623,4742.99999999998,
2015-10-01,19315,0.512037276727932,0.290033652601605,0.222366036758996,0.250220036241263,0.671032876003106,19,,,9890.00000000001,5602,4295.00000000001,4832.99999999999,12961,4585,
2015-11-01,19639,0.508172513875452,0.291257192321401,0.225775243138653,0.244615306278324,0.65843474718672,19,,,9980,5719.99999999999,4434.00000000001,4804.00000000001,12931,4680.99999999999,
2015-12-01,20290,0.504435682602267,0.28989650073928,0.225431246919665,0.240463282405126,0.651207491375062,19,,,10235,5881.99999999999,4574,4879.00000000001,13213,4955,
2016-01-01,21223,0.503981529472742,0.290722329548132,0.222541582245677,0.244216180558828,0.64392404466852,19,,,10696,6170.00000000001,4723,5183.00000000001,13666,5146.99999999999,
2016-02-01,21744,0.502391464311994,0.289275202354673,0.224935614422369,0.2469646799117,0.64836276674025,19,,,10924,6290.00000000001,4890.99999999999,5370.00000000001,14098,5192.99999999999,
2016-03-01,20308,0.511227102619657,0.283582824502659,0.220848926531416,0.256795351585582,0.639255465826275,19,,,10382,5759,4485,5215,12982,4849.00000000001,
2016-04-01,20866,0.509824595034985,0.279162273555066,0.218058084922841,0.260663279976996,0.641042844819323,19,,,10638,5825.00000000001,4550,5439,13376,5051.99999999999,
2016-05-01,21337,0.507006608239209,0.277639780662699,0.214697473871678,0.260720813610161,0.642030276046305,19,,,10818,5924.00000000001,4580.99999999999,5563.00000000001,13699,5268.99999999999,
2016-06-01,22141,0.508558782349487,0.278578203333183,0.214895442843593,0.259744365656474,0.644008852355359,19,,,11260,6168.00000000001,4757.99999999999,5750.99999999999,14259,5464.00000000001,
2016-07-01,22663,0.509729515068614,0.273529541543485,0.212019591404492,0.261704099192516,0.645369103825619,19,,,11552,6199,4805,5930.99999999999,14626,5728.00000000001,
2016-08-01,22034,0.515839157665426,0.270127984024689,0.209721339747663,0.263229554325134,0.638694744485795,19,,,11366,5952,4621.00000000001,5800,14073,5660.99999999999,
2016-09-01,21902,0.514427906127294,0.268149027486074,0.208748059537942,0.264450735092686,0.636699844763035,19,,,11267,5872.99999999999,4572.00000000001,5792.00000000001,13945,5664.99999999999,
2016-10-01,21984,0.510007278020379,0.266330058224163,0.20787845705968,0.262190684133916,0.629730713245997,19,,,11212,5855,4570.00000000001,5764.00000000001,13844,5794.99999999999,
2016-11-01,23082,0.506801836929209,0.265055021228663,0.21107356381596,0.256433584611386,0.622519712329954,19,,,11698,6118,4871.99999999999,5919.00000000001,14369,6173,
2016-12-01,24130,0.504392871943639,0.266929133858268,0.211313717364277,0.251305428926647,0.620016576875259,19,,,12171,6441.00000000001,5099.00000000001,6063.99999999999,14961,6526,
2017-01-01,25339,0.503097991238802,0.265480089979873,0.207585145427996,0.256284778404831,0.614309956983306,19,,,12748,6727,5259.99999999999,6494.00000000001,15566,6858,
2017-02-01,25437,0.504108188858749,0.264024845697213,0.208554467901089,0.25938593387585,0.61493100601486,19,,,12823,6716.00000000001,5305,6598,15642,6818,
2017-03-01,24542,0.508393773938554,0.264077907261022,0.207318066987206,0.262611034145546,0.602110667427268,19,,,12477,6481,5088.00000000001,6444.99999999999,14777,6528,
2017-04-01,24208,0.507270323859881,0.260698942498348,0.203651685393258,0.265862524785195,0.600049570389954,19,,,12280,6311.00000000001,4929.99999999999,6436,14526,6531,
2017-05-01,24595,0.504248831063224,0.262614352510673,0.200569221386461,0.264931896726977,0.597601138442773,19,,,12402,6459,4933.00000000001,6516,14698,6686.99999999999,
2017-06-01,25078,0.502073530584576,0.265531541590238,0.200055825823431,0.2618231118909,0.598692080708191,19,,,12591,6658.99999999999,5017,6565.99999999999,15014,6836.00000000002,
2017-07-01,25105,0.500258912567218,0.263891655048795,0.200119498107947,0.26090420235013,0.600677155945031,19,,,12559,6625,5024.00000000001,6550.00000000001,15080,6905.99999999998,
2017-08-01,24004,0.503332777870355,0.263581069821696,0.197217130478254,0.263872687885352,0.594025995667389,19,,,12082,6326.99999999999,4734.00000000001,6333.99999999999,14259,6609.00000000001,
2017-09-01,23400,0.500470085470085,0.262350427350427,0.197051282051282,0.263418803418803,0.593589743589744,19,,,11711,6138.99999999999,4611,6163.99999999999,13890,6486.00000000002,
2017-10-01,23439,0.498485430265796,0.263108494389692,0.196083450659158,0.261273945134178,0.588804983147745,19,,,11684,6166.99999999999,4596.00000000001,6124,13801,6552.00000000001,
2017-11-01,23929,0.494546366333737,0.259099837017844,0.198671068577876,0.260102804128881,0.588073049437921,19,,,11834,6199.99999999999,4753.99999999999,6223.99999999999,14072,6751.00000000002,
2017-12-01,24564,0.489333984693047,0.258101286435434,0.202287900993324,0.255251587689301,0.590661130109103,19,,,12020,6340,4969.00000000001,6269.99999999999,14509,6985,
2018-01-01,25597,0.490877837246552,0.257100441457983,0.201078251357581,0.256866038988944,0.584873227331328,19,,,12565,6580.99999999999,5147,6575,14971,7294.00000000001,
2018-02-01,25568,0.492803504380476,0.261850750938673,0.201853879849812,0.254849812265332,0.586749061326658,19,,,12600,6694.99999999999,5160.99999999999,6516.00000000001,15002,7196.00000000001,
2018-03-01,24500,0.494244897959184,0.26465306122449,0.19669387755102,0.260367346938776,0.575836734693878,19,,,12109,6484.00000000001,4818.99999999999,6379.00000000001,14108,6817.99999999999,
2018-04-01,24277,0.492935700457223,0.260823001194546,0.195740824648845,0.261564443712156,0.569427853523912,19,,,11967,6331.99999999999,4752.00000000001,6350.00000000001,13824,6842.99999999999,
2018-05-01,24128,0.489348474801061,0.262267904509284,0.194752984084881,0.260692970822281,0.567970822281167,19,,,11807,6328.00000000001,4699.00000000001,6290,13704,6810.99999999999,
2018-06-01,24495,0.489283527250459,0.265074505001021,0.196080832823025,0.258011839150847,0.56652378036334,19,,,11985,6493.00000000001,4803,6320,13877,6879,
2006-07-01,12223,0.535465924895688,0.237584880962121,0.167062096048433,0.160353432054324,0.363004172461752,20,,,6544.99999999999,2904.00000000001,2042,1960,4436.99999999999,5317,
2006-08-01,11516,0.539683918027093,0.266585620006947,0.183657519972213,0.169590135463703,0.357502605071205,20,,,6215,3070,2115.00000000001,1953,4117,4377.99999999999,
2006-09-01,11024,0.53755442670537,0.284833091436865,0.199655297532656,0.178519593613933,0.351959361393324,20,,,5926,3140,2201,1968,3880,3715,
2006-10-01,10661,0.530719444705,0.296595066128881,0.208141825344714,0.190788856580058,0.351561767188819,20,,,5658.00000000001,3162,2219,2034,3748,3246.00000000001,
2006-11-01,11071,0.519826573931894,0.309728118507813,0.229789540240267,0.19600758739048,0.370969198807696,20,,,5755,3429,2544,2170,4107,2928,
2006-12-01,11590,0.509749784296808,0.318895599654875,0.242105263157895,0.1946505608283,0.385677308024159,20,,,5908.00000000001,3696,2806,2256,4470,2832,
2007-01-01,12016,0.512733022636485,0.325316245006658,0.238348868175766,0.198984687083888,0.370006657789614,20,,,6161,3909,2864,2391,4446,2851.99999999999,
2007-02-01,12034,0.507894299484793,0.329483131128469,0.233920558417816,0.202758849925212,0.378843277380755,20,,,6112,3965,2815,2440,4559.00000000001,2814,
2007-03-01,10632,0.509875846501129,0.322516930022573,0.227896914973664,0.212848006019564,0.359010534236268,20,,,5421,3429,2423,2263,3817,2517,
2007-04-01,10297,0.509177430319511,0.324366320287462,0.230455472467709,0.212489074487715,0.355346217344858,20,,,5243.00000000001,3340,2373,2188,3659,2396,
2007-05-01,10360,0.514478764478765,0.331756756756757,0.231563706563707,0.202895752895753,0.351640926640927,20,,,5330.00000000001,3437,2399,2102,3643,2421.99999999999,
2007-06-01,10448,0.512825421133231,0.343606431852986,0.227699081163859,0.201856814701378,0.359207503828484,20,,,5358,3590,2379,2109,3753,2370.00000000001,
2007-07-01,10366,0.517075053058075,0.338414045919352,0.232587304649817,0.199691298475786,0.362338414045919,20,,,5360.00000000001,3508,2411,2070,3756,2377,
2007-08-01,9329,0.520420195090578,0.325436809947476,0.237860435202058,0.203665987780041,0.351913388358881,20,,,4855,3036,2219,1900,3283,2173.99999999999,
2007-09-01,8834,0.519017432646593,0.324654743038261,0.239189495132443,0.20002263980077,0.347973737831107,20,,,4585,2868,2113,1767,3074,2086,
2007-10-01,8524,0.514664476771469,0.329305490380103,0.232050680431722,0.198146410136086,0.349249178789301,20,,,4387,2807,1978,1689,2977,2050.00000000001,
2007-11-01,8816,0.504310344827586,0.33269056261343,0.237295825771325,0.19532667876588,0.379083484573503,20,,,4446,2933,2092,1722,3342,2069,
