month_year,N,gender1ratio,NSWratio,VICratio,Queenratio,eduratio,age,,Implicit counts,,,,,,Residual state,
2006-07-01,20523,0.500560346927837,0.205135701408176,0.138771134824343,0.124104663060956,0.280319641377966,19,,,10273,4210,2847.99999999999,2547,5753,10918,1455
2006-08-01,19727,0.499569118467076,0.226086074922695,0.158310944390936,0.136412024129366,0.278653621939474,19,,,9855.00000000001,4460.00000000001,3122.99999999999,2691,5497,9453,
2006-09-01,18825,0.494289508632138,0.248074369189907,0.175511288180611,0.146135458167331,0.278778220451527,19,,,9305,4670,3304,2751.00000000001,5248,8099.99999999999,
2006-10-01,18165,0.487420864299477,0.270244976603358,0.189760528488852,0.158161299201762,0.280979906413432,19,,,8854,4909,3447,2873.00000000001,5103.99999999999,6936,
2006-11-01,18088,0.489164086687307,0.291187527642636,0.209586466165414,0.168730650154799,0.286930561698364,19,,,8848.00000000001,5267,3791.00000000001,3052,5190.00000000001,5977.99999999999,
2006-12-01,18948,0.486594891281402,0.32225036943213,0.222767574414186,0.173685877137429,0.2964428963479,19,,,9220.00000000001,6106,4221,3291,5617.00000000001,5330,
2007-01-01,19428,0.485845171916821,0.340487955528104,0.228175828700844,0.189777640518839,0.293905703108915,19,,,9439,6615.00000000001,4433,3687,5710,4693,
2007-02-01,19444,0.483799629705822,0.345710759103065,0.227165192347254,0.189210039086608,0.302766920386752,19,,,9407,6722,4417.00000000001,3679.00000000001,5887.00000000001,4625.99999999999,
2007-03-01,17722,0.486344656359327,0.336813000789979,0.224692472632886,0.198341045028778,0.291332806680962,19,,,8618.99999999999,5969.00000000001,3982.00000000001,3515,5163.00000000001,4255.99999999998,
2007-04-01,17141,0.489586371856951,0.338895046963421,0.226007817513564,0.20028003033662,0.290239775975731,19,,,8392,5809,3874,3433,4975.00000000001,4025,
2007-05-01,17335,0.493221805595616,0.339832708393424,0.227401211421979,0.197692529564465,0.28952985289876,19,,,8550,5891.00000000001,3942.00000000001,3427,5019.00000000001,4074.99999999999,
2007-06-01,17303,0.496156735826157,0.344448939490262,0.227937351904294,0.194417153094839,0.29399526093741,19,,,8585,5960,3944,3364,5087.00000000001,4035,
2007-07-01,17201,0.494971222603337,0.347130980756933,0.226556595546771,0.192139991860938,0.296785070635428,19,,,8514,5971.00000000001,3897.00000000001,3304.99999999999,5105,4027.99999999999,
2007-08-01,15938,0.497490274814908,0.345463671727946,0.228259505584139,0.1891077926967,0.286798845526415,19,,,7929,5506,3638.00000000001,3014,4571,3779.99999999998,
2007-09-01,15192,0.489928909952607,0.346893101632438,0.22577672459189,0.188651922064244,0.287124802527646,19,,,7443.00000000001,5270,3429.99999999999,2866,4362,3626.00000000002,
2007-10-01,14723,0.481627385723018,0.343204509950418,0.22515791618556,0.187733478231339,0.281939822047137,19,,,7090.99999999999,5053.00000000001,3315,2764,4151,3590.99999999999,
2007-11-01,14793,0.480632731697425,0.348340431285067,0.231122828364767,0.181842763469208,0.288109240857162,19,,,7110.00000000001,5153,3419,2689.99999999999,4262,3531.00000000001,
2007-12-01,15618,0.481623767447817,0.353118196952235,0.232680240747855,0.174926367012422,0.303752080932258,19,,,7522.00000000001,5515.00000000001,3634,2732.00000000001,4744.00000000001,3736.99999999999,
2008-01-01,16102,0.483480313004596,0.352999627375481,0.226307291019749,0.182648118246181,0.30281952552478,19,,,7785.00000000001,5684,3644,2941.00000000001,4876.00000000001,3833,
2008-02-01,16293,0.480083471429448,0.352359909163444,0.224943227152765,0.185171546062726,0.311913091511692,19,,,7822,5740.99999999999,3665,3017,5082,3870.00000000001,
2008-03-01,14648,0.480816493719279,0.337452211906062,0.220849262697979,0.196545603495358,0.299153468050246,19,,,7043,4943,3235,2879,4382,3591,
2008-04-01,14443,0.477878557086478,0.337187564910337,0.221560617600222,0.197188949664197,0.300491587620301,19,,,6902,4870,3200.00000000001,2848,4340.00000000001,3525,
2008-05-01,14444,0.479160897258377,0.339725837718084,0.222929936305732,0.195513708114096,0.303655497092218,19,,,6921,4907.00000000001,3219.99999999999,2824,4386,3493,
2008-06-01,14825,0.478448566610455,0.344350758853288,0.222529510961214,0.195345699831366,0.312580101180438,19,,,7093,5104.99999999999,3299,2896,4633.99999999999,3525.00000000001,
2008-07-01,15239,0.477327908655424,0.345232626812783,0.22140560404226,0.193582256053547,0.322724588227574,19,,,7274.00000000001,5261,3374,2950,4918,3654,
2008-08-01,14235,0.482472778363189,0.344783983140148,0.223112047769582,0.193396557780119,0.32581664910432,19,,,6868,4908.00000000001,3176,2752.99999999999,4638,3398,
2008-09-01,13985,0.484161601716124,0.346514122273865,0.219163389345728,0.195852699320701,0.323060421880586,19,,,6770.99999999999,4846,3065.00000000001,2739,4517.99999999999,3334.99999999999,
2008-10-01,13671,0.484383000512033,0.34152585765489,0.21944261575598,0.198815009874918,0.32806671055519,19,,,6622,4669,3000,2718,4485,3283.99999999999,
2008-11-01,14212,0.481775963974106,0.340768364762173,0.227905994933859,0.194976076555024,0.333239515902055,19,,,6846.99999999999,4843,3239,2771,4736.00000000001,3358.99999999999,
2008-12-01,15857,0.479661978936747,0.345967080784512,0.224884908873053,0.191335057072586,0.340543608500977,19,,,7606,5486.00000000001,3566,3034,5399.99999999999,3771,
2009-01-01,16664,0.477856457033125,0.344035045607297,0.221315410465675,0.200252040326452,0.344335093614978,19,,,7963,5733,3688.00000000001,3337,5737.99999999999,3906,
2009-02-01,17862,0.482028888142425,0.341115216661068,0.221419773821521,0.208263352368156,0.355223379240847,19,,,8610,6093,3955.00000000001,3720,6345.00000000001,4093.99999999999,
2009-03-01,17234,0.48885923175119,0.329232911686202,0.21904375072531,0.219275850063827,0.351514448183823,19,,,8425.00000000001,5674.00000000001,3774.99999999999,3778.99999999999,6058.00000000001,4006.00000000001,
2009-04-01,17075,0.495344070278185,0.327496339677892,0.218740849194729,0.221200585651537,0.350629575402635,19,,,8458.00000000001,5592.00000000001,3735,3776.99999999999,5986.99999999999,3971,
2009-05-01,17615,0.495089412432586,0.331024694862333,0.21896111268805,0.219472040874255,0.354640931024695,19,,,8721,5831,3857,3866,6247,4061,
2009-06-01,18454,0.504606047469383,0.336187276471226,0.214587623279506,0.218705971605072,0.365882735450309,19,,,9311.99999999999,6204.00000000001,3960,4036,6752,4253.99999999999,
2009-07-01,18984,0.505372945638432,0.335229667088074,0.214601769911504,0.217130214917826,0.376211546565529,19,,,9594,6364,4073.99999999999,4122.00000000001,7142,4424,
2009-08-01,17874,0.509287232852188,0.327179142889113,0.216963186751706,0.219257021371825,0.380328969452837,19,,,9103.00000000001,5848.00000000001,3877.99999999999,3919,6798.00000000001,4229,
2009-09-01,17608,0.510393003180373,0.329225352112676,0.215413448432531,0.219104952294412,0.387607905497501,19,,,8987.00000000001,5797,3793.00000000001,3858.00000000001,6825,4159.99999999999,
2009-10-01,16983,0.509921686392275,0.327327327327327,0.214214214214214,0.221633398103986,0.39480657127716,19,,,8660.00000000001,5558.99999999999,3638,3763.99999999999,6705.00000000001,4022.00000000002,
2009-11-01,17000,0.506352941176471,0.322882352941176,0.218411764705882,0.222235294117647,0.403705882352941,19,,,8608.00000000001,5488.99999999999,3712.99999999999,3778,6863,4020.00000000001,
2009-12-01,18447,0.505014365479482,0.330677074863121,0.218843172331544,0.218192660053125,0.413996855857321,19,,,9316,6099.99999999999,4036.99999999999,4025,7637,4285.00000000002,
2010-01-01,19240,0.503274428274428,0.329677754677755,0.217619542619543,0.221829521829522,0.419386694386694,19,,,9683,6343.00000000001,4187.00000000001,4268,8068.99999999999,4441.99999999998,
2010-02-01,19610,0.500713921468639,0.336664966853646,0.216777154513004,0.224426313105558,0.434472208057114,19,,,9819.00000000001,6602,4251.00000000001,4400.99999999999,8520.00000000001,4356,
2010-03-01,18032,0.508762200532387,0.32370230700976,0.209072759538598,0.241404170363798,0.445430346051464,19,,,9174,5836.99999999999,3770,4353.00000000001,8032,4072,
2010-04-01,17642,0.509466046933454,0.318784718285909,0.209500056682916,0.246060537354042,0.459301666477724,19,,,8988,5624.00000000001,3696,4341.00000000001,8103.00000000001,3980.99999999998,
2010-05-01,18067,0.509713842918027,0.318536558366082,0.208944484419107,0.247135661703659,0.46864448995406,19,,,9209,5755,3775.00000000001,4465.00000000001,8467,4071.99999999998,
2010-06-01,18779,0.509718302359018,0.322381383460248,0.209169817349167,0.246232493743011,0.481495287288993,19,,,9572,6054,3928.00000000001,4624,9042,4172.99999999999,
2010-07-01,19288,0.510783907092493,0.327353795105765,0.206656988801327,0.240564081294069,0.493415595188718,19,,,9852.00000000001,6314,3986,4640,9516.99999999999,4348.00000000001,
2010-08-01,18474,0.506928656490203,0.322128396665584,0.209321208184475,0.241853415611129,0.503301937858612,19,,,9365.00000000001,5951,3866.99999999999,4468,9298,4188.00000000001,
