income,income_budget_year,income_future_year,etr_pre_budget_2026,etr_budget_year,etr_future_year,diff,diff_doll
131500,138157.1875,176852.880388388,0.229946768060837,0.22923280321554,0.260032890856569,0.0308000876410288,4050.21152479529
132000,138682.5,177525.324800511,0.230212121212121,0.229766012294269,0.260449432936658,0.0306834206423885,4050.21152479529
132500,139207.8125,178197.769212634,0.230475471698113,0.230295197153536,0.260862831302935,0.0305676341493985,4050.21152479529
133000,139733.125,178870.213624758,0.230736842105263,0.230820403179275,0.261273121410818,0.0304527182315436,4050.21152479529
133500,140258.4375,179542.658036881,0.230996254681648,0.23134167507748,0.261680338184561,0.0303386631070809,4050.2115247953
134000,140783.75,180215.102449004,0.231253731343284,0.231859056886892,0.262084516027156,0.0302254591402633,4050.21152479529
134500,141309.0625,180887.546861127,0.231509293680297,0.232372591991402,0.262485688830029,0.0301130968386267,4050.21152479529
135000,141834.375,181559.99127325,0.231762962962963,0.232882323132174,0.26288388998251,0.0300015668503355,4050.21152479529
135500,142359.6875,182232.435685373,0.232273062730627,0.23338829241951,0.263279152381098,0.0298908599615889,4050.21152479529
136000,142885,182904.880097496,0.232779411764706,0.233890541344438,0.263671508438521,0.029780967094083,4050.21152479529
136500,143410.3125,183577.32450962,0.233282051282051,0.234389110790063,0.264060990092592,0.0296718793025296,4050.21152479529
137000,143935.625,184249.768921743,0.23378102189781,0.234884041042654,0.264447628814882,0.0295635877722284,4050.21152479529
137500,144460.9375,184922.213333866,0.234276363636364,0.235375371802499,0.264831455619192,0.0294560838166931,4050.2115247953
138000,144986.25,185594.657745989,0.234768115942029,0.235863142194518,0.265212501069847,0.0293493588753282,4050.21152479529
138500,145511.5625,186267.102158112,0.235256317689531,0.236347390778654,0.265590795289811,0.0292434045111573,4050.21152479529
139000,146036.875,186939.546570235,0.235741007194245,0.236828155560026,0.265966367968625,0.0291382124085992,4050.21152479529
139500,146562.1875,187611.990982358,0.236222222222222,0.237305473998878,0.266339248370171,0.0290337743712924,4050.21152479529
140000,147087.5,188284.435394482,0.2367,0.237779383020311,0.266709465340277,0.0289300823199664,4050.21152479529
140500,147612.8125,188956.879806605,0.237174377224199,0.238249919023798,0.267077047314155,0.028827128290358,4050.21152479529
141000,148138.125,189629.324218728,0.237645390070922,0.238717117892507,0.26744202232368,0.0287249044311723,4050.21152479529
141500,148663.4375,190301.768630851,0.238113074204947,0.239181015002428,0.267931276996114,0.0287502619936862,4068.16207210659
142000,149188.75,190974.213042974,0.238577464788732,0.239641645231293,0.268572364048945,0.0289307188176521,4108.1620721066
142500,149714.0625,191646.657455097,0.239038596491228,0.240099042967323,0.269208952245264,0.0291099092779411,4148.1620721066
143000,150239.375,192319.101867221,0.239496503496504,0.240553242117787,0.269841088775875,0.0292878466580881,4188.1620721066
143500,150764.6875,192991.546279344,0.239951219512195,0.241004276117377,0.270468820173869,0.029464544056492,4228.16207210661
144000,151290,193663.990691467,0.240402777777778,0.241452177936414,0.271092192326043,0.0296400143896292,4268.1620721066
144500,151815.3125,194336.43510359,0.240851211072664,0.241896980088883,0.271711250484084,0.0298142703952014,4308.1620721066
145000,152340.625,195008.879515713,0.241296551724138,0.2423387146403,0.272326039275518,0.0299873246352179,4348.1620721066
145500,152865.9375,195681.323927836,0.24173883161512,0.24277741321542,0.272936602714434,0.0301591894990144,4388.1620721066
146000,153391.25,196353.768339959,0.242178082191781,0.243213107005778,0.273542984211987,0.0303298772062096,4428.1620721066
146500,153916.5625,197026.212752083,0.24261433447099,0.243645826777089,0.27414522658669,0.0304993998096014,4468.1620721066
147000,154441.875,197698.657164206,0.243047619047619,0.244075602876487,0.274743372074491,0.0306677691980041,4508.1620721066
147500,154967.1875,198371.101576329,0.243477966101695,0.244502465239617,0.275337462338645,0.0308349970990278,4548.16207210661
148000,155492.5,199043.545988452,0.243905405405405,0.244926443397592,0.275927538479393,0.0310010950818014,4588.1620721066
148500,156017.8125,199715.990400575,0.244329966329966,0.245347566483795,0.276513641043435,0.0311660745596404,4628.1620721066
149000,156543.125,200388.434812698,0.244751677852349,0.245765863240561,0.277095810033222,0.0313299467926617,4668.16207210659
149500,157068.4375,201060.879224821,0.245170568561873,0.246181362025709,0.277674084916055,0.0314927228903452,4708.1620721066
150000,157593.75,201733.323636945,0.245586666666667,0.246594090818957,0.278248504633001,0.031654413814044,4748.1620721066
150500,158119.0625,202405.768049068,0.246,0.247004077228196,0.278819107607642,0.0318150303794459,4788.1620721066
151000,158644.375,203078.212461191,0.24641059602649,0.247411348495653,0.279385931754637,0.0319745832589841,4828.1620721066
151500,159169.6875,203750.656873314,0.246818481848185,0.247815931503918,0.27994901448812,0.032133082984202,4868.1620721066
152000,159695,204423.101285437,0.247223684210526,0.248217852781865,0.280508392729935,0.0322905399480697,4908.1620721066
152500,160220.3125,205095.54569756,0.247626229508197,0.248617138510449,0.281064102917706,0.0324469644072564,4948.1620721066
153000,160745.625,205767.990109683,0.24802614379085,0.249013814528389,0.281616181012746,0.0326023664843569,4988.1620721066
153500,161270.9375,206440.434521807,0.24842345276873,0.249407906337743,0.282164662507819,0.0327567561700756,5028.1620721066
154000,161796.25,207112.87893393,0.248818181818182,0.249799439109374,0.282709582434741,0.0329101433253675,5068.1620721066
154500,162321.5625,207785.323346053,0.249210355987055,0.250188437688308,0.283250975371846,0.0330625376835379,5108.16207210661
155000,162846.875,208457.767758176,0.2496,0.250574926598991,0.283788875451291,0.0332139488523007,5148.1620721066
155500,163372.1875,209130.212170299,0.249987138263666,0.250958930050441,0.284323316366239,0.0333643863157981,5188.1620721066
156000,163897.5,209802.656582422,0.250371794871795,0.251340471941305,0.284854331377886,0.0335138594365808,5228.16207210661
156500,164422.8125,210475.100994546,0.250753993610224,0.251719575864815,0.285381953322365,0.0336623774575501,5268.1620721066
157000,164948.125,211147.545406669,0.251133757961783,0.252096265113653,0.285906214617517,0.0338099495038637,5308.1620721066
157500,165473.4375,211819.989818792,0.251511111111111,0.252470562684721,0.286427147269525,0.0339565845848038,5348.1620721066
158000,165998.75,212492.434230915,0.251886075949367,0.25284249128382,0.286944782879431,0.0341022915956114,5388.1620721066
158500,166524.0625,213164.878643038,0.252258675078864,0.253212073330243,0.287459152649528,0.0342470793192846,5428.16207210661
159000,167049.375,213837.323055161,0.25262893081761,0.25357933096128,0.287970287389624,0.0343909564283434,5468.1620721066
159500,167574.6875,214509.767467284,0.252996865203762,0.253944286036637,0.288478217523198,0.0345339314865618,5508.1620721066
160000,168100,215182.211879408,0.2533625,0.254306960142772,0.288982973093438,0.0346760129506662,5548.1620721066
160500,168625.3125,215854.656291531,0.253725856697819,0.254667374597156,0.28948458376916,0.0348172091720037,5588.1620721066
161000,169150.625,216527.100703654,0.254086956521739,0.255025550452444,0.289983078850622,0.0349575283981777,5628.16207210661
161500,169675.9375,217199.545115777,0.254445820433437,0.255381508500579,0.290478487275233,0.0350969787746538,5668.1620721066
162000,170201.25,217871.9895279,0.254802469135802,0.255735269276812,0.290970837623149,0.035235568346337,5708.1620721066
162500,170726.5625,218544.433940023,0.255156923076923,0.256086853063653,0.29146015812277,0.0353733050591175,5748.1620721066
163000,171251.875,219216.878352146,0.255509202453988,0.256436279894746,0.291946476656136,0.0355101967613902,5788.16207210661
163500,171777.1875,219889.32276427,0.255859327217125,0.256783569558676,0.292429820764221,0.035646251205545,5828.16207210661
164000,172302.5,220561.767176393,0.256207317073171,0.257128741602705,0.292910217652135,0.0357814760494305,5868.1620721066
164500,172827.8125,221234.211588516,0.256553191489362,0.257471815336435,0.293387694194226,0.0359158788577909,5908.16207210659
165000,173353.125,221906.656000639,0.25689696969697,0.257812809835415,0.293862276939092,0.0360494671036764,5948.1620721066
165500,173878.4375,222579.100412762,0.257238670694864,0.258151743944674,0.294333992114502,0.0361822481698284,5988.1620721066
166000,174403.75,223251.544824885,0.257578313253012,0.25848863628219,0.29480286563223,0.0363142293500398,6028.16207210661
166500,174929.0625,223923.989237009,0.257915915915916,0.258823505242304,0.295268923092794,0.0364454178504901,6068.1620721066
167000,175454.375,224596.433649132,0.258251497005988,0.259156368999063,0.295732189790121,0.0365758207910575,6108.16207210661
167500,175979.6875,225268.878061255,0.258585074626866,0.259487245509514,0.29619269071612,0.0367054452066066,6148.1620721066
168000,176505,225941.322473378,0.258916666666667,0.259816152516926,0.296650450565179,0.0368342980482536,6188.16207210661
168500,177030.3125,226613.766885501,0.259246290801187,0.260143107553968,0.297105493738577,0.0369623861846089,6228.1620721066
169000,177555.625,227286.211297624,0.259573964497041,0.26046812794582,0.297557844348817,0.0370897164029976,6268.1620721066
169500,178080.9375,227958.655709747,0.259899705014749,0.260791230813236,0.298007526223895,0.0372162954106584,6308.1620721066
170000,178606.25,228631.100121871,0.260223529411765,0.26111243307555,0.298454562911471,0.0373421298359212,6348.1620721066
170500,179131.5625,229303.544533994,0.260545454545455,0.261431751453628,0.298898977682992,0.0374672262293642,6388.1620721066
171000,179656.875,229975.988946117,0.260865497076023,0.261749202472769,0.29934079353772,0.0375915910649509,6428.1620721066
171500,180182.1875,230648.43335824,0.261183673469388,0.26206480246556,0.299780033206706,0.0377152307411464,6468.1620721066
172000,180707.5,231320.877770363,0.2615,0.262378567574672,0.300216719156687,0.0378381515820151,6508.16207210661
172500,181232.8125,231993.322182486,0.261814492753623,0.262690513755615,0.300650873593914,0.0379603598382991,6548.16207210659
173000,181758.125,232665.766594609,0.262127167630058,0.263000656779442,0.30108251846792,0.0380818616884775,6588.16207210661
173500,182283.4375,233338.211006733,0.262438040345821,0.26330901223541,0.301511675475217,0.0382026632398075,6628.1620721066
174000,182808.75,234010.655418856,0.262747126436782,0.263615595533584,0.301938366062932,0.0383227705293483,6668.1620721066
174500,183334.0625,234683.099830979,0.263054441260745,0.263920421907413,0.302362611432379,0.0384421895249661,6708.16207210659
175000,183859.375,235355.544243102,0.26336,0.264223506416249,0.302784432542572,0.0385609261263234,6748.1620721066
175500,184384.6875,236027.988655225,0.263663817663818,0.264524863947826,0.303203850113676,0.0386789861658495,6788.16207210659
176000,184910,236700.433067348,0.263965909090909,0.264824509220702,0.303620884630399,0.0387963754096967,6828.16207210661
176500,185435.3125,237372.877479471,0.264266288951841,0.265122456786649,0.304035556345327,0.0389130995586776,6868.1620721066
177000,185960.625,238045.321891595,0.264564971751412,0.265418721033014,0.304447885282204,0.0390291642491898,6908.1620721066
177500,186485.9375,238717.766303718,0.264861971830986,0.265713316185034,0.304857891239156,0.0391445750541217,6948.1620721066
178000,187011.25,239390.210715841,0.265157303370787,0.26600625630811,0.305265593791855,0.0392593374837449,6988.1620721066
178500,187536.5625,240062.655127964,0.265450980392157,0.266297555310048,0.305671012296639,0.0393734569865916,7028.1620721066
179000,188061.875,240735.099540087,0.265743016759777,0.26658722694326,0.306074165893576,0.0394869389503162,7068.16207210661
179500,188587.1875,241407.54395221,0.266033426183844,0.266875284806928,0.306475073509472,0.0395997887025437,7108.1620721066
180000,189112.5,242079.988364333,0.266322222222222,0.267161742349131,0.306873753860834,0.0397120115117033,7148.1620721066
180500,189637.8125,242752.432776457,0.266609418282548,0.267446612868939,0.307270225456788,0.0398236125878482,7188.1620721066
181000,190163.125,243424.87718858,0.266895027624309,0.267798534810574,0.307664506601935,0.0398659717913607,7215.74089423629
181500,190688.4375,244097.321600703,0.267179063360882,0.268300467221564,0.308056615399174,0.0397561481776104,7215.74089423628
182000,191213.75,244769.766012826,0.267461538461538,0.268799641762164,0.308446569752473,0.0396469279903092,7215.74089423628
182500,191739.0625,245442.210424949,0.267742465753425,0.269296081099802,0.30883438736959,0.0395383062697878,7215.74089423628
183000,192264.375,246114.654837072,0.268021857923497,0.269789807654174,0.309220085764755,0.0394302781105809,7215.7408942363
183500,192789.6875,246787.099249196,0.268299727520436,0.27028084360062,0.309603682261309,0.0393228386606883,7215.7408942363
184000,193315,247459.543661319,0.268576086956522,0.270769210873445,0.309985193994294,0.0392159831208495,7215.7408942363
184500,193840.3125,248131.988073442,0.268850948509485,0.271254931169181,0.310364637913009,0.0391097067438281,7215.74089423629
185000,194365.625,248804.432485565,0.269124324324324,0.271738025949805,0.310742030783514,0.0390040048337097,7215.74089423629
185500,194890.9375,249476.876897688,0.269396226415094,0.272218516445897,0.311117389191106,0.0388988727452091,7215.74089423629
186000,195416.25,250149.321309811,0.269666666666667,0.272696423659752,0.311490729542743,0.0387943058829908,7215.74089423629
186500,195941.5625,250821.765721934,0.269935656836461,0.273171768368439,0.311862068069438,0.0386902997009989,7215.7408942363
187000,196466.875,251494.210134058,0.27020320855615,0.273644571126812,0.31223142082861,0.0385868497017984,7215.7408942363
187500,196992.1875,252166.654546181,0.270469333333333,0.274114852270474,0.312598803706401,0.0384839514359269,7215.74089423629
188000,197517.5,252839.098958304,0.270734042553192,0.274582631918691,0.312964232419948,0.0383816005012569,7215.7408942363
188500,198042.8125,253511.543370427,0.270997347480106,0.275047929977262,0.313327722519629,0.0382797925423676,7215.74089423629
189000,198568.125,254183.98778255,0.271259259259259,0.275510766141343,0.313689289391271,0.0381785232499275,7215.7408942363
189500,199093.4375,254856.432194673,0.271519788918206,0.275971159898226,0.314048948258312,0.038077788360086,7215.7408942363
190000,199618.75,255528.876606796,0.271778947368421,0.276429130530073,0.314406714183948,0.0379775836538752,7215.74089423629
190500,200144.0625,256201.32101892,0.272246719160105,0.276884697116608,0.314762602073229,0.0378779049566209,7215.74089423628
191000,200669.375,256873.765431043,0.272712041884817,0.277337878537769,0.315116626675132,0.0377787481373628,7215.74089423629
191500,201194.6875,257546.209843166,0.273174934725849,0.277788693476313,0.315468802584596,0.0376801091082835,7215.74089423629
192000,201720,258218.654255289,0.273635416666667,0.278237160420385,0.315819144244532,0.0375819838241473,7215.74089423629
192500,202245.3125,258891.098667412,0.274093506493507,0.278683297666046,0.316167665947793,0.037484368281747,7215.74089423629
193000,202770.625,259563.543079535,0.274549222797928,0.279127123319761,0.31651438183912,0.037387258519359,7215.74089423629
193500,203295.9375,260235.987491659,0.275002583979328,0.279568655300847,0.316859305917055,0.0372906506162082,7215.74089423629
194000,203821.25,260908.431903782,0.275453608247423,0.280007911343886,0.317202452035825,0.0371945406919396,7215.74089423629
194500,204346.5625,261580.876315905,0.275902313624679,0.2804449090011,0.317543833907199,0.0370989249060991,7215.74089423628
195000,204871.875,262253.320728028,0.276348717948718,0.280879665644686,0.317883465102308,0.037003799457622,7215.74089423629
195500,205397.1875,262925.765140151,0.27679283887468,0.281312198469125,0.318221359053453,0.0369091605843289,7215.74089423629
196000,205922.5,263598.209552274,0.277234693877551,0.281742524493438,0.318557529055868,0.0368150045624301,7215.7408942363
196500,206447.8125,264270.653964397,0.277674300254453,0.282170660563429,0.318891988269466,0.0367213277060371,7215.74089423629
197000,206973.125,264943.098376521,0.278111675126904,0.282596623353877,0.319224749720559,0.0366281263666817,7215.74089423629
197500,207498.4375,265615.542788644,0.278546835443038,0.283020429370703,0.319555826303545,0.036535396932842,7215.7408942363
198000,208023.75,266287.987200767,0.278979797979798,0.2834420949531,0.319885230782576,0.0364431358294762,7215.74089423628
198500,208549.0625,266960.43161289,0.279410579345088,0.283861636275637,0.3202129757932,0.0363513395175631,7215.74089423628
199000,209074.375,267632.876025013,0.279839195979899,0.284279069350321,0.320539073843971,0.0362600044936497,7215.74089423629
199500,209599.6875,268305.320437136,0.280265664160401,0.284694410028641,0.320863537318046,0.036169127289405,7215.7408942363
2e+05,210125,268977.764849259,0.28069,0.285107674003569,0.321186378474751,0.0360787044711814,7215.74089423629
