scenario,scenario_short,scenario_label,year,total_log_change_pp,component,contribution_pp,accounting_block,component_label
BAU1,BAU median damage,"Business as usual, median damage",1990,-101.301800134936,EFFLABS,-31.0261064073037,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1991,-98.6528578790111,EFFLABS,-29.4274989016042,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1992,-96.0314827045494,EFFLABS,-27.653633671636,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1993,-93.1517063736671,EFFLABS,-25.7360161033652,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1994,-89.8500658769144,EFFLABS,-23.723615135807,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1995,-86.3285287892872,EFFLABS,-21.6576409074218,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1996,-82.7244309848393,EFFLABS,-19.5735045759063,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1997,-78.9756780524368,EFFLABS,-17.5243781105063,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1998,-75.1919116794433,EFFLABS,-15.5719046335989,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",1999,-71.4849392209949,EFFLABS,-13.7738166437137,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2000,-67.945029272558,EFFLABS,-12.1712963634455,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2001,-64.6868043551091,EFFLABS,-10.7849827854004,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2002,-61.4526551494375,EFFLABS,-9.62622775577131,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2003,-58.1486097263952,EFFLABS,-8.69625695417788,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2004,-54.8346108042807,EFFLABS,-7.97986442599843,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2005,-51.5059753228673,EFFLABS,-7.45355116015851,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2006,-48.2485951519401,EFFLABS,-7.07299653822098,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2007,-45.0481685151022,EFFLABS,-6.7899701729381,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2008,-41.9077365391281,EFFLABS,-6.56106753003183,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2009,-38.9993500104907,EFFLABS,-6.33930333171655,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2010,-36.2960027265707,EFFLABS,-6.09168739777637,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2011,-33.6398130302701,EFFLABS,-5.79780471475786,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2012,-30.872849792172,EFFLABS,-5.45180386418291,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2013,-28.1297545757308,EFFLABS,-5.06234749135981,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2014,-25.4900535870636,EFFLABS,-4.63645348902588,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2015,-22.947639817313,EFFLABS,-4.17951674209824,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2016,-20.5392989226521,EFFLABS,-3.68511711996362,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2017,-18.1785400438187,EFFLABS,-3.18734485475805,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2018,-15.7816413208959,EFFLABS,-2.7036181037877,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2019,-13.409320138225,EFFLABS,-2.23698740710674,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2020,-11.0614212749649,EFFLABS,-1.7783898475205,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2021,-9.05392989499738,EFFLABS,-1.31550119668447,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2022,-6.70961481545938,EFFLABS,-0.858764380686594,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2023,-4.47266678306839,EFFLABS,-0.559213482706511,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2024,-2.23503637821736,EFFLABS,-0.299550897980438,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2025,0,EFFLABS,0,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2026,2.21313458362253,EFFLABS,0.29955089797955,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2027,4.59874363654294,EFFLABS,0.767802733651557,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2028,7.07988407595046,EFFLABS,1.38109540306992,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2029,9.62616523347037,EFFLABS,2.11898381956139,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2030,12.2148109078083,EFFLABS,2.96381833944555,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2031,14.8293513277061,EFFLABS,3.9001466183878,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2032,17.4583341377666,EFFLABS,4.91449843169391,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2033,20.094566757874,EFFLABS,5.99540855602108,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2034,22.7335953333487,EFFLABS,7.13277770490883,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2035,25.3729521676068,EFFLABS,8.31777819278639,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2036,28.0104558528109,EFFLABS,9.54283455128664,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2037,30.6425891504993,EFFLABS,10.8013323193264,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2038,33.2710411377274,EFFLABS,12.0875912885348,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2039,35.8973008827334,EFFLABS,13.396664324307,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2040,38.5220885135194,EFFLABS,14.7241447077509,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2041,41.1468089092171,EFFLABS,16.0663916017867,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2042,43.7731989971944,EFFLABS,17.4203310623904,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2043,46.4017279308301,EFFLABS,18.7831896475755,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2044,49.03062762702,EFFLABS,20.1525602911786,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2045,51.6555300904738,EFFLABS,21.5263839647013,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2046,54.2690824768339,EFFLABS,22.9030836782979,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2047,56.8615819095452,EFFLABS,24.2810095897175,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2048,59.4234568275983,EFFLABS,25.6590402149644,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2049,61.9494751182,EFFLABS,27.0358911939033,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2050,64.4393503831804,EFFLABS,28.4108496711783,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2051,66.8975952710895,EFFLABS,29.7830260213216,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2052,69.3315171850017,EFFLABS,31.1517880836778,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2053,71.7493091313347,EFFLABS,32.5165373865795,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2054,74.1592098152669,EFFLABS,33.8769126834933,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2055,76.5687178256183,EFFLABS,35.2324379717203,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2056,78.9839104438464,EFFLABS,36.5828630464076,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2057,81.4079983111078,EFFLABS,37.9278867333117,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2058,83.8408140294369,EFFLABS,39.2672900388243,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2059,86.2792448355553,EFFLABS,40.600994951299,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2060,88.7195890290105,EFFLABS,41.9288664025114,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2061,91.1593909839578,EFFLABS,43.2507161322331,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2062,93.5968849447789,EFFLABS,44.5666131886073,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2063,96.0297864657143,EFFLABS,45.8764434300239,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2064,98.4548934144396,EFFLABS,47.1801604821101,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2065,100.867956498261,EFFLABS,48.4777815161909,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2066,103.264123828095,EFFLABS,49.769383244918,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2067,105.637731327518,EFFLABS,51.0549830982875,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2068,107.982511871524,EFFLABS,52.3345429359795,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2069,110.292421223987,EFFLABS,53.6082528856117,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2070,112.562517066754,EFFLABS,54.8760741672682,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2071,114.790206691113,EFFLABS,56.1381905808295,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2072,116.976594207055,EFFLABS,57.3945628278221,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2073,119.126696425895,EFFLABS,58.6453686903152,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2074,121.248095455458,EFFLABS,59.8906737597366,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2075,123.348749949325,EFFLABS,61.1305941968565,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2076,125.435701650096,EFFLABS,62.3651908590642,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2077,127.515500774748,EFFLABS,63.594523320015,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2078,129.594829069457,EFFLABS,64.818750143427,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2079,131.679848450251,EFFLABS,66.0379248040478,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2080,133.774483820194,EFFLABS,67.2521486334283,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2081,135.879507657928,EFFLABS,68.461519584887,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2082,137.992459559231,EFFLABS,69.6661801025273,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2083,140.108106667242,EFFLABS,70.8661728603044,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2084,142.22011038982,EFFLABS,72.0616330353852,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2085,144.322865157937,EFFLABS,73.2525985505667,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2086,146.412979845836,EFFLABS,74.4391977813669,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2087,148.489145740098,EFFLABS,75.621554248243,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2088,150.551527917617,EFFLABS,76.7997423349314,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2089,152.600475772397,EFFLABS,77.9738339934387,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2090,154.635968153299,EFFLABS,79.1439856873151,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2091,156.657924343641,EFFLABS,80.3101758856663,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2092,158.665824084105,EFFLABS,81.4725970772058,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2093,160.659233178949,EFFLABS,82.6313079529257,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2094,162.638853734744,EFFLABS,83.7864067540588,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2095,164.606337624594,EFFLABS,84.9379469964161,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2096,166.56395507427,EFFLABS,86.0860614909598,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2097,168.513258262432,EFFLABS,87.2307975715442,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2098,170.454436875626,EFFLABS,88.3723198331502,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2099,172.387015545005,EFFLABS,89.5106293955905,potential_output,Trend labour efficiency
BAU1,BAU median damage,"Business as usual, median damage",2100,174.310887536832,EFFLABS,90.6458439553148,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1990,-101.301800134936,EFFLABS,-31.0261064073037,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1991,-98.6528578790111,EFFLABS,-29.4274989016042,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1992,-96.0314827045494,EFFLABS,-27.653633671636,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1993,-93.1517063736671,EFFLABS,-25.7360161033652,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1994,-89.8500658769144,EFFLABS,-23.723615135807,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1995,-86.3285287892872,EFFLABS,-21.6576409074218,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1996,-82.7244309848393,EFFLABS,-19.5735045759063,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1997,-78.9756780524368,EFFLABS,-17.5243781105063,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1998,-75.1919116794433,EFFLABS,-15.5719046335989,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",1999,-71.4849392209949,EFFLABS,-13.7738166437137,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2000,-67.945029272558,EFFLABS,-12.1712963634455,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2001,-64.6868043551091,EFFLABS,-10.7849827854004,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2002,-61.4526551494375,EFFLABS,-9.62622775577131,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2003,-58.1486097263952,EFFLABS,-8.69625695417788,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2004,-54.8346108042807,EFFLABS,-7.97986442599843,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2005,-51.5059753228673,EFFLABS,-7.45355116015851,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2006,-48.2485951519401,EFFLABS,-7.07299653822098,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2007,-45.0481685151022,EFFLABS,-6.7899701729381,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2008,-41.9077365391281,EFFLABS,-6.56106753003183,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2009,-38.9993500104907,EFFLABS,-6.33930333171655,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2010,-36.2960027265707,EFFLABS,-6.09168739777637,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2011,-33.6398130302701,EFFLABS,-5.79780471475786,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2012,-30.872849792172,EFFLABS,-5.45180386418291,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2013,-28.1297545757308,EFFLABS,-5.06234749135981,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2014,-25.4900535870636,EFFLABS,-4.63645348902588,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2015,-22.947639817313,EFFLABS,-4.17951674209824,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2016,-20.5392989226521,EFFLABS,-3.68511711996362,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2017,-18.1785400438187,EFFLABS,-3.18734485475805,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2018,-15.7816413208959,EFFLABS,-2.7036181037877,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2019,-13.409320138225,EFFLABS,-2.23698740710674,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2020,-11.0614212749649,EFFLABS,-1.7783898475205,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2021,-9.05392989499738,EFFLABS,-1.31550119668447,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2022,-6.70961481545938,EFFLABS,-0.858764380686594,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2023,-4.47266678306839,EFFLABS,-0.559213482706511,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2024,-2.23503637821736,EFFLABS,-0.299550897980438,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2025,0,EFFLABS,0,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2026,2.21313458362253,EFFLABS,0.29955089797955,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2027,4.56946129942857,EFFLABS,0.73841369726253,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2028,6.99544559214829,EFFLABS,1.29627972079565,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2029,9.4640174657119,EFFLABS,1.95607367376187,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2030,11.9551096006411,EFFLABS,2.70280622495314,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2031,14.4547724263635,EFFLABS,3.52359537141886,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2032,16.9539310471688,EFFLABS,4.40732490180267,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2033,19.4471631134309,EFFLABS,5.34428671664564,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2034,21.9318409672137,EFFLABS,6.32617829976194,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2035,24.4069665882645,EFFLABS,7.3458149466493,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2036,26.8715437077589,EFFLABS,8.39675697310867,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2037,29.3230469277564,EFFLABS,9.47329891234254,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2038,31.7640218943428,EFFLABS,10.57062489107,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2039,34.1967350082058,EFFLABS,11.6846920855098,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2040,36.6226001565522,EFFLABS,12.8118636492315,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2041,39.0437791197854,EFFLABS,13.9490625620354,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2042,41.4624428386727,EFFLABS,15.0938302854868,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2043,43.8797261468743,EFFLABS,16.2438902551836,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2044,46.2943992968683,EFFLABS,17.3975445449855,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2045,48.7025456108814,EFFLABS,18.5532463641696,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2046,51.0971656059684,EFFLABS,19.7095939426248,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2047,53.4689930407751,EFFLABS,20.8654799186606,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2048,55.808748159431,EFFLABS,22.0199993511574,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2049,58.111482710693,EFFLABS,23.1724394464917,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2050,60.3772373473454,EFFLABS,24.3220441728266,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2051,62.6107122434139,EFFLABS,25.4682403302926,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2052,64.8193531300603,EFFLABS,26.6107013543994,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2053,67.0116403841153,EFFLABS,27.7489708577184,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2054,69.1959272026924,EFFLABS,28.8827574090247,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2055,71.3798362927012,EFFLABS,30.0117836988072,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2056,73.5695366476243,EFFLABS,31.1358561851408,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2057,75.7684431128393,EFFLABS,32.2549300654337,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2058,77.9763816565314,EFFLABS,33.3687579909821,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2059,80.1903470440454,EFFLABS,34.477308576527,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2060,82.4066945259933,EFFLABS,35.5804861781342,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2061,84.6229908229141,EFFLABS,36.6782672425256,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2062,86.8374901048799,EFFLABS,37.7706307773904,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2063,89.0479191718917,EFFLABS,38.8574932611395,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2064,91.2511060341352,EFFLABS,39.9388405765542,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2065,93.4427946875481,EFFLABS,41.0147243544207,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2066,95.6181915698323,EFFLABS,42.0852584873542,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2067,97.7716282016811,EFFLABS,43.1503668298811,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2068,99.8968560189855,EFFLABS,44.2101626807078,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2069,101.987839851802,EFFLABS,45.2647560705437,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2070,104.039653162459,EFFLABS,46.314193566306,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2071,106.049717007017,EFFLABS,47.3585211882655,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2072,108.019142933053,EFFLABS,48.3979616026714,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2073,109.953044659913,EFFLABS,49.4325542859924,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2074,111.858982540445,EFFLABS,50.4623962063924,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2075,113.744971689794,EFFLABS,51.4876961396842,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2076,115.618098803294,EFFLABS,52.5085422077469,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2077,117.484999323148,EFFLABS,53.525132303267,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2078,119.352505955104,EFFLABS,54.5376018809099,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2079,121.226810183994,EFFLABS,55.5462469270463,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2080,123.11195997997,EFFLABS,56.5511347956448,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2081,125.008723163299,EFFLABS,57.5524387901982,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2082,126.914684958741,EFFLABS,58.5502727885659,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2083,128.824687019818,EFFLABS,59.5447997437352,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2084,130.73238074346,EFFLABS,60.5361768861695,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2085,132.632224978632,EFFLABS,61.524452312641,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2086,134.520829705849,EFFLABS,62.5098266823057,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2087,136.396945587375,EFFLABS,63.4923917980327,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2088,138.260757537936,EFFLABS,64.4722866603392,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2089,140.112685355702,EFFLABS,65.4496453134509,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2090,141.952698161867,EFFLABS,66.4245969961081,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2091,143.7807890401,EFFLABS,67.3972662865324,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2092,145.596439631466,EFFLABS,68.3678216123125,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2093,147.399307776361,EFFLABS,69.3363293409293,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2094,149.190126461317,EFFLABS,70.3029483447963,potential_output,Trend labour efficiency
BAU2,BAU high damage,"Business as usual, high damage",2095,150.97059717369,EFFLABS,71.2678315407741,potential_output,Trend labour efficiency
