scenario,scenario_short,scenario_label,year,total_log_change_pp,component,contribution_pp,accounting_block,component_label
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2012,-30.872849792172,EFFLABS,-5.45180386418291,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2013,-28.1297545757308,EFFLABS,-5.06234749135981,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2014,-25.4900535870636,EFFLABS,-4.63645348902588,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2015,-22.947639817313,EFFLABS,-4.17951674209824,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2016,-20.5392989226521,EFFLABS,-3.68511711996362,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2017,-18.1785400438187,EFFLABS,-3.18734485475805,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2018,-15.7816413208959,EFFLABS,-2.7036181037877,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2019,-13.409320138225,EFFLABS,-2.23698740710674,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2020,-11.0614212749649,EFFLABS,-1.7783898475205,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2021,-9.05392989499738,EFFLABS,-1.31550119668447,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2022,-6.70961481545938,EFFLABS,-0.858764380686594,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2023,-4.47266678306839,EFFLABS,-0.559213482706511,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2024,-2.23503637821736,EFFLABS,-0.299550897980438,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2025,0,EFFLABS,0,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2026,2.21313458362253,EFFLABS,0.29955089797955,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2027,4.35280078818607,EFFLABS,0.520723167866777,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2028,6.58524714299063,EFFLABS,0.88422774843,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2029,8.88047481752778,EFFLABS,1.36994204150138,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2030,11.2200531816363,EFFLABS,1.96443690879775,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2031,13.5906046830112,EFFLABS,2.65550524852358,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2032,15.9829175265841,EFFLABS,3.43187461994976,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2033,18.3908330968034,EFFLABS,4.28318135464991,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2034,20.8106170650016,EFFLABS,5.199925155015,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2035,23.2398001137714,EFFLABS,6.17340872565357,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2036,25.6758086190462,EFFLABS,7.19584479226949,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2037,28.1143931680145,EFFLABS,8.25956193716415,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2038,30.5561228110719,EFFLABS,9.35790950393827,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2039,33.0011811023503,EFFLABS,10.4847164558922,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2040,35.4487660533327,EFFLABS,11.6340340847694,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2041,37.8984990245435,EFFLABS,12.8003131166928,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2042,40.3498803635742,EFFLABS,13.9782316110479,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2043,42.8001429670676,EFFLABS,15.1618724610792,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2044,45.2440190786533,EFFLABS,16.3450954028935,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2045,47.672564234621,EFFLABS,17.521559573054,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2046,50.0725452769299,EFFLABS,18.683389874489,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2047,52.4262633184318,EFFLABS,19.8210305145498,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2048,54.7122858229926,EFFLABS,20.9213119140207,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2049,56.9069167746783,EFFLABS,21.9646237222481,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2050,58.9781484959982,EFFLABS,22.9177917628554,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2051,61.4897273158015,EFFLABS,24.3455600700194,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2052,63.9804976588895,EFFLABS,25.7733012137154,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2053,66.4565308237894,EFFLABS,27.1983221845867,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2054,68.9244528283808,EFFLABS,28.6185821018698,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2055,71.390788552484,EFFLABS,30.0327926390402,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2056,73.8609549879847,EFFLABS,31.4398785096222,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2057,76.337864556891,EFFLABS,32.8392403796009,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2058,78.8210263757303,EFFLABS,34.2305871933817,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2059,81.3073496384497,EFFLABS,35.6135801232847,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2060,83.7931716815639,EFFLABS,36.9881671742787,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2061,86.2760831286046,EFFLABS,38.3543028911225,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2062,88.7544648545887,EFFLABS,39.7122056781722,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2063,91.2261867947343,EFFLABS,41.0618317184397,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2064,93.6881853790808,EFFLABS,42.4033312262939,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2065,96.1363685128465,EFFLABS,43.7369737791677,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2066,98.5660524104627,EFFLABS,45.0628960722938,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2067,100.971715979896,EFFLABS,46.3812911753438,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2068,103.347238548184,EFFLABS,47.6922857897362,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2069,105.68670116751,EFFLABS,48.9961792207536,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2070,107.98527035074,EFFLABS,50.2930844378083,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2071,110.240471355959,EFFLABS,51.58322579992,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2072,112.45347516617,EFFLABS,52.8667059425382,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2073,114.629433959508,EFFLABS,54.1438478885681,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2074,116.776007522585,EFFLABS,55.4147405773573,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2075,118.901194435526,EFFLABS,56.6795794875693,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2076,121.012173156578,EFFLABS,57.938552532651,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2077,123.115516726229,EFFLABS,59.1917873429747,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2078,125.217984845723,EFFLABS,60.4394595627241,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2079,127.325758914943,EFFLABS,61.6817380665612,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2080,129.44285753373,EFFLABS,62.9186830646646,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2081,131.57005867841,EFFLABS,64.1505553317403,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2082,133.704949371603,EFFLABS,65.3773553913586,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2083,135.842361136525,EFFLABS,66.5993806491835,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2084,137.975924271789,EFFLABS,67.8165751616707,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2085,140.100104025239,EFFLABS,69.0292233754992,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2086,142.211530052197,EFFLABS,70.2373125952093,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2087,144.308884296836,EFFLABS,71.4410664661854,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2088,146.392382118776,EFFLABS,72.6405137905628,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2089,148.462362203584,EFFLABS,73.8358204725062,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2090,150.518829304351,EFFLABS,75.0270551174065,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2091,152.561723640296,EFFLABS,76.2143735047241,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2092,154.590561925822,EFFLABS,77.3978366313438,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2093,156.604933940686,EFFLABS,78.577634507014,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2094,158.605527180615,EFFLABS,79.7538195758081,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2095,160.594031606018,EFFLABS,80.92648520447,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2096,162.572679855913,EFFLABS,82.0957632645934,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2097,164.543075467257,EFFLABS,83.2616967889189,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2098,166.505360493377,EFFLABS,84.4243685709737,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2099,168.459084479955,EFFLABS,85.5838988418826,potential_output,Trend labour efficiency
ET3,ET high damage slow costs,"Accelerated transition, high damage, slow cost reduction",2100,170.404114562601,EFFLABS,86.7403625419458,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1990,-101.301800134936,EFFLABS,-31.0261064073037,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1991,-98.6528578790111,EFFLABS,-29.4274989016042,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1992,-96.0314827045494,EFFLABS,-27.653633671636,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1993,-93.1517063736671,EFFLABS,-25.7360161033652,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1994,-89.8500658769144,EFFLABS,-23.723615135807,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1995,-86.3285287892872,EFFLABS,-21.6576409074218,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1996,-82.7244309848393,EFFLABS,-19.5735045759063,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1997,-78.9756780524368,EFFLABS,-17.5243781105063,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1998,-75.1919116794433,EFFLABS,-15.5719046335989,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",1999,-71.4849392209949,EFFLABS,-13.7738166437137,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2000,-67.945029272558,EFFLABS,-12.1712963634455,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2001,-64.6868043551091,EFFLABS,-10.7849827854004,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2002,-61.4526551494375,EFFLABS,-9.62622775577131,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2003,-58.1486097263952,EFFLABS,-8.69625695417788,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2004,-54.8346108042807,EFFLABS,-7.97986442599843,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2005,-51.5059753228673,EFFLABS,-7.45355116015851,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2006,-48.2485951519401,EFFLABS,-7.07299653822098,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2007,-45.0481685151022,EFFLABS,-6.7899701729381,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2008,-41.9077365391281,EFFLABS,-6.56106753003183,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2009,-38.9993500104907,EFFLABS,-6.33930333171655,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2010,-36.2960027265707,EFFLABS,-6.09168739777637,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2011,-33.6398130302701,EFFLABS,-5.79780471475786,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2012,-30.872849792172,EFFLABS,-5.45180386418291,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2013,-28.1297545757308,EFFLABS,-5.06234749135981,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2014,-25.4900535870636,EFFLABS,-4.63645348902588,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2015,-22.947639817313,EFFLABS,-4.17951674209824,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2016,-20.5392989226521,EFFLABS,-3.68511711996362,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2017,-18.1785400438187,EFFLABS,-3.18734485475805,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2018,-15.7816413208959,EFFLABS,-2.7036181037877,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2019,-13.409320138225,EFFLABS,-2.23698740710674,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2020,-11.0614212749649,EFFLABS,-1.7783898475205,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2021,-9.05392989499738,EFFLABS,-1.31550119668447,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2022,-6.70961481545938,EFFLABS,-0.858764380686594,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2023,-4.47266678306839,EFFLABS,-0.559213482706511,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2024,-2.23503637821736,EFFLABS,-0.299550897980438,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2025,0,EFFLABS,0,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2026,2.21313458362253,EFFLABS,0.29955089797955,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2027,4.35280078818607,EFFLABS,0.520723167866777,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2028,6.5976697028038,EFFLABS,0.89676505167251,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2029,8.91626471239242,EFFLABS,1.40585520009058,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2030,11.2891484049584,EFFLABS,2.03385294800462,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2031,13.7021269382675,EFFLABS,2.76761047875294,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2032,16.1453038516825,EFFLABS,3.5950810512027,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2033,18.6118634826752,EFFLABS,4.50539296889545,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2034,21.0976270541202,EFFLABS,5.48862159857073,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2035,23.5997802567564,EFFLABS,6.5356429208121,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2036,26.1153649151854,EFFLABS,7.63815744072716,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2037,28.6400679583583,EFFLABS,8.78869931937398,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2038,31.1743967568319,EFFLABS,9.9804598390941,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2039,33.7187331577063,EFFLABS,11.2071993989233,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2040,36.272467476326,EFFLABS,12.4634970081349,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2041,38.8357474118628,EFFLABS,13.7442230223931,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2042,41.4087785693599,EFFLABS,15.044788151542,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2043,43.989971227559,EFFLABS,16.3603120963678,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2044,46.5754833028985,EFFLABS,17.6863796523547,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2045,49.1584671910974,EFFLABS,19.0184687552781,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2046,51.7287594700157,EFFLABS,20.3518900553068,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2047,54.2729382496574,EFFLABS,21.6815757387218,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2048,56.7763291003306,EFFLABS,23.0008937015668,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2049,59.2257270366748,EFFLABS,24.3009277449564,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2050,61.6075730430374,EFFLABS,25.5672108005514,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2051,64.1195464317004,EFFLABS,26.9942728467067,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2052,66.6106928685124,EFFLABS,28.4214520943827,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2053,69.087041803331,EFFLABS,29.8458994678263,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2054,71.5552921933803,EFFLABS,31.2656938572122,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2055,74.0219119066307,EFFLABS,32.6792976928182,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2056,76.4923316462852,EFFLABS,34.0858736549151,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2057,78.9694489457425,EFFLABS,35.484767611602,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2058,81.4528392708578,EFFLABS,36.8755632770165,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2059,83.9393166615633,EFFLABS,38.2580666482372,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2060,86.4252742899925,EFFLABS,39.6321623654419,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2061,88.9082819381407,EFFLABS,40.9978086043544,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2062,91.3867323212578,EFFLABS,42.3551577406002,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2063,93.8584781501902,EFFLABS,43.7042957999356,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2064,96.3204913352257,EFFLABS,45.0453688997881,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2065,98.7686608439024,EFFLABS,46.3785189403618,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2066,101.198290515248,EFFLABS,47.7038837612344,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2067,103.603901976926,EFFLABS,49.0217733750946,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2068,105.979324012899,EFFLABS,50.3323110653689,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2069,108.318679561989,EFFLABS,51.6356739185238,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2070,110.617122277315,EFFLABS,52.9320328177793,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2071,112.872172342401,EFFLABS,54.2216641324542,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2072,115.085034946719,EFFLABS,55.5047228098752,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2073,117.260841855426,EFFLABS,56.7814127669399,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2074,119.40722819345,EFFLABS,58.0518227898057,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2075,121.532247367292,EFFLABS,59.3161983540288,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2076,123.64303339672,EFFLABS,60.574722599273,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2077,125.746168251409,EFFLABS,61.8274683508115,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2078,127.848417173707,EFFLABS,63.0747107954456,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2079,129.955982752972,EFFLABS,64.3165119821571,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2080,132.072853803294,EFFLABS,65.5530321754064,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2081,134.199825615821,EFFLABS,66.7844255195254,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2082,136.334464013896,EFFLABS,68.0107917301509,potential_output,Trend labour efficiency
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2083,138.471613693454,EFFLABS,69.2323231276076,potential_output,Trend labour efficiency
