scenario,scenario_short,scenario_label,year,potential_gdp_volume_usd_2021_ppp,potential_gdp_per_capita_usd_2021_ppp,potential_gdp_growth_pct,trend_total_population,potential_gdp_growth_decimal,series
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2029,1.911496e+12,65314.45,2.34568337504271,29266046.6977112,0.0234568337504271,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2030,1.957396e+12,65968.51,2.40126058333368,29671669.0897243,0.0240126058333368,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2031,2.005202e+12,66680.86,2.44232643777753,30071632.3198919,0.0244232643777753,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2032,2.054796e+12,67444.24,2.47326703244861,30466583.8792763,0.0247326703244861,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2033,2.106109e+12,68252.56,2.49723086866045,30857585.1595952,0.0249723086866045,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2034,2.159118e+12,69100.76,2.51691626596724,31245935.3913306,0.0251691626596724,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2035,2.213824e+12,69984.65,2.53371978743171,31632993.3992226,0.0253371978743171,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2036,2.270221e+12,70900,2.54749248359401,32020049.6471058,0.0254749248359401,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2037,2.328267e+12,71841.81,2.55684358483161,32408244.2480297,0.0255684358483161,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2038,2.388027e+12,72808.88,2.56671593077598,32798573.7791874,0.0256671593077598,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2039,2.449566e+12,73800.03,2.57698091353238,33191931.2749008,0.0257698091353238,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2040,2.512927e+12,74813.91,2.58662146682311,33589028.9670228,0.0258662146682311,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2041,2.578173e+12,75849.97,2.59641446010968,33990426.4641627,0.0259641446010968,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2042,2.645371e+12,76908.28,2.60641935199848,34396441.6205589,0.0260641935199848,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2043,2.714542e+12,77988.09,2.61479391737491,34807135.4699938,0.0261479391737491,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2044,2.785642e+12,79087.32,2.61922637409919,35222356.2311118,0.0261922637409919,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2045,2.858532e+12,80201.61,2.61663200080986,35641827.9848332,0.0261663200080986,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2046,2.932957e+12,81323.8,2.60360912524331,36065169.8871457,0.0260360912524331,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2047,3.008534e+12,82443.92,2.5768192305581,36491889.5619065,0.025768192305581,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2048,3.0848e+12,83550.38,2.53498880185499,36921434.2513359,0.0253498880185499,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2049,3.161292e+12,84632.09,2.47964211618257,37353351.8253513,0.0247964211618257,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2050,3.237493e+12,85676.93,2.41043851691019,37787216.828708,0.0241043851691019,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2051,3.319848e+12,86855.17,2.54378928386871,38222799.5448259,0.0254378928386871,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2052,3.403589e+12,88038.96,2.52243476207343,38660024.634125,0.0252243476207343,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2053,3.488926e+12,89233.21,2.50726512513702,39098957.8175141,0.0250726512513702,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2054,3.576113e+12,90443.41,2.49896386452451,39539779.7768636,0.0249896386452451,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2055,3.665419e+12,91675.15,2.49729245132915,39982690.0257889,0.0249729245132915,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2056,3.757098e+12,92933.43,2.50118744951122,40427844.1634622,0.0250118744951122,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2057,3.851328e+12,94221.23,2.50805275774015,40875374.1382935,0.0250805275774015,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2058,3.948169e+12,95538.44,2.5144833158848,41325442.9311802,0.025144833158848,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2059,4.04757e+12,96882.33,2.51764805407266,41778208.6675566,0.0251764805407266,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2060,4.149452e+12,98249.53,2.51711520739604,42233807.5268462,0.0251711520739604,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2061,4.253773e+12,99637.52,2.51409101731988,42692483.5786212,0.0251409101731988,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2062,4.360518e+12,101044.3,2.5094192849501,43154509.0946966,0.025094192849501,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2063,4.469642e+12,102467.5,2.5025467157801,43620101.4691776,0.025025467157801,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2064,4.581051e+12,103903.6,2.49257099338158,44089415.4202282,0.0249257099338158,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2065,4.694587e+12,105348.3,2.4783832356374,44562547.6024551,0.024783832356374,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2066,4.810045e+12,106795.9,2.45938567119961,45039586.3343237,0.0245938567119961,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2067,4.927159e+12,108240.6,2.43477971619808,45520443.2566412,0.0243477971619808,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2068,5.045601e+12,109675.5,2.40385991196956,46004797.4799313,0.0240385991196956,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2069,5.165027e+12,111094.5,2.36693309677083,46492187.764265,0.0236693309677083,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2070,5.285117e+12,112492.1,2.32506044982921,46982124.4779832,0.0232506044982921,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2071,5.405653e+12,113865,2.28066852635429,47474222.9397523,0.0228066852635429,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2072,5.526606e+12,115213.7,2.2375280100295,47968303.9562101,0.022375280100295,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2073,5.648172e+12,116542.7,2.19965020122657,48464407.0664943,0.0219965020122657,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2074,5.770714e+12,117859.5,2.16958690351499,48962676.9086529,0.0216958690351499,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2075,5.894655e+12,119172.4,2.14775849227669,49463272.5919914,0.0214775849227669,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2076,6.020401e+12,120489.2,2.13322068891224,49966329.0241556,0.0213322068891224,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2077,6.148359e+12,121817.3,2.12540659667022,50471981.9022631,0.0212540659667022,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2078,6.278981e+12,123164.7,2.12450183862067,50980353.7584466,0.0212450183862067,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2079,6.412719e+12,124539.4,2.12993159240329,51491507.2508967,0.0212993159240329,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2080,6.549915e+12,125946.6,2.13943570582151,52005498.3416155,0.0213943570582151,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2081,6.690722e+12,127388,2.14975308839886,52522389.3002892,0.0214975308839886,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2082,6.83508e+12,128861.1,2.15758478681374,53042224.5006919,0.0215758478681374,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2083,6.982728e+12,130359.9,2.16015028353729,53564981.557505,0.0216015028353729,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2084,7.133291e+12,131876.5,2.15622031962293,54090692.4442415,0.0215622031962293,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2085,7.286417e+12,133403.4,2.14663890762343,54619411.7183707,0.0214663890762343,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2086,7.44188e+12,134935.7,2.13360009453205,55151297.1005768,0.0213360009453205,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2087,7.59959e+12,136471.1,2.11922256204078,55686435.3329691,0.0211922256204078,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2088,7.759567e+12,138010,2.10507408952325,56224672.4864897,0.0210507408952325,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2089,7.921841e+12,139553.7,2.09127648488634,56765540.1946791,0.0209127648488634,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2090,8.086414e+12,141103.8,2.07745901489314,57308276.7954294,0.0207745901489314,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2091,8.253288e+12,142662,2.06363413992903,57852044.239733,0.0206363413992903,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2092,8.422419e+12,144229.5,2.0492560056065,58395963.9654125,0.020492560056065,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2093,8.593774e+12,145807.3,2.03451051295358,58939265.3847881,0.0203451051295358,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2094,8.767407e+12,147397.4,2.02045108470388,59481442.4727181,0.0202045108470388,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2095,8.943467e+12,149002.4,2.00811939037391,60022314.0231268,0.0200811939037391,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2096,9.122164e+12,150625.1,1.99807300681045,60562029.2614558,0.0199807300681045,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2097,9.303662e+12,152267.4,1.98963754652952,61100820.0375307,0.0198963754652952,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2098,9.488003e+12,153928.9,1.98138109488499,61638876.054221,0.0198138109488499,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2099,9.675168e+12,155608.4,1.97264903900221,62176375.3277158,0.0197264903900221,OECD EO117 LTS - ET high damage fast costs
ET4,ET high damage fast costs,"Accelerated transition, high damage, fast cost reduction",2100,9.865169e+12,157305.1,1.96380052522085,62713608.2124454,0.0196380052522085,OECD EO117 LTS - ET high damage fast costs
