scenario,scenario_short,scenario_label,year,potential_gdp_volume_usd_2021_ppp,potential_gdp_per_capita_usd_2021_ppp,potential_gdp_growth_pct,trend_total_population,potential_gdp_growth_decimal,series
BAU1,BAU median damage,"Business as usual, median damage",1990,634895749921.981,37420.8026654727,,16966385.1306906,,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1991,651938501498.432,37941.9686472968,2.68433858291623,17182516.4782239,0.0268433858291623,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1992,669254218943.189,38477.5418925313,2.65603540900838,17393372.4979738,0.0265603540900838,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1993,688807436712.551,39138.1714863288,2.92164281014744,17599377.0417495,0.0292164281014744,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1994,711928976723.627,39991.951786819,3.35674947434181,17801806.2363806,0.0335674947434181,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1995,737446486954.777,40964.0367420532,3.58427751439256,18002290.4382791,0.0358427751439256,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1996,764509539639.908,42000.2564536728,3.66983274906978,18202496.9414932,0.0366983274906978,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1997,793713077737.329,43126.9256564528,3.81990499571478,18404119.1356883,0.0381990499571478,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1998,824320735774.022,44296.7103323244,3.85626228106857,18609073.441115,0.0385626228106857,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",1999,855451518367.193,45455.6765788874,3.77653760752965,18819465.0866669,0.0377653760752965,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2000,886276094101.979,46554.509154916,3.60331065793431,19037384.5668265,0.0360331065793431,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2001,915628550486.02,47528.4529086878,3.31188628231955,19264850.7252095,0.0331188628231955,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2002,945725409311.612,48489.2982970631,3.28701620429119,19503796.5597636,0.0328701620429119,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2003,977494549758.127,49477.728493961,3.35923515787098,19756253.5611843,0.0335923515787098,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2004,1010431458620.62,50460.5982248798,3.36952353040159,20024167.2545694,0.0336952353040159,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2005,1044631071234.66,51436.5309183531,3.38465437930122,20309127.6294048,0.0338465437930122,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2006,1079218947680.7,52359.251688374,3.31101356243981,20611810.0026309,0.0331101356243981,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2007,1114317209614.86,53236.207340028,3.25219104145533,20931566.414894,0.0325219104145533,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2008,1149866868370.69,54070.3119957833,3.19026381797665,21266140.8068139,0.0319026381797665,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2009,1183800510278.74,54774.546723872,2.95109310838153,21612237.4548618,0.0295109310838153,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2010,1216239239454.51,55368.1861923313,2.7402192256305,21966391.2274404,0.027402192256305,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2011,1248977734256.28,55942.9167662013,2.6917808388137,22325931.618404,0.026917808388137,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2012,1284019043455.04,56592.5326470335,2.80559919025505,22688842.2093326,0.0280559919025505,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2013,1319728440676.6,57246.9650574844,2.78106445566984,23053247.2656218,0.0278106445566984,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2014,1355029192744.06,57863.4183792076,2.67484968721003,23417717.6305742,0.0267484968721003,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2015,1389921313097.21,58445.3068811518,2.57500875553021,23781572.6748361,0.0257500875553021,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2016,1423801696482.38,58969.5052273901,2.43757564301774,24144711.592748,0.0243757564301774,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2017,1457814117442.36,59484.704004318,2.3888453739036,24507377.8519019,0.023888453739036,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2018,1493178577457.46,60038.6794737867,2.42585523023637,24870276.8039626,0.0242585523023637,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2019,1529025085135.13,60591.5257055829,2.40068456772988,25234965.9020757,0.0240068456772988,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2020,1565349812973.05,61137.0858126194,2.37567899906037,25603932.4113474,0.0237567899906037,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2021,1597091616525.77,61472.3213889889,2.02777700483658,25980662.1978627,0.0202777700483658,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2022,1634974791644.93,62003.448964198,2.37201014188335,26369094.2835937,0.0237201014188335,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2023,1671960460907.16,62455.9963053009,2.26215532198018,26770215.1885336,0.0226215532198018,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2024,1709794470581.76,62902.956235118,2.262853133146,27181464.4798395,0.02262853133146,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2025,1748439252761.52,63351.3867356751,2.26020044190522,27599068.3527835,0.0226020044190522,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2026,1787565932583.2,63797.8688789025,2.23780607532589,28019210.7353343,0.0223780607532589,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2027,1.830723e+12,64374.58,2.41429234190171,28438598.2000956,0.0241429234190171,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2028,1.876714e+12,65040,2.51217688312213,28854761.9665755,0.0251217688312213,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2029,1.925114e+12,65779.79,2.57897580558359,29266046.6977112,0.0257897580558359,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2030,1.975599e+12,66582.01,2.62244209953282,29671669.0897243,0.0262244209953282,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2031,2.027933e+12,67436.73,2.64901936071034,30071632.3198919,0.0264901936071034,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2032,2.081954e+12,68335.67,2.66384540317655,30466583.8792763,0.0266384540317655,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2033,2.137569e+12,69272.07,2.67128860676076,30857585.1595952,0.0267128860676076,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2034,2.194731e+12,70240.52,2.6741592902966,31245935.3913306,0.026741592902966,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2035,2.253429e+12,71236.67,2.67449632779597,31632993.3992226,0.0267449632779597,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2036,2.313654e+12,72256.4,2.6725936339685,32020049.6471058,0.026725936339685,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2037,2.375361e+12,73294.96,2.66707986587449,32408244.2480297,0.0266707986587449,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2038,2.438624e+12,74351.53,2.66330044149079,32798573.7791874,0.0266330044149079,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2039,2.503517e+12,75425.47,2.6610498379414,33191931.2749008,0.026610498379414,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2040,2.570099e+12,76516.02,2.65953856115218,33589028.9670228,0.0265953856115218,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2041,2.63845e+12,77623.33,2.65946953794387,33990426.4641627,0.0265946953794387,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2042,2.708664e+12,78748.38,2.66118364949117,34396441.6205589,0.0266118364949117,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2043,2.780806e+12,79891.82,2.66337943724286,34807135.4699938,0.0266337943724286,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2044,2.85488e+12,81053.08,2.6637600753163,35222356.2311118,0.026637600753163,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2045,2.93081e+12,82229.52,2.65965644790673,35641827.9848332,0.0265965644790673,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2046,3.008418e+12,83416.16,2.64800515898336,36065169.8871457,0.0264800515898336,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2047,3.087431e+12,84605.96,2.62639699669394,36491889.5619065,0.0262639699669394,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2048,3.167549e+12,85791.61,2.59497297267535,36921434.2513359,0.0259497297267535,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2049,3.248581e+12,86968.92,2.55819246995075,37353351.8253513,0.0255819246995075,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2050,3.330482e+12,88137.8,2.52113153404516,37787216.828708,0.0252113153404516,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2051,3.413368e+12,89301.89,2.48870884154306,38222799.5448259,0.0248870884154306,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2052,3.497466e+12,90467.24,2.4637835709481,38660024.634125,0.024637835709481,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2053,3.583058e+12,91640.75,2.44725752873651,39098957.8175141,0.0244725752873651,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2054,3.670455e+12,92829.43,2.43917346579374,39539779.7768636,0.0243917346579374,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2055,3.759969e+12,94039.93,2.43877121501286,39982690.0257889,0.0243877121501286,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2056,3.851885e+12,95278.01,2.44459462298758,40427844.1634622,0.0244459462298758,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2057,3.946399e+12,96547.11,2.45370773011135,40875374.1382935,0.0245370773011135,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2058,4.043585e+12,97847.35,2.46265012736928,41325442.9311802,0.0246265012736928,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2059,4.143397e+12,99176.02,2.46840365665617,41778208.6675566,0.0246840365665617,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2060,4.245754e+12,100529.7,2.47036429287371,42233807.5268462,0.0247036429287371,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2061,4.350616e+12,101905.9,2.4698086606054,42692483.5786212,0.024698086606054,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2062,4.457965e+12,103302.4,2.46744369073253,43154509.0946966,0.0246744369073253,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2063,4.567753e+12,104716.7,2.46273804303085,43620101.4691776,0.0246273804303085,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2064,4.67988e+12,106145.2,2.45475182217603,44089415.4202282,0.0245475182217603,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2065,4.794182e+12,107583.2,2.44241305332615,44562547.6024551,0.0244241305332615,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2066,4.910446e+12,109025.1,2.42510609734883,45039586.3343237,0.0242510609734883,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2067,5.028395e+12,110464.5,2.40200177336234,45520443.2566412,0.0240200177336234,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2068,5.147693e+12,111894.7,2.37248664832417,46004797.4799313,0.0237248664832417,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2069,5.267984e+12,113309,2.33679436594219,46492187.764265,0.0233679436594219,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2070,5.38894e+12,114701.9,2.29605860610056,46982124.4779832,0.0229605860610056,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2071,5.510336e+12,116070.1,2.25268791265072,47474222.9397523,0.0225268791265072,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2072,5.63214e+12,117413.8,2.2104641168887,47968303.9562101,0.022104641168887,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2073,5.754548e+12,118737.6,2.17338347413238,48464407.0664943,0.0217338347413238,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2074,5.877929e+12,120049.2,2.14406066297475,48962676.9086529,0.0214406066297475,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2075,6.00271e+12,121356.9,2.12287354951037,49463272.5919914,0.0212287354951037,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2076,6.1293e+12,122668.6,2.10888082216198,49966329.0241556,0.0210888082216198,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2077,6.258112e+12,123991.8,2.10157766792294,50471981.9022631,0.0210157766792294,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2078,6.389601e+12,125334.6,2.10109694425411,50980353.7584466,0.0210109694425411,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2079,6.524224e+12,126704.8,2.10690777092342,51491507.2508967,0.0210690777092342,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2080,6.662324e+12,128108.1,2.11672683218724,52005498.3416155,0.0211672683218724,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2081,6.804054e+12,129545.8,2.12733574650528,52522389.3002892,0.0212733574650528,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2082,6.94935e+12,131015.4,2.13543278757047,53042224.5006919,0.0213543278757047,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2083,7.09794e+12,132510.8,2.13818558570227,53564981.557505,0.0213818558570227,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2084,7.249443e+12,134023.8,2.13446436571738,54090692.4442415,0.0213446436571738,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2085,7.403495e+12,135547,2.12501843245061,54619411.7183707,0.0212501843245061,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2086,7.559865e+12,137075,2.11211056399714,55151297.1005768,0.0211211056399714,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2087,7.718461e+12,138605.8,2.09786814976194,55686435.3329691,0.0209786814976194,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2088,7.879298e+12,140139.5,2.08379623865431,56224672.4864897,0.0208379623865431,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2089,8.042406e+12,141677.6,2.07008289317145,56765540.1946791,0.0207008289317145,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2090,8.207786e+12,143221.7,2.05634980377762,57308276.7954294,0.0205634980377762,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2091,8.375433e+12,144773.3,2.04253619672832,57852044.239733,0.0204253619672832,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2092,8.545303e+12,146333.8,2.02819364682398,58395963.9654125,0.0202819364682398,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2093,8.717355e+12,147904,2.01341017398682,58939265.3847881,0.0201341017398682,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2094,8.891645e+12,149486,1.9993449848033,59481442.4727181,0.019993449848033,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2095,9.068319e+12,151082.5,1.98696641622558,60022314.0231268,0.0198696641622558,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2096,9.247591e+12,152696.2,1.97690442958611,60562029.2614558,0.0197690442958611,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2097,9.429623e+12,154328.9,1.96842615552526,61100820.0375307,0.0196842615552526,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2098,9.614457e+12,155980.4,1.96014199083039,61638876.054221,0.0196014199083039,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2099,9.802071e+12,157649.4,1.95137385293833,62176375.3277158,0.0195137385293833,OECD EO117 LTS - BAU median damage
BAU1,BAU median damage,"Business as usual, median damage",2100,9.992476e+12,159335.1,1.94249766197367,62713608.2124454,0.0194249766197367,OECD EO117 LTS - BAU median damage
BAU2,BAU high damage,"Business as usual, high damage",1990,634895749921.981,37420.8026654727,,16966385.1306906,,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1991,651938501498.432,37941.9686472968,2.68433858291623,17182516.4782239,0.0268433858291623,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1992,669254218943.189,38477.5418925313,2.65603540900838,17393372.4979738,0.0265603540900838,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1993,688807436712.551,39138.1714863288,2.92164281014744,17599377.0417495,0.0292164281014744,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1994,711928976723.627,39991.951786819,3.35674947434181,17801806.2363806,0.0335674947434181,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1995,737446486954.777,40964.0367420532,3.58427751439256,18002290.4382791,0.0358427751439256,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1996,764509539639.908,42000.2564536728,3.66983274906978,18202496.9414932,0.0366983274906978,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1997,793713077737.329,43126.9256564528,3.81990499571478,18404119.1356883,0.0381990499571478,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1998,824320735774.022,44296.7103323244,3.85626228106857,18609073.441115,0.0385626228106857,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",1999,855451518367.193,45455.6765788874,3.77653760752965,18819465.0866669,0.0377653760752965,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2000,886276094101.979,46554.509154916,3.60331065793431,19037384.5668265,0.0360331065793431,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2001,915628550486.02,47528.4529086878,3.31188628231955,19264850.7252095,0.0331188628231955,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2002,945725409311.612,48489.2982970631,3.28701620429119,19503796.5597636,0.0328701620429119,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2003,977494549758.127,49477.728493961,3.35923515787098,19756253.5611843,0.0335923515787098,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2004,1010431458620.62,50460.5982248798,3.36952353040159,20024167.2545694,0.0336952353040159,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2005,1044631071234.66,51436.5309183531,3.38465437930122,20309127.6294048,0.0338465437930122,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2006,1079218947680.7,52359.251688374,3.31101356243981,20611810.0026309,0.0331101356243981,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2007,1114317209614.86,53236.207340028,3.25219104145533,20931566.414894,0.0325219104145533,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2008,1149866868370.69,54070.3119957833,3.19026381797665,21266140.8068139,0.0319026381797665,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2009,1183800510278.74,54774.546723872,2.95109310838153,21612237.4548618,0.0295109310838153,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2010,1216239239454.51,55368.1861923313,2.7402192256305,21966391.2274404,0.027402192256305,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2011,1248977734256.28,55942.9167662013,2.6917808388137,22325931.618404,0.026917808388137,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2012,1284019043455.04,56592.5326470335,2.80559919025505,22688842.2093326,0.0280559919025505,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2013,1319728440676.6,57246.9650574844,2.78106445566984,23053247.2656218,0.0278106445566984,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2014,1355029192744.06,57863.4183792076,2.67484968721003,23417717.6305742,0.0267484968721003,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2015,1389921313097.21,58445.3068811518,2.57500875553021,23781572.6748361,0.0257500875553021,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2016,1423801696482.38,58969.5052273901,2.43757564301774,24144711.592748,0.0243757564301774,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2017,1457814117442.36,59484.704004318,2.3888453739036,24507377.8519019,0.023888453739036,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2018,1493178577457.46,60038.6794737867,2.42585523023637,24870276.8039626,0.0242585523023637,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2019,1529025085135.13,60591.5257055829,2.40068456772988,25234965.9020757,0.0240068456772988,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2020,1565349812973.05,61137.0858126194,2.37567899906037,25603932.4113474,0.0237567899906037,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2021,1597091616525.77,61472.3213889889,2.02777700483658,25980662.1978627,0.0202777700483658,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2022,1634974791644.93,62003.448964198,2.37201014188335,26369094.2835937,0.0237201014188335,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2023,1671960460907.16,62455.9963053009,2.26215532198018,26770215.1885336,0.0226215532198018,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2024,1709794470581.76,62902.956235118,2.262853133146,27181464.4798395,0.02262853133146,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2025,1748439252761.52,63351.3867356751,2.26020044190522,27599068.3527835,0.0226020044190522,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2026,1787565932583.2,63797.8688789025,2.23780607532589,28019210.7353343,0.0223780607532589,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2027,1.830187e+12,64355.74,2.38430743391986,28438598.2000956,0.0238430743391986,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2028,1.87513e+12,64985.12,2.45565070673106,28854761.9665755,0.0245565070673106,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2029,1.921995e+12,65673.19,2.49929338232549,29266046.6977112,0.0249929338232549,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2030,1.970475e+12,66409.3,2.5223790904763,29671669.0897243,0.025223790904763,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2031,2.020351e+12,67184.62,2.53116634314061,30071632.3198919,0.0253116634314061,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2032,2.071479e+12,67991.84,2.53064937726168,30466583.8792763,0.0253064937726168,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2033,2.123775e+12,68825.06,2.52457302246365,30857585.1595952,0.0252457302246365,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2034,2.177205e+12,69679.61,2.51580322774305,31245935.3913306,0.0251580322774305,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2035,2.231766e+12,70551.84,2.50601114731961,31632993.3992226,0.0250601114731961,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2036,2.287453e+12,71438.14,2.49519886941552,32020049.6471058,0.0249519886941552,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2037,2.344223e+12,72334.15,2.48179962604695,32408244.2480297,0.0248179962604695,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2038,2.402149e+12,73239.43,2.47101065043727,32798573.7791874,0.0247101065043727,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2039,2.461303e+12,74153.65,2.462544996168,33191931.2749008,0.02462544996168,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2040,2.521741e+12,75076.34,2.45552863666114,33589028.9670228,0.0245552863666114,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2041,2.583542e+12,76007.93,2.45072749342616,33990426.4641627,0.0245072749342616,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2042,2.646791e+12,76949.57,2.44815063970316,34396441.6205589,0.0244815063970316,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2043,2.711551e+12,77902.16,2.44673644424513,34807135.4699938,0.0244673644424513,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2044,2.777823e+12,78865.35,2.44406245724311,35222356.2311118,0.0244406245724311,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2045,2.845529e+12,79836.78,2.43737631951353,35641827.9848332,0.0243737631951353,OECD EO117 LTS - BAU high damage
BAU2,BAU high damage,"Business as usual, high damage",2046,2.914491e+12,80811.8,2.4235212503545,36065169.8871457,0.024235212503545,OECD EO117 LTS - BAU high damage
