time,counts,surv,strata
480,201496,0.851788850100498,2015
510,194438,0.821453506823231,2015
540,187691,0.793627419866709,2015
570,181452,0.767172326245637,2015
600,175379,0.741516978736909,2015
630,169527,0.716775626785148,2015
660,164428,0.695309425579182,2015
690,159723,0.675324235692373,2015
720,155328,0.65643076272083,2015
750,150965,0.638341267322543,2015
780,146882,0.621059980958426,2015
810,142879,0.604167988998202,2015
840,138931,0.5874621813181,2015
870,135379,0.572487041150958,2015
900,131959,0.558045065058712,2015
930,128881,0.544868295779119,2015
960,125780,0.531869247857824,2015
990,122863,0.51954723368243,2015
1020,120051,0.507635671215488,2015
1050,117166,0.495444832328362,2015
1080,114543,0.484400719348356,2015
1110,112038,0.473822067068656,2015
1140,109608,0.463378821538137,2015
390,225381,0.964323958502883,2016
420,214703,0.918556338933103,2016
450,205844,0.880892821958178,2016
480,197793,0.846317602008036,2016
510,190350,0.81377269105893,2016
540,183296,0.784555944864689,2016
570,177013,0.757630792163178,2016
600,171092,0.732239079593252,2016
630,165257,0.70721145197077,2016
660,160167,0.685653339729806,2016
690,155453,0.665238882559046,2016
720,150888,0.645544028578527,2016
750,146501,0.627027096486795,2016
780,142497,0.609859420376764,2016
810,138495,0.592661760800473,2016
840,134471,0.575584035089222,2016
870,131020,0.560896419974129,2016
900,127768,0.546872724469079,2016
930,124657,0.533401581413678,2016
960,121541,0.520320223419657,2016
990,118602,0.507650067248632,2016
1020,115816,0.495725214381784,2016
1050,113110,0.484164446462379,2016
1080,110718,0.474025751514165,2016
1110,108413,0.464105507534417,2016
1140,106233,0.454664999014829,2016
390,199775,0.96267932886489,2017
420,190358,0.917430307241677,2017
450,182518,0.879945567989346,2017
480,175377,0.845245161196925,2017
510,168941,0.813425597521606,2017
540,162822,0.785036987709368,2017
570,157349,0.758694403829543,2017
600,152156,0.733567854230303,2017
630,146979,0.708605372748286,2017
660,142683,0.687966568708349,2017
690,138727,0.668915364979177,2017
720,134934,0.650172995353011,2017
750,131389,0.633664847440778,2017
780,128073,0.617658554945929,2017
810,125025,0.602877947797385,2017
840,121994,0.588319315160376,2017
870,119442,0.576105891493067,2017
900,117010,0.564321940250251,2017
930,114829,0.553643036032253,2017
960,112917,0.544619289585052,2017
990,111177,0.536280768803895,2017
1020,109638,0.528815669470301,2017
1050,108102,0.52150016165535,2017
1080,106758,0.51499534336079,2017
1110,105487,0.508809010234955,2017
1140,104259,0.502835000554935,2017
390,192757,0.96363208703877,2018
420,184874,0.924161366036263,2018
450,178123,0.890701084481456,2018
480,172213,0.860909122756094,2018
510,166965,0.833644448225645,2018
540,162247,0.811349271090337,2018
570,158351,0.792136883879911,2018
600,154909,0.774716118086869,2018
630,151866,0.759602440208389,2018
660,149225,0.746475560382146,2018
690,146869,0.734594808301513,2018
720,144627,0.723039350612304,2018
750,142409,0.712434753451875,2018
780,140373,0.702255541264846,2018
810,138491,0.692842022029938,2018
840,136464,0.682702846075699,2018
870,134407,0.672348475370212,2018
900,132181,0.661128321130625,2018
930,129833,0.648842202192987,2018
960,127225,0.636410951911482,2018
990,124841,0.624475150010762,2018
1020,122385,0.612088940491146,2018
1050,119763,0.599042133130485,2018
1080,117291,0.586670937198166,2018
1110,114823,0.574104564630993,2018
1140,112332,0.561383051661755,2018
390,234361,0.981434072311167,2019
420,229231,0.959977038753389,2019
450,224323,0.939454377092385,2019
480,219365,0.918328354206558,2019
510,213997,0.894478825792015,2019
540,208059,0.871203328542756,2019
570,202606,0.848191801829357,2019
600,196935,0.824421883576423,2019
630,191079,0.799977373954068,2019
660,185797,0.777963069265029,2019
690,180537,0.75552976372542,2019
720,175231,0.732061526084897,2019
750,169577,0.709971801242756,2019
780,164705,0.689562269811407,2019
810,159676,0.668427866908569,2019
840,154564,0.647096533605963,2019
870,150063,0.628367195585406,2019
900,145595,0.609382267046001,2019
930,141315,0.590841479408203,2019
960,137241,0.574672236584639,2019
990,133492,0.5589597046882,2019
1020,129863,0.543708073727389,2019
1050,126192,0.528334932519912,2019
1080,122895,0.514713214867826,2019
1110,119760,0.501380607802634,2019
1140,116687,0.488006100652384,2019
390,474189,0.912346074069505,2020
420,431478,0.829684861476301,2020
450,399895,0.769512063474929,2020
480,373630,0.719104935653756,2020
510,352281,0.677688547216803,2020
540,333585,0.642114982766465,2020
570,315862,0.608085496842446,2020
600,298043,0.573786134521818,2020
630,280458,0.539816406942763,2020
660,268217,0.516495230898534,2020
690,255500,0.491878648150576,2020
720,243234,0.468019647001673,2020
750,231511,0.44574713352713,2020
780,220633,0.424864483495131,2020
810,210833,0.406042532520106,2020
840,198897,0.390412615580263,2020
870,183769,0.376965894693431,2020
900,169389,0.363291149624429,2020
930,155120,0.350098257055218,2020
960,140756,0.337402492321339,2020
990,126250,0.325838198757787,2020
1020,112268,0.316525610120869,2020
1050,97969,0.306467090127284,2020
1080,79911,0.296426817095586,2020
1110,28061,0.288610137236614,2020
1140,15310,0.281729126020212,2020
