country,year,rnndi_pc,nni_pc,gdp_pc,rank_rnndi,rank_nni,rank_gdp
IRL,2021,0.05018202550393445,51113.261868,228.883039,8,9,3
ISR,2021,0.03769253005537719,36809.135717,87.948388,20,20,48
ISR,2021,0.03769253005537719,36809.135717,89.161028,20,20,44
ITA,2021,0.03899813345040693,39503.683613,98.260525,19,18,35
ITA,2021,0.03899813345040693,39503.683613,97.361463,19,18,36
JPN,2021,0.03425940513117331,34420.150213,88.523861,26,26,47
JPN,2021,0.03425940513117331,34420.150213,86.796838,26,26,49
LVA,2021,0.02826162756143844,27915.784245,71.302926,31,31,62
LVA,2021,0.02826162756143844,27915.784245,72.118224,31,31,61
LTU,2021,0.035555422699207376,35410.245671,88.71191,22,24,46
LTU,2021,0.035555422699207376,35410.245671,89.639442,22,24,43
LUX,2021,0.07407213809869014,74284.042851,259.197689,1,1,2
LUX,2021,0.07407213809869014,74284.042851,266.813771,1,1,1
MEX,2021,0.01617019160960505,15556.042948,41.185885,34,34,67
MEX,2021,0.01617019160960505,15556.042948,40.620808,34,34,68
NLD,2021,0.05527827568828877,56019.111026,133.651539,5,6,14
NLD,2021,0.05527827568828877,56019.111026,133.996917,5,6,13
POL,2021,0.03263793488082515,33629.983134,81.269134,27,27,53
POL,2021,0.03263793488082515,33629.983134,80.251886,27,27,54
SVK,2021,0.028521334379274055,29014.108988,75.63395,30,30,58
SVK,2021,0.028521334379274055,29014.108988,74.990223,30,30,60
SVN,2021,0.03542716516841188,35982.407234,91.220743,23,21,41
SVN,2021,0.03542716516841188,35982.407234,89.750344,23,21,42
ESP,2021,0.0349398251448101,35310.190189,84.755622,24,25,52
ESP,2021,0.0349398251448101,35310.190189,86.64734,24,25,50
SWE,2021,0.0509314614165463,52018.540654,121.242429,7,7,21
SWE,2021,0.0509314614165463,52018.540654,121.524382,7,7,20
GBR,2021,0.04406038126888824,44497.118733,101.299098,14,14,32
GBR,2021,0.04406038126888824,44497.118733,106.41902,14,14,28
USA,2021,0.05720191561981532,57616.462238,137.815753,4,4,10
USA,2021,0.05720191561981532,57616.462238,139.430187,4,4,9
AUT,2022,0.0487652173279474,49175.476646,125.400247,11,10,17
AUT,2022,0.0487652173279474,49175.476646,126.588778,11,10,16
CAN,2022,0.04560604466300976,45693.917094,103.624644,13,14,31
CAN,2022,0.04560604466300976,45693.917094,112.635546,13,14,25
CHL,2022,0.026858348484456486,26855.960794,55.433541,33,33,65
CHL,2022,0.026858348484456486,26855.960794,53.48067,33,33,66
DNK,2022,0.05913516125413813,59916.943238,137.653915,3,3,10
DNK,2022,0.05913516125413813,59916.943238,130.313356,3,3,14
EST,2022,0.03543214095074286,36017.462527,85.45994,22,22,50
EST,2022,0.03543214095074286,36017.462527,85.290297,22,22,51
FIN,2022,0.04390377058905262,44618.013382,108.005625,15,16,27
FIN,2022,0.04390377058905262,44618.013382,108.92484,15,16,26
FRA,2022,0.04365239169429439,44652.384781,105.99865,16,15,29
FRA,2022,0.04365239169429439,44652.384781,99.943096,16,15,35
GRC,2022,0.02910689687848314,28656.873171,67.405206,29,30,64
GRC,2022,0.02910689687848314,28656.873171,68.241065,29,30,63
HUN,2022,0.0290687512376266,29379.283899,78.7535,30,29,56
HUN,2022,0.0290687512376266,29379.283899,77.554451,30,29,58
IRL,2022,0.0515302660164052,52442.273692,232.92528,7,7,4
IRL,2022,0.0515302660164052,52442.273692,243.386775,7,7,3
ISR,2022,0.039434370849466376,38681.686601,89.514769,18,20,45
ISR,2022,0.039434370849466376,38681.686601,93.06205,18,20,40
ITA,2022,0.039816128045991245,40223.709279,100.593186,17,17,33
ITA,2022,0.039816128045991245,40223.709279,100.397717,17,17,34
JPN,2022,0.03412531684187579,34300.934054,87.482055,24,24,48
JPN,2022,0.03412531684187579,34300.934054,82.861527,24,24,52
LVA,2022,0.028412250036448306,27901.684803,70.768514,31,31,62
LVA,2022,0.028412250036448306,27901.684803,70.833834,31,31,61
LTU,2022,0.03311883263326739,33167.92399,87.931568,27,27,47
LTU,2022,0.03311883263326739,33167.92399,89.308028,27,27,46
LUX,2022,0.0646933968042039,65795.847666,244.470575,2,2,2
LUX,2022,0.0646933968042039,65795.847666,256.744505,2,2,1
MEX,2022,0.016458303070315157,15817.409566,41.319199,34,34,67
MEX,2022,0.016458303070315157,15817.409566,40.574145,34,34,68
NLD,2022,0.05546814874271658,56061.869667,135.491962,6,6,13
NLD,2022,0.05546814874271658,56061.869667,137.865565,6,6,9
NOR,2022,0.08558251527497335,86587.00495,139.708208,1,1,8
NOR,2022,0.08558251527497335,86587.00495,220.030819,1,1,5
POL,2022,0.033898846615101695,34203.012007,79.938299,25,25,54
POL,2022,0.033898846615101695,34203.012007,81.594484,25,25,53
SVK,2022,0.02750467068452315,27561.964892,73.896072,32,32,59
SVK,2022,0.02750467068452315,27561.964892,72.475891,32,32,60
SVN,2022,0.03455856173283281,35106.276729,91.211635,23,23,43
SVN,2022,0.03455856173283281,35106.276729,91.855204,23,23,42
ESP,2022,0.035967376039615785,36377.105962,90.266494,21,21,44
ESP,2022,0.035967376039615785,36377.105962,87.064432,21,21,49
SWE,2022,0.05033080151781153,51294.736061,116.182182,8,8,24
SWE,2022,0.05033080151781153,51294.736061,118.390269,8,8,23
GBR,2022,0.04538786642890961,45859.892498,105.668046,14,13,30
GBR,2022,0.04538786642890961,45859.892498,108.004906,14,13,28
USA,2022,0.058431671926398754,58817.674942,136.621953,4,5,12
USA,2022,0.058431671926398754,58817.674942,136.947874,4,5,11
AUS,2015,0.04159689431409437,41616.183272,116.109906,14,14,23
AUS,2015,0.04159689431409437,41616.183272,121.916574,14,14,18
AUS,2016,0.043157540351835506,43199.670089,121.266243,12,13,21
AUS,2016,0.043157540351835506,43199.670089,119.000385,12,13,22
AUS,2017,0.04368085924913637,43704.251961,120.137395,13,14,21
AUS,2017,0.04368085924913637,43704.251961,115.898158,13,14,23
AUS,2018,0.044591807487628414,44612.831369,116.780272,11,13,22
AUS,2018,0.044591807487628414,44612.831369,118.864036,11,13,21
AUS,2019,0.04430793130373187,44341.948136,115.680592,14,14,23
AUS,2019,0.04430793130373187,44341.948136,113.135376,14,14,24
AUS,2020,0.046224330397522766,46315.263653,121.851332,10,10,11
AUS,2020,0.046224330397522766,46315.263653,121.851332,10,10,11
AUS,2021,0.048157737084380814,48238.05449,127.377071,11,11,15
AUS,2021,0.048157737084380814,48238.05449,119.76472,11,11,23
AUS,2022,0.04894829763316846,48970.992142,119.386572,10,11,22
AUS,2022,0.04894829763316846,48970.992142,127.831104,10,11,15
BEL,2015,0.04571173123682094,46345.348735,122.556265,10,10,17
BEL,2015,0.04571173123682094,46345.348735,112.80076,10,10,24
BEL,2016,0.04612835339663035,46771.215418,114.530933,10,10,24
BEL,2016,0.04612835339663035,46771.215418,121.871925,10,10,20
BEL,2017,0.04651241884695334,47005.69545,114.469625,10,10,24
BEL,2017,0.04651241884695334,47005.69545,120.606026,10,10,20
BEL,2018,0.04683497072013217,47396.699544,120.203224,10,10,19
BEL,2018,0.04683497072013217,47396.699544,115.02753,10,10,24
BEL,2019,0.047914727705571696,48488.940348,119.258279,10,10,22
BEL,2019,0.047914727705571696,48488.940348,121.131958,10,10,19
BEL,2020,0.044763730542391036,45411.481785,120.046575,11,11,12
BEL,2020,0.044763730542391036,45411.481785,120.046575,11,11,12
BEL,2021,0.04751449979074002,48151.869945,118.549894,12,12,24
BEL,2021,0.04751449979074002,48151.869945,119.930823,12,12,22
NZL,2021,0.039172723911418794,39254.332068,95.936294,18,19,38
NZL,2021,0.039172723911418794,39254.332068,94.280398,18,19,39
BEL,2022,0.04747093212246457,47909.62645,120.541828,12,12,21
BEL,2022,0.04747093212246457,47909.62645,120.68886,12,12,20
NZL,2022,0.03942995218135663,39211.242489,96.789189,19,19,37
NZL,2022,0.03942995218135663,39211.242489,94.307329,19,19,38
DEU,2022,0.04911790062451023,50765.010743,123.182168,9,9,18
DEU,2022,0.04911790062451023,50765.010743,123.114895,9,9,19
CHE,2022,0.056891518881268664,58827.470803,153.730906,5,4,7
CHE,2022,0.056891518881268664,58827.470803,165.453941,5,4,6
