country,year,rnndi_pc,nni_pc,gdp_pc,rank_rnndi,rank_nni,rank_gdp
FRA,2020,0.04009245708705172,41148.215636,105.807031,14,14,14
ITA,2020,0.03568853376945666,36143.204137,95.053079,19,19,20
ITA,2020,0.03568853376945666,36143.204137,95.053079,19,19,20
KOR,2020,0.03835509499444973,38428.701743,102.424714,17,17,17
KOR,2020,0.03835509499444973,38428.701743,102.424714,17,17,17
NOR,2020,0.05498535209403451,56288.232751,143.570295,2,2,4
NOR,2020,0.05498535209403451,56288.232751,143.570295,2,2,4
CHE,2020,0.050432590517735874,52631.403143,156.039469,5,5,3
CHE,2020,0.050432590517735874,52631.403143,156.039469,5,5,3
CZE,2021,0.03485609822062023,35471.531123,93.439874,25,23,40
CZE,2021,0.03485609822062023,35471.531123,95.971951,25,23,37
FRA,2021,0.04353646469103319,44477.171006,106.277962,16,15,29
FRA,2021,0.04353646469103319,44477.171006,102.476428,16,15,31
KOR,2021,0.039913657044541195,40013.859657,101.28972,17,17,33
KOR,2021,0.039913657044541195,40013.859657,101.05943,17,17,34
NOR,2021,0.06564626298000117,66919.84662,140.088693,2,2,8
NOR,2021,0.06564626298000117,66919.84662,173.890236,2,2,5
CHE,2021,0.054424972043330945,56340.537737,154.36784,6,5,7
CHE,2021,0.054424972043330945,56340.537737,158.214525,6,5,6
CZE,2022,0.033726291634621416,34198.849227,93.892293,26,26,39
CZE,2022,0.033726291634621416,34198.849227,92.079822,26,26,41
KOR,2022,0.03923988842126274,39295.714134,101.608202,20,18,32
KOR,2022,0.03923988842126274,39295.714134,97.325868,20,18,36
LTU,2015,0.028354983114795295,27641.809601,73.489992,27,27,52
LTU,2015,0.028354983114795295,27641.809601,65.979928,27,27,60
PRT,2015,0.02843381721040147,27718.010568,72.325328,26,26,54
PRT,2015,0.02843381721040147,27718.010568,75.902486,26,26,50
SVK,2015,0.025714175512170846,26227.760797,71.210655,28,28,55
SVK,2015,0.025714175512170846,26227.760797,73.833067,28,28,51
SVN,2015,0.02867547793902021,29045.032793,82.514127,25,25,47
SVN,2015,0.02867547793902021,29045.032793,76.73117,25,25,49
LTU,2016,0.029772457657699116,29080.203759,75.398517,26,26,52
LTU,2016,0.029772457657699116,29080.203759,67.891112,26,26,58
PRT,2016,0.029378393564013228,28689.792374,76.656279,27,27,50
PRT,2016,0.029378393564013228,28689.792374,74.504262,27,27,53
SVK,2016,0.02557658649581392,26449.727024,71.591117,29,29,54
SVK,2016,0.02557658649581392,26449.727024,70.656377,29,29,55
SVN,2016,0.030056524892200086,30517.376008,83.915672,25,25,47
SVN,2016,0.030056524892200086,30517.376008,79.442055,25,25,49
LTU,2017,0.03183917249416013,31003.558005,71.304636,26,26,55
LTU,2017,0.03183917249416013,31003.558005,78.16216,26,26,51
PRT,2017,0.030483768279761445,29638.913464,77.65723,27,27,52
PRT,2017,0.030483768279761445,29638.913464,74.809631,27,27,53
SVK,2017,0.02678185401742875,27321.475176,68.902566,29,29,58
SVK,2017,0.02678185401742875,27321.475176,72.002196,29,29,54
SVN,2017,0.032290148250789755,32632.009897,86.355053,24,25,46
SVN,2017,0.032290148250789755,32632.009897,82.431249,24,25,49
LTU,2018,0.03359243316986389,32797.262141,80.004845,25,26,52
LTU,2018,0.03359243316986389,32797.262141,81.262041,25,26,51
PRT,2018,0.031135923936534565,30312.865695,76.131495,27,27,54
PRT,2018,0.031135923936534565,30312.865695,78.60806,27,27,53
SVK,2018,0.028001148570515316,28452.918017,69.091705,29,29,60
SVK,2018,0.028001148570515316,28452.918017,73.531595,29,29,56
SVN,2018,0.03401899809183353,34336.799374,88.319539,24,23,45
SVN,2018,0.03401899809183353,34336.799374,84.750076,24,23,48
LTU,2019,0.03543306036890818,34570.873327,85.300244,23,26,51
LTU,2019,0.03543306036890818,34570.873327,84.372078,23,26,52
PRT,2019,0.03202184520543156,31149.421533,79.101696,27,28,54
PRT,2019,0.03202184520543156,31149.421533,79.72708,27,28,53
SVK,2019,0.02825096903328788,28646.892473,71.479099,30,30,60
SVK,2019,0.02825096903328788,28646.892473,74.281023,30,30,59
SVN,2019,0.03504029847174426,35463.11589,89.673755,24,23,45
SVN,2019,0.03504029847174426,35463.11589,89.078318,24,23,46
LTU,2020,0.03535083947997861,34820.458031,88.265835,20,20,23
LTU,2020,0.03535083947997861,34820.458031,88.265835,20,20,23
PRT,2020,0.02919062401117937,28296.255167,76.286935,28,29,28
PRT,2020,0.02919062401117937,28296.255167,76.286935,28,29,28
SVK,2020,0.027722889367990593,27995.889673,75.547463,30,30,30
SVK,2020,0.027722889367990593,27995.889673,75.547463,30,30,30
SVN,2020,0.033489283976294755,33890.936728,89.328904,22,22,22
SVN,2020,0.033489283976294755,33890.936728,89.328904,22,22,22
PRT,2021,0.03091530238120654,29853.812699,75.859715,28,28,57
PRT,2021,0.03091530238120654,29853.812699,75.206253,28,28,59
PRT,2022,0.031650296799014294,30893.867341,79.076861,28,28,55
PRT,2022,0.031650296799014294,30893.867341,78.642031,28,28,57
AUT,2015,0.04718483707942802,47696.94203,129.038425,8,9,13
AUT,2015,0.04718483707942802,47696.94203,121.500389,8,9,19
CHL,2015,0.02521705810385744,25062.952831,58.726948,30,31,64
CHL,2015,0.02521705810385744,25062.952831,55.243879,30,31,65
EST,2015,0.029672892603726738,29690.138126,78.799436,23,24,48
EST,2015,0.029672892603726738,29690.138126,72.864103,23,24,53
FIN,2015,0.0407571863853967,41453.647084,110.483617,15,15,27
FIN,2015,0.0407571863853967,41453.647084,103.444409,15,15,31
DEU,2015,0.04797697887026966,48891.229517,119.407911,7,7,21
DEU,2015,0.04797697887026966,48891.229517,127.0022,7,7,14
GRC,2015,0.02511338159741677,25219.085083,66.113694,31,30,58
GRC,2015,0.02511338159741677,25219.085083,65.145212,31,30,62
HUN,2015,0.0239501872673702,24276.906787,67.531965,32,32,57
HUN,2015,0.0239501872673702,24276.906787,65.953394,32,32,61
IRL,2015,0.04322595053913499,44127.672833,169.05637,11,11,4
IRL,2015,0.04322595053913499,44127.672833,175.336588,11,11,3
ISR,2015,0.03349449252035972,32260.063155,83.444362,22,22,46
ISR,2015,0.03349449252035972,32260.063155,86.07404,22,22,44
JPN,2015,0.03398808213510323,34115.71424,100.159619,21,21,34
JPN,2015,0.03398808213510323,34115.71424,93.237202,21,21,38
LVA,2015,0.022428374790078295,21992.59891,63.737641000000004,33,33,63
LVA,2015,0.022428374790078295,21992.59891,55.201742,33,33,66
LUX,2015,0.06797940853749528,65352.687433,266.328075,1,1,1
LUX,2015,0.06797940853749528,65352.687433,264.174405,1,1,2
NLD,2015,0.04893345732050171,49772.79132,132.540542,6,6,11
NLD,2015,0.04893345732050171,49772.79132,124.75998,6,6,15
NZL,2015,0.0351246654662212,34950.782814,93.872419,19,19,37
NZL,2015,0.0351246654662212,34950.782814,91.275909,19,19,41
POL,2015,0.025636815134822966,25863.407106,67.633223,29,29,56
POL,2015,0.025636815134822966,25863.407106,66.085108,29,29,59
ESP,2015,0.03409928631361002,34461.644788,88.787028,20,20,42
ESP,2015,0.03409928631361002,34461.644788,86.323061,20,20,43
SWE,2015,0.04717280205911044,48075.598357,123.904407,9,8,16
SWE,2015,0.04717280205911044,48075.598357,119.388984,9,8,22
GBR,2015,0.042028692759584256,42676.271746,111.674874,13,13,25
GBR,2015,0.042028692759584256,42676.271746,104.722667,13,13,30
USA,2015,0.05220518929481958,52379.641311,133.899558,4,4,10
USA,2015,0.05220518929481958,52379.641311,139.059719,4,4,9
AUT,2016,0.048309478404008024,48906.453104,128.503494,8,8,13
AUT,2016,0.048309478404008024,48906.453104,123.909188,8,8,16
CHL,2016,0.025479671409055035,25372.131129,58.38401,30,32,64
CHL,2016,0.025479671409055035,25372.131129,55.31925,30,32,66
EST,2016,0.03094635010145996,30999.777802,80.076814,23,23,48
EST,2016,0.03094635010145996,30999.777802,75.570221,23,23,51
FIN,2016,0.04156404048771158,42261.617883,111.626824,15,15,26
FIN,2016,0.04156404048771158,42261.617883,105.418073,15,15,30
DEU,2016,0.04948354227801788,50489.677518,127.408162,7,6,14
DEU,2016,0.04948354227801788,50489.677518,122.678323,7,6,18
GRC,2016,0.025358230343339987,25456.57647,65.550168,31,31,61
GRC,2016,0.025358230343339987,25456.57647,65.065482,31,31,63
HUN,2016,0.02525929469577121,25731.277278,68.592119,32,30,57
HUN,2016,0.02525929469577121,25731.277278,66.660848,32,30,60
IRL,2016,0.043541498359459675,44486.830432,166.997954,11,11,4
IRL,2016,0.043541498359459675,44486.830432,172.922997,11,11,3
ISR,2016,0.03450121945811197,33318.376806,84.587716,21,22,46
ISR,2016,0.03450121945811197,33318.376806,88.599284,21,22,44
JPN,2016,0.03446221451879166,34646.022453,96.145443,22,21,35
JPN,2016,0.03446221451879166,34646.022453,92.911467,22,21,40
LVA,2016,0.023877828668536157,23477.520984,65.150536,33,33,62
LVA,2016,0.023877828668536157,23477.520984,56.930911,33,33,65
LUX,2016,0.07028589669539761,67909.898769,269.17893,1,1,1
LUX,2016,0.07028589669539761,67909.898769,267.210409,1,1,2
MEX,2016,0.01680813320243866,16735.061449,46.212217,34,34,68
MEX,2016,0.01680813320243866,16735.061449,48.283434,34,34,67
NLD,2016,0.04949984874031095,49968.7879,133.371737,6,7,11
NLD,2016,0.04949984874031095,49968.7879,125.764455,6,7,15
NZL,2016,0.03602823677902463,35846.9521,94.20382,19,19,38
NZL,2016,0.03602823677902463,35846.9521,94.037949,19,19,39
POL,2016,0.026228063329432325,26578.439162,68.869332,28,28,56
POL,2016,0.026228063329432325,26578.439162,67.111939,28,28,59
ESP,2016,0.035183201276840464,35593.2856,90.165918,20,20,42
ESP,2016,0.035183201276840464,35593.2856,89.037064,20,20,43
SWE,2016,0.047562009842502626,48339.528201,123.519803,9,9,17
SWE,2016,0.047562009842502626,48339.528201,118.78999,9,9,23
GBR,2016,0.04243657110435585,43066.263511,104.977236,14,14,31
GBR,2016,0.04243657110435585,43066.263511,111.840251,14,14,25
USA,2016,0.05241291459849222,52590.797616,137.042881,4,4,9
USA,2016,0.05241291459849222,52590.797616,133.619531,4,4,10
AUT,2017,0.04832489252185056,48767.879436,127.854976,8,9,14
AUT,2017,0.04832489252185056,48767.879436,122.735692,8,9,18
CHL,2017,0.02579929309602723,25668.549013,57.141393,32,32,65
CHL,2017,0.02579929309602723,25668.549013,55.757772,32,32,66
EST,2017,0.03298287591165522,32767.074699,78.703671,23,24,50
EST,2017,0.03298287591165522,32767.074699,82.831652,23,24,48
FIN,2017,0.04282703107307657,43401.055661,107.588887,15,15,29
FIN,2017,0.04282703107307657,43401.055661,112.628627,15,15,25
DEU,2017,0.050192643829318755,51450.11889,127.955618,7,7,13
DEU,2017,0.050192643829318755,51450.11889,124.253492,7,7,17
GRC,2017,0.025926057393251812,25957.170003,65.248087,31,31,63
GRC,2017,0.025926057393251812,25957.170003,65.329254,31,31,62
HUN,2017,0.026120530022602607,26428.692718,70.158573,30,30,57
HUN,2017,0.026120530022602607,26428.692718,67.712597,30,30,60
IRL,2017,0.0446774354875756,45429.75583,183.393317,11,11,3
IRL,2017,0.0446774354875756,45429.75583,177.456397,11,11,4
ISR,2017,0.03532658228806918,34352.026353,88.252193,21,22,45
ISR,2017,0.03532658228806918,34352.026353,84.860415,21,22,47
JPN,2017,0.0349929051582422,35201.124959,92.650188,22,21,41
JPN,2017,0.0349929051582422,35201.124959,94.597205,22,21,39
LVA,2017,0.02532059722579054,24670.292039,58.716408,33,33,64
LVA,2017,0.02532059722579054,24670.292039,66.568032,33,33,61
LUX,2017,0.07348632400806926,73765.778154,261.626646,1,1,1
LUX,2017,0.07348632400806926,73765.778154,261.250503,1,1,2
NLD,2017,0.05133223507037851,51935.019964,133.412005,6,6,10
NLD,2017,0.05133223507037851,51935.019964,127.641045,6,6,15
NZL,2017,0.03703346393551604,36955.935817,95.740255,19,19,37
NZL,2017,0.03703346393551604,36955.935817,94.287755,19,19,40
POL,2017,0.027726906498629727,27983.860373,68.742597,28,28,59
POL,2017,0.027726906498629727,27983.860373,70.886894,28,28,56
ESP,2017,0.0361201916059271,36462.498067,90.829934,20,20,42
ESP,2017,0.0361201916059271,36462.498067,90.666325,20,20,43
SWE,2017,0.04809617124003064,48953.884048,117.045149,9,8,22
SWE,2017,0.04809617124003064,48953.884048,121.460449,9,8,19
GBR,2017,0.043873546933092436,44448.939676,105.779993,12,12,31
GBR,2017,0.043873546933092436,44448.939676,112.189926,12,12,26
USA,2017,0.053492251493260395,53617.90085,133.106035,4,4,11
USA,2017,0.053492251493260395,53617.90085,136.667829,4,4,9
AUT,2018,0.048946589069953424,49551.566649,124.209289,8,8,18
AUT,2018,0.048946589069953424,49551.566649,128.150348,8,8,14
CHL,2018,0.0261384215742767,25962.806451,55.898307,33,33,66
CHL,2018,0.0261384215742767,25962.806451,57.361844,33,33,65
EST,2018,0.03435761741694447,34321.779296,81.559454,23,24,50
EST,2018,0.03435761741694447,34321.779296,84.188525,23,24,49
FIN,2018,0.04346552395284221,44091.296324,107.959438,15,15,29
FIN,2018,0.04346552395284221,44091.296324,111.843998,15,15,25
DEU,2018,0.05110638547938294,52415.743748,126.992519,7,7,15
DEU,2018,0.05110638547938294,52415.743748,124.602574,7,7,17
GRC,2018,0.026188699451228224,26264.510902,65.315962,32,31,64
GRC,2018,0.026188699451228224,26264.510902,65.579532,32,31,62
HUN,2018,0.0278118027877108,27935.772196,70.722918,30,30,59
HUN,2018,0.0278118027877108,27935.772196,72.962269,30,30,57
IRL,2018,0.04449620237564935,45405.142384,189.649853,12,11,3
IRL,2018,0.04449620237564935,45405.142384,185.142044,12,11,4
ISR,2018,0.03577815655127165,34863.581051,86.674316,21,22,46
ISR,2018,0.03577815655127165,34863.581051,85.227416,21,22,47
JPN,2018,0.03492151150089296,35155.480237,92.660763,22,21,40
JPN,2018,0.03492151150089296,35155.480237,91.82856,22,21,42
LVA,2018,0.026519444055272758,25967.205427,65.403899,31,32,63
LVA,2018,0.026519444055272758,25967.205427,68.767529,31,32,61
LUX,2018,0.07314768319763137,73272.587031,255.358648,1,1,2
LUX,2018,0.07314768319763137,73272.587031,255.812408,1,1,1
NLD,2018,0.05283778932708714,53627.257759,128.95245,5,6,13
NLD,2018,0.05283778932708714,53627.257759,133.286511,5,6,11
NZL,2018,0.0371233016365343,37065.636279,92.874741,19,20,39
NZL,2018,0.0371233016365343,37065.636279,94.6222,19,20,38
POL,2018,0.02938392337580118,29675.563054,70.947872,28,28,58
POL,2018,0.02938392337580118,29675.563054,74.027148,28,28,55
ESP,2018,0.0367764615565712,37169.066666,90.049809,20,19,44
ESP,2018,0.0367764615565712,37169.066666,90.83664,20,19,43
SWE,2018,0.04818076364971158,49109.726194,116.11416,9,9,23
SWE,2018,0.04818076364971158,49109.726194,120.075556,9,9,20
GBR,2018,0.04400607566026827,44643.509782,111.419684,13,12,26
GBR,2018,0.04400607566026827,44643.509782,104.436998,13,12,31
USA,2018,0.05479535944022259,54901.743524,133.898112,3,4,10
USA,2018,0.05479535944022259,54901.743524,137.737375,3,4,9
AUT,2019,0.04967961273818959,50203.052264,126.950778,8,9,16
AUT,2019,0.04967961273818959,50203.052264,128.388141,8,9,14
EST,2019,0.035569154881279416,35511.41468,85.48138,22,22,49
EST,2019,0.035569154881279416,35511.41468,85.996736,22,22,47
FIN,2019,0.04365896999151515,44293.584847,109.929599,15,15,27
FIN,2019,0.04365896999151515,44293.584847,111.999833,15,15,25
DEU,2019,0.05129031465675622,52663.035822,126.755749,7,7,17
DEU,2019,0.05129031465675622,52663.035822,126.073088,7,7,18
GRC,2019,0.02725342039012146,27174.359177,66.406776,32,31,64
GRC,2019,0.02725342039012146,27174.359177,67.138983,32,31,63
HUN,2019,0.029705774296516517,29916.897017,74.919165,29,29,58
HUN,2019,0.029705774296516517,29916.897017,75.920184,29,29,56
IRL,2019,0.046008250123878915,46822.732282,193.902536,11,11,3
IRL,2019,0.046008250123878915,46822.732282,189.234196,11,11,4
ISR,2019,0.036588421327705484,35710.648156,85.470098,21,21,50
ISR,2019,0.036588421327705484,35710.648156,85.76387,21,21,48
JPN,2019,0.03482654426557265,35011.667008,90.653383,25,24,43
JPN,2019,0.03482654426557265,35011.667008,90.077829,25,24,44
LVA,2019,0.02742195894506606,26945.099565,67.732755,31,32,62
LVA,2019,0.02742195894506606,26945.099565,68.939586,31,32,61
LUX,2019,0.06967128384862653,68936.987388,254.601499,1,1,2
LUX,2019,0.06967128384862653,68936.987388,254.639499,1,1,1
MEX,2019,0.017278596733518656,16991.906903,44.368245,34,34,67
MEX,2019,0.017278596733518656,16991.906903,43.847336,34,34,68
NLD,2019,0.053001225030377845,53700.394781,131.102538,6,6,12
NLD,2019,0.053001225030377845,53700.394781,133.97711,6,6,11
NZL,2019,0.038716550308834474,38501.760861,94.618488,19,19,39
NZL,2019,0.038716550308834474,38501.760861,94.283108,19,19,40
POL,2019,0.030996935118503714,31286.610685,75.490158,28,27,57
POL,2019,0.030996935118503714,31286.610685,76.584618,28,27,55
ESP,2019,0.03718864279389017,37608.961472,92.676346,20,20,41
ESP,2019,0.03718864279389017,37608.961472,90.877134,20,20,42
SWE,2019,0.04953516654719849,50634.156171,119.61302,9,8,21
SWE,2019,0.04953516654719849,50634.156171,120.565253,9,8,20
GBR,2019,0.045074254442475,45720.933319,106.181813,12,12,31
GBR,2019,0.045074254442475,45720.933319,111.010116,12,12,26
USA,2019,0.05594966796404348,56045.609636,137.046566,3,4,9
USA,2019,0.05594966796404348,56045.609636,135.144025,3,4,10
AUT,2020,0.04633478645731239,46890.704094,125.187363,9,9,9
AUT,2020,0.04633478645731239,46890.704094,125.187363,9,9,9
CHL,2020,0.02362053379764224,23661.563459,53.984158,33,33,33
CHL,2020,0.02362053379764224,23661.563459,53.984158,33,33,33
EST,2020,0.0332961152451449,33320.245608,87.043934,23,24,24
EST,2020,0.0332961152451449,33320.245608,87.043934,23,24,24
FIN,2020,0.04290247678606468,43608.536946,113.983895,13,13,13
FIN,2020,0.04290247678606468,43608.536946,113.983895,13,13,13
DEU,2020,0.04799792458898672,49473.316309,127.158516,8,7,8
DEU,2020,0.04799792458898672,49473.316309,127.158516,8,7,8
GRC,2020,0.02460333826949459,24556.433717,63.174917,32,32,32
GRC,2020,0.02460333826949459,24556.433717,63.174917,32,32,32
HUN,2020,0.02850552985517893,28673.164461,76.117548,29,28,29
HUN,2020,0.02850552985517893,28673.164461,76.117548,29,28,29
IRL,2020,0.0432366317254405,44194.141399,209.164391,12,12,2
IRL,2020,0.0432366317254405,44194.141399,209.164391,12,12,2
ISR,2020,0.03478763340715045,34079.835708,86.604569,21,21,25
ISR,2020,0.03478763340715045,34079.835708,86.604569,21,21,25
JPN,2020,0.03313849003765071,33439.879401,91.152581,24,23,21
JPN,2020,0.03313849003765071,33439.879401,91.152581,24,23,21
LVA,2020,0.027073841010119722,26557.227503,70.022602,31,31,31
LVA,2020,0.027073841010119722,26557.227503,70.022602,31,31,31
LUX,2020,0.06939177967459428,69357.802621,260.814999,1,1,1
LUX,2020,0.06939177967459428,69357.802621,260.814999,1,1,1
MEX,2020,0.015222585662164416,14735.006256,41.536974,34,34,34
MEX,2020,0.015222585662164416,14735.006256,41.536974,34,34,34
NLD,2020,0.04920325356190695,50269.875075,133.897833,6,6,7
NLD,2020,0.04920325356190695,50269.875075,133.897833,6,6,7
NZL,2020,0.03804089543411403,38077.715773,97.269884,18,18,19
NZL,2020,0.03804089543411403,38077.715773,97.269884,18,18,19
POL,2020,0.030998313335808075,31705.526326,80.085341,27,27,27
POL,2020,0.030998313335808075,31705.526326,80.085341,27,27,27
ESP,2020,0.03238247216402746,32740.297052,84.15291,25,26,26
ESP,2020,0.03238247216402746,32740.297052,84.15291,25,26,26
SWE,2020,0.048153513652075576,49355.696202,122.777468,7,8,10
SWE,2020,0.048153513652075576,49355.696202,122.777468,7,8,10
GBR,2020,0.03903783480859805,39701.76765,104.217629,16,15,15
GBR,2020,0.03903783480859805,39701.76765,104.217629,16,15,15
USA,2020,0.053346435054192114,53771.22619,137.790157,3,4,5
USA,2020,0.053346435054192114,53771.22619,137.790157,3,4,5
AUT,2021,0.04891117884640602,49304.900241,123.103243,10,10,19
AUT,2021,0.04891117884640602,49304.900241,123.529019,10,10,18
CAN,2021,0.04386014526620701,43967.009241,111.371793,15,16,25
CAN,2021,0.04386014526620701,43967.009241,103.396946,15,16,30
CHL,2021,0.026788708542473783,27039.818482,56.201824,33,32,65
CHL,2021,0.026788708542473783,27039.818482,56.099325,33,32,66
DNK,2021,0.0578119435115686,58790.582191,135.524262,3,3,11
DNK,2021,0.0578119435115686,58790.582191,134.289364,3,3,12
EST,2021,0.03584327298464535,35911.457956,86.518049,21,22,51
EST,2021,0.03584327298464535,35911.457956,88.883806,21,22,45
FIN,2021,0.04424155606729447,44970.922718,110.277887,13,13,27
FIN,2021,0.04424155606729447,44970.922718,110.961938,13,13,26
DEU,2021,0.049953780055684356,51597.081081,124.944709,9,8,16
DEU,2021,0.049953780055684356,51597.081081,124.176738,9,8,17
GRC,2021,0.02711412753515849,26949.072764,65.160196,32,33,63
GRC,2021,0.02711412753515849,26949.072764,65.083335,32,33,64
HUN,2021,0.02941946395623268,29794.916757,77.369742,29,29,55
HUN,2021,0.02941946395623268,29794.916757,75.987726,29,29,56
IRL,2021,0.05018202550393445,51113.261868,226.990639,8,9,4
