y0,y1,d_actual,d_hat,unexplained,0_14,15_34,35_54,55_64,65p,tot,rp_g,unemp
1980,1989,0.000754343781687178,0.00615241013870111,-0.00539806635701393,-0.00704127493870654,0.0064662885253772,0.00762888436335591,-0.00150625740559415,0.0062427362222098,-0.00069846700168477,-0.0085098292517115,0.00357032962545515
1990,2000,0.00555837243877927,-0.00884641597698533,0.0144047884157646,-0.0121571755749674,-0.0233867368570263,0.004900689081269,-0.000812654942053819,0.00697208262849797,-0.00170385504999781,0.0169389790663069,0.000402255670986029
2001,2011,0.00888500386066143,0.011308984901457,-0.00242398104079557,-0.000107016689918691,0.00544721942676174,-0.00478594980326343,0.0118607122214309,-0.01190543566465,0.0123438866971505,-0.000333537670494056,-0.00121089361556001
2012,2025,0.0465498989573867,0.0366949629970924,0.00985493596029437,-0.000624907946451073,0.00466538748773509,0.00303873304739596,0.00146575428165044,0.0421649175152956,-0.000802806582430801,-0.00598264487602384,-0.00722946993007903
