y0,y1,d_actual,d_hat,unexplained,0_14,15_34,35_54,55_64,65p,tot,rp_g,dln_pop
1980,1990,0.00494533258526828,0.00476687002627729,0.000178462558990984,-0.00692004506163662,0.00428390325938349,0.00730842978115199,-0.00515493669906606,0.00566043607674587,-0.000508813739226517,-0.00585616058303605,0.00595405699196118
1991,2001,-0.00118306655010086,-0.00433337754995994,0.00315031099985907,-0.00994562206094349,-0.0181784778729626,0.00556333897883464,0.00424810890733959,0.00607854438407099,-6.17592610461997e-05,0.0105259766724348,-0.00256348729768766
2002,2012,0.00571607247462852,-0.00153442615368025,0.00725049862830877,-0.00146371601515686,0.00208255229294129,-0.00917316289658995,-0.0012981988513214,-0.00893680955472556,0.00349862586895482,0.00289939955751242,0.010856883444705
2013,2024,0.0337942698790561,0.0294867315528326,0.00430753832622353,-0.00315535387331516,-0.000138661013661014,0.000690659143463189,0.0034170266165926,0.0324524002919154,0.00139798547807904,-0.0124198543650391,0.00724252927479759
