y0,y1,d_actual,d_hat,unexplained,0_14,15_34,35_54,55_64,65p,tot,rp_g,unemp
1980,1981,0.0039569169973187,-0.00219511815991963,0.00615203515723834,-0.000443682834802743,0.00221199631986959,-0.00154888972971926,-0.00213491089840199,-0.00110979969966208,-0.000758570606785028,0.00567059678283046,-0.00408185749324857
1981,1982,-0.00244886901180458,-0.00150301385441628,-0.000945855157388302,-0.00196937595516274,-0.00126488692175204,-0.000494591765010861,-0.00158801742043715,-0.0012822987748388,-0.00037335222109462,0.00444188139157532,0.00102762781230461
1982,1983,0.0115982209296623,0.00918107279570023,0.00241714813396208,-0.00593703154168204,-0.00697107699820087,-0.000343009144348648,0.000728083834260793,-0.00279562367478141,0.00133698750109451,0.00143266594502352,0.0217300768743344
1983,1984,0.000206735819755138,0.00465468913000396,-0.00444795331024882,-0.00190503923308197,-0.00113270550949729,0.00181928044056262,0.00253026340432578,0.000243301071035948,0.000572428671517567,-0.00420721078412848,0.00673437106926979
1984,1985,0.0106167905702873,-0.00497715995019292,0.0155939505204803,0.000471295655245009,0.00305056118490486,-7.23799381689317e-05,-0.001841446342442,0.000319038943339066,-0.0011051379190355,0.00345790681625633,-0.00925699835029175
1985,1986,0.00313901908960357,-0.00129366774639703,0.0044326868360006,-0.000258084418100372,0.00333429427002595,0.000984993308756043,-0.00102034131855622,0.0030195040027164,-0.00225597872789846,0.00156607288863922,-0.00666412775197959
1986,1987,-0.000262557847978462,0.00314709339453243,-0.00340965124251089,-0.00105635468896133,0.00131822420129477,0.00163633970333232,-0.000106924005989105,0.00261999747511712,-0.000668525599065999,-0.00299728425876736,0.00240162056757201
1987,1988,-0.0159359982182168,0.00115074326304191,-0.0170867414812587,0.00130352585134106,0.0024190570087316,0.00297042701621657,0.00134950271444626,0.00279437685986294,0.000951474389546143,-0.008945381731268,-0.00169223884583467
1988,1989,-0.01011591454694,-0.00201222873365267,-0.00810368581328733,0.00275347222649956,0.00350082497000275,0.00267671447173522,0.00057753262719994,0.00243424001942096,0.0016022075100365,-0.00892907630187108,-0.00662814425667653
1989,1990,0.00103613093528235,-0.00367734466375113,0.00471347559903347,0.000245446252822096,0.000603309994321783,0.000259769406123848,-0.00231647692080886,0.000876368505416586,-0.000262452685572067,0.00135590778820096,-0.00443921700425547
1990,1991,0.00968254121177939,0.00542254775259666,0.00425999345918273,-0.00496647083929117,-0.00700875966074048,-0.000992454759285364,-0.00250822053696865,-0.000139534018382215,0.000391147422391744,0.00491634067660017,0.0157304994682726
1991,1992,0.00870765805336499,0.00263809178913188,0.00606956626423311,-0.00463220215441275,-0.00652823315365112,-0.00193806415026481,-0.0034813033530483,-0.00166097278564444,0.00046328733566627,0.00769860540946922,0.0127169746410178
1992,1993,-0.000627362809919874,0.00115261128750385,-0.00177997409742372,-0.00227548890151408,-0.00410867468965549,0.000372700354155129,-0.000906334582975803,0.00166989671029845,-0.000227457388401273,0.0023049556478153,0.00432301413778161
1993,1994,-0.00736295116033509,-0.00134892962289149,-0.00601402153744359,-0.000224437748710854,-0.00147499683659946,0.00155582892901526,0.000411676494540692,0.00285728440779999,-0.000611689400544828,-0.00073293632157978,-0.00312965914681251
1994,1995,-0.00173358918023336,-0.00479401988096546,0.0030604307007321,0.00229061169676857,0.00149854765410744,0.00272029463649678,0.00150258209332422,0.0033810039135339,-0.000347596430437677,-0.00453902826788373,-0.011300435176875
1995,1996,-0.00273384693455037,-0.0021304331046009,-0.000603413829949468,0.000128955045713873,-0.000718200839206445,0.00150226460967071,0.000564773085502028,0.00140277469632579,0.000131410353137305,-0.0016352668033535,-0.00350714325239066
1996,1997,-0.00319494162027098,-0.000464932834301999,-0.00273000878596898,-0.00150014584921814,-0.00299597143764065,0.000634139167433172,0.000733765427109818,-0.00041842542338942,0.000496817490437044,0.000817758318426248,0.00176712947253993
1997,1998,-0.00206525150986453,-0.00281220898840203,0.0007469574785375,-0.000331796756805071,-0.00118844873899602,0.00116389968659447,0.00115356517087764,0.000831113054671628,-0.000569909172548317,0.000773710044392873,-0.00464434227658923
