table_no,sheet_no,table_title,date,series,value,series_type,data_type,collection_month,frequency,series_id,unit,.__txt
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure ;,4583,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - State and local ;  Final consumption expenditure ;,8204,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government ;  Final consumption expenditure ;,12684,Trend,DERIVED,3,Quarter,A2304206R,$ Millions,General government ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,2.6,Trend,DERIVED,3,Quarter,A2304241W,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,6.3,Trend,DERIVED,3,Quarter,A2304243A,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure: Percentage changes ;,4.8,Trend,DERIVED,3,Quarter,A2304245F,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1,Trend,DERIVED,3,Quarter,A2304247K,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government ;  Final consumption expenditure: Percentage changes ;,2.8,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Defence ;,2159,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Non-defence ;,2694,Seasonally Adjusted,DERIVED,3,Quarter,A2304077F,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure ;,4596,Seasonally Adjusted,DERIVED,3,Quarter,A2304078J,$ Millions,General government - National ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - State and local ;  Final consumption expenditure ;,8149,Seasonally Adjusted,DERIVED,3,Quarter,A2304079K,$ Millions,General government - State and local ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government ;  Final consumption expenditure ;,12620,Seasonally Adjusted,DERIVED,3,Quarter,A2304080V,$ Millions,General government ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,4.8,Seasonally Adjusted,DERIVED,3,Quarter,A2304117L,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,8.2,Seasonally Adjusted,DERIVED,3,Quarter,A2304119T,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure: Percentage changes ;,7,Seasonally Adjusted,DERIVED,3,Quarter,A2304121C,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,-0.7,Seasonally Adjusted,DERIVED,3,Quarter,A2304123J,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government ;  Final consumption expenditure: Percentage changes ;,2.6,Seasonally Adjusted,DERIVED,3,Quarter,A2304125L,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Defence ;,2244,Original,DERIVED,3,Quarter,A2302479K,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Non-defence ;,2726,Original,DERIVED,3,Quarter,A2302480V,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure ;,4692,Original,DERIVED,3,Quarter,A2302481W,$ Millions,General government - National ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - State and local ;  Final consumption expenditure ;,8265,Original,DERIVED,3,Quarter,A2302482X,$ Millions,General government - State and local ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government ;  Final consumption expenditure ;,12844,Original,DERIVED,3,Quarter,A2302483A,$ Millions,General government ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303946C,Index Points,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303948J,Index Points,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - National ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2298900T,Index Points,General government - National ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government - State and local ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303950V,Index Points,General government - State and local ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1962-12-01,General government ;  Final consumption expenditure: Contributions to growth ;,0.3,Seasonally Adjusted,DERIVED,3,Quarter,A2303952X,Index Points,General government ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Defence ;,2151,Trend,DERIVED,3,Quarter,A2304202F,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Non-defence ;,2828,Trend,DERIVED,3,Quarter,A2304203J,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure ;,4727,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - State and local ;  Final consumption expenditure ;,8304,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government ;  Final consumption expenditure ;,12942,Trend,DERIVED,3,Quarter,A2304206R,$ Millions,General government ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,-0.9,Trend,DERIVED,3,Quarter,A2304241W,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,5.3,Trend,DERIVED,3,Quarter,A2304243A,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure: Percentage changes ;,3.1,Trend,DERIVED,3,Quarter,A2304245F,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1.2,Trend,DERIVED,3,Quarter,A2304247K,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government ;  Final consumption expenditure: Percentage changes ;,2,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Defence ;,2192,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Non-defence ;,2851,Seasonally Adjusted,DERIVED,3,Quarter,A2304077F,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure ;,4754,Seasonally Adjusted,DERIVED,3,Quarter,A2304078J,$ Millions,General government - National ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - State and local ;  Final consumption expenditure ;,8331,Seasonally Adjusted,DERIVED,3,Quarter,A2304079K,$ Millions,General government - State and local ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government ;  Final consumption expenditure ;,13071,Seasonally Adjusted,DERIVED,3,Quarter,A2304080V,$ Millions,General government ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,1.6,Seasonally Adjusted,DERIVED,3,Quarter,A2304117L,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,5.8,Seasonally Adjusted,DERIVED,3,Quarter,A2304119T,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure: Percentage changes ;,3.4,Seasonally Adjusted,DERIVED,3,Quarter,A2304121C,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,2.2,Seasonally Adjusted,DERIVED,3,Quarter,A2304123J,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government ;  Final consumption expenditure: Percentage changes ;,3.6,Seasonally Adjusted,DERIVED,3,Quarter,A2304125L,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Defence ;,2042,Original,DERIVED,3,Quarter,A2302479K,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Non-defence ;,2753,Original,DERIVED,3,Quarter,A2302480V,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure ;,4563,Original,DERIVED,3,Quarter,A2302481W,$ Millions,General government - National ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - State and local ;  Final consumption expenditure ;,7852,Original,DERIVED,3,Quarter,A2302482X,$ Millions,General government - State and local ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government ;  Final consumption expenditure ;,12325,Original,DERIVED,3,Quarter,A2302483A,$ Millions,General government ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303946C,Index Points,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303948J,Index Points,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - National ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2298900T,Index Points,General government - National ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government - State and local ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303950V,Index Points,General government - State and local ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-03-01,General government ;  Final consumption expenditure: Contributions to growth ;,0.4,Seasonally Adjusted,DERIVED,3,Quarter,A2303952X,Index Points,General government ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Defence ;,2078,Trend,DERIVED,3,Quarter,A2304202F,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Non-defence ;,2891,Trend,DERIVED,3,Quarter,A2304203J,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure ;,4757,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - State and local ;  Final consumption expenditure ;,8408,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government ;  Final consumption expenditure ;,13033,Trend,DERIVED,3,Quarter,A2304206R,$ Millions,General government ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,-3.4,Trend,DERIVED,3,Quarter,A2304241W,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,2.2,Trend,DERIVED,3,Quarter,A2304243A,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure: Percentage changes ;,0.6,Trend,DERIVED,3,Quarter,A2304245F,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,1.3,Trend,DERIVED,3,Quarter,A2304247K,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government ;  Final consumption expenditure: Percentage changes ;,0.7,Trend,DERIVED,3,Quarter,A2304249R,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Defence ;,2156,Seasonally Adjusted,DERIVED,3,Quarter,A2304076C,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Non-defence ;,2947,Seasonally Adjusted,DERIVED,3,Quarter,A2304077F,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure ;,4890,Seasonally Adjusted,DERIVED,3,Quarter,A2304078J,$ Millions,General government - National ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - State and local ;  Final consumption expenditure ;,8394,Seasonally Adjusted,DERIVED,3,Quarter,A2304079K,$ Millions,General government - State and local ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government ;  Final consumption expenditure ;,13159,Seasonally Adjusted,DERIVED,3,Quarter,A2304080V,$ Millions,General government ;  Final consumption expenditure ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Defence: Percentage changes ;,-1.6,Seasonally Adjusted,DERIVED,3,Quarter,A2304117L,Percent,General government - National ;  Final consumption expenditure - Defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ;,3.4,Seasonally Adjusted,DERIVED,3,Quarter,A2304119T,Percent,General government - National ;  Final consumption expenditure - Non-defence: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure: Percentage changes ;,2.9,Seasonally Adjusted,DERIVED,3,Quarter,A2304121C,Percent,General government - National ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - State and local ;  Final consumption expenditure: Percentage changes ;,0.8,Seasonally Adjusted,DERIVED,3,Quarter,A2304123J,Percent,General government - State and local ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government ;  Final consumption expenditure: Percentage changes ;,0.7,Seasonally Adjusted,DERIVED,3,Quarter,A2304125L,Percent,General government ;  Final consumption expenditure: Percentage changes ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Defence ;,2311,Original,DERIVED,3,Quarter,A2302479K,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Non-defence ;,3053,Original,DERIVED,3,Quarter,A2302480V,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure ;,5084,Original,DERIVED,3,Quarter,A2302481W,$ Millions,General government - National ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - State and local ;  Final consumption expenditure ;,9169,Original,DERIVED,3,Quarter,A2302482X,$ Millions,General government - State and local ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government ;  Final consumption expenditure ;,14200,Original,DERIVED,3,Quarter,A2302483A,$ Millions,General government ;  Final consumption expenditure ; | Original
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303946C,Index Points,General government - National ;  Final consumption expenditure - Defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303948J,Index Points,General government - National ;  Final consumption expenditure - Non-defence: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - National ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2298900T,Index Points,General government - National ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government - State and local ;  Final consumption expenditure: Contributions to growth ;,,Seasonally Adjusted,DERIVED,3,Quarter,A2303950V,Index Points,General government - State and local ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-06-01,General government ;  Final consumption expenditure: Contributions to growth ;,0.1,Seasonally Adjusted,DERIVED,3,Quarter,A2303952X,Index Points,General government ;  Final consumption expenditure: Contributions to growth ; | Seasonally Adjusted
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-09-01,General government - National ;  Final consumption expenditure - Defence ;,2006,Trend,DERIVED,3,Quarter,A2304202F,$ Millions,General government - National ;  Final consumption expenditure - Defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-09-01,General government - National ;  Final consumption expenditure - Non-defence ;,2876,Trend,DERIVED,3,Quarter,A2304203J,$ Millions,General government - National ;  Final consumption expenditure - Non-defence ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-09-01,General government - National ;  Final consumption expenditure ;,4697,Trend,DERIVED,3,Quarter,A2304204K,$ Millions,General government - National ;  Final consumption expenditure ; | Trend
5206002_expenditure_volume_measures,Data1,"Table 2. Expenditure on Gross Domestic Product (GDP), Chain volume measures",1963-09-01,General government - State and local ;  Final consumption expenditure ;,8492,Trend,DERIVED,3,Quarter,A2304205L,$ Millions,General government - State and local ;  Final consumption expenditure ; | Trend
