y0,y1,d_actual,d_hat,unexplained,0_14,15_34,35_54,55_64,65p,tot,rp_g,unemp
1980,1981,0.00561866507387196,-0.00195837652426276,0.00757704159813472,-0.000703822531625623,0.00123959660177137,-0.000959437183990841,-0.00171062681738427,-0.000830728392901194,-0.000515161326744041,0.0049853794820307,-0.00346357635541887
1981,1982,-0.000465267799112878,-0.000777876203182201,0.000312608404069323,-0.00170753073924867,-0.00117575495964863,-0.000122171938530515,-0.00123614963655848,-0.00110439185664462,-0.000261744507082201,0.00387911609988498,0.000950751334645932
1982,1983,0.00886629686661605,0.00767642153349262,0.00118987533312343,-0.00476842139633221,-0.00516561012193628,-0.000931807280379474,0.000535335899817007,-0.00271474620578655,0.000928284197764219,0.00107554508999851,0.0187178413503474
1983,1984,-0.00280387325503401,0.00350060664325486,-0.00630447989828887,-0.00169761590635878,-0.000822216769685787,0.00122649416711522,0.00204558190438715,0.000276753155410748,0.000467545342983465,-0.00373996005637702,0.00574402480577987
1984,1985,0.00879704204206619,-0.00393732084109136,0.0127343628831576,5.82724445637448e-05,0.0018991223790815,0.000562570736659817,-0.00142040836699279,0.000510225662318182,-0.000738723041329259,0.00311820532808882,-0.00792658598348137
1985,1986,0.00180449137111671,-0.000969842935513931,0.00277433430663064,-0.000708549628181081,0.00207616202182599,0.00114990963883678,-0.000742314913004831,0.00284786860560283,-0.00127801625647188,0.00141279287176514,-0.00572769527588689
1986,1987,-0.000455661911528571,0.00242298386084138,-0.00287864577236995,-0.0011934145619211,0.000812658497921552,0.00137477466023279,-8.10144600527991e-05,0.00238652834312921,-0.000297662067169701,-0.00261138689156735,0.00203250034026877
1987,1988,-0.00918209814370416,0.000570956404582196,-0.00975305454828635,0.000933400141309193,0.00190393981378771,0.00267101933178695,0.00110067044861872,0.00268555228093458,0.000580540107864133,-0.00776080592649557,-0.00154335979322353
1988,1989,-0.00683674216796976,-0.00197958138410087,-0.00485716078386889,0.00220058914266527,0.00273496175482476,0.00274885811052332,0.000493649420517126,0.00246383754790137,0.000856600205205718,-0.0077058793337529,-0.00577219823198553
1989,1990,-0.000397519491053266,-0.00249536585229276,0.00209784636123949,0.000184274974628839,0.000329273066005989,0.000755943893052978,-0.00183632308432597,0.000815800338695349,-0.000248179502106482,0.00128189334901465,-0.00377804888725811
1990,1991,0.0092000884143395,0.00546298047320228,0.00373710794113722,-0.00380583107558627,-0.00520924044430302,-0.00106243389897155,-0.00205307874029876,-0.000521506402191709,0.000287999572585196,0.00422826643200584,0.0135988050299626
1991,1992,0.0088405469944621,0.00326192957678022,0.00557861741768188,-0.00354458011885051,-0.0049529305813021,-0.00161221384915422,-0.00281388246822418,-0.00177667156927925,0.000233610635792208,0.00668049467785043,0.0110481028499478
1992,1993,-0.00146046494446903,0.00192431029788641,-0.00338477524235544,-0.00162739755506956,-0.00299065408141095,0.000319636295262882,-0.000696976619282488,0.00122444567592455,-7.65994682865362e-05,0.0019984804382441,0.00377337561250442
1993,1994,-0.00584779966409132,-0.000329725808446031,-0.00551807385564529,-2.71492332137068e-05,-0.000996324410634537,0.00145111417553149,0.000403946267484843,0.00242666869409871,-0.000305693927914142,-0.000612335917248683,-0.00266995145655001
1994,1995,-0.00184095909780627,-0.00343809494072496,0.00159713584291869,0.00198570888247695,0.00127512062061615,0.0026992867027948,0.00131296221753097,0.00310151033418684,-0.000208047251068746,-0.0038676376030091,-0.00973699884425282
1995,1996,-0.000294932757058941,-0.00125614635909013,0.000961213602031194,0.000226672080099229,-0.0004489529561783,0.00151809789082038,0.000515832498473408,0.00124740001684491,8.70011766343918e-05,-0.00140837943123388,-0.00299381763455027
1996,1997,-0.00278336311967473,0.000166110297654789,-0.00294947341732951,-0.00103896762510509,-0.00215101769307043,0.000592894636962081,0.000632407842287898,-0.000442909364636273,0.000312698828787301,0.000705735985527728,0.00155526768690158
1997,1998,-0.000592462298667357,-0.00170760707848905,0.00111514477982169,-0.000173677154006483,-0.000856753787033618,0.00115391435195107,0.00101344265093388,0.00072040630009237,-0.000298222757181086,0.000689998362597458,-0.00395671504584264
1998,1999,0.00486182857618328,-0.00359459884889493,0.00845642742507821,-0.000734792080053507,-0.000917967061412087,-0.000539929740167443,-0.000529993553459913,-0.000888530165904429,-0.000911640743799427,0.00707781215811504,-0.00614955766221316
1999,2000,-0.00176189465095758,-0.00104890143647722,-0.000712993214480362,0.000199678261865091,7.83782668241647e-05,0.000757605967621374,0.00205349990614431,0.000106119576562086,9.70828034796216e-05,-0.000653151118032181,-0.00368811510094169
2000,2001,-0.000303565588021026,0.000438613424719445,-0.000742179012740471,-0.000385336454579342,-0.000331643826756247,0.000261244673733928,0.00170942840518438,0.000261015454558114,0.000103882862363129,0.000103681183177261,-0.00128365887296177
2001,2002,-0.00158156874327081,0.00299486768072645,-0.00457643642399726,-0.00140482484939003,-0.00110883391500951,-0.000400374319999776,0.00316993408319746,-0.000865686249052021,0.000350301609746374,-7.77783768953962e-05,0.00333212969812933
2002,2003,0.000346220238200828,-0.000696039483385658,0.00104225972158649,-0.000195675743155101,0.00059316839788851,-0.00021193726360769,0.00196676919146349,-0.000528593009034213,-0.000130987474383319,0.00143177651406793,-0.00362056009662527
2003,2004,-0.00107720354800167,0.00017882826456896,-0.00125603181257063,0.000269413821344776,0.000585810725892894,0.000518643553532373,0.00246154836518796,-0.000115273352767066,0.000547226365097108,-0.00213741703170969,-0.0019511241820094
2004,2005,0.00100552480233143,-0.00158466639746403,0.00259019119979546,7.8389693673234e-05,0.000583410031457965,-0.000596097490875756,0.000660862197236585,-0.00196876392276113,0.000665083766849209,0.00148625547248635,-0.00249380614553048
2005,2006,-0.000846968243072788,-7.15917451645732e-05,-0.000775376497908214,0.000235144168136524,0.000335375276661563,0.000251370696656447,0.00164968386028255,-0.00134818515546086,0.00106375274200225,-0.00225657201932472,-2.16131411833723e-06
2006,2007,-0.00131665084596846,-0.000853075772911915,-0.00046357507305655,0.000481280526141778,0.00093488073268697,-0.000166167082860448,0.000540014520056905,-0.000681657285638891,0.00064797134245374,-0.000333898146102778,-0.00227550037964919
2007,2008,-0.000823458147761552,-0.000476498793417426,-0.000346959354344126,0.000306015037205518,0.00127361971821708,-0.000547276376276704,0.000479473135370105,-0.00116486742983218,0.000547925267558818,-6.94326649107155e-05,-0.00130195548074935
2008,2009,0.0032964387483175,0.00269062665584164,0.000605812092475867,-0.000570064668797804,0.000302194710377875,-0.00107952437405619,-0.000127125139951317,-0.00132351461070931,0.00120131064246553,-0.00101859286211604,0.00530594295862889
2009,2010,0.00407105182126033,0.00179759422919363,0.0022734575920667,-0.00184779764253486,-0.00132381904412537,-0.00216262973827369,-0.00164144269297382,5.13761756984301e-05,-0.000473503120392365,0.00733647175825286,0.00185893853354244
2010,2011,-0.00165150903903916,-6.42836015041676e-05,-0.00158722543753499,0.00184642613567499,0.00152824462513795,-0.000234505815617641,0.000220684716630763,-0.00130175954866082,0.00277386692982883,-0.0048151067281531,-8.2133916345144e-05
2011,2012,0.00271262668836206,0.00176842381342649,0.000944202874935566,-0.000301959843505669,-9.89839433829585e-05,-0.00152470792743639,-0.00215273569256808,0.00198611239263306,7.96974485592521e-05,0.0039364491728652,-0.00015544779373792
2012,2013,-0.000746594553530183,0.00374471955490564,-0.00449131410843582,-0.00129189660619887,-0.0009752425026384,-0.00105947747776296,-0.00046414163400986,0.00414644683753807,-0.00133337652644053,0.00474506235936784,-2.26548949496474e-05
2013,2014,-0.000804489962082738,0.00418916077120661,-0.00499365073328935,-0.000903851100109186,-0.0009735989199448,-0.000824777241475816,0.000235228973991184,0.00295373323946193,-0.000231750403383814,0.00169146009858496,0.00224271612408215
2014,2015,0.00424883988285782,0.00313742422943444,0.00111141565342338,-0.0016111172923389,-0.00137281177130592,-0.00144591156223342,-0.000816584396914715,0.00333473409678551,-0.00138569306184764,0.00652652461333832,-9.17163960488019e-05
2015,2016,0.00777346452719341,0.00138250357682568,0.00639096095036772,-0.000623297283007911,-0.000493085854311192,-0.00106264232818889,-0.00074358330996616,0.00362379792161057,-0.0013483920341614,0.00584104899231274,-0.00381134252746207
2016,2017,-0.000213690832606417,0.00281571269145945,-0.00302940352406586,0.00140150340256818,0.000860627016335855,0.000941848158303169,0.00196508243524718,0.0016552362604047,0.00189337112269675,-0.00749498836288584,0.00159303265878945
2017,2018,0.000541999576523788,0.00191487990306843,-0.00137288032654464,0.000209566864206471,5.31687923280303e-05,0.000170370733100381,0.000519692501646167,0.00245504638653815,0.000332343846112207,-0.000998151623753867,-0.000827157597109116
2018,2019,0.003640258469497,0.00145139099642808,0.00218886747306892,0.000748485574156128,0.000484758515873935,0.00051033996282363,0.000759699223991729,0.00223554518264393,0.000806221541416023,-0.00270770331759735,-0.00138595568687994
