year,y_actual,yhat_full,yhat_cf_Demography,impact_Demography,yhat_cf_RelPrices,impact_RelPrices,yhat_cf_UR,impact_UR,yhat_cf_ToT,impact_ToT,yhat_cf_AllFixed
1980,0.200331470360901,0.211397773751066,0.215782371679969,-0.00438459792890303,0.210780185862081,0.00061758788898536,0.2186903053745,-0.00729253162343371,0.210207662997914,0.00119011075315209,0.221267204661265
1981,0.207382488721016,0.212044893817095,0.216082922715338,-0.00403802889824384,0.208884827256331,0.00316006656076356,0.221391044413464,-0.00934615059636912,0.211043091727416,0.00100180208967865,0.221267204661265
1982,0.21104012470346,0.21741155226533,0.22165891175488,-0.0042473594895506,0.210359137333075,0.00705241493225514,0.224840559450941,-0.00742900718561157,0.216643252918358,0.00076829934697159,0.221267204661265
1983,0.231710980526496,0.234215902506207,0.238826995659574,-0.00461109315336614,0.228051887859011,0.00616401464719626,0.223437778571288,0.0107781239349192,0.233598250090015,0.000617652416192854,0.221267204661265
1984,0.237932647333957,0.237128625510357,0.242100566662437,-0.00497194115208038,0.232486769116401,0.00464185639395576,0.22179580740858,0.0153328181017774,0.236269938004918,0.000858687505438827,0.221267204661265
1985,0.243943350956537,0.233212176481699,0.238034156016281,-0.00482197953458238,0.225801802249405,0.00741037423229388,0.224578704626715,0.00863347185498409,0.232489071213961,0.000723105267737972,0.221267204661265
1986,0.24599840549491,0.231165114577309,0.235351392850138,-0.00418627827282853,0.220614899312433,0.010550215264876,0.226915568732114,0.00424954584519532,0.231880687498508,-0.000715572921199031,0.221267204661265
1987,0.247169969533499,0.231285065744959,0.234826882383047,-0.00354181663808772,0.222636665680662,0.00864840006429632,0.224987836324309,0.00629722942064936,0.232671017508123,-0.00138595176316447,0.221267204661265
1988,0.23064033734064,0.224584908289024,0.227697985948374,-0.00311307765935034,0.220954137786543,0.0036307705024809,0.221453474256683,0.00313143403234137,0.224916331536737,-0.000331423247713236,0.221267204661265
1989,0.220820994172206,0.214729727480299,0.217232501883304,-0.00250277440300564,0.216035716580106,-0.00130598909980761,0.219115557397018,-0.00438582991671965,0.213072611241732,0.00165711623856621,0.221267204661265
1990,0.215899006034789,0.214232613480468,0.216309789362529,-0.00207717588206027,0.213517792864095,0.000714820616373624,0.221674950832229,-0.00744233735176056,0.212462512043818,0.00177010143665027,0.221267204661265
1991,0.224650398049114,0.228117066649329,0.229201198154952,-0.0010841315056225,0.228179610552851,-6.25439035214226e-05,0.221069604916027,0.0070474617333017,0.227167990985423,0.00094907566390609,0.221267204661265
1992,0.236566656590085,0.242299144411991,0.242640384242159,-0.000341239830167428,0.240832285864003,0.00146685854798806,0.222837231824883,0.0194619125871079,0.241854735966194,0.000444408445797295,0.221267204661265
1993,0.235905585543405,0.248363116772945,0.24792867344703,0.000434443325915218,0.245297011527154,0.00306610524579104,0.22463970334181,0.0237234134311357,0.248491166664107,-0.000128049891161941,0.221267204661265
1994,0.241309372199425,0.2463263185055,0.245421243442065,0.000905075063434846,0.242737444528197,0.00358887397730212,0.225241421790816,0.0210848967146839,0.246846050416686,-0.000519731911186705,0.221267204661265
1995,0.243337235519431,0.234800199818794,0.233812230302969,0.000987969515824333,0.232816826477152,0.00198337334164195,0.22417828874642,0.0106219110723736,0.234860458591105,-6.02587723115e-05,0.221267204661265
1996,0.238971505469831,0.230959965290168,0.229915027019944,0.0010449382702242,0.229909033960503,0.00105093132966477,0.223732159241562,0.00722780604860598,0.23059088030976,0.000369084980407913,0.221267204661265
1997,0.229513505344929,0.231010395513533,0.230216065602688,0.00079432991084491,0.231336374190231,-0.000325978676698563,0.222533984628539,0.00847641088499385,0.230211966780406,0.000798428733127354,0.221267204661265
1998,0.215895963072726,0.226067233935116,0.225651365180156,0.000415868754959942,0.226925793102277,-0.000858559167160905,0.221525022477186,0.00454221145793091,0.225366725706995,0.000700508228121177,0.221267204661265
1999,0.21289315807321,0.221267204661265,0.221267204661265,0,0.221267204661265,0,0.221267204661265,0,0.221267204661265,0,0.221267204661265
2000,0.215459059655349,0.218746773451628,0.219184605191901,-0.000437831740273481,0.217015908295951,0.00173086515567647,0.223087502334394,-0.00434072888276615,0.218219509193902,0.000527264257725618,0.221267204661265
2001,0.221646499091682,0.216328350521731,0.216767162347758,-0.000438811826026703,0.215566070156113,0.000762280365618095,0.222396634280523,-0.00606828375879151,0.215522389442065,0.000805961079666295,0.221267204661265
2002,0.217836821676732,0.216405579026382,0.21725587189033,-0.000850292863947444,0.217771803707426,-0.00136622468104355,0.220067553899031,-0.00366197487264874,0.215388712243626,0.00101686678275653,0.221267204661265
2003,0.212824238322942,0.212158269590677,0.213383814508611,-0.00122554491793411,0.213806888981521,-0.00164861939084335,0.219613280491796,-0.00745501090111844,0.210938029451369,0.00122024013930783,0.221267204661265
