year,cofog_group_name,exp_gdp_f,0_14,15_34,35_54,55_64,65p
2018,011 Executive and legislative organs financial and fiscal affairs external affairs,0.296287878074148,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,011 Executive and legislative organs financial and fiscal affairs external affairs,0.317663650794082,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,013 General services,0.0248100815226918,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,013 General services,0.0228658844078394,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,013 General services,0.0191800151558703,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,013 General services,0.0260289152625925,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,013 General services,0.016778172762827,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,013 General services,0.012828107213981,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,013 General services,0.00857466722203572,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,013 General services,0.00753415608712615,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,013 General services,0.0149251746598204,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,013 General services,0.0145730809129213,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,013 General services,0.0159545735152302,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,013 General services,0.0124562865426874,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,013 General services,0.00906079405050929,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,013 General services,0.0101532478253288,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,013 General services,0.00972804913219175,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,013 General services,0.0307818513351466,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,013 General services,0.0300030314695273,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,013 General services,0.0280087192938074,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,013 General services,0.0294544210191798,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,013 General services,0.0510937671270761,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,013 General services,0.0424019505210687,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,014 Basic research,0,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,014 Basic research,0,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,014 Basic research,0,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,014 Basic research,0,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,014 Basic research,0,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,014 Basic research,0,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,014 Basic research,0,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,014 Basic research,0,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,014 Basic research,0,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,014 Basic research,0,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,014 Basic research,0,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,014 Basic research,0,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,014 Basic research,0,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,014 Basic research,0,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,014 Basic research,0,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,014 Basic research,0,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,014 Basic research,0,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,014 Basic research,0,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,014 Basic research,0,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,014 Basic research,0.0443572258431071,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,014 Basic research,0.0419845711423378,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,015 RandD General public services,0,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,015 RandD General public services,0,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,015 RandD General public services,0,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,015 RandD General public services,0,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,015 RandD General public services,0,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,015 RandD General public services,0,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,015 RandD General public services,0,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,015 RandD General public services,0,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,015 RandD General public services,0,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,015 RandD General public services,0,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,015 RandD General public services,0,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,015 RandD General public services,0,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,015 RandD General public services,0,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,015 RandD General public services,0,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,015 RandD General public services,0,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,015 RandD General public services,0,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,015 RandD General public services,0,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,015 RandD General public services,0,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,015 RandD General public services,0,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,015 RandD General public services,0,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,015 RandD General public services,0,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,016 Public debt transactions,1.06683350547575,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,016 Public debt transactions,0.914690607918426,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,016 Public debt transactions,0.871305756617628,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,016 Public debt transactions,0.778612598928473,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,016 Public debt transactions,0.727844429309157,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,016 Public debt transactions,0.652619335217233,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,016 Public debt transactions,0.612831861504848,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,016 Public debt transactions,0.568009854568554,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,016 Public debt transactions,0.520778409774539,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,016 Public debt transactions,0.488413424857949,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,016 Public debt transactions,0.529611203871991,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,016 Public debt transactions,0.627348975269014,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,016 Public debt transactions,0.688180252127681,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,016 Public debt transactions,0.754320886765301,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,016 Public debt transactions,0.751208454224952,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,016 Public debt transactions,0.808770896014036,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,016 Public debt transactions,0.853226704848292,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,016 Public debt transactions,0.843248290587259,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,016 Public debt transactions,0.766845851234345,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,016 Public debt transactions,0.773462883978073,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,016 Public debt transactions,0.743409588889519,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,017 Transfers of a general character between different levels of government,0.0193754922367688,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,017 Transfers of a general character between different levels of government,0.0160171654064575,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,017 Transfers of a general character between different levels of government,0.0178212129922391,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,017 Transfers of a general character between different levels of government,0.0257348032257271,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,017 Transfers of a general character between different levels of government,0.00364742886148412,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,017 Transfers of a general character between different levels of government,0.00934497876515174,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,017 Transfers of a general character between different levels of government,0.00312165304396692,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,017 Transfers of a general character between different levels of government,0.0169973473076711,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,017 Transfers of a general character between different levels of government,0.00721216493628906,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,017 Transfers of a general character between different levels of government,0.00713281597425684,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,017 Transfers of a general character between different levels of government,0.00296628352358972,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,017 Transfers of a general character between different levels of government,0.0186984256416072,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,017 Transfers of a general character between different levels of government,0.024231152089362,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,017 Transfers of a general character between different levels of government,0.0214696362129865,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,017 Transfers of a general character between different levels of government,0.0181102273892987,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,017 Transfers of a general character between different levels of government,0.00917294606132611,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,017 Transfers of a general character between different levels of government,0.0108651098184163,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,017 Transfers of a general character between different levels of government,0.00227875046387217,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,017 Transfers of a general character between different levels of government,0.00157791541174177,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,017 Transfers of a general character between different levels of government,-0.000279856314467553,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,017 Transfers of a general character between different levels of government,0.00157465856521195,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,019 General public services not elsewhere classified,0.818791761871502,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,019 General public services not elsewhere classified,0.793733393297246,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,019 General public services not elsewhere classified,0.825054221432491,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,019 General public services not elsewhere classified,0.678026282320489,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,019 General public services not elsewhere classified,0.670397424740782,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,019 General public services not elsewhere classified,0.64569555549578,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,019 General public services not elsewhere classified,0.69644474556857,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,019 General public services not elsewhere classified,0.677564491391016,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,019 General public services not elsewhere classified,0.730899492848924,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,019 General public services not elsewhere classified,0.702336414292773,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,019 General public services not elsewhere classified,0.671704824312687,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,019 General public services not elsewhere classified,0.707097200797365,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,019 General public services not elsewhere classified,0.670990631414715,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,019 General public services not elsewhere classified,0.724103464239799,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,019 General public services not elsewhere classified,0.694020747918718,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,019 General public services not elsewhere classified,0.699425728039223,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,019 General public services not elsewhere classified,0.677356192808283,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,019 General public services not elsewhere classified,0.666257963296217,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,019 General public services not elsewhere classified,0.685172949522591,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,019 General public services not elsewhere classified,0.233720002053902,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,019 General public services not elsewhere classified,0.215234956895536,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,021 Military and civil defence,0,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,021 Military and civil defence,0,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,021 Military and civil defence,0,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,021 Military and civil defence,0,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,021 Military and civil defence,0,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,021 Military and civil defence,0,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,021 Military and civil defence,0,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,021 Military and civil defence,0,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,021 Military and civil defence,0,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,021 Military and civil defence,0,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,021 Military and civil defence,0,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,021 Military and civil defence,0,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,021 Military and civil defence,0,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,021 Military and civil defence,0,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,021 Military and civil defence,0,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,021 Military and civil defence,0,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,021 Military and civil defence,0,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,021 Military and civil defence,0,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,021 Military and civil defence,0,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,021 Military and civil defence,0,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,021 Military and civil defence,0,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,029 Defence not elsewhere classified,0.527273303979874,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,029 Defence not elsewhere classified,0.49426763180134,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,029 Defence not elsewhere classified,0.577961274138337,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,029 Defence not elsewhere classified,0.593616127740104,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,029 Defence not elsewhere classified,0.610488405690905,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,029 Defence not elsewhere classified,0.566093327287169,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,029 Defence not elsewhere classified,0.544392582110535,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,029 Defence not elsewhere classified,0.543951510734784,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,029 Defence not elsewhere classified,0.556037882796397,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,029 Defence not elsewhere classified,0.528658494298907,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,029 Defence not elsewhere classified,0.541073153798094,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,029 Defence not elsewhere classified,0.557565778974812,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,029 Defence not elsewhere classified,0.538625374328275,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,029 Defence not elsewhere classified,0.540448415867085,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,029 Defence not elsewhere classified,0.554711306462575,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,029 Defence not elsewhere classified,0.542983642973423,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,029 Defence not elsewhere classified,0.584416674589755,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,029 Defence not elsewhere classified,0.649421758412656,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,029 Defence not elsewhere classified,0.662955900525267,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,029 Defence not elsewhere classified,0.643129800383184,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,029 Defence not elsewhere classified,0.658491857107728,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,031 Police services,0.223467948572245,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,031 Police services,0.21877238681027,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,031 Police services,0.222582246727116,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,031 Police services,0.223623185363365,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,031 Police services,0.223131460601291,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,031 Police services,0.221943245672354,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,031 Police services,0.202156670543478,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,031 Police services,0.217289429179435,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,031 Police services,0.211990903613422,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,031 Police services,0.212109040544819,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,031 Police services,0.212881240838595,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,031 Police services,0.220630225908904,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,031 Police services,0.222584877846511,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,031 Police services,0.219058139238598,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,031 Police services,0.219872799803324,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,031 Police services,0.2181426973788,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,031 Police services,0.222238833402006,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,031 Police services,0.226990094750762,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,031 Police services,0.232227070864076,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,031 Police services,0.222065985530003,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,031 Police services,0.224853654396289,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,032 Civil and Fire protection services,0.0585990496916911,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,032 Civil and Fire protection services,0.059594901632992,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,032 Civil and Fire protection services,0.0614074054717918,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,032 Civil and Fire protection services,0.0605380609214722,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,032 Civil and Fire protection services,0.0638300050759722,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,032 Civil and Fire protection services,0.0629511751361585,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,032 Civil and Fire protection services,0.0674909291024747,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,032 Civil and Fire protection services,0.066824688772771,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,032 Civil and Fire protection services,0.0713870770082686,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,032 Civil and Fire protection services,0.0673313232052693,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,032 Civil and Fire protection services,0.0781889297722922,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,032 Civil and Fire protection services,0.0750456274627979,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,032 Civil and Fire protection services,0.0768873095143217,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,032 Civil and Fire protection services,0.077542704155256,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,032 Civil and Fire protection services,0.0781785696036089,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,032 Civil and Fire protection services,0.0747526649176725,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,032 Civil and Fire protection services,0.0767545620989785,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,032 Civil and Fire protection services,0.0823889973539801,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,032 Civil and Fire protection services,0.0793165480302198,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,032 Civil and Fire protection services,0.0808185056708797,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
2019,032 Civil and Fire protection services,0.0848987599918489,0.186748233439614,0.276834385994994,0.260874892134645,0.11634830253028,0.159194185900468
1999,033 Law courts,0.109046215454498,0.208909039337317,0.289204000113968,0.289129952673426,0.0893467686823872,0.123410239192901
2000,033 Law courts,0.108861493159061,0.207230176655367,0.286474892113545,0.290077641251404,0.0919708975898745,0.12424639238981
2001,033 Law courts,0.122762549321905,0.205462746218476,0.284389573669651,0.290299029800774,0.0943437202994744,0.125504930011625
2002,033 Law courts,0.13485036890281,0.203363082521296,0.283253578699588,0.288566217034851,0.0983414900378093,0.126475631706455
2003,033 Law courts,0.136094689394126,0.201294150416387,0.282374842278968,0.287303765574279,0.10168276165338,0.127344480076987
2004,033 Law courts,0.131211997297971,0.19938190077602,0.281016962961707,0.286762339834971,0.104464106808894,0.128374689618407
2005,033 Law courts,0.136839044193132,0.197423888493166,0.279887726742597,0.28609984792468,0.107139203732754,0.129449333106803
2006,033 Law courts,0.131574754854884,0.195706501101219,0.278561364778564,0.28609108244569,0.10937512682775,0.130265924846777
2007,033 Law courts,0.142406867839226,0.194302594890574,0.278090508844457,0.285333822555451,0.110879773024496,0.131393300685023
2008,033 Law courts,0.144869952028872,0.192990615787447,0.27917880575169,0.283521275319601,0.112296468210402,0.13201283493086
2009,033 Law courts,0.130545273907109,0.191688480356937,0.281098909336232,0.281253577124805,0.112701968817222,0.133257064364804
2010,033 Law courts,0.131896679076726,0.190574874896456,0.280983353569281,0.279280356757861,0.113599101296992,0.13556231347941
2011,033 Law courts,0.126022701251083,0.189507987994999,0.280190074997234,0.27739692669981,0.114681747879949,0.138223262428008
2012,033 Law courts,0.125619180731515,0.189324152741344,0.280544298900322,0.274858012186,0.113902522118824,0.141371014053511
2013,033 Law courts,0.124032626435445,0.189290106432734,0.2808961762536,0.272005487344004,0.113811367966687,0.143996862002975
2014,033 Law courts,0.123538134268705,0.189120011232047,0.280847000594573,0.269220162511971,0.114186737716632,0.146626087944778
2015,033 Law courts,0.125151638406323,0.188928365159633,0.280670700510308,0.26662438415863,0.114536344167019,0.14924020600441
2016,033 Law courts,0.131282575268131,0.189021312842879,0.280171760405676,0.264051447099524,0.114952531544187,0.151802948107733
2017,033 Law courts,0.124613239783287,0.188504804781018,0.279484859421871,0.26247180654594,0.115497767050788,0.154040762200383
2018,033 Law courts,0.127854356238176,0.187707630149879,0.278314913862606,0.26152728141495,0.115894367634225,0.156555806938341
