search_curvature,separation_threshold,separation_dispersion,fitted_loss,heldout_AUS_post_jfr_gap_pp,jfr_pre_gap_data_pp,jfr_pre_gap_model_pp,jfr_post_gap_data_pp,jfr_post_gap_model_pp,jfr_did_data_pp,jfr_did_model_pp,f_N_pre_model,f_R_pre_model,f_N_post_model,f_R_post_predicted,sep_N_pre_model,sep_R_pre_model,sep_N_post_model,sep_R_post_model,health_N,health_R,differential_health_pct_wage,common_sep_shock,mu_pre,kappa_common,mu_post
40.0,0.1,0.04,0.003270151256041904,0.2973070243215088,-1.3399999999999994,-1.3970415156038252,-3.05,-2.75269290938824,-1.7100000000000004,-1.3556513937844148,0.10045799718033224,0.08648758202429399,0.08229999933709749,0.05477307024321509,0.048,0.0484,0.05499999999999998,0.09260000000317158,0.0,0.03681896191221773,6.694356711312313,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.1,0.08,7.624728701555599,-5.171556092871481,-1.3399999999999994,-1.3970415156038252,-3.05,-8.22155602658123,-1.7100000000000004,-6.824514510977404,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.443907128518526e-5,0.048,0.0484,0.05499999999999998,0.06499301075760061,0.0,1.9999966556746829,363.63575557721504,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.1,0.16,11.586526824136323,-5.171538122261705,-1.3399999999999994,-1.3970415156038252,-3.05,-8.221538055971452,-1.7100000000000004,-6.824496540367627,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.461877738295336e-5,0.048,0.0484,0.05499999999999998,0.05856581619477223,0.0,1.9999999544426972,363.63635535321765,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.1,0.32,11.795468280170079,-5.171537377713585,-1.3399999999999994,-1.3970415156038252,-3.05,-8.221537311423335,-1.7100000000000004,-6.82449579581951,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.462622286415401e-5,0.048,0.0484,0.05499999999999998,0.058260229865483903,0.0,1.999999943990801,363.63635345287287,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.2,0.04,5.438928719494448,-5.146844529174881,-1.3399999999999994,-1.3970415156038252,-3.05,-8.196844462884629,-1.7100000000000004,-6.799802947280804,0.10045799718033224,0.08648758202429399,0.08229999933709749,0.00033155470825118515,0.048,0.0484,0.05499999999999998,0.0692855011457711,0.0,1.5278640450004204,277.79346272734915,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.2,0.08,11.838805783702101,-5.17153687967501,-1.3399999999999994,-1.3970415156038252,-3.05,-8.221536813384759,-1.7100000000000004,-6.824495297780934,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.463120324990768e-5,0.048,0.0484,0.05499999999999998,0.05819718669578597,0.0,1.999985934110582,363.63380620192396,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.2,0.16,12.528202176186399,-5.171534877530216,-1.3399999999999994,-1.3970415156038252,-3.05,-8.221534811239966,-1.7100000000000004,-6.824493295636141,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.465122469783926e-5,0.048,0.0484,0.05499999999999998,0.05720941929703561,0.0,1.9999999544178277,363.63635534869593,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.2,0.32,12.206299330446384,-5.171535955572427,-1.3399999999999994,-1.3970415156038252,-3.05,-8.221535889282174,-1.7100000000000004,-6.824494373678349,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.464044427573286e-5,0.048,0.0484,0.05499999999999998,0.057667165618589804,0.0,1.9999999432113913,363.636353311162,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.32,0.04,13.326075028585674,-5.103234809017414,-1.3399999999999994,-1.3970415156038252,-3.05,-8.153234742727165,-1.7100000000000004,-6.756193227123339,0.10045799718033224,0.08648758202429399,0.08229999933709749,0.0007676519098258526,0.048,0.0484,0.05499999999999998,0.056099582362211756,0.0,1.2360679774997896,224.739632272689,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
40.0,0.32,0.08,13.342412548552659,-5.171528465005756,-1.3399999999999994,-1.3970415156038252,-3.05,-8.221528398715506,-1.7100000000000004,-6.824486883111681,0.10045799718033224,0.08648758202429399,0.08229999933709749,8.471534994243674e-5,0.048,0.0484,0.05499999999999998,0.056077209310765125,0.0,1.9998454541360715,363.6082643883766,0.006999999999999999,0.07570345176429685,2.8346045960059794,0.069310164760601
