search_curvature,separation_threshold,separation_dispersion,fitted_loss,heldout_AUS_post_jfr_gap_pp,jfr_pre_gap_data_pp,jfr_pre_gap_model_pp,jfr_post_gap_data_pp,jfr_post_gap_model_pp,jfr_did_data_pp,jfr_did_model_pp,f_N_pre_model,f_R_pre_model,f_N_post_model,f_R_post_predicted,sep_N_pre_model,sep_R_pre_model,sep_N_post_model,sep_R_post_model,health_N,health_R,differential_health_pct_wage,common_sep_shock,mu_pre,kappa_common,mu_post
80.0,0.2,0.32,12.203177829313232,-5.170845602846887,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220845593129487,-1.7100000000000004,-6.8686839676469695,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.154397153112965e-5,0.048,0.0484,0.05499999999999998,0.057667165618589804,0.0,1.9999999432113913,363.636353311162,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.32,0.04,13.32295352745252,-5.099057080679421,-1.3399999999999994,-1.3521616254825175,-3.05,-8.149057070962021,-1.7100000000000004,-6.796895445479503,0.10025558182866681,0.08673396557384164,0.08229999990282601,0.000809429193205794,0.048,0.0484,0.05499999999999998,0.056099582362211756,0.0,1.2360679774997896,224.739632272689,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.32,0.08,13.339291047419506,-5.170839327916608,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220839318199209,-1.7100000000000004,-6.868677692716691,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.160672083391968e-5,0.048,0.0484,0.05499999999999998,0.056077209310765125,0.0,1.9998454541360715,363.6082643883766,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.32,0.16,13.115315034091795,-5.170843819134814,-1.3399999999999994,-1.3521616254825175,-3.05,-8.220843809417415,-1.7100000000000004,-6.868682183934897,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.156180865186388e-5,0.048,0.0484,0.05499999999999998,0.056385132357043045,0.0,1.9999999544021445,363.63635534584444,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
80.0,0.32,0.32,12.55939537921169,-5.170844887847339,-1.3399999999999994,-1.3521616254825175,-3.05,-8.22084487812994,-1.7100000000000004,-6.868683252647422,0.10025558182866681,0.08673396557384164,0.08229999990282601,9.155112152660007e-5,0.048,0.0484,0.05499999999999998,0.057160972461015806,0.0,1.9999999425446848,363.63635318994267,0.006999999999999999,0.07436688273326209,0.9820763782784732,0.06810248079740831
100.0,-0.2,0.08,9.364760783390191e-6,-1.8151236021407877,-1.3399999999999994,-1.3430520652259914,-3.05,-4.865123558648846,-1.7100000000000004,-3.5220714934228545,0.10021133405030382,0.0867808133980439,0.08229999956508058,0.03364876397859212,0.048,0.0484,0.05499999999999998,0.09259999976113313,0.0,0.20468763785818134,37.215934156032965,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,-0.2,0.16,3.211850652024515,-5.1707691661025255,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220769122610584,-1.7100000000000004,-6.877717057384592,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.230833897474405e-5,0.048,0.0484,0.05499999999999998,0.0746783893378309,0.0,1.9999999545623144,363.63635537496623,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,-0.2,0.32,9.561994935295047,-5.170705433850779,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220705390358837,-1.7100000000000004,-6.8776533251328456,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.294566149220803e-5,0.048,0.0484,0.05499999999999998,0.06167753960220134,0.0,1.9999999483884243,363.63635425244075,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,-0.1,0.08,9.364760783069111e-6,-2.7519650007110883,-1.3399999999999994,-1.3430520652259914,-3.05,-5.8019649572191465,-1.7100000000000004,-4.458912891993155,0.10021133405030382,0.0867808133980439,0.08229999956508058,0.024280349992889114,0.048,0.0484,0.05499999999999998,0.09259999984204624,0.0,0.22784873933678643,41.427043515779346,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,-0.1,0.16,7.164169244936161,-5.1707123501737025,-1.3399999999999994,-1.3430520652259914,-3.05,-8.22071230668176,-1.7100000000000004,-6.877660241455768,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.2876498262976e-5,0.048,0.0484,0.05499999999999998,0.0658340517071123,0.0,1.9999999545491893,363.6363553725799,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,-0.1,0.32,10.514889951488762,-5.1707033487216805,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220703305229739,-1.7100000000000004,-6.877651240003747,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.29665127831974e-5,0.048,0.0484,0.05499999999999998,0.06017334339354737,0.0,1.9999999464794007,363.6363539053456,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.05,0.04,9.364760783006668e-6,0.46152198690830526,-1.3399999999999994,-1.3430520652259914,-3.05,-2.5884779695997526,-1.7100000000000004,-1.2454259043737612,0.10021133405030382,0.0867808133980439,0.08229999956508058,0.05641521986908305,0.048,0.0484,0.05499999999999998,0.09260000013676635,0.0,0.02948483486275713,5.360879065955841,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.05,0.08,3.7392868407053594,-5.170739504101425,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220739460609483,-1.7100000000000004,-6.877687395383491,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.260495898574514e-5,0.048,0.0484,0.05499999999999998,0.07326278852588984,0.0,1.9999992105598483,363.63622010179057,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.05,0.16,10.865950948336856,-5.1707026433944785,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220702599902536,-1.7100000000000004,-6.877650534676544,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.297356605521219e-5,0.048,0.0484,0.05499999999999998,0.05963647230107786,0.0,1.9999999544614233,363.63635535662235,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.05,0.32,11.537221889390173,-5.170701372731916,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220701329239974,-1.7100000000000004,-6.877649264013982,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.298627268083925e-5,0.048,0.0484,0.05499999999999998,0.05863352752399892,0.0,1.9999999444799779,363.6363535418141,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.1,0.04,9.364760782819718e-6,0.401084933381092,-1.3399999999999994,-1.3430520652259914,-3.05,-2.648915023126966,-1.7100000000000004,-1.3058629579009744,0.10021133405030382,0.0867808133980439,0.08229999956508058,0.05581084933381092,0.048,0.0484,0.05499999999999998,0.09260000000317158,0.0,0.03681896191221773,6.694356711312313,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.1,0.08,7.6214679150603395,-5.170710684499431,-1.3399999999999994,-1.3430520652259914,-3.05,-8.22071064100749,-1.7100000000000004,-6.877658575781497,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.289315500568863e-5,0.048,0.0484,0.05499999999999998,0.06499301075760061,0.0,1.9999966556746829,363.63575557721504,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.1,0.16,11.583266037641064,-5.170701289322183,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220701245830242,-1.7100000000000004,-6.87764918060425,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.298710677816207e-5,0.048,0.0484,0.05499999999999998,0.05856581619477223,0.0,1.9999999544426972,363.63635535321765,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.1,0.32,11.79220749367482,-5.170700914520318,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220700871028376,-1.7100000000000004,-6.877648805802384,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.299085479681753e-5,0.048,0.0484,0.05499999999999998,0.058260229865483903,0.0,1.999999943990801,363.63635345287287,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.2,0.04,5.435667932999189,-5.14417480034288,-1.3399999999999994,-1.3430520652259914,-3.05,-8.194174756850938,-1.7100000000000004,-6.851122691624946,0.10021133405030382,0.0867808133980439,0.08229999956508058,0.00035825199657119923,0.048,0.0484,0.05499999999999998,0.0692855011457711,0.0,1.5278640450004204,277.79346272734915,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.2,0.08,11.835544997206842,-5.170700463520292,-1.3399999999999994,-1.3430520652259914,-3.05,-8.22070042002835,-1.7100000000000004,-6.877648354802359,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.299536479708586e-5,0.048,0.0484,0.05499999999999998,0.05819718669578597,0.0,1.999985934110582,363.63380620192396,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.2,0.16,12.52494138969114,-5.170699663773254,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220699620281312,-1.7100000000000004,-6.87764755505532,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.30033622674596e-5,0.048,0.0484,0.05499999999999998,0.05720941929703561,0.0,1.9999999544178277,363.63635534869593,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.2,0.32,12.203038543951125,-5.170700201658364,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220700158166421,-1.7100000000000004,-6.877648092940429,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.29979834163624e-5,0.048,0.0484,0.05499999999999998,0.057667165618589804,0.0,1.9999999432113913,363.636353311162,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.32,0.04,13.322814242090415,-5.09818628781492,-1.3399999999999994,-1.3430520652259914,-3.05,-8.148186244322977,-1.7100000000000004,-6.805134179096985,0.10021133405030382,0.0867808133980439,0.08229999956508058,0.0008181371218508038,0.048,0.0484,0.05499999999999998,0.056099582362211756,0.0,1.2360679774997896,224.739632272689,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.32,0.08,13.3391517620574,-5.170694243757457,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220694200265516,-1.7100000000000004,-6.877642135039524,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.30575624254261e-5,0.048,0.0484,0.05499999999999998,0.056077209310765125,0.0,1.9998454541360715,363.6082643883766,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.32,0.16,13.115175748729689,-5.170698719263854,-1.3399999999999994,-1.3430520652259914,-3.05,-8.220698675771912,-1.7100000000000004,-6.87764661054592,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.301280736146418e-5,0.048,0.0484,0.05499999999999998,0.056385132357043045,0.0,1.9999999544021445,363.63635534584444,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
100.0,0.32,0.32,12.559256093849584,-5.170699607083312,-1.3399999999999994,-1.3430520652259914,-3.05,-8.22069956359137,-1.7100000000000004,-6.877647498365379,0.10021133405030382,0.0867808133980439,0.08229999956508058,9.30039291668763e-5,0.048,0.0484,0.05499999999999998,0.057160972461015806,0.0,1.9999999425446848,363.63635318994267,0.006999999999999999,0.07393993489593625,0.34734742911386646,0.06771583749571872
150.0,-0.2,0.08,8.314596773392917e-5,-1.7848073270947036,-1.3399999999999994,-1.330904279744842,-3.05,-4.83480731965603,-1.7100000000000004,-3.5039030399111883,0.1001554704468726,0.08684642764942418,0.08229999992561327,0.033951926729052964,0.048,0.0484,0.05499999999999998,0.09259999976113313,0.0,0.20468763785818134,37.215934156032965,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,-0.2,0.16,3.2119244332314656,-5.172067698437879,-1.3399999999999994,-1.330904279744842,-3.05,-8.222067690999205,-1.7100000000000004,-6.891163411254364,0.1001554704468726,0.08684642764942418,0.08229999992561327,7.932301562120423e-5,0.048,0.0484,0.05499999999999998,0.0746783893378309,0.0,1.9999999545623144,363.63635537496623,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,-0.2,0.32,9.562068716501999,-5.1705060297211904,-1.3399999999999994,-1.330904279744842,-3.05,-8.220506022282517,-1.7100000000000004,-6.889601742537676,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.493970278809438e-5,0.048,0.0484,0.05499999999999998,0.06167753960220134,0.0,1.9999999483884243,363.63635425244075,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,-0.1,0.08,8.314596773360808e-5,-2.732263006163155,-1.3399999999999994,-1.330904279744842,-3.05,-5.782262998724481,-1.7100000000000004,-4.451358718979639,0.1001554704468726,0.08684642764942418,0.08229999992561327,0.02447736993836845,0.048,0.0484,0.05499999999999998,0.09259999984204624,0.0,0.22784873933678643,41.427043515779346,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,-0.1,0.16,7.164243026143112,-5.170511011155276,-1.3399999999999994,-1.330904279744842,-3.05,-8.220511003716602,-1.7100000000000004,-6.88960672397176,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.488988844724194e-5,0.048,0.0484,0.05499999999999998,0.0658340517071123,0.0,1.9999999545491893,363.6363553725799,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,-0.1,0.32,10.514963732695714,-5.170504548895383,-1.3399999999999994,-1.330904279744842,-3.05,-8.220504541456709,-1.7100000000000004,-6.889600261711867,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.49545110461726e-5,0.048,0.0484,0.05499999999999998,0.06017334339354737,0.0,1.9999999464794007,363.6363539053456,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.05,0.04,8.314596773354565e-5,0.48461333444796484,-1.3399999999999994,-1.330904279744842,-3.05,-2.5653866581133618,-1.7100000000000004,-1.2344823783685197,0.1001554704468726,0.08684642764942418,0.08229999992561327,0.05664613334447965,0.048,0.0484,0.05499999999999998,0.09260000013676635,0.0,0.02948483486275713,5.360879065955841,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.05,0.08,3.73936062191231,-5.170534115857149,-1.3399999999999994,-1.330904279744842,-3.05,-8.220534108418477,-1.7100000000000004,-6.889629828673635,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.465884142851294e-5,0.048,0.0484,0.05499999999999998,0.07326278852588984,0.0,1.9999992105598483,363.63622010179057,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.05,0.16,10.866024729543808,-5.170504049772905,-1.3399999999999994,-1.330904279744842,-3.05,-8.220504042334232,-1.7100000000000004,-6.88959976258939,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.495950227094312e-5,0.048,0.0484,0.05499999999999998,0.05963647230107786,0.0,1.9999999544614233,363.63635535662235,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.05,0.32,11.537295670597125,-5.170503152378648,-1.3399999999999994,-1.330904279744842,-3.05,-8.220503144939975,-1.7100000000000004,-6.889598865195134,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.496847621351199e-5,0.048,0.0484,0.05499999999999998,0.05863352752399892,0.0,1.9999999444799779,363.6363535418141,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.1,0.04,8.314596773335869e-5,0.42458224660203925,-1.3399999999999994,-1.330904279744842,-3.05,-2.6254177459592873,-1.7100000000000004,-1.2945134662144453,0.1001554704468726,0.08684642764942418,0.08229999992561327,0.05604582246602039,0.048,0.0484,0.05499999999999998,0.09260000000317158,0.0,0.03681896191221773,6.694356711312313,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.1,0.08,7.62154169626729,-5.170509773941476,-1.3399999999999994,-1.330904279744842,-3.05,-8.220509766502804,-1.7100000000000004,-6.889605486757962,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.490226058523333e-5,0.048,0.0484,0.05499999999999998,0.06499301075760061,0.0,1.9999966556746829,363.63575557721504,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.1,0.16,11.583339818848016,-5.170503093645215,-1.3399999999999994,-1.330904279744842,-3.05,-8.220503086206541,-1.7100000000000004,-6.8895988064616995,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.496906354784675e-5,0.048,0.0484,0.05499999999999998,0.05856581619477223,0.0,1.9999999544426972,363.63635535321765,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.1,0.32,11.792281274881772,-5.170502829388823,-1.3399999999999994,-1.330904279744842,-3.05,-8.22050282195015,-1.7100000000000004,-6.8895985422053085,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.497170611176422e-5,0.048,0.0484,0.05499999999999998,0.058260229865483903,0.0,1.999999943990801,363.63635345287287,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.2,0.04,5.435741714206139,-5.143540557058177,-1.3399999999999994,-1.330904279744842,-3.05,-8.193540549619504,-1.7100000000000004,-6.862636269874662,0.1001554704468726,0.08684642764942418,0.08229999992561327,0.00036459442941822584,0.048,0.0484,0.05499999999999998,0.0692855011457711,0.0,1.5278640450004204,277.79346272734915,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.2,0.08,11.835618778413794,-5.17050239425116,-1.3399999999999994,-1.330904279744842,-3.05,-8.220502386812486,-1.7100000000000004,-6.889598107067644,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.497605748839805e-5,0.048,0.0484,0.05499999999999998,0.05819718669578597,0.0,1.999985934110582,363.63380620192396,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.2,0.16,12.525015170898092,-5.170501949336181,-1.3399999999999994,-1.330904279744842,-3.05,-8.220501941897508,-1.7100000000000004,-6.889597662152666,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.49805066381863e-5,0.048,0.0484,0.05499999999999998,0.05720941929703561,0.0,1.9999999544178277,363.63635534869593,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.2,0.32,12.203112325158077,-5.170502327487032,-1.3399999999999994,-1.330904279744842,-3.05,-8.22050232004836,-1.7100000000000004,-6.889598040303517,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.49767251296811e-5,0.048,0.0484,0.05499999999999998,0.057667165618589804,0.0,1.9999999432113913,363.636353311162,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.32,0.04,13.322888023297367,-5.097005873009787,-1.3399999999999994,-1.330904279744842,-3.05,-8.147005865571115,-1.7100000000000004,-6.8161015858262735,0.1001554704468726,0.08684642764942418,0.08229999992561327,0.0008299412699021219,0.048,0.0484,0.05499999999999998,0.056099582362211756,0.0,1.2360679774997896,224.739632272689,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.32,0.08,13.339225543264352,-5.170496839083715,-1.3399999999999994,-1.330904279744842,-3.05,-8.220496831645042,-1.7100000000000004,-6.8895925519002,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.503160916284908e-5,0.048,0.0484,0.05499999999999998,0.056077209310765125,0.0,1.9998454541360715,363.6082643883766,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.32,0.16,13.11524952993664,-5.170501286052401,-1.3399999999999994,-1.330904279744842,-3.05,-8.220501278613728,-1.7100000000000004,-6.889596998868886,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.498713947599047e-5,0.048,0.0484,0.05499999999999998,0.056385132357043045,0.0,1.9999999544021445,363.63635534584444,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
150.0,0.32,0.32,12.559329875056536,-5.1705019093935025,-1.3399999999999994,-1.330904279744842,-3.05,-8.220501901954828,-1.7100000000000004,-6.889597622209986,0.1001554704468726,0.08684642764942418,0.08229999992561327,9.498090606497461e-5,0.048,0.0484,0.05499999999999998,0.057160972461015806,0.0,1.9999999425446848,363.63635318994267,0.006999999999999999,0.07411882226253756,0.9853288379788192,0.0678845192091818
