r_health_premium,post_R_fit_gap_pp,post_R_fit_ok,mu_pre,mu_post,kappa,search_curvature,offer_dispersion,health_N,health_R,differential_health_shock,differential_health_shock_pct_wage,sep_base,sep_amp,pre_loss,f_N_pre,f_R_pre,f_N_post,f_R_full,f_R_common_covid_baseline,f_N_common_covid_baseline,f_R_differential_covid_baseline,f_R_covid_only,f_R_pre_benefit,pre_gap_pp,common_covid_baseline_gap_pp,differential_covid_baseline_gap_pp,full_gap_pp,target_common_post_pp,target_did_pp,target_cell_did_pp,model_full_did_pp,structural_common_covid_x_baseline_gap_pp,differential_work_disutility_pp,supplement_effect_pp,predicted_jfr_rebound_if_supplement_removed_pp,supplement_effect_common_health_pp,decomposition_residual_pp,covid_market_benefit_pp,normal_market_benefit_pp,target_full_elasticity_logdid,model_full_elasticity_logdid,structural_common_covid_x_baseline_elasticity_logdid,differential_work_disutility_elasticity_logdid,supplement_effect_elasticity_covid_logdid,supplement_effect_common_health_elasticity_logdid,normal_market_benefit_elasticity_logdid,target_to_covid_benefit_ratio,target_to_normal_benefit_ratio,target_to_covid_benefit_elasticity_ratio,target_to_normal_benefit_elasticity_ratio,sep_N_pre,sep_R_pre,sep_N_post,sep_R_full,sep_R_common_covid_baseline,sep_N_common_covid_baseline,sep_R_differential_covid_baseline,sep_R_covid_only,sep_target_common_post_pp,sep_target_did_pp,sep_target_cell_did_pp,sep_model_full_did_pp,sep_structural_common_covid_x_baseline_gap_pp,sep_differential_work_disutility_pp,sep_covid_benefit_pp,predicted_sr_fall_if_supplement_removed_pp,sep_normal_benefit_pp,search_N_pre,search_R_pre,search_N_post,search_R_full,search_R_common_covid_baseline,search_R_differential_covid_baseline,search_R_covid_only,accept_N_pre,accept_R_pre,accept_N_post,accept_R_full,accept_R_common_covid_baseline,accept_R_differential_covid_baseline,accept_R_covid_only,surplus_N_post,surplus_R_full,surplus_R_common_covid_baseline,surplus_R_differential_covid_baseline,surplus_R_covid_only,contact_post,curvature_fit_gap_pp,curvature_fit_ok
4.0,0.0014454895984825078,true,0.07401976732498719,0.06826567104054096,0.30414181302948035,34.00438215785882,0.35,0.0199146742396599,0.0796586969586396,0.0597440227189797,10.862549585269036,0.047879140464892236,0.0011980688458760548,2.6653918846333176e-7,0.10053666978265156,0.08640860167870483,0.08229999994097932,0.051814454895984824,0.07028711305635574,0.08229999994097932,0.06510638048998786,0.06510638048998786,0.07085229254406138,-1.4128068103946734,-1.2012886884623584,-1.719361945099146,-3.0485545044994495,-1.79,-1.71,-1.7100000000000004,-1.6357476941047762,0.211518121932315,-0.5180732566367876,-1.3291925594003038,1.3291925594003038,-1.3075605349186366,2.220446049250313e-16,-1.3291925594003038,-1.5556309134643467,-0.4608247719843428,-0.44906283430829896,-0.009157263579059629,-0.11046126361610391,-0.3294443071131354,-0.2969548349575682,-0.2863604001580207,1.2864953146980498,1.099232462661646,1.3987941574175986,1.609247548648655,0.048,0.0484,0.05500000000085817,0.07687929969793676,0.05544424751221751,0.05500000000085817,0.07656899726211223,0.07656899726211223,0.7000000000000001,3.7199999999999998,3.72,2.1479299697078598,0.004424751135934102,2.112474974989473,0.031030243582452766,-0.031030243582452766,0.048620516377887585,0.9992203554303107,0.9869177912489815,0.9945435341978893,0.9535152769638086,0.9815419963029111,0.9730336788949943,0.9730336788949943,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.46956716671711574,0.6198272879282404,0.5788655280982712,0.5788655280982712,3.2781528417378802,1.252956931998346,2.4195723909676756,1.932448218557397,1.932448218557397,0.12262235235247156,0.0014454895984825078,true
4.25,0.0004467930407328624,true,0.07546435999068721,0.0696047701147191,2.452967932766202,43.1210517426575,0.35,0.0199146742396599,0.08463736551855458,0.06472269127889468,11.767762050708123,0.047879140464892236,0.0011980688458760548,1.2930856417432241e-7,0.10042289646553132,0.08651781968561226,0.08229999912525571,0.05180446793040733,0.07046907322873067,0.08229999912525571,0.06495805724396511,0.06495805724396511,0.07114737391083517,-1.390507677991906,-1.183092589652504,-1.7341941881290595,-3.049553119484838,-1.79,-1.71,-1.7100000000000004,-1.6590454414929319,0.20741508833940214,-0.5511015984765555,-1.3153589313557785,1.3153589313557785,-1.2928009659630326,0.0,-1.3153589313557785,-1.537044577477706,-0.4608247719843428,-0.4527968572508403,-0.008883146619799595,-0.11748175539151301,-0.3264319552395275,-0.2923983530490689,-0.28218680169588656,1.300025384126486,1.1125246626263203,1.4117023918390625,1.6330486373383786,0.048,0.0484,0.05500000000085817,0.07862627487474456,0.05544424751221751,0.05500000000085817,0.07832769263446561,0.07832769263446561,0.7000000000000001,3.7199999999999998,3.72,2.32262748738864,0.004424751135934102,2.2883445122248105,0.029858224027895508,-0.029858224027895508,0.048620516377887585,0.9531143362184136,0.9438125582488897,0.9495909247073552,0.9175705739801517,0.9397557047761724,0.9327459539961126,0.9327459539961126,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.46602574205922437,0.6198272879282404,0.5753939750693475,0.5753939750693475,3.26822099231009,1.2103562719136485,2.409469442278462,1.8865517423494,1.8865517423494,0.12842716063105045,0.0004467930407328624,true
4.5,0.0002921107403838774,true,0.07402322443238067,0.06827523700590224,0.3519564573475197,58.18386429982457,0.35,0.0199146742396599,0.08961603407846955,0.06970135983880965,12.672974516147208,0.047879140464892236,0.0011980688458760548,4.261687249519521e-8,0.10033500732747334,0.08664382735827393,0.08229999994623027,0.05180292110740384,0.0706463360546144,0.08229999994623027,0.0648174847084982,0.0648174847084982,0.07145168558774158,-1.3691179969199414,-1.1653663891615873,-1.7482515237732075,-3.0497078838826437,-1.79,-1.71,-1.7100000000000004,-1.6805898869627023,0.2037516077583541,-0.5828851346116202,-1.3014563601094362,1.3014563601094362,-1.2783304168589034,0.0,-1.3014563601094362,-1.519214177053231,-0.4608247719843428,-0.45620279942723174,-0.0086215118429542,-0.12423170284112056,-0.3233495847431567,-0.2879728206550141,-0.27812892743979784,1.3139126692317293,1.125581913220972,1.4251596220554466,1.6568746596273782,0.048,0.0484,0.05500000000085817,0.08037301431575707,0.05544424751221751,0.05500000000085817,0.08008601235494332,0.08008601235494332,0.7000000000000001,3.7199999999999998,3.72,2.4973014314898903,0.004424751135934102,2.4641764842725817,0.028700196081374307,-0.028700196081374307,0.048620516377887585,0.9969490025392282,0.9897021033484148,0.9942117916572442,0.9684582467713625,0.9865453898206331,0.9806284185275048,0.9806284185275048,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.46248773866070736,0.6198272879282404,0.5719149679562051,0.5719149679562051,3.258452176732136,1.168601938479199,2.3995638993179074,1.8415079363023255,1.8415079363023255,0.12266326794192146,0.0002921107403838774,true
4.75,-0.0390735571731686,true,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.09459470263838453,0.07468002839872463,13.578186981586295,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.05140926442826831,0.07066176709067874,0.0822999979549591,0.06442028780438507,0.06442028780438507,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-1.7879710150574033,-3.0890733526690783,-1.79,-1.71,-1.7100000000000004,-1.7216488133710315,0.2036014528700114,-0.6241479286293679,-1.3011023376116753,1.3011023376116753,-1.277066802753943,2.220446049250313e-16,-1.3011023376116753,-1.5178462348102468,-0.4608247719843428,-0.4675006182737701,-0.008599159991614659,-0.13341472208721705,-0.32548673619493856,-0.2875882818059058,-0.277776010836202,1.31427017734739,1.1265963315538186,1.4158019997114364,1.658979731896576,0.048,0.0484,0.05500000000085817,0.08211952879351885,0.05544424751221751,0.05500000000085817,0.08184393989387298,0.08184393989387298,0.7000000000000001,3.7199999999999998,3.72,2.671952879266068,0.004424751135934102,2.6399692381655475,0.027558889964586497,-0.027558889964586497,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.952413297686248,0.9703816771901868,0.9643043628188686,0.9643043628188686,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.45895350896469134,0.6198272879282404,0.5684288358090249,0.5684288358090249,3.2575358848233633,1.1338050696715947,2.398651815703769,1.8045071803846542,1.8045071803846542,0.12473543452121795,-0.0390735571731686,true
5.0,-0.08228232679914627,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.0995733711982995,0.0796586969586396,14.48339944702538,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.050977176732008536,0.07066176709067874,0.0822999979549591,0.06399715209069458,0.06399715209069458,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-1.8302845864264519,-3.1322821222950563,-1.79,-1.71,-1.7100000000000004,-1.7648575829970095,0.2036014528700114,-0.6664614999984164,-1.3019975358686042,1.3019975358686042,-1.277066802753943,-2.220446049250313e-16,-1.3019975358686042,-1.5178462348102468,-0.4608247719843428,-0.4796775133841022,-0.008599159991614659,-0.14292212241422303,-0.3281562309782644,-0.2875882818059058,-0.277776010836202,1.3133665409429551,1.1265963315538186,1.4042846927226738,1.658979731896576,0.048,0.0484,0.05500000000085817,0.0838658287837056,0.05544424751221751,0.05500000000085817,0.08360146101135867,0.08360146101135867,0.7000000000000001,3.7199999999999998,3.72,2.8465828782847438,0.004424751135934102,2.815721349914116,0.026436777234693787,-0.026436777234693787,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9516866927740238,0.9703816771901868,0.9638677805164519,0.9638677805164519,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.45542340390018643,0.6198272879282404,0.5649359104716377,0.5649359104716377,3.2575358848233633,1.1000888991110784,2.398651815703769,1.768704344889434,1.768704344889434,0.12473543452121795,-0.08228232679914627,false
5.25,-0.12549464832231766,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.10455203975821448,0.08463736551855458,15.388611912464468,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.05054505351677682,0.07066176709067874,0.0822999979549591,0.06357332852006138,0.06357332852006138,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-1.8726669434897716,-3.1754944438182275,-1.79,-1.71,-1.7100000000000004,-1.8080699045201807,0.2036014528700114,-0.7088438570617361,-1.302827500328456,1.302827500328456,-1.277066802753943,2.220446049250313e-16,-1.302827500328456,-1.5178462348102468,-0.4608247719843428,-0.4919590754239411,-0.008599159991614659,-0.15250820236417678,-0.33085171306814937,-0.2875882818059058,-0.277776010836202,1.3125298626018347,1.1265963315538186,1.3928438444851619,1.658979731896576,0.048,0.0484,0.05500000000085817,0.0856119244495508,0.05544424751221751,0.05500000000085817,0.08535856373955233,0.08535856373955233,0.7000000000000001,3.7199999999999998,3.72,3.021192444869264,0.004424751135934102,2.991431622733483,0.025336070999847082,-0.025336070999847082,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9509381174865773,0.9703816771901868,0.9634264926236699,0.9634264926236699,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.45189777274406895,0.6198272879282404,0.5614365264594787,0.5614365264594787,3.2575358848233633,1.0667860967382388,2.398651815703769,1.7333310434273708,1.7333310434273708,0.12473543452121795,-0.12549464832231766,false
5.5,-0.16871462459368478,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.10953070831812944,0.08961603407846955,16.29382437790355,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.05011285375406315,0.07066176709067874,0.0822999979549591,0.06314885101499869,0.06314885101499869,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-1.9151146939960408,-3.2187144200895945,-1.79,-1.71,-1.7100000000000004,-1.8512898807915477,0.2036014528700114,-0.7512916075680054,-1.3035997260935537,1.3035997260935537,-1.277066802753943,-2.220446049250313e-16,-1.3035997260935537,-1.5178462348102468,-0.4608247719843428,-0.504348291595059,-0.008599159991614659,-0.16217334360762675,-0.33357578799581755,-0.2875882818059058,-0.277776010836202,1.3117523468068608,1.1265963315538186,1.3814694848000202,1.658979731896576,0.048,0.0484,0.05500000000085817,0.08735782562995943,0.05544424751221751,0.05500000000085817,0.08711523834229765,0.08711523834229765,0.7000000000000001,3.7199999999999998,3.72,3.195782562910127,0.004424751135934102,3.167099083008014,0.024258728766178572,-0.024258728766178572,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9501654755783835,0.9703816771901868,0.962980327180572,0.962980327180572,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.44837696298445445,0.6198272879282404,0.5579310208353353,0.5579310208353353,3.2575358848233633,1.0338898025975276,2.398651815703769,1.6983797976822064,1.6983797976822064,0.12473543452121795,-0.16871462459368478,false
5.75,-0.21194773688810453,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.11450937687804442,0.09459470263838453,17.19903684334264,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.049680522631118954,0.07066176709067874,0.0822999979549591,0.06272375337382745,0.06272375337382745,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-1.957624458113165,-3.2619475323840144,-1.79,-1.71,-1.7100000000000004,-1.8945229930859675,0.2036014528700114,-0.7938013716851295,-1.3043230742708496,1.3043230742708496,-1.277066802753943,0.0,-1.3043230742708496,-1.5178462348102468,-0.4608247719843428,-0.5168486376468583,-0.008599159991614659,-0.1719179356643436,-0.3363315419908999,-0.2875882818059058,-0.277776010836202,1.3110248785224736,1.1265963315538186,1.3701503262421082,1.658979731896576,0.048,0.0484,0.05500000000085817,0.089103541830932,0.05544424751221751,0.05500000000085817,0.0888714772544033,0.0888714772544033,0.7000000000000001,3.7199999999999998,3.72,3.3703541830073833,0.004424751135934102,3.342722974218579,0.023206457652870383,-0.023206457652870383,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9493663344381436,0.9703816771901868,0.9625291021800182,0.9625291021800182,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.4448613201855918,0.6198272879282404,0.5544197330829774,0.5544197330829774,3.2575358848233633,1.0013933083664055,2.398651815703769,1.6638432775873957,1.6638432775873957,0.12473543452121795,-0.21194773688810453,false
6.0,-0.25520116968751616,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.1194880454379594,0.09957337119829951,18.10424930878173,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.04924798830312484,0.07066176709067874,0.0822999979549591,0.06229806922462393,0.06229806922462393,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-2.000192873033517,-3.305200965183426,-1.79,-1.71,-1.7100000000000004,-1.9377764258853793,0.2036014528700114,-0.8363697866054813,-1.305008092149909,1.305008092149909,-1.277066802753943,-2.220446049250313e-16,-1.305008092149909,-1.5178462348102468,-0.4608247719843428,-0.529464194080475,-0.008599159991614659,-0.18174237705459795,-0.3391226570342624,-0.2875882818059058,-0.277776010836202,1.3103367023440409,1.1265963315538186,1.3588734412923182,1.658979731896576,0.048,0.0484,0.05500000000085817,0.09084908221993954,0.05544424751221751,0.05500000000085817,0.09062727500299622,0.09062727500299622,0.7000000000000001,3.7199999999999998,3.72,3.544908221908137,0.004424751135934102,3.5183027490778715,0.022180721694331496,-0.022180721694331496,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9485378463844184,0.9703816771901868,0.9620726247545762,0.9620726247545762,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.4413511878543786,0.6198272879282404,0.5509030049787724,0.5509030049787724,3.2575358848233633,0.9692900517961877,2.398651815703769,1.6297143000967826,1.6297143000967826,0.12473543452121795,-0.25520116968751616,false
6.25,-0.2984842395896123,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.12446671399787437,0.10455203975821448,19.009461774220814,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.048815157604103876,0.07066176709067874,0.0822999979549591,0.06187183197555919,0.06187183197555919,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-2.0428165979399906,-3.348484035085522,-1.79,-1.71,-1.7100000000000004,-1.9810594957874752,0.2036014528700114,-0.8789935115119552,-1.3056674371455315,1.3056674371455315,-1.277066802753943,-2.220446049250313e-16,-1.3056674371455315,-1.5178462348102468,-0.4608247719843428,-0.542199799334388,-0.008599159991614659,-0.19164707658100424,-0.3419535627617691,-0.2875882818059058,-0.277776010836202,1.3096749994305028,1.1265963315538186,1.3476238360042718,1.658979731896576,0.048,0.0484,0.05500000000085817,0.0925944556229128,0.05544424751221751,0.05500000000085817,0.09238262811352012,0.09238262811352012,0.7000000000000001,3.7199999999999998,3.72,3.719445562205463,0.004424751135934102,3.693838060130261,0.021182750939267858,-0.021182750939267858,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9476766449388667,0.9703816771901868,0.9616106902767987,0.9616106902767987,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.43784690730860404,0.6198272879282404,0.547381180461379,0.547381180461379,3.2575358848233633,0.9375736109994824,2.398651815703769,1.5959858279559511,1.5959858279559511,0.12473543452121795,-0.2984842395896123,false
6.5,-0.3418089719725001,false,0.07455004757851354,0.06875730535443585,0.9879618243981904,60.0,0.35,0.0199146742396599,0.12944538255778934,0.10953070831812944,19.914674239659895,0.047879140464892236,0.0011980688458760548,3.761937084629231e-8,0.10033977816827365,0.08666553277529318,0.0822999979549591,0.048381910280275,0.07066176709067874,0.0822999979549591,0.06144507476116452,0.06144507476116452,0.07148707042719073,-1.3674245392980469,-1.1638230864280354,-2.0854923193794574,-3.39180876746841,-1.79,-1.71,-1.7100000000000004,-2.024384228170363,0.2036014528700114,-0.921669232951422,-1.3063164480889524,1.3063164480889524,-1.277066802753943,-2.220446049250313e-16,-1.3063164480889524,-1.5178462348102468,-0.4608247719843428,-0.5550612553182953,-0.008599159991614659,-0.20163245475832386,-0.3448296405683565,-0.2875882818059058,-0.277776010836202,1.309024319874107,1.1265963315538186,1.336383877049549,1.658979731896576,0.048,0.0484,0.05500000000085817,0.09433967052352948,0.05544424751221751,0.05500000000085817,0.0941375350029899,0.0941375350029899,0.7000000000000001,3.7199999999999998,3.72,3.893967052267132,0.004424751135934102,3.869328749077239,0.020213552053958972,-0.020213552053958972,0.048620516377887585,0.9803068671664696,0.9733937022123362,0.9776954296331182,0.9467787056893461,0.9703816771901868,0.961143081361141,0.961143081361141,0.7282405829074001,0.6331407021340251,0.7168348567908575,0.43434881754703086,0.6198272879282404,0.5438546054996336,0.5438546054996336,3.2575358848233633,0.9062376985003183,2.398651815703769,1.562650968443809,1.562650968443809,0.12473543452121795,-0.3418089719725001,false
