search_curvature,sep_health_sensitivity,fitted_loss,heldout_AUS_post_jfr_gap_pp,jfr_pre_gap_data_pp,jfr_pre_gap_model_pp,jfr_post_gap_data_pp,jfr_post_gap_model_pp,jfr_did_data_pp,jfr_did_model_pp,f_N_pre_model,f_R_pre_model,f_N_post_model,f_R_post_predicted,sep_N_pre_model,sep_R_pre_model,sep_N_post_model,sep_R_post_model,health_N,health_R,differential_health_pct_wage,mu_pre,kappa_common,mu_post
10.0,0.35,0.09804681908815924,-0.9376595233795595,-1.3399999999999994,-1.6523388955695704,-3.05,-3.9876596708089282,-1.7100000000000004,-2.335320775239358,0.10163025106584914,0.08510686211015343,0.08230000147429369,0.0424234047662044,0.048,0.0484,0.05500000000175067,0.09259999999697265,0.0199146742421979,0.12448253002904662,19.01233741579067,0.07426583225389241,0.29843388434896995,0.06847318239594734
10.0,0.45,0.09804681908815903,-0.6831734312013095,-1.3399999999999994,-1.6523388955695704,-3.05,-3.733173426967149,-1.7100000000000004,-2.0808345313975787,0.10163025106584914,0.08510686211015343,0.0822999999576584,0.044968265687986904,0.048,0.0484,0.05500000000010058,0.09259999998319042,0.015505000599755786,0.09685972847556129,14.791768704691908,0.07426583225389241,0.29843388434896995,0.06834650668150033
10.0,0.5,0.09804681908815903,-0.5957488331992291,-1.3399999999999994,-1.6523388955695704,-3.05,-3.6457488271534997,-1.7100000000000004,-1.9934099315839293,0.10163025106584914,0.08510686211015343,0.0822999999395427,0.04584251166800771,0.048,0.0484,0.055000000000083454,0.09259999997566055,0.013959348855406341,0.08718923744331562,13.314525197801688,0.07426583225389241,0.29843388434896995,0.06830243178999529
10.0,0.6,0.09804681908815903,-0.46577901503114943,-1.3399999999999994,-1.6523388955695704,-3.05,-3.5157790063070737,-1.7100000000000004,-1.8634401107375034,0.10163025106584914,0.08510686211015343,0.08229999991275924,0.047142209849688504,0.048,0.0484,0.05499999998379423,0.092599999963305,0.01163874560701,0.07267981270338914,11.098375835705294,0.07426583225389241,0.29843388434896995,0.06823657491309312
10.0,0.75,0.09804681908815903,-0.3369806070825425,-1.3399999999999994,-1.6523388955695704,-3.05,-3.386980595997947,-1.7100000000000004,-1.7346417004283765,0.10163025106584914,0.08510686211015343,0.08229999988915404,0.048430193929174574,0.048,0.0484,0.05500000000641369,0.09259999995320096,0.009315660118922129,0.05816452735760233,8.881612225214582,0.07426583225389241,0.29843388434896995,0.06817102567654466
15.0,0.35,0.040977091592585654,-0.6980834450160768,-1.3399999999999994,-1.5419209610710332,-3.05,-3.7480834236813245,-1.7100000000000004,-2.2061624626102914,0.1011335554747704,0.08571434586406007,0.08229999978665248,0.04481916554983923,0.048,0.0484,0.05500000000175067,0.09259999999697265,0.0199146742421979,0.12448253002904662,19.01233741579067,0.07849545265426716,2.589680690645952,0.07237730321683011
15.0,0.45,0.04097709159258566,-0.45657570529421754,-1.3399999999999994,-1.5419209610710332,-3.05,-3.5065756836182636,-1.7100000000000004,-1.9646547225472304,0.1011335554747704,0.08571434586406007,0.08229999978324046,0.047234242947057824,0.048,0.0484,0.05500000000010058,0.09259999998319042,0.015505000599755786,0.09685972847556129,14.791768704691908,0.07849545265426716,2.589680690645952,0.07224935362681882
15.0,0.5,0.04097709159258566,-0.373337789260602,-1.3399999999999994,-1.5419209610710332,-3.05,-3.4233377674798384,-1.7100000000000004,-1.8814168064088053,0.1011335554747704,0.08571434586406007,0.08229999978219237,0.04806662210739398,0.048,0.0484,0.055000000000083454,0.09259999997566055,0.013959348855406341,0.08718923744331562,13.314525197801688,0.07849545265426716,2.589680690645952,0.07220483473038236
15.0,0.6,0.04097709159258566,-0.24941180467630622,-1.3399999999999994,-1.5419209610710332,-3.05,-3.2994117827544223,-1.7100000000000004,-1.757490821683389,0.1011335554747704,0.08571434586406007,0.08229999978078116,0.04930588195323694,0.048,0.0484,0.05499999998379423,0.092599999963305,0.01163874560701,0.07267981270338914,11.098375835705294,0.07849545265426716,2.589680690645952,0.07213831391985141
15.0,0.75,0.04097709159258566,-0.12643987157750433,-1.3399999999999994,-1.5419209610710332,-3.05,-3.1764398495356208,-1.7100000000000004,-1.6345188884645876,0.1011335554747704,0.08571434586406007,0.08229999977958116,0.050535601284224956,0.048,0.0484,0.05500000000641369,0.09259999995320096,0.009315660118922129,0.05816452735760233,8.881612225214582,0.07849545265426716,2.589680690645952,0.07207210332214234
