label,match_elasticity,delta,risk_aversion,common_search_cost_multiplier,leisure_R_post_multiplier,leisure_N_post_multiplier,benefit_multiplier,benefit_weight,target_pre_N,target_pre_R,target_post_N,target_post_R,mu_pre,mu_post,kappa_pre,kappa_post_equal_health,fit_pre_N,fit_pre_R,fit_post_N,fit_post_R,post_R_target_gap_pp,did_full_pp,target_full_did_pp,did_benefit_covid_env_pp,did_benefit_normal_pp,did_covid_only_pp,elasticity_full_logdid,target_full_elasticity_logdid,elasticity_benefit_normal_logdid,elasticity_benefit_covid_env_logdid,elasticity_covid_only_logdid,target_to_structural_elasticity_ratio
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,1.897478429180262,0.1,0.0866,0.0821,0.0312,0.0626646467804512,0.05768026327530366,0.36928087879136007,0.36928087879136007,0.10001068159318696,0.08661953121109991,0.08209999754894276,0.022996823042540505,-0.8203176957459493,-4.571202412431523,-3.75,-4.108893405081044,-5.5658675282651515,-0.4623090073504794,-1.6285577839731757,-1.1882751229801944,-1.4842470084301487,-1.4785691869568671,-0.15117260443167238,0.8036655527942224
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,1.938451897499753,0.1,0.0866,0.0821,0.0312,0.0626582780918267,0.05768026425953704,0.3578017735135509,0.3578017735135509,0.09998648278150442,0.08659299249135681,0.08210000088447174,0.021000194970393498,-1.0199805029606501,-4.7706315623930635,-3.75,-4.308925796794187,-5.81605257753689,-0.46170576559887605,-1.7594967258982623,-1.1882751229801944,-1.6067110117044052,-1.6096842329483354,-0.15099352769774863,0.7382038654896445
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,1.980310132191452,0.1,0.0866,0.0821,0.0312,0.06266483915133958,0.05768026516914054,0.3465133997105943,0.3465133997105943,0.100011412588802,0.08655170647510696,0.082100003967083,0.019203182627135083,-1.1996817372864916,-4.943711522625289,-3.75,-4.482880829964745,-6.038812127420989,-0.46083069266054505,-1.8875063868795061,-1.1882751229801944,-1.7260020172595913,-1.7374474330308165,-0.15124231796620227,0.6839200429260518
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.0230722385829156,0.1,0.0866,0.0821,0.0312,0.06266275105894514,0.057680263668039716,0.33408064318678926,0.33408064318678926,0.10000347815280854,0.08660890411280245,0.08209999887991012,0.01761491110825384,-1.3585088891746158,-5.109051373165021,-3.75,-4.646981376530428,-6.247328241768968,-0.462069996634593,-2.013122088299209,-1.1882751229801944,-1.8433513647942412,-1.863183325028491,-0.1511218563498175,0.637766078634277
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.0667577345552886,0.1,0.0866,0.0821,0.0312,0.06265688374191795,0.05768026370705545,0.32203813579517504,0.32203813579517504,0.09998118518783185,0.08655252191362421,0.08209999901213295,0.016172517040914842,-1.5027482959085157,-5.24988186970105,-3.75,-4.789062847074089,-6.4297007147110214,-0.4608190226269608,-2.1357571992990074,-1.1882751229801944,-1.959412986073603,-1.985950403516014,-0.1509868117663938,0.5983407847831547
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.1113865594518377,0.1,0.0866,0.0821,0.0312,0.06266675618571334,0.0576802636961961,0.3092646515041737,0.3092646515041737,0.10001869735160551,0.0866325364030195,0.08209999897533106,0.01483777400742506,-1.636222599257494,-5.387606401931998,-3.75,-4.925005732584574,-6.607647519003628,-0.46260066934742294,-2.260818673092804,-1.1882751229801944,-2.0753451033257604,-2.1107757791642294,-0.15122793135326007,0.5629565843562488
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.156979083178852,0.1,0.0866,0.0821,0.0312,0.06266446618965016,0.05768026368657486,0.29640412438689967,0.29640412438689967,0.10000999536388124,0.08663675823840107,0.08209999894272507,0.01363239994266471,-1.7567600057335289,-5.509436187458017,-3.75,-5.046752342844055,-6.7669904531223315,-0.46268384461396167,-2.3832496079388297,-1.1882751229801944,-2.191498882470243,-2.233283065572239,-0.1511506569540124,0.5320754638309677
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.181015465330515,0.1,0.0866,0.0821,0.0312,0.06265508242988307,0.05768026368178503,0.28950504518501263,0.28950504518501263,0.09997434165226703,0.08662862354483174,0.08209999892649249,0.013051445845335161,-1.8148554154664838,-5.570283497372201,-3.75,-5.107814976855171,-6.843749548701933,-0.4624685205170299,-2.4464584836459213,-1.1882751229801944,-2.2516087849305317,-2.296780671823083,-0.15085787688411376,0.5173655184223551
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.203556115503069,0.1,0.0866,0.0821,0.0312,0.06264906041217568,0.05768026367824908,0.28297708014508516,0.28297708014508516,0.09995146480552286,0.08664369492306533,0.08209999891450927,0.01253742207708935,-1.866257792291065,-5.625480695496239,-3.75,-5.162710415533686,-6.915159346974775,-0.46277027996255315,-2.5050085267084627,-1.1882751229801944,-2.308391146917582,-2.355535180401662,-0.15065103046904624,0.5044607836328607
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.2511389155498613,0.1,0.0866,0.0821,0.0312,0.06266233095225629,0.05768026367225282,0.2699466233691148,0.2699466233691148,0.10000188185490574,0.08664000639542159,0.08209999889418818,0.011497637363045987,-1.9702362636954012,-5.724048607165803,-3.75,-5.26130243276416,-7.051587841602154,-0.46274617440164234,-2.629122874156876,-1.1882751229801944,-2.425812210226145,-2.4792268651582092,-0.1510792559680543,0.47929261322535965
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.2997492015065264,0.1,0.0866,0.0821,0.0312,0.06265637509738854,0.05768026366845002,0.256374004117187,0.256374004117187,0.09997925272058213,0.08660633762644776,0.08209999888130066,0.010544065949306729,-2.065593405069327,-5.818301783785957,-3.75,-5.356313025560687,-7.175524257920461,-0.46198875822526786,-2.7537947609469056,-1.1882751229801944,-2.54390328924739,-2.6040550133055578,-0.15092012144534356,0.45631721177495843
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.3494091605351044,0.1,0.0866,0.0821,0.0312,0.06266978014090026,0.057680263668302215,0.24249112480713675,0.24249112480713675,0.10003018905768166,0.08665061838268387,0.08209999888079976,0.009642628961467463,-2.155737103853254,-5.90777992443345,-3.75,-5.444773249217049,-7.298689729376127,-0.4630066752163989,-2.8827302415229457,-1.1882751229801944,-2.6648596139044884,-2.7326089654787378,-0.15130778511964535,0.4348500418434422
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.4001414588992525,0.1,0.0866,0.0821,0.0312,0.06265268620097439,0.057680263668302215,0.22814822012774075,0.22814822012774075,0.09996523833263911,0.08661053868614987,0.08209999888079976,0.00880268690752387,-2.2397313092476128,-5.994261232678664,-3.75,-5.532196323936788,-7.408200656884854,-0.46206490874187645,-3.014482420566814,-1.1882751229801944,-2.789325187544768,-2.864863189362128,-0.15079809317491166,0.41477552135561774
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.4519692523097896,0.1,0.0866,0.0821,0.0312,0.06265980902306105,0.057680263668302215,0.21370630052271633,0.21370630052271633,0.09999229948003437,0.08661869093381837,0.08209999888079976,0.008036589106973238,-2.316341089302676,-6.068980122761051,-3.75,-5.60670847038802,-7.5198175190313385,-0.4622716523730314,-3.145588348807987,-1.1882751229801944,-2.92305056575753,-2.995751813632754,-0.15101848999383502,0.39665339350633666
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.5049161964936477,0.1,0.0866,0.0821,0.0312,0.062661872362217,0.057680263668302215,0.19884853649847156,0.19884853649847156,0.10000013934699171,0.08663057197840865,0.08209999888079976,0.007325423523534944,-2.3874576476465057,-6.140500798868173,-3.75,-5.677962045909933,-7.6152752117247005,-0.4625387529582419,-3.2793442625174287,-1.1882751229801944,-3.047537678767153,-3.129453799712243,-0.15107341556143816,0.37970687507495965
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.5198420997897464,0.1,0.0866,0.0821,0.0312,0.06266146851075409,0.057680263668302215,0.19477615173222715,0.19477615173222715,0.09999860484422818,0.08659949540994298,0.08209999888079976,0.0071239039199951,-2.40760960800049,-6.157698552651945,-3.75,-5.695838572719616,-7.641593635799268,-0.46185997993232786,-3.3190928901715226,-1.1882751229801944,-3.088116761795194,-3.169185731795232,-0.15108960954255038,0.37494650788645273
equal_health,0.42,0.01,0.0,1.0,1.0,1.0,2.0,2.559006457991035,0.1,0.0866,0.0821,0.0312,0.06265665557996203,0.057680263668302215,0.18365473350826042,0.18365473350826042,0.09998031834105618,0.08661895645850395,0.08209999888079976,0.006619746264162848,-2.458025373583715,-6.211889073408467,-3.75,-5.749624442898593,-7.709073163050528,-0.46226463050987493,-3.425573048866441,-1.1882751229801944,-3.1844034310986986,-3.2758363890838207,-0.1509172861094403,0.362739460047493
