outcome,factor,shapley_contribution_pp,full_change_pp,share_of_full
finding,benefit,-1.7663095334141323,-1.5758283277385938,1.1208768761943062
finding,common_shocks,0.5604585458888721,-1.5758283277385938,-0.35565964643697134
finding,nz_differential,-0.36997734021333367,-1.5758283277385938,0.23478277024266525
separation,benefit,3.7391930031225638,3.7273358911756156,1.0031811224673954
separation,common_shocks,-0.013116986175002163,3.7273358911756156,-0.003519131776145084
separation,nz_differential,0.0012598742280545139,3.7273358911756156,0.0003380093087497797
