outcome,scenario,data_did_pp,model_did_pp,gap_pp
job_finding,benefit_only,-1.7100000000000004,-1.497296041330007,0.21270395866999348
job_finding,common_covid_only,-1.7100000000000004,0.2111093337842887,1.921109333784289
job_finding,differential_covid_only,-1.7100000000000004,-0.386044034465452,1.3239559655345485
job_finding,full,-1.7100000000000004,-1.6624137889119734,0.047586211088026964
separation,benefit_only,3.72,0.04862051637788689,-3.6713794836221134
separation,common_covid_only,3.72,0.003150636391310163,-3.71684936360869
separation,differential_covid_only,3.72,3.6907372594773293,-0.02926274052267086
separation,full,3.72,3.7199999975577103,-2.442289925852492e-9
