label,match_elasticity,delta,risk_aversion,common_search_cost_multiplier,r_health_premium,leisure_R_post_multiplier,leisure_N_post_multiplier,benefit_multiplier,benefit_weight,target_pre_N,target_pre_R,target_post_N,target_post_R,mu_pre,mu_post,kappa_pre,kappa_N_post,kappa_R_post,fit_pre_N,fit_pre_R,fit_post_N,fit_post_R,post_R_target_gap_pp,did_full_pp,target_full_did_pp,did_benefit_covid_env_pp,did_benefit_normal_pp,did_covid_only_pp,elasticity_full_logdid,target_full_elasticity_logdid,elasticity_benefit_normal_logdid,elasticity_benefit_covid_env_logdid,elasticity_covid_only_logdid,target_to_structural_elasticity_ratio,RHealthPremium
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,0.46946545533085315,0.1,0.0866,0.0821,0.0312,0.07604350692678714,0.07235616780640172,1.8461987165869311,1.8461987165869311,2.192360975946981,0.09772273238480386,0.0890495124426257,0.08210000450071679,0.060787536899413366,2.9587536899413367,-1.263924765912527,-3.75,-0.44858172583158373,-0.5968613350574064,-0.8153430400809433,-0.299520248521869,-1.1882751229801944,-0.10009088346132232,-0.1027186137888138,-0.19760372306982052,11.568255052811073,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,0.6433324490047159,0.1,0.0866,0.0821,0.0312,0.06322371894580119,0.05985342919391832,0.7437777166288764,0.7437777166288764,0.8832360384967907,0.09945020980425706,0.08719648166809225,0.08210000061302081,0.05631621056563654,2.5116210565636545,-1.3530061911219464,-3.75,-0.631151173969512,-0.8572105340004401,-0.7218550171524344,-0.3541274819096003,-1.1882751229801944,-0.14929325604324784,-0.15325115038995402,-0.20169271627707733,7.753776203027372,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,0.8815912549960212,0.1,0.0866,0.0821,0.0312,0.06266886398788642,0.05848487712866307,0.6550478931038894,0.6550478931038894,0.7778693730608687,0.10002670739045846,0.08656723283870099,0.08209999480171795,0.049795535677587474,1.8595535677587476,-1.8844984572372996,-3.75,-0.9065119481088297,-1.2992790851959184,-0.9779865091284697,-0.5128734187680063,-1.1882751229801944,-0.23461634848728602,-0.24128719447546337,-0.272505787922359,4.924733471925013,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.0346915998560133,0.1,0.0866,0.0821,0.0312,0.06267932980015356,0.05806973419919211,0.6117280736284592,0.6117280736284592,0.7264270874337952,0.10006648492649281,0.08663568862061324,0.08210000020455425,0.04610329501187433,1.4903295011874331,-2.256590888680035,-3.75,-1.1187107779673986,-1.649881941129715,-1.1378801107126366,-0.6245868604115132,-1.1882751229801944,-0.30478841720176136,-0.31342361691209414,-0.3126828358481404,3.791274999271895,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.0871694430894767,0.1,0.0866,0.0821,0.0312,0.0626481225596145,0.057958138822301136,0.5957871447146407,0.5957871447146407,0.7074972343486358,0.09994790230127808,0.0866182625475839,0.08210000441732468,0.04495309737525127,1.3753097375251273,-2.3817267288379256,-3.75,-1.2012433764325314,-1.7825910210127451,-1.1804833524053935,-0.6624567212910976,-1.1882751229801944,-0.33242304498109493,-0.3416687091051401,-0.32252641485177486,3.47785761854631,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.142308875564429,0.1,0.0866,0.0821,0.0312,0.06265829502402644,0.057880977937634207,0.5817218287734764,0.5817218287734764,0.6907946716685033,0.0999865471134979,0.08653595958234626,0.082099995872918,0.04367124367013679,1.2471243670136793,-2.4978164671629566,-3.75,-1.291014390205642,-1.9286061552655207,-1.2068020769573147,-0.7022642969932995,-1.1882751229801944,-0.36376768187787184,-0.37364394027472925,-0.330530503903725,3.1802338935471326,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.200244888676361,0.1,0.0866,0.0821,0.0312,0.06265367592757864,0.05779974230600366,0.5641703158089664,0.5641703158089664,0.6699522500231476,0.09996899826472878,0.08663500293576946,0.08210000032003699,0.04240524316113243,1.120524316113243,-2.636076182994525,-3.75,-1.3956892727443033,-2.0976910948806897,-1.2403869102502212,-0.7466088373387965,-1.1882751229801944,-0.39997720536137243,-0.4104836281256414,-0.3382048380572362,2.894817336335971,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.2080894444044472,0.1,0.0866,0.0821,0.0312,0.06266771281420111,0.05779565220656049,0.5627583257784128,0.5627583257784128,0.6682755118618652,0.1000223326710214,0.08661802297741338,0.08210000049448929,0.04219553204946581,1.0995532049465808,-2.650015875141549,-3.75,-1.4090809273382592,-2.120532021105872,-1.2409349478032885,-0.7527089786337647,-1.1882751229801944,-0.40509641791542444,-0.4156946297751377,-0.339109606641325,2.8585289245207948,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.2611193203606317,0.1,0.0866,0.0821,0.0312,0.06265944692828236,0.05774321510088404,0.5477180090904356,0.5477180090904356,0.6504151357948922,0.09999092370086962,0.08660118897270407,0.08210000006329717,0.040994742076201775,0.9794742076201777,-2.7715523258929817,-3.75,-1.5112014147414188,-2.2837929260984424,-1.2603509111515627,-0.7945330260468557,-1.1882751229801944,-0.4416614474509682,-0.45273562301817866,-0.3439877927247398,2.62465567665852,1.1875
equal_health,0.42,0.01,0.0,1.0,1.1875,1.0,1.0,2.0,1.3250812023376255,0.1,0.0866,0.0821,0.0312,0.06266278303871549,0.05770047202245771,0.5300878631857766,0.5300878631857766,0.6294793375331097,0.10000359966835684,0.08658448340400879,0.08209999993468228,0.03948972023123069,0.8289720231230695,-2.919116343910355,-3.75,-1.6434141251494763,-2.495336894311359,-1.2757022187608786,-0.8480335539691624,-1.1882751229801944,-0.4904496269680822,-0.501986833778833,-0.34830489416717236,2.367144002632803,1.1875
