scenario,year,g,r_star,r_add,phi,pb,sfa,r_exog,r_phi,r,b,int_gdp,overall
Baseline,2077,0.05,0.042,0,0,0.00891265060240965,0.0114185084838942,0.042,0,0.042,0.359209299898071,0.0143776819238931,-0.00546503132148346
Baseline,2078,0.05,0.042,0,0,0.00891265060240965,0.0114185084838942,0.042,0,0.042,0.358978325018427,0.0143683719959228,-0.00545572139351318
Baseline,2079,0.05,0.042,0,0,0.00891265060240965,0.0114185084838942,0.042,0,0.042,0.35874910994739,0.0143591330007371,-0.00544648239832744
"Rate shock (+150bp, 3y) + debt-sensitive IR",2030,0.05,0.042,0.006,0.03,0.00466265060240961,0.0114185084838942,0.048,0,0.048,0.374427688059339,0.0168399311531842,-0.0121772805507746
"Rate shock (+150bp, 3y) + debt-sensitive IR",2031,0.05,0.042,0.006,0.03,0.00891265060240965,0.0114185084838942,0.048,0.000181625822503058,0.0481816258225031,0.376285117712912,0.0171814616796762,-0.00826881107726651
"Rate shock (+150bp, 3y) + debt-sensitive IR",2032,0.05,0.042,0.006,0.03,0.00891265060240965,0.0114185084838942,0.048,0.000237348712110251,0.0482373487121103,0.378159299930253,0.0172866632745669,-0.00837401267215721
"Rate shock (+150bp, 3y) + debt-sensitive IR",2033,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000293574178630489,0.0442935741786305,0.378609978770106,0.015952406669333,-0.00703975606692336
"Rate shock (+150bp, 3y) + debt-sensitive IR",2034,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000307094543826082,0.0443070945438261,0.379063083495494,0.0159762934520029,-0.0070636428495933
"Rate shock (+150bp, 3y) + debt-sensitive IR",2035,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000320687685587696,0.0443206876855877,0.379518638864564,0.0160003205111806,-0.00708766990877095
"Rate shock (+150bp, 3y) + debt-sensitive IR",2036,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000334354346659803,0.0443343543466598,0.379976669958768,0.0160244893491272,-0.00711183874671758
"Rate shock (+150bp, 3y) + debt-sensitive IR",2037,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000348095279485923,0.0443480952794859,0.380437202188228,0.0160488014888697,-0.00713615088646008
"Rate shock (+150bp, 3y) + debt-sensitive IR",2038,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.00036191124636974,0.0443619112463697,0.380900261297218,0.0160732584745632,-0.0071606078721536
"Rate shock (+150bp, 3y) + debt-sensitive IR",2039,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000375803019639419,0.0443758030196394,0.381365873369744,0.0160978618718614,-0.0071852112694518
"Rate shock (+150bp, 3y) + debt-sensitive IR",2040,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000389771381815202,0.0443897713818152,0.381834064835249,0.0161226132682945,-0.00720996266588484
"Rate shock (+150bp, 3y) + debt-sensitive IR",2041,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000403817125780366,0.0444038171257804,0.382304862474425,0.016147514273655,-0.00723486367124538
"Rate shock (+150bp, 3y) + debt-sensitive IR",2042,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000417941054955625,0.0444179410549556,0.382778293425138,0.0161725665203923,-0.00725991591798264
"Rate shock (+150bp, 3y) + debt-sensitive IR",2043,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000432143983477039,0.044432143983477,0.383254385188488,0.0161977716640146,-0.00728512106160499
"Rate shock (+150bp, 3y) + debt-sensitive IR",2044,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000446426736377529,0.0444464267363775,0.383733165634974,0.0162231313835005,-0.00731048078109087
"Rate shock (+150bp, 3y) + debt-sensitive IR",2045,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000460790149772098,0.0444607901497721,0.384214663010797,0.0162486473817184,-0.00733599677930874
"Rate shock (+150bp, 3y) + debt-sensitive IR",2046,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000475235071046794,0.0444752350710468,0.384698905944289,0.0162743213858554,-0.0073616707834458
"Rate shock (+150bp, 3y) + debt-sensitive IR",2047,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000489762359051572,0.0444897623590516,0.385185923452473,0.0163001551478558,-0.00738750454544613
"Rate shock (+150bp, 3y) + debt-sensitive IR",2048,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000504372884297082,0.0445043728842971,0.385675744947755,0.0163261504448678,-0.00741349984245814
"Rate shock (+150bp, 3y) + debt-sensitive IR",2049,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000519067529155547,0.0445190675291556,0.386168400244762,0.0163523090797014,-0.00743965847729177
"Rate shock (+150bp, 3y) + debt-sensitive IR",2050,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000533847188065761,0.0445338471880658,0.386663919567315,0.0163786328812953,-0.00746598227888565
"Rate shock (+150bp, 3y) + debt-sensitive IR",2051,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000548712767742354,0.0445487127677424,0.387162333555551,0.0164051237051941,-0.00749247310278442
"Rate shock (+150bp, 3y) + debt-sensitive IR",2052,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000563665187389405,0.0445636651873894,0.387663673273188,0.0164317834340361,-0.00751913283162648
"Rate shock (+150bp, 3y) + debt-sensitive IR",2053,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000578705378918523,0.0445787053789185,0.388167970214954,0.0164586139780522,-0.00754596337564252
"Rate shock (+150bp, 3y) + debt-sensitive IR",2054,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.0005938342871715,0.0445938342871715,0.388675256314158,0.0164856172755746,-0.00757296667316499
"Rate shock (+150bp, 3y) + debt-sensitive IR",2055,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000609052870147626,0.0446090528701476,0.389185563950432,0.0165127952935585,-0.00760014469114888
"Rate shock (+150bp, 3y) + debt-sensitive IR",2056,0.05,0.042,0.002,0.03,0.00891265060240965,0.0114185084838942,0.044,0.000624362099235835,0.0446243620992358,0.389698925957628,0.0165401500281137,-0.00762749942570403
