scenario,year,g,r_star,r_add,phi,pb,sfa,r_exog,r_phi,r,b,int_gdp,overall
Baseline,2077,0.05,0.042,0,0,0.00891265060240965,0.0114185084838942,0.042,0,0.042,0.359209299898071,0.0143776819238931,-0.00546503132148346
Baseline,2078,0.05,0.042,0,0,0.00891265060240965,0.0114185084838942,0.042,0,0.042,0.358978325018427,0.0143683719959228,-0.00545572139351318
Baseline,2079,0.05,0.042,0,0,0.00891265060240965,0.0114185084838942,0.042,0,0.042,0.35874910994739,0.0143591330007371,-0.00544648239832744
"Rate shock (+150bp, 3y) + debt-sensitive IR",2030,0.05,0.042,0.015,0.03,0.00466265060240961,0.0114185084838942,0.057,0,0.057,0.377585175150561,0.0199974182444062,-0.0153347676419966
"Rate shock (+150bp, 3y) + debt-sensitive IR",2031,0.05,0.042,0.015,0.03,0.00891265060240965,0.0114185084838942,0.057,0.000276350435239718,0.0572763504352397,0.382707644511614,0.0205968579153094,-0.0116842073128998
"Rate shock (+150bp, 3y) + debt-sensitive IR",2032,0.05,0.042,0.015,0.03,0.00891265060240965,0.0114185084838942,0.057,0.000430024516071309,0.0574300245160713,0.38792162351806,0.0209322946731332,-0.0120196440707236
"Rate shock (+150bp, 3y) + debt-sensitive IR",2033,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000586443886264679,0.0475864438862647,0.389535795108028,0.0175807719712484,-0.00866812136883877
"Rate shock (+150bp, 3y) + debt-sensitive IR",2034,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000634869033963726,0.0476348690339637,0.391164221397713,0.0176718919847732,-0.00875924138236353
"Rate shock (+150bp, 3y) + debt-sensitive IR",2035,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000683721822654273,0.0476837218226543,0.392807179136548,0.0177639675429559,-0.00885131694054624
"Rate shock (+150bp, 3y) + debt-sensitive IR",2036,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000733010554819324,0.0477330105548193,0.394464951561753,0.0178570183121273,-0.00894436770971763
"Rate shock (+150bp, 3y) + debt-sensitive IR",2037,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000782743727575467,0.0477827437275755,0.396137828597426,0.017951064466653,-0.00903841386424339
"Rate shock (+150bp, 3y) + debt-sensitive IR",2038,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000832930038645662,0.0478329300386457,0.397826107060901,0.0180461267056778,-0.00913347610326814
"Rate shock (+150bp, 3y) + debt-sensitive IR",2039,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000883578392549924,0.0478835783925499,0.39953009087668,0.0181422262705273,-0.00922957566811761
"Rate shock (+150bp, 3y) + debt-sensitive IR",2040,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000934697907023276,0.0479346979070233,0.401250091298264,0.0182393849627992,-0.00932673436038958
"Rate shock (+150bp, 3y) + debt-sensitive IR",2041,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000986297919670818,0.0479862979196708,0.402986427138244,0.0183376251631749,-0.00942497456076523
"Rate shock (+150bp, 3y) + debt-sensitive IR",2042,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00103838799487022,0.0480383879948702,0.404739425006987,0.0184369698509843,-0.00952431924857462
"Rate shock (+150bp, 3y) + debt-sensitive IR",2043,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00109097793093251,0.0480909779309325,0.406509419560319,0.0185374426245613,-0.00962479202215162
"Rate shock (+150bp, 3y) + debt-sensitive IR",2044,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00114407776753247,0.0481440777675325,0.408296753756595,0.0186390677224252,-0.00972641712001559
"Rate shock (+150bp, 3y) + debt-sensitive IR",2045,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00119769779342074,0.0481976977934207,0.41010177912357,0.0187418700453286,-0.009829219442919
"Rate shock (+150bp, 3y) + debt-sensitive IR",2046,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00125184855442999,0.04825184855443,0.411924856035525,0.0188458751792122,-0.00993322457680255
"Rate shock (+150bp, 3y) + debt-sensitive IR",2047,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00130654086178865,0.0483065408617887,0.413766354001096,0.018951109419111,-0.0100384588167013
"Rate shock (+150bp, 3y) + debt-sensitive IR",2048,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00136178580075577,0.0483617858007558,0.4156266519623,0.0190575997940578,-0.0101449491916482
"Rate shock (+150bp, 3y) + debt-sensitive IR",2049,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0014175947395919,0.0484175947395919,0.417506138605279,0.0191653740930324,-0.0102527234906228
"Rate shock (+150bp, 3y) + debt-sensitive IR",2050,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00147397933888127,0.0484739793388813,0.419405212683282,0.019274460892008,-0.0103618102895984
"Rate shock (+150bp, 3y) + debt-sensitive IR",2051,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00153095156122136,0.0485309515612214,0.421324283352473,0.0193848895821487,-0.010472238979739
"Rate shock (+150bp, 3y) + debt-sensitive IR",2052,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00158852368129709,0.0485885236812971,0.423263770521152,0.0194966903992164,-0.0105840397968067
"Rate shock (+150bp, 3y) + debt-sensitive IR",2053,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00164670829635745,0.0486467082963575,0.425224105213019,0.0196098944542465,-0.0106972438518369
"Rate shock (+150bp, 3y) + debt-sensitive IR",2054,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00170551833711345,0.0487055183371135,0.427205729945155,0.0197245337655575,-0.0108118831631478
"Rate shock (+150bp, 3y) + debt-sensitive IR",2055,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00176496707907754,0.0487649670790775,0.429209099121412,0.0198406412921607,-0.0109279906897511
"Rate shock (+150bp, 3y) + debt-sensitive IR",2056,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00182506815436525,0.0488250681543653,0.43123467944195,0.0199582509686444,-0.0110456003662348
"Rate shock (+150bp, 3y) + debt-sensitive IR",2057,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00188583556398138,0.0488858355639814,0.433282950329709,0.0200773977416051,-0.0111647471391955
"Rate shock (+150bp, 3y) + debt-sensitive IR",2058,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00194728369061415,0.0489472836906141,0.43535440437463,0.0201981176077091,-0.0112854670052994
"Rate shock (+150bp, 3y) + debt-sensitive IR",2059,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0020094273119618,0.0490094273119618,0.437449547796505,0.0203204476534675,-0.0114077970510579
"Rate shock (+150bp, 3y) + debt-sensitive IR",2060,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00207228161461803,0.049072281614618,0.439568900927353,0.0204444260968166,-0.0115317754944069
"Rate shock (+150bp, 3y) + debt-sensitive IR",2061,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00213586220854349,0.0491358622085435,0.441712998714323,0.0205700923305975,-0.0116574417281878
"Rate shock (+150bp, 3y) + debt-sensitive IR",2062,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00220018514215259,0.0492001851421526,0.443882391244116,0.0206974869680382,-0.0117848363656286
"Rate shock (+150bp, 3y) + debt-sensitive IR",2063,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00226526691804638,0.0492652669180464,0.446077644290035,0.0208266518903448,-0.0119140012879352
"Rate shock (+150bp, 3y) + debt-sensitive IR",2064,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00233112450942395,0.049331124509424,0.448299339882797,0.0209576302965164,-0.0120449796941068
"Rate shock (+150bp, 3y) + debt-sensitive IR",2065,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00239777537720679,0.0493977753772068,0.45054807690632,0.0210904667555052,-0.0121778161530956
"Rate shock (+150bp, 3y) + debt-sensitive IR",2066,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00246523748791249,0.0494652374879125,0.452824471719783,0.0212252072608508,-0.0123125566584412
"Rate shock (+150bp, 3y) + debt-sensitive IR",2067,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00253352933231638,0.0495335293323164,0.455129158807299,0.0213618992879262,-0.0124492486855166
"Rate shock (+150bp, 3y) + debt-sensitive IR",2068,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00260266994494187,0.0496026699449419,0.457462791456662,0.0215005918539405,-0.0125879412515308
"Rate shock (+150bp, 3y) + debt-sensitive IR",2069,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00267267892442276,0.0496726789244228,0.459826042468684,0.0216413355808543,-0.0127286849784446
"Rate shock (+150bp, 3y) + debt-sensitive IR",2070,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00274357645478341,0.0497435764547834,0.462219604898747,0.0217841827613728,-0.0128715321589632
"Rate shock (+150bp, 3y) + debt-sensitive IR",2071,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0028153833276853,0.0498153833276853,0.464644192832293,0.0219291874281927,-0.013016536825783
"Rate shock (+150bp, 3y) + debt-sensitive IR",2072,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00288812096569169,0.0498881209656917,0.467100542196072,0.0220764054266892,-0.0131637548242795
"Rate shock (+150bp, 3y) + debt-sensitive IR",2073,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00296181144660505,0.0499618114466051,0.469589411607084,0.0222258944912449,-0.0133132438888352
"Rate shock (+150bp, 3y) + debt-sensitive IR",2074,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0030364775289354,0.0500364775289354,0.472111583261282,0.0223777143254322,-0.0134650637230226
"Rate shock (+150bp, 3y) + debt-sensitive IR",2075,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00311214267856136,0.0501121426785614,0.474667863864221,0.022531926686277,-0.0136192760838674
"Rate shock (+150bp, 3y) + debt-sensitive IR",2076,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00318883109664952,0.0501888310966495,0.47725908560597,0.0226885954728465,-0.0137759448704368
"Rate shock (+150bp, 3y) + debt-sensitive IR",2077,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00326656774890199,0.050266567748902,0.479886107182781,0.0228477868194205,-0.0139351362170108
"Rate shock (+150bp, 3y) + debt-sensitive IR",2078,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00334537839620633,0.0503453783962063,0.482549814868133,0.0230095691935234,-0.0140969185911137
"Rate shock (+150bp, 3y) + debt-sensitive IR",2079,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00342528962676688,0.0504252896267669,0.485251123635962,0.0231740134991127,-0.0142613628967031
IR shock: +150bp + transient GDP effect (built on 2),2030,0.0423913043478261,0.042,0.015,0.03,0.00466265060240961,0.0114185084838942,0.057,0,0.057,0.380291958488291,0.0201433848009347,-0.0154807341985251
IR shock: +150bp + transient GDP effect (built on 2),2031,0.0378260869565217,0.042,0.015,0.03,0.00891265060240965,0.0114185084838942,0.057,0.000357553935371631,0.0573575539353716,0.389954757135563,0.0210176028472621,-0.0121049522448525
IR shock: +150bp + transient GDP effect (built on 2),2032,0.0347826086956522,0.042,0.015,0.03,0.00891265060240965,0.0114185084838942,0.057,0.000647437894789776,0.0576474378947898,0.401077158088384,0.0217242660002628,-0.0128116153978531
IR shock: +150bp + transient GDP effect (built on 2),2033,0.055072463768116,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000981109923374401,0.0479811099233744,0.400887295870331,0.0182396260644168,-0.00932697546200713
IR shock: +150bp + transient GDP effect (built on 2),2034,0.0581159420289855,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000975414056832819,0.0479754140568328,0.399551222375507,0.0181763956534135,-0.00926374505100385
IR shock: +150bp + transient GDP effect (built on 2),2035,0.0601449275362319,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000935331851988093,0.0479353318519881,0.397455484047228,0.0180660397828323,-0.00915338918042263
IR shock: +150bp + transient GDP effect (built on 2),2036,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000872459702139738,0.0478724597021397,0.399156006158317,0.0181211158509004,-0.00920846524849072
IR shock: +150bp + transient GDP effect (built on 2),2037,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000923475365472389,0.0479234753654724,0.40087247615427,0.0182180409791509,-0.00930539037674124
IR shock: +150bp + transient GDP effect (built on 2),2038,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.000974969465351,0.047974969465351,0.402605211174124,0.0183160426695245,-0.00940339206711489
IR shock: +150bp + transient GDP effect (built on 2),2039,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0010269515159466,0.0480269515159466,0.404354536101723,0.0184151437686925,-0.00950249316628281
IR shock: +150bp + transient GDP effect (built on 2),2040,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00107943126377459,0.0480794312637746,0.40612078381141,0.0185153677378079,-0.00960271713539823
IR shock: +150bp + transient GDP effect (built on 2),2041,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00113241869506519,0.0481324186950652,0.407904295422998,0.0186167386735037,-0.00970408807109401
IR shock: +150bp + transient GDP effect (built on 2),2042,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00118592404341282,0.0481859240434128,0.409705420566467,0.018719281329747,-0.00980663072733739
IR shock: +150bp + transient GDP effect (built on 2),2043,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00123995779771691,0.0482399577977169,0.411524517656808,0.0188230211405926,-0.00991037053818297
IR shock: +150bp + transient GDP effect (built on 2),2044,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00129453071042713,0.0482945307104271,0.413361954179464,0.0189279842438766,-0.0100153336414669
IR shock: +150bp + transient GDP effect (built on 2),2045,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00134965380610681,0.0483496538061068,0.415218106986872,0.019034197505898,-0.0101215469034883
IR shock: +150bp + transient GDP effect (built on 2),2046,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00140533839032905,0.0484053383903291,0.417093362606593,0.0191416885471347,-0.010229037944725
IR shock: +150bp + transient GDP effect (built on 2),2047,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00146159605892067,0.0484615960589207,0.41898811756157,0.0192504857690453,-0.0103378351666357
IR shock: +150bp + transient GDP effect (built on 2),2048,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00151843870757,0.04851843870757,0.420902778703086,0.0193606183820107,-0.010447967779601
IR shock: +150bp + transient GDP effect (built on 2),2049,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00157587854181547,0.0485758785418155,0.422837763556989,0.0194721164344702,-0.0105594658320606
IR shock: +150bp + transient GDP effect (built on 2),2050,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00163392808743256,0.0486339280874326,0.424793500683837,0.0195850108433156,-0.010672360240906
IR shock: +150bp + transient GDP effect (built on 2),2051,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00169260020123801,0.048692600201238,0.426770430053599,0.0196993334256023,-0.0107866828231927
IR shock: +150bp + transient GDP effect (built on 2),2052,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00175190808233085,0.0487519080823309,0.428769003435607,0.0198151169316475,-0.0109024663292378
IR shock: +150bp + transient GDP effect (built on 2),2053,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0018118652837911,0.0488118652837911,0.430789684804505,0.019932395079585,-0.0110197444771753
IR shock: +150bp + transient GDP effect (built on 2),2054,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00187248572485803,0.048872485724858,0.432832950762941,0.0200512025914517,-0.011138551989042
IR shock: +150bp + transient GDP effect (built on 2),2055,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00193378370361111,0.0489337837036111,0.434899290981837,0.0201715752308852,-0.0112589246284756
IR shock: +150bp + transient GDP effect (built on 2),2056,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.001995773910178,0.048995773910178,0.436989208659084,0.0202935498425169,-0.0113808992401073
IR shock: +150bp + transient GDP effect (built on 2),2057,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00205847144049542,0.0490584714404954,0.439103220997571,0.0204171643931489,-0.0115045137907393
IR shock: +150bp + transient GDP effect (built on 2),2058,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00212189181065002,0.04912189181065,0.441241859703505,0.0205424580148101,-0.0116298074124005
IR shock: +150bp + transient GDP effect (built on 2),2059,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00218605097182804,0.049186050971828,0.443405671506042,0.0206694710497912,-0.0117568204473816
IR shock: +150bp + transient GDP effect (built on 2),2060,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00225096532590416,0.0492509653259042,0.44559521869929,0.0207982450977651,-0.0118855944953554
IR shock: +150bp + transient GDP effect (built on 2),2061,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00231665174170159,0.0493166517417016,0.447811079707818,0.020928823065105,-0.0120161724626953
IR shock: +150bp + transient GDP effect (built on 2),2062,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00238312757195743,0.0493831275719574,0.45005384967688,0.0210612492165211,-0.0121485986141115
IR shock: +150bp + transient GDP effect (built on 2),2063,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00245041067102929,0.0494504106710293,0.452324141088608,0.0211955692291423,-0.0122829186267326
IR shock: +150bp + transient GDP effect (built on 2),2064,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00251851941338113,0.0495185194133811,0.454622584405527,0.0213318302491783,-0.0124191796467686
IR shock: +150bp + transient GDP effect (built on 2),2065,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00258747271288871,0.0495874727128887,0.456949828742817,0.0214700809513067,-0.0125574303488971
IR shock: +150bp + transient GDP effect (built on 2),2066,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00265729004300741,0.0496572900430074,0.45930654257082,0.0216103716009378,-0.0126977209985281
IR shock: +150bp + transient GDP effect (built on 2),2067,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00272799145784748,0.0497279914578475,0.461693414449404,0.0217527541195192,-0.0128401035171096
IR shock: +150bp + transient GDP effect (built on 2),2068,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.002799597614205,0.049799597614205,0.464111153795877,0.0218972821530559,-0.0129846315506462
IR shock: +150bp + transient GDP effect (built on 2),2069,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.0028721297945992,0.0498721297945992,0.466560491688252,0.0220440111440278,-0.0131313605416181
IR shock: +150bp + transient GDP effect (built on 2),2070,0.05,0.042,0.005,0.03,0.00891265060240965,0.0114185084838942,0.047,0.00294560993137046,0.0499456099313705,0.469042181705772,0.0221929984069046,-0.013280347804495
