EE,EU,EN,UE,UU,UN,NE,NU,NN,date,age,sex,state,U_EST
0.9551673362172264,0.011739784209698095,0.03309287957307549,0.17459555328099993,0.593744843215771,0.23165960350322898,0.06529617344329793,0.04040256654370246,0.8943012600129996,1992,25-54,Females,Victoria,0.07224170985597553
0.951191862482875,0.01108896735406645,0.03771917016305843,0.18953177579950106,0.5685074976921207,0.24196072650837822,0.06191955863092024,0.03728575476420698,0.9007946866048727,1992,25-54,Females,Queensland,0.0698616172527668
0.9583341358821075,0.011240744334871544,0.030425119783020958,0.17199809879721603,0.6175194237983914,0.21048247740439266,0.062805850161656,0.035890159152943336,0.9013039906854007,1992,25-54,Females,South Australia,0.06880813733530672
0.9539298434817802,0.010324341773819044,0.03574581474440068,0.1772665840025749,0.6056569548209648,0.2170764611764603,0.0643877622373741,0.03946296762449943,0.8961492701381265,1992,25-54,Females,Western Australia,0.0720459024654892
0.9483794589054054,0.013013337379732978,0.0386072037148616,0.20281862661620945,0.5504421984977309,0.24673917488605954,0.06175654424675978,0.033093459784679737,0.9051499959685605,1992,25-54,Females,Tasmania,0.06871465159955789
0.9516865362407367,0.012969096958333023,0.03534436680093014,0.18531052791277122,0.5990157743193334,0.21567369776789547,0.06600075755588154,0.05810305106862785,0.8758961913754907,1992,25-54,Females,Northern Territory,0.09125439531452101
0.9287346587771823,0.03268940329566022,0.03857593792715748,0.19031228672206674,0.647113228407685,0.16257448487024817,0.07899056604983332,0.08593892776482799,0.8350705061853387,1992.0833333333333,15-24,Males,New South Wales,0.17369025275957947
0.9280419200581869,0.03298103551990858,0.038977044421904666,0.14449216336842788,0.6834438443356708,0.17206399229590125,0.07400008486983634,0.09383531190505404,0.8321646032251095,1992.0833333333333,15-24,Males,Victoria,0.21338095398953594
0.9270681753218273,0.038875445322333196,0.03405637935583948,0.1930606988615307,0.6691561935046049,0.1377831076338644,0.10245730560379855,0.10074602061570176,0.7967966737804997,1992.0833333333333,15-24,Males,Queensland,0.18647744930730656
0.936214714059636,0.03335323530206062,0.030432050638303388,0.1321305192368435,0.7416899762604632,0.1261795045026934,0.08027716315223418,0.08319458406468727,0.8365282527830786,1992.0833333333333,15-24,Males,South Australia,0.216147190919477
0.9272920015076093,0.040940463136474065,0.03176753535591669,0.17188566797966234,0.6969384425677834,0.13117588945255426,0.07699449617848933,0.0989538731874509,0.8240516306340598,1992.0833333333333,15-24,Males,Western Australia,0.22185362985237592
0.9327588788038634,0.03620946948396277,0.03103165171217369,0.14989930408279545,0.7455853764753116,0.10451531944189281,0.06556944224154869,0.08323827471049741,0.8511922830479539,1992.0833333333333,15-24,Males,Tasmania,0.2336489261439942
0.9790265734993445,0.012145607557511645,0.008827818943143904,0.15373546050403705,0.756925514795557,0.0893390247004059,0.10824158012628245,0.11426636077563601,0.7774920590980815,1992.0833333333333,25-54,Males,New South Wales,0.08032773437069977
0.9789309899452077,0.01244799507390616,0.008621014980886127,0.13919798564494656,0.7857968962261408,0.07500511812891267,0.10433737336381224,0.09960598117637451,0.7960566454598131,1992.0833333333333,25-54,Males,Victoria,0.08853864712995489
0.9768123720906273,0.01470285731366659,0.00848477059570614,0.19928098263149174,0.7266694241837388,0.07404959318476957,0.09703685682438964,0.07792142335685423,0.8250417198187561,1992.0833333333333,25-54,Males,Queensland,0.07325750064317434
0.9804123939362961,0.01161150010309146,0.007976105960612441,0.1299628643797007,0.7951339645285762,0.07490317109172312,0.08720204752010743,0.08298534558657136,0.8298126068933211,1992.0833333333333,25-54,Males,South Australia,0.0869942508778691
0.9753626045286908,0.01616376370178076,0.008473631769528402,0.19782424815464664,0.7439346210753404,0.05824113077001291,0.109544560871746,0.09652247327862344,0.7939329658496306,1992.0833333333333,25-54,Males,Western Australia,0.0834187441050394
0.9675061018745897,0.010303510113182722,0.022190388012227433,0.08877060177684498,0.7969171925730902,0.1143122056500648,0.03471056824639618,0.024096812368816427,0.9411926193847873,1992.0833333333333,55-64,Males,Queensland,0.11315237675005829
0.9311207119676885,0.023926578429987865,0.04495270960232368,0.16723224195427425,0.628409862661323,0.20435789538440272,0.07557854547595615,0.06396278105938406,0.8604586734646598,1992.0833333333333,15-24,Females,New South Wales,0.14296826805372886
0.9333700938925167,0.02951919521806063,0.0371107108894227,0.14567750567388,0.6553234943908444,0.19899899993527564,0.06867677501232101,0.08387332530312834,0.8474498996845508,1992.0833333333333,15-24,Females,Victoria,0.1856160711778376
0.9365638672235082,0.025122489371914906,0.03831364340457704,0.17306308477558321,0.6282914989742493,0.1986454162501675,0.07750185237960124,0.08220782436684368,0.840290323253555,1992.0833333333333,15-24,Females,Queensland,0.14879897378811466
0.9366816587744413,0.024912716570394365,0.038405624655164346,0.15564700447370994,0.6550183969598146,0.18933459856647541,0.06640113496836238,0.07601450155007951,0.8575843634815581,1992.0833333333333,15-24,Females,South Australia,0.16451234184831115
0.9380782902049403,0.02910773723557199,0.0328139725594878,0.1741169139500319,0.6624625460348872,0.16342054001508097,0.06400582232800883,0.07738591477682523,0.8586082628951659,1992.0833333333333,15-24,Females,Western Australia,0.1685605497890688
0.9381916544830265,0.019036910521071055,0.04277143499590236,0.1275067537459656,0.6633258312703008,0.20916741498373356,0.06752613641707421,0.09595016093373081,0.836523702649195,1992.0833333333333,15-24,Females,Tasmania,0.17879991892383035
0.9503787119921582,0.011069768092242305,0.03855151991559957,0.1567641901211745,0.5725705792801447,0.2706652305986808,0.06914796090400499,0.03959212851515744,0.8912599105808376,1992.0833333333333,25-54,Females,New South Wales,0.07174130280955153
0.9565760798906104,0.011331597037163944,0.03209232307222552,0.1711439225226793,0.5975292398562183,0.2313268376211025,0.06230877934051327,0.03956736156886321,0.8981238590906235,1992.0833333333333,25-54,Females,Victoria,0.07166962107584962
0.951758735266,0.010821550732700753,0.03741971400129935,0.18996715894491092,0.5746297448683947,0.23540309618669433,0.06339042786449939,0.03865399514318671,0.897955576992314,1992.0833333333333,25-54,Females,Queensland,0.06999765651070572
0.9579720552389616,0.011389726437415053,0.030638218323623376,0.17130336803295412,0.6140903925053832,0.21460623946166257,0.060009956940860074,0.03662560366223967,0.9033644393969003,1992.0833333333333,25-54,Females,South Australia,0.07115645300964465
0.9552968984149477,0.010252765727717062,0.03445033585733531,0.17364388559777963,0.6069648199429186,0.21939129445930172,0.06225478532297984,0.03800180085544692,0.8997434138215732,1992.0833333333333,25-54,Females,Western Australia,0.07078943708779768
0.9488399348883798,0.013105709503586098,0.03805435560803416,0.19899965632911978,0.5625911308675398,0.23840921280334046,0.061204417174038094,0.033340819461755364,0.9054547633642065,1992.0833333333333,25-54,Females,Tasmania,0.0706892285401341
0.9292947355705609,0.033206122557055684,0.03749914187238344,0.18955149104690006,0.6475559377287792,0.16289257122432094,0.07746953589589335,0.08947887728554577,0.8330515868185608,1992.1666666666667,15-24,Males,New South Wales,0.17729964574488175
0.9284584509248641,0.03313998182300486,0.03840156725213096,0.141776483084279,0.6893438099561383,0.16887970695958276,0.07631669486446545,0.09428402564409506,0.8293992794914395,1992.1666666666667,15-24,Males,Victoria,0.2145585859109063
0.9288965601979643,0.037425737900519895,0.03367770190151584,0.19165245478943038,0.6637359762439986,0.14461156896657085,0.1010010772376197,0.09573164521001852,0.8032672775523618,1992.1666666666667,15-24,Males,Queensland,0.1784879867437011
0.936078358085867,0.03346618703163938,0.030455454882493554,0.13168265080301644,0.7458497822698421,0.12246756692714136,0.0756596945192828,0.08500245456420412,0.839337850916513,1992.1666666666667,15-24,Males,South Australia,0.2241092234937799
0.9267933850581976,0.04082013047525136,0.03238648446655103,0.1769170257230184,0.6887275751951383,0.13435539908184316,0.07740054306565501,0.0997426838983151,0.8228567730360299,1992.1666666666667,15-24,Males,Western Australia,0.21736169145688367
0.9317232819589887,0.036686197160112954,0.031590520880898434,0.1503020464532726,0.7400570613335414,0.10964089221318599,0.06615518884974168,0.08219438911464284,0.8516504220356155,1992.1666666666667,15-24,Males,Tasmania,0.23251347914266737
0.9793746626293653,0.011771144528322045,0.008854192842312435,0.15638761106271357,0.75474246897908,0.08886991995820631,0.10525122779509022,0.11251648166205065,0.7822322905428591,1992.1666666666667,25-54,Males,New South Wales,0.07798481810029444
0.9788653667504296,0.012765366371706797,0.00836926687786366,0.14025541581993742,0.7880613090932018,0.07168327508686083,0.10635236251627556,0.10093449228529393,0.7927131451984304,1992.1666666666667,25-54,Males,Victoria,0.08974075449197096
0.976886932525628,0.014602341079266381,0.0085107263951056,0.19864424143163703,0.7230208610425715,0.07833489752579162,0.09613998327152319,0.07818843987028017,0.8256715768581967,1992.1666666666667,25-54,Males,Queensland,0.07259915817492701
0.9799168826952327,0.011751275203988337,0.008331842100779035,0.1302306865578624,0.7913701487052045,0.0783991647369331,0.0868958041370632,0.08490832614765695,0.8281958697152798,1992.1666666666667,25-54,Males,South Australia,0.08818804004133415
0.9754449305534708,0.01648232858097609,0.008072740865553122,0.19341636589569025,0.7466453539571591,0.05993828014715057,0.1103592535249646,0.10156316634266542,0.78807758013237,1992.1666666666667,25-54,Males,Western Australia,0.08584038549976837
0.9586138335241229,0.012572327334826945,0.028813839141050183,0.07409231194110309,0.7949523330539283,0.13095535500496863,0.031005940146994086,0.024550801862590774,0.9444432579904152,1992.1666666666667,55-64,Males,Victoria,0.15159470987753454
0.968627563983735,0.00992620063263487,0.021446235383630233,0.09575897620219007,0.7883823699373729,0.1158586538604371,0.03309353550655163,0.02245929546044287,0.9444471690330056,1992.1666666666667,55-64,Males,Queensland,0.10368268936907021
0.9315024348799997,0.023499914655835032,0.04499765046416524,0.17280768086139017,0.6262155897474802,0.20097672939112965,0.07418101642656708,0.06418579266231325,0.8616331909111197,1992.1666666666667,15-24,Females,New South Wales,0.14130453417679675
0.9319567206597137,0.029546360124306132,0.03849691921597999,0.1462433293215376,0.654577173427255,0.19917949725120737,0.06950121853286677,0.08609630244042514,0.8444024790267081,1992.1666666666667,15-24,Females,Victoria,0.18852719631318324
0.9368599150734519,0.025833074688296594,0.03730701023825155,0.17799673791193624,0.6249418410481968,0.19706142103986685,0.07750072379012472,0.08140481265336608,0.8410944635565093,1992.1666666666667,15-24,Females,Queensland,0.14696622835642278
0.9363433713995318,0.02523491662767474,0.03842171197279346,0.15203514712645572,0.6527522808087644,0.19521257206477993,0.0646320260268362,0.07859159073623904,0.8567763832369247,1992.1666666666667,15-24,Females,South Australia,0.16991329862897295
0.9383734877862592,0.02902039332652157,0.03260611888721924,0.16749728275742132,0.6630658219566007,0.16943689528597813,0.06234295007409025,0.0754051185757576,0.8622519313501522,1992.1666666666667,15-24,Females,Western Australia,0.170331763011223
0.939818850385908,0.019608490693335114,0.04057265892075692,0.12960748870821598,0.6685215491963419,0.20187096209544217,0.06671897310598315,0.09415278903288216,0.8391282378611348,1992.1666666666667,15-24,Females,Tasmania,0.17680595528992854
0.950475047951346,0.010858929267209827,0.03866602278144428,0.15241435375442763,0.5691297899016634,0.27845585634390896,0.07012874483180705,0.040458225550145756,0.8894130296180471,1992.1666666666667,25-54,Females,New South Wales,0.07143654964877814
0.9571720806194638,0.011423269384065819,0.031404649996470455,0.16758044428881302,0.5984227126824068,0.2339968430287803,0.06143886088934432,0.03951332631881604,0.8990478127918397,1992.1666666666667,25-54,Females,Victoria,0.07203168920523709
0.9521977556345619,0.010845860100643864,0.03695638426479434,0.18748490826485278,0.5788184061361779,0.23369668559896925,0.06185426919074084,0.037822034157604593,0.9003236966516545,1992.1666666666667,25-54,Females,Queensland,0.07039847877442168
0.9581082946910761,0.010989816992317627,0.030901888316606493,0.17346986879471463,0.6102056199739817,0.21632451123130383,0.05899739596903538,0.03698935244365292,0.9040132515873116,1992.1666666666667,25-54,Females,South Australia,0.07043523531579542
0.9547242780153471,0.010925796320021969,0.034349925664630875,0.17133872219873514,0.612776110821084,0.21588516698018084,0.06125672226410564,0.04041256531980876,0.8983307124160855,1992.1666666666667,25-54,Females,Western Australia,0.07641751573860107
0.9488953360918962,0.012753277360017152,0.038351386548086584,0.19621749257773385,0.5671795474888994,0.23660295993336675,0.060847571915775334,0.034819172433286506,0.9043332556509381,1992.1666666666667,25-54,Females,Tasmania,0.07243364330274886
0.9300312876098348,0.03228168879769807,0.03768702359246719,0.18653524374535116,0.6438147338104657,0.16965002244418315,0.07801555113090294,0.08768619353342313,0.8342982553356739,1992.25,15-24,Males,New South Wales,0.17318729103204641
0.9280523896480984,0.03197212223588097,0.039975488116020495,0.1387494925794076,0.6903640643923972,0.1708864430281952,0.07939271125023337,0.09201073119243136,0.8285965575573352,1992.25,15-24,Males,Victoria,0.21021774952495573
0.9316526819126925,0.03527344052049355,0.033073877566813986,0.1905469733710665,0.6636774215657156,0.14577560506321785,0.09759936953970577,0.09371332574884517,0.808687304711449,1992.25,15-24,Males,Queensland,0.1720913609335813
0.9353777428644529,0.03340255316376986,0.031219703971777285,0.1299636436398869,0.7504423930206111,0.11959396333950184,0.07441835173571472,0.08253923549719233,0.843042412767093,1992.25,15-24,Males,South Australia,0.22757045483164481
0.9264601311805254,0.0394434527159618,0.03409641610351283,0.1800332061325321,0.684744764625521,0.1352220292419469,0.07568601917233317,0.09991526735502552,0.8243987134726413,1992.25,15-24,Males,Western Australia,0.21419891643500602
0.9337797821348283,0.03272544849635389,0.033494769368817914,0.15208089387761514,0.7343092688504705,0.11360983727191439,0.06049250206890968,0.07984717849245239,0.8596603194386379,1992.25,15-24,Males,Tasmania,0.22108982753714607
0.9790583417369608,0.01191746166603823,0.009024196597000904,0.15222662543114104,0.7601531311888104,0.08762024338004844,0.1081677887130529,0.11233110720664576,0.7795011040803014,1992.25,25-54,Males,New South Wales,0.08030395424235223
0.9787898900216734,0.012817710635049445,0.008392399343277184,0.1457160906487582,0.782549063373984,0.07173484597725786,0.10453037781614465,0.09819617618192752,0.7972734460019278,1992.25,25-54,Males,Victoria,0.08730448357480766
0.9766893418929208,0.014566758048009866,0.008743900059069457,0.19677588297494142,0.7255067664550748,0.07771735056998379,0.09515005606834209,0.0791717287073249,0.825678215224333,1992.25,25-54,Males,Queensland,0.07382161356738377
0.979401639092515,0.01209068559045042,0.008507675317034454,0.12966250488993522,0.7915762204834514,0.07876127462661338,0.08788128010430296,0.08462014820934688,0.8274985716863501,1992.25,25-54,Males,South Australia,0.09029559858469483
0.9755507642438926,0.016004861422326693,0.00844437433378074,0.19538778141316415,0.7412478577210528,0.063364360865783,0.10551953185700282,0.0993350774630745,0.7951453906799226,1992.25,25-54,Males,Western Australia,0.08362102874193683
0.968333790310973,0.009440441022467211,0.022225768666559738,0.09613609227501316,0.78907143389299506,0.11479247383199172,0.03258318981593073,0.022900301367333557,0.9445165088167358,1992.25,55-64,Males,Queensland,0.10441627266535798
0.9310913596981202,0.023544421059129492,0.04536421924275029,0.16843909757389722,0.6312813980378434,0.20027950438825923,0.07317073784098918,0.06333886493698232,0.8634903972220285,1992.25,15-24,Females,New South Wales,0.14409913762407048
0.9303385191524256,0.02888559780347512,0.040775883044099376,0.15052845812997032,0.6538064102579917,0.1956651316120379,0.06883189431156753,0.08809356742575879,0.8430745382626736,1992.25,15-24,Females,Victoria,0.19041389947794593
0.9380807951748422,0.02491626905707713,0.0370029357680807,0.17915657725189055,0.6155477128117721,0.20529570993633725,0.07697015841922825,0.08055811278079264,0.8424717287999791,1992.25,15-24,Females,Queensland,0.14115988101687427
0.9364979662989584,0.02482623839379402,0.038675795307247504,0.15887864054379633,0.6429712157379955,0.19815014371820824,0.0636013519067818,0.0771845188135529,0.8592141292796653,1992.25,15-24,Females,South Australia,0.16391590467177747
0.9412563786132625,0.027475223212339726,0.031268398174397784,0.1637981485105053,0.663130530106685,0.17307132138280956,0.06454318026863583,0.07413420711685735,0.8613226126145068,1992.25,15-24,Females,Western Australia,0.1613671155752606
0.9395247730387,0.017675841403802853,0.04279938555749719,0.13634643078456946,0.6497341052989807,0.21391946391644984,0.06753827779608643,0.09155251660169303,0.8409092056022206,1992.25,15-24,Females,Tasmania,0.1631570046328068
0.9501087828479643,0.010806567191437836,0.03908464996059785,0.15259791765905936,0.566213927861188,0.2811881544797527,0.07021719357035405,0.0412563524562771,0.8885264539733689,1992.25,25-54,Females,New South Wales,0.07200133283350085
0.9571830883834228,0.010651314757889035,0.03216559685868818,0.1661103017636117,0.6002221092629018,0.23366758897348644,0.0605190576688591,0.038605216110911035,0.9008757262202299,1992.25,25-54,Females,Victoria,0.07070890277558566
0.9520805287514208,0.010509752574594074,0.03740971867398519,0.18375948168292805,0.5794883098153137,0.2367522085017583,0.06151623852562937,0.03655392763430654,0.9019298338400641,1992.25,25-54,Females,Queensland,0.06931229694549852
0.95790436209598,0.011103119885659554,0.030992518018360487,0.16843154497618512,0.6101485286770593,0.22141992634675564,0.05830918876035553,0.037061131782144444,0.9046296794575001,1992.25,25-54,Females,South Australia,0.07174228881837656
0.9545279563324972,0.010654659767729634,0.03481738389977304,0.17654976200368205,0.6057069196972732,0.21774331829904486,0.06057490451945941,0.04066022131697304,0.8987648741635677,1992.25,25-54,Females,Western Australia,0.07530236276661895
0.9500653248144175,0.01204816103339437,0.037886514152188154,0.18847634848260889,0.5727981144393097,0.23872553707808128,0.059891660721449545,0.03425649916221149,0.905851840116339,1992.25,25-54,Females,Tasmania,0.07140463902637385
0.9302157362594431,0.0326095419023062,0.037174721838250616,0.1778621749218783,0.6477893331831266,0.17434849189499513,0.08063250022658186,0.08789162663318957,0.8314758731402285,1992.3333333333333,15-24,Males,New South Wales,0.17550619245203358
0.9269224613563735,0.032254832964527164,0.040822705679099444,0.1345570869392608,0.7001069192896363,0.16533599377110286,0.080257957439845,0.0948353372659917,0.8249067052941633,1992.3333333333333,15-24,Males,Victoria,0.21989149285622617
0.9321876857664803,0.034727065773273766,0.03308524846024595,0.19020386164410122,0.6637525126547286,0.14604362570117027,0.0988909594675878,0.09464527253530805,0.8064637679971042,1992.3333333333333,15-24,Males,Queensland,0.17039828967997295
0.932877452816864,0.03578313155437356,0.03133941562876253,0.13899067763867504,0.7445239737963892,0.11648534856493582,0.07079843685257844,0.0828333546323924,0.846368208515029,1992.3333333333333,15-24,Males,South Australia,0.23303898711713897
0.9248267898533618,0.04107238521137567,0.03410082493526257,0.18684774653203798,0.6822698716241538,0.13088238184380827,0.07891020964252689,0.1019808794602935,0.8191089108971796,1992.3333333333333,15-24,Males,Western Australia,0.2145168265422194
0.9328892093110408,0.03254585059344121,0.034564940095518006,0.14537928919138535,0.7367693643908011,0.1178513464178135,0.06575829801829848,0.08232951508050933,0.8519121869011923,1992.3333333333333,15-24,Males,Tasmania,0.22371151455690927
0.9784686997387866,0.011990744870125036,0.009540555391088355,0.1514559917085733,0.7618743623136627,0.086669645977763915,0.11130243246149919,0.11193202039361572,0.7767655471448851,1992.3333333333333,25-54,Males,New South Wales,0.08165512077817721
0.978188121746814,0.01298860626546419,0.008823271987721844,0.14404074767508274,0.7819912425307353,0.07396800979418197,0.1043268959391155,0.09966351174059765,0.7960095923202868,1992.3333333333333,25-54,Males,Victoria,0.08971605102516703
0.9764980752197288,0.014719952864191926,0.008781971916079245,0.1964128272161331,0.7264209294245213,0.07716624335934558,0.099978521502088,0.07822909540931465,0.8217923830885973,1992.3333333333333,25-54,Males,Queensland,0.07376370021046275
0.9788179975748416,0.012365169094250492,0.008816833330907993,0.12729924117303407,0.7921452541810123,0.08055550464595365,0.08868571604908691,0.08542470268624895,0.8258895812646642,1992.3333333333333,25-54,Males,South Australia,0.09326904080690278
0.9753492436699741,0.01614982815204824,0.008500928177977507,0.19130945521224713,0.7477604952047989,0.060930049582954074,0.10967885166349378,0.1008955916374706,0.7894255566990356,1992.3333333333333,25-54,Males,Western Australia,0.08586164121248252
0.9670542057489412,0.009998362182845631,0.02294743206821321,0.10518776233560123,0.7832574639058736,0.11155477375852522,0.03553670934342346,0.0220205032567394,0.9424427873998372,1992.3333333333333,55-64,Males,Queensland,0.09934454662205955
0.9312735278460877,0.02375088474477079,0.044975587409141364,0.16307847218695942,0.63540643545429,0.20151509235875073,0.07394687128778958,0.06419193439822926,0.8618611943139812,1992.3333333333333,15-24,Females,New South Wales,0.14660468301109483
0.9291580368496231,0.030099739783473408,0.04074222336690344,0.1498123366262013,0.651606548057033,0.1985811153167656,0.06806401114738608,0.08700758510781698,0.8449284037447969,1992.3333333333333,15-24,Females,Victoria,0.193958776105281
0.9373591870566489,0.024985355742747736,0.03765545720060329,0.18249233150874244,0.6087341088311824,0.20877355966007513,0.07667873468551584,0.08248592398260288,0.8408353413318812,1992.3333333333333,15-24,Females,Queensland,0.14143961171497016
0.9352643236292609,0.0254595891501593,0.03927608722057978,0.15117669529464667,0.6559579323745067,0.1928653723308466,0.06354898312149332,0.07851716414719279,0.8579338527313138,1992.3333333333333,15-24,Females,South Australia,0.17433969536301763
0.9410736317663276,0.026999043682497746,0.031927324551174675,0.15683316931187807,0.6703600529080369,0.172806777780085,0.06417144426048259,0.07599816083890928,0.8598303949006081,1992.3333333333333,15-24,Females,Western Australia,0.1668174795709492
0.9388912927073975,0.019254202279516627,0.041854505013085935,0.13315757185798194,0.6599164029751624,0.20692602516685554,0.06819225607320197,0.0889051679150255,0.8429025760117725,1992.3333333333333,15-24,Females,Tasmania,0.16837924212359917
0.9497042416084294,0.010712709823174186,0.039583048568396374,0.1547576178943968,0.5622680229386553,0.2829743591669479,0.0703390541062248,0.04201894858286482,0.8876419973109103,1992.3333333333333,25-54,Females,New South Wales,0.07219735597056051
0.9568572605134813,0.010813551075632057,0.032329188410886646,0.15687430584783593,0.6104541493482295,0.23267154480393462,0.06257549271097822,0.03880549421444755,0.8986190130745741,1992.3333333333333,25-54,Females,Victoria,0.07256834500882219
0.9522931882361155,0.010236890691380226,0.03746992107250418,0.1842433869461969,0.5824228717981299,0.2333337412556733,0.06205410908706426,0.036490776558957605,0.9014551143539782,1992.3333333333333,25-54,Females,Queensland,0.06859784894356331
0.9585317517430416,0.010808017306062751,0.0306602309508956,0.16756041469343325,0.607260800722549,0.22517878458401777,0.060109021940370044,0.03723995281467811,0.9026510252449518,1992.3333333333333,25-54,Females,South Australia,0.0693437133707892
0.9549715137553823,0.010364396998675189,0.03466408924594269,0.17049364316517424,0.6058205360450707,0.22368582078975507,0.060955701639889524,0.03911830801112452,0.8999259903489859,1992.3333333333333,25-54,Females,Western Australia,0.07322107522631859
0.9488212894168873,0.012799991150660831,0.03837871943245195,0.18827437715370743,0.5750759011049806,0.23664972174131202,0.058887436369745236,0.03436554497174665,0.9067470186585082,1992.3333333333333,25-54,Females,Tasmania,0.07485490888690914
0.9310767051654939,0.03243039058132701,0.03649290425317897,0.18112628696626734,0.6506190335055645,0.1682546795281682,0.08110620774647144,0.08913772311009012,0.8297560691434385,1992.4166666666667,15-24,Males,New South Wales,0.17420650282218403
0.9275308266770103,0.032365243327666875,0.040103929995322925,0.13628226523663045,0.7038815364007145,0.15983619836265522,0.0795696626082829,0.09230243154420881,0.8281279058475084,1992.4166666666667,15-24,Males,Victoria,0.218405535450735
0.9325540666042051,0.03543640984610725,0.03200952354968757,0.186291203495924,0.6785424416104905,0.13516635489358542,0.1010683475705337,0.0946327412442566,0.8042989111852096,1992.4166666666667,15-24,Males,Queensland,0.17564347910286568
0.9319074599039386,0.03737321356148246,0.030719326534578904,0.1347550899312886,0.7535297683544542,0.11171514171425728,0.06834276115205018,0.08198521404967093,0.849672024798279,1992.4166666666667,15-24,Males,South Australia,0.24682982988390667
0.9260267433041112,0.03966949104362362,0.03430376565226516,0.18398950228362765,0.6845827975525024,0.1314277001638699,0.07559013277794997,0.10177895637978518,0.8226309108422648,1992.4166666666667,15-24,Males,Western Australia,0.21459069514735582
