"country","year","gender","age","rank_permanent_inc","nobs_res_1yr_log_chg_by_skill","mean_res_1yr_log_chg_by_skill","std_res_1yr_log_chg_by_skill","skew_res_1yr_log_chg_by_skill"
"AUS",2012,"Female","25-34",75,16073,0.054682199,0.39291859,-1.120219
"AUS",2012,"Female","25-34",77.5,16073,0.050928298,0.39711809,-1.230304
"AUS",2012,"Female","25-34",80,16073,0.053711101,0.38449821,-1.163445
"AUS",2012,"Female","25-34",82.5,16073,0.0507176,0.38220781,-1.231429
"AUS",2012,"Female","25-34",85,16073,0.045664001,0.3897098,-1.245943
"AUS",2012,"Female","25-34",87.5,16073,0.046612501,0.39538279,-1.344027
"AUS",2012,"Female","25-34",90,16073,0.043891799,0.39334801,-1.375965
"AUS",2012,"Female","25-34",92.5,16073,0.043960702,0.39974719,-1.470551
"AUS",2012,"Female","25-34",95,16073,0.043912102,0.394429,-1.3181469
"AUS",2012,"Female","25-34",97.5,16073,0.034827299,0.41633561,-1.579205
"AUS",2012,"Female","25-34",99,9644,0.0259693,0.4456954,-1.228536
"AUS",2012,"Female","25-34",99.9,5787,0.0128165,0.49799341,-1.4150389
"AUS",2012,"Female","25-34",100,642,-0.032092799,0.51610368,-1.573092
"AUS",2012,"Female","25-55",2.5,49317,0.27530581,0.51360989,0.4533076
"AUS",2012,"Female","25-55",5,49316,0.2090271,0.47369039,0.25870281
"AUS",2012,"Female","25-55",7.5,49317,0.17364819,0.4576253,0.2162409
"AUS",2012,"Female","25-55",10,49316,0.15696269,0.44694239,0.13093311
"AUS",2012,"Female","25-55",12.5,49317,0.1429617,0.4328731,0.1971413
"AUS",2012,"Female","25-55",15,49316,0.13028879,0.4212321,0.091597199
"AUS",2012,"Female","25-55",17.5,49317,0.1201257,0.4185456,-0.0087366998
"AUS",2012,"Female","25-55",20,49316,0.1118067,0.4095189,-0.094934799
"AUS",2012,"Female","25-55",22.5,49317,0.1027322,0.40748641,-0.1553262
"AUS",2012,"Female","25-55",25,49316,0.1016588,0.39875281,-0.1717266
"AUS",2012,"Female","25-55",27.5,49317,0.09341,0.39401549,-0.29123709
"AUS",2012,"Female","25-55",30,49316,0.090493701,0.3879618,-0.30542159
"AUS",2012,"Female","25-55",32.5,49317,0.089915499,0.38172019,-0.2497139
"AUS",2012,"Female","25-55",35,49316,0.085216597,0.38530621,-0.31167221
"AUS",2012,"Female","25-55",37.5,49317,0.079687499,0.37515959,-0.41889161
"AUS",2012,"Female","25-55",40,49317,0.0774047,0.37225169,-0.367553
"AUS",2012,"Female","25-55",42.5,49316,0.073321097,0.36514479,-0.48466951
"AUS",2012,"Female","25-55",45,49316,0.066965103,0.3680549,-0.6731416
"AUS",2012,"Female","25-55",47.5,49318,0.068445198,0.36311719,-0.75753438
"AUS",2012,"Female","25-55",50,49315,0.066200398,0.36593679,-0.78488839
"AUS",2012,"Female","25-55",52.5,49316,0.064402796,0.3641676,-0.80148482
"AUS",2012,"Female","25-55",55,49317,0.062991902,0.36498919,-0.89184582
"AUS",2012,"Female","25-55",57.5,49316,0.061419498,0.35868371,-0.87449068
"AUS",2012,"Female","25-55",60,49317,0.059394799,0.3587139,-0.95355541
"AUS",2012,"Female","25-55",62.5,49316,0.057946,0.35596049,-0.9568482
"AUS",2012,"Female","25-55",65,49317,0.058869202,0.35120109,-0.97081071
"AUS",2012,"Female","25-55",67.5,49316,0.0549336,0.354819,-1.04451
"AUS",2012,"Female","25-55",70,49317,0.055203199,0.35416931,-1.1283391
"AUS",2012,"Female","25-55",72.5,49316,0.053401001,0.3578369,-1.06706
"AUS",2012,"Female","25-55",75,49317,0.049510799,0.35121021,-1.345206
"AUS",2012,"Female","25-55",77.5,49316,0.050686099,0.35071689,-1.3005691
"AUS",2012,"Female","25-55",80,49317,0.048314199,0.34755141,-1.258323
"AUS",2012,"Female","25-55",82.5,49316,0.0473844,0.35724851,-1.271717
"AUS",2012,"Female","25-55",85,49317,0.0465196,0.3527987,-1.345722
"AUS",2012,"Female","25-55",87.5,49316,0.0414588,0.3465701,-1.514428
"AUS",2012,"Female","25-55",90,49317,0.039385598,0.34073219,-1.619019
"AUS",2012,"Female","25-55",92.5,49317,0.039680399,0.33806619,-1.487512
"AUS",2012,"Female","25-55",95,49316,0.037540399,0.3604809,-1.604357
"AUS",2012,"Female","25-55",97.5,49316,0.033936098,0.38847041,-1.409168
"AUS",2012,"Female","25-55",99,29590,0.026406899,0.42262569,-1.533138
"AUS",2012,"Female","25-55",99.9,17754,0.0132097,0.46014619,-1.645612
"AUS",2012,"Female","25-55",100,1972,-0.0097629,0.49960351,-2.6719511
"AUS",2012,"Female","35-44",2.5,20210,0.27499169,0.4965755,0.460807
"AUS",2012,"Female","35-44",5,20209,0.2207129,0.4604865,0.32853049
"AUS",2012,"Female","35-44",7.5,20210,0.18105011,0.44580689,0.188012
"AUS",2012,"Female","35-44",10,20209,0.1628167,0.43404961,0.1161096
"AUS",2012,"Female","35-44",12.5,20210,0.1488381,0.41657409,0.14224359
"AUS",2012,"Female","35-44",15,20209,0.14267249,0.4148477,0.1656536
"AUS",2012,"Female","35-44",17.5,20210,0.132467,0.40546989,0.1178601
"AUS",2012,"Female","35-44",20,20209,0.119769,0.40250149,-0.0293491
"AUS",2012,"Female","35-44",22.5,20210,0.1121815,0.39740399,-0.1172038
"AUS",2012,"Female","35-44",25,20209,0.1078635,0.39341059,-0.1364585
"AUS",2012,"Female","35-44",27.5,20209,0.1027271,0.38543209,-0.191257
"AUS",2012,"Female","35-44",30,20210,0.099102698,0.37831339,-0.2989794
"AUS",2012,"Female","35-44",32.5,20209,0.093213297,0.3872498,-0.3117249
"AUS",2012,"Female","35-44",35,20210,0.091920599,0.36849001,-0.27251521
"AUS",2012,"Female","35-44",37.5,20209,0.089191303,0.3713347,-0.4144116
"AUS",2012,"Female","35-44",40,20210,0.084764697,0.37010741,-0.37165961
"AUS",2012,"Female","35-44",42.5,20209,0.082801603,0.37289801,-0.2676115
"AUS",2012,"Female","35-44",45,20210,0.076519497,0.36596149,-0.3293497
"AUS",2012,"Female","35-44",47.5,20209,0.068461798,0.35539031,-0.89259428
"AUS",2012,"Female","35-44",50,20209,0.070067801,0.35971469,-0.91382819
"AUS",2012,"Female","35-44",52.5,20210,0.073158599,0.3536506,-0.58121812
"AUS",2012,"Female","35-44",55,20209,0.0670899,0.35802749,-0.96493518
"AUS",2012,"Female","35-44",57.5,20210,0.0659784,0.35465071,-0.88648063
"AUS",2012,"Female","35-44",60,20209,0.063524,0.35380301,-0.87272602
"AUS",2012,"Female","35-44",62.5,20210,0.061730999,0.35443169,-1.010162
"AUS",2012,"Female","35-44",65,20209,0.065053903,0.34359431,-0.62611341
"AUS",2012,"Female","35-44",67.5,20211,0.057349399,0.3570967,-1.199352
"AUS",2012,"Female","35-44",70,20208,0.057229102,0.35243121,-0.96874338
"AUS",2012,"Female","35-44",72.5,20210,0.051816002,0.3524279,-1.198979
"AUS",2012,"Female","35-44",75,20209,0.054030601,0.35515079,-1.316775
"AUS",2012,"Female","35-44",77.5,20209,0.052675601,0.3478094,-1.107576
"AUS",2012,"Female","35-44",80,20210,0.055070899,0.35868371,-1.025712
"AUS",2012,"Female","35-44",82.5,20209,0.054228101,0.35686511,-1.0744801
"AUS",2012,"Female","35-44",85,20210,0.045783099,0.3527925,-1.350648
"AUS",2012,"Female","35-44",87.5,20209,0.040798798,0.34963211,-1.355242
"AUS",2012,"Female","35-44",90,20210,0.041728299,0.34662339,-1.3664041
"AUS",2012,"Female","35-44",92.5,20209,0.038442802,0.36331701,-1.445142
"AUS",2012,"Female","35-44",95,20210,0.0426424,0.38366359,-1.195146
"AUS",2012,"Female","35-44",97.5,20209,0.0334039,0.41139081,-1.352133
"AUS",2012,"Female","35-44",99,12126,0.031584799,0.45615819,-1.234881
"AUS",2012,"Female","35-44",99.9,7275,0.0194383,0.4718554,-1.715284
"AUS",2012,"Female","35-44",100,808,-0.0334737,0.56949937,-3.025147
"AUS",2012,"Female","45-55",2.5,13034,0.2266109,0.45970911,0.66290629
"AUS",2012,"Female","45-55",5,13034,0.1692057,0.41656411,0.4134042
"AUS",2012,"Female","45-55",7.5,13034,0.1389976,0.4046894,0.3078106
"AUS",2012,"Female","45-55",10,13034,0.1167053,0.38114229,0.1231184
"AUS",2012,"Female","45-55",12.5,13034,0.1102971,0.36745909,0.1794575
"AUS",2012,"Female","45-55",15,13034,0.1017135,0.35181779,0.038931899
"AUS",2012,"Female","45-55",17.5,13034,0.097984999,0.34870699,0.1030649
"AUS",2012,"Female","45-55",20,13035,0.085050099,0.32995021,-0.1125394
"AUS",2012,"Female","45-55",22.5,13033,0.080402501,0.3394815,-0.19908699
"AUS",2012,"Female","45-55",25,13034,0.078667603,0.32503861,-0.0845856
"AUS",2012,"Female","45-55",27.5,13034,0.076474801,0.32201821,-0.1917253
"AUS",2012,"Female","45-55",30,13034,0.060434699,0.31474081,-0.56280851
"AUS",2012,"Female","45-55",32.5,13034,0.067842104,0.31749421,-0.1241086
"AUS",2012,"Female","45-55",35,13034,0.073168799,0.29341,-0.2448411
"AUS",2012,"Female","45-55",37.5,13034,0.0613795,0.29974949,-0.32146531
"AUS",2012,"Female","45-55",40,13034,0.057556,0.2913408,-0.62206662
"AUS",2012,"Female","45-55",42.5,13034,0.053983301,0.28815451,-0.77901542
"AUS",2012,"Female","45-55",45,13034,0.055023499,0.27915639,-0.89609301
"AUS",2012,"Female","45-55",47.5,13034,0.0525213,0.27819511,-1.0256079
"AUS",2012,"Female","45-55",50,13033,0.055327799,0.27870351,-0.6663782
"AUS",2012,"Female","45-55",52.5,13034,0.0515352,0.28293589,-0.95294321
"AUS",2012,"Female","45-55",55,13034,0.047911901,0.27756879,-1.301332
"AUS",2012,"Female","45-55",57.5,13034,0.045288801,0.2747691,-1.404462
"AUS",2012,"Female","45-55",60,13034,0.048083901,0.27682909,-0.68462139
"AUS",2012,"Female","45-55",62.5,13034,0.044812899,0.27057859,-1.735183
"AUS",2012,"Female","45-55",65,13034,0.0454996,0.2698527,-1.4617881
"AUS",2012,"Female","45-55",67.5,13034,0.047485299,0.26615429,-1.622872
"AUS",2012,"Female","45-55",70,13034,0.042356201,0.2697449,-1.438275
"AUS",2012,"Female","45-55",72.5,13034,0.045531701,0.2729089,-1.696775
"AUS",2012,"Female","45-55",75,13034,0.040489201,0.26361549,-1.7538151
"AUS",2012,"Female","45-55",77.5,13034,0.0413059,0.26645991,-2.0599749
"AUS",2012,"Female","45-55",80,13034,0.038046401,0.2708753,-1.698084
"AUS",2012,"Female","45-55",82.5,13034,0.038300101,0.27048931,-1.915911
"AUS",2012,"Female","45-55",85,13034,0.031991001,0.27272841,-2.1361699
"AUS",2012,"Female","45-55",87.5,13034,0.031660199,0.25650471,-2.84799
"AUS",2012,"Female","45-55",90,13034,0.034839101,0.25157589,-1.9248379
"AUS",2012,"Female","45-55",92.5,13034,0.035420801,0.2679427,-2.734247
"AUS",2012,"Female","45-55",95,13034,0.034347899,0.2755565,-2.465919
"AUS",2012,"Female","45-55",97.5,13034,0.029194299,0.32911441,-1.932268
"AUS",2012,"Female","45-55",99,7820,0.0187199,0.3757863,-2.0230429
"AUS",2012,"Female","45-55",99.9,4692,0.0083187995,0.42472219,-2.0851991
"AUS",2012,"Female","45-55",100,521,0.0079340003,0.43429101,-2.2770629
"AUS",2013,"Female","25-34",2.5,16672,0.32311079,0.57957852,0.2230764
"AUS",2013,"Female","25-34",5,16672,0.2497804,0.543109,0.1862554
"AUS",2013,"Female","25-34",7.5,16672,0.2204331,0.5274744,0.086544096
"AUS",2013,"Female","25-34",10,16672,0.1867781,0.51885998,0.066451199
"AUS",2013,"Female","25-34",12.5,16672,0.1646854,0.50217152,-0.028129401
"AUS",2013,"Female","25-34",15,16672,0.1526216,0.50427902,-0.123295
"AUS",2013,"Female","25-34",17.5,16672,0.1411666,0.49204239,-0.0905682
"AUS",2013,"Female","25-34",20,16672,0.13058621,0.47525811,-0.2018085
"AUS",2013,"Female","25-34",22.5,16672,0.12622219,0.4770354,-0.1501981
"AUS",2013,"Female","25-34",25,16671,0.1106035,0.46459061,-0.27479431
"AUS",2013,"Female","25-34",27.5,16672,0.107897,0.44818601,-0.30164149
"AUS",2013,"Female","25-34",30,16672,0.0987757,0.45792279,-0.3358615
"AUS",2013,"Female","25-34",32.5,16672,0.1019657,0.43919721,-0.37922949
"AUS",2013,"Female","25-34",35,16672,0.089234203,0.43607071,-0.53979957
"AUS",2013,"Female","25-34",37.5,16672,0.088521697,0.4350985,-0.40286809
"AUS",2013,"Female","25-34",40,16672,0.079229303,0.42230719,-0.75607312
"AUS",2013,"Female","25-34",42.5,16672,0.080205902,0.43102449,-0.499865
"AUS",2013,"Female","25-34",45,16672,0.078922696,0.41304111,-0.81940359
"AUS",2013,"Female","25-34",47.5,16672,0.074678101,0.41768619,-0.62335438
"AUS",2013,"Female","25-34",50,16671,0.073106401,0.41669339,-0.58323997
"AUS",2013,"Female","25-34",52.5,16672,0.070539303,0.41020089,-0.72374618
"AUS",2013,"Female","25-34",55,16672,0.071694598,0.4053258,-0.7709825
"AUS",2013,"Female","25-34",57.5,16672,0.069449902,0.400711,-0.67104191
"AUS",2013,"Female","25-34",60,16672,0.064790502,0.39618191,-0.92858279
"AUS",2013,"Female","25-34",62.5,16672,0.065310001,0.3951185,-0.9227922
"AUS",2013,"Female","25-34",65,16672,0.068807997,0.4006218,-0.91173279
"AUS",2013,"Female","25-34",67.5,16672,0.061506599,0.4005591,-0.9645977
"AUS",2013,"Female","25-34",70,16672,0.059015799,0.39991009,-1.017771
"AUS",2013,"Female","25-34",72.5,16672,0.056852002,0.398096,-1.061026
"AUS",2013,"Female","25-34",75,16671,0.053977799,0.3999632,-1.214687
"AUS",2013,"Female","25-34",77.5,16672,0.059095901,0.38128939,-1.081318
"AUS",2013,"Female","25-34",80,16672,0.052522399,0.39104959,-1.350706
"AUS",2013,"Female","25-34",82.5,16672,0.054734498,0.38939449,-1.2626131
"AUS",2013,"Female","25-34",85,16672,0.051201101,0.38989851,-1.230461
"AUS",2013,"Female","25-34",87.5,16672,0.0478894,0.3885847,-1.3932329
"AUS",2013,"Female","25-34",90,16672,0.0438031,0.39763421,-1.250448
"AUS",2013,"Female","25-34",92.5,16672,0.0372556,0.40791759,-1.319277
"AUS",2013,"Female","25-34",95,16672,0.0414415,0.40087479,-1.2423249
"AUS",2013,"Female","25-34",97.5,16672,0.040453501,0.41603211,-1.346063
"AUS",2013,"Female","25-34",99,10003,0.0285678,0.46290711,-1.393064
"AUS",2013,"Female","25-34",99.9,6002,0.0150361,0.50439298,-1.256081
"AUS",2013,"Female","25-34",100,666,-0.0228668,0.60553312,-1.4652539
"AUS",2013,"Female","25-55",2.5,50253,0.27732161,0.5113501,0.4498947
"AUS",2013,"Female","25-55",5,50253,0.2110371,0.4709425,0.31662819
"AUS",2013,"Female","25-55",7.5,50252,0.184,0.4595823,0.2777155
"AUS",2013,"Female","25-55",10,50253,0.1627849,0.4447853,0.13163491
"AUS",2013,"Female","25-55",12.5,50253,0.1463692,0.4323312,0.1550007
"AUS",2013,"Female","25-55",15,50252,0.1330817,0.42826751,-0.0059261001
"AUS",2013,"Female","25-55",17.5,50253,0.1238774,0.4185783,-0.077202402
"AUS",2013,"Female","25-55",20,50252,0.1155193,0.41512409,-0.1084587
"AUS",2013,"Female","25-55",22.5,50253,0.1106085,0.40464181,-0.1670948
"AUS",2013,"Female","25-55",25,50253,0.1024789,0.40006351,-0.1887784
"AUS",2013,"Female","25-55",27.5,50252,0.098873198,0.3983199,-0.2160241
"AUS",2013,"Female","25-55",30,50253,0.092986599,0.3893292,-0.34408849
"AUS",2013,"Female","25-55",32.5,50253,0.091365904,0.3835783,-0.36918631
"AUS",2013,"Female","25-55",35,50252,0.085271299,0.3849147,-0.42262521
"AUS",2013,"Female","25-55",37.5,50254,0.085700497,0.37347469,-0.44091079
"AUS",2013,"Female","25-55",40,50251,0.079754204,0.37087989,-0.4927384
"AUS",2013,"Female","25-55",42.5,50253,0.078340203,0.37363729,-0.52708459
"AUS",2013,"Female","25-55",45,50253,0.074063398,0.36910519,-0.66761851
"AUS",2013,"Female","25-55",47.5,50252,0.072864503,0.37103829,-0.65337288
"AUS",2013,"Female","25-55",50,50253,0.069854997,0.36706191,-0.6955539
"AUS",2013,"Female","25-55",52.5,50253,0.067349799,0.36689049,-0.73289359
"AUS",2013,"Female","25-55",55,50252,0.067584001,0.3657262,-0.746916
"AUS",2013,"Female","25-55",57.5,50253,0.062570602,0.3629106,-0.89621621
"AUS",2013,"Female","25-55",60,50252,0.063741602,0.3593474,-0.84987319
"AUS",2013,"Female","25-55",62.5,50253,0.058931701,0.3580021,-1.100145
"AUS",2013,"Female","25-55",65,50253,0.062510498,0.35740349,-1.0094579
"AUS",2013,"Female","25-55",67.5,50252,0.0610063,0.3612484,-0.95235032
"AUS",2013,"Female","25-55",70,50253,0.0563167,0.3629618,-1.063885
"AUS",2013,"Female","25-55",72.5,50253,0.057169098,0.35555109,-1.115867
"AUS",2013,"Female","25-55",75,50252,0.0550883,0.35159349,-1.248268
"AUS",2013,"Female","25-55",77.5,50253,0.0532123,0.35642439,-1.2727489
"AUS",2013,"Female","25-55",80,50252,0.054073799,0.35834071,-1.141678
"AUS",2013,"Female","25-55",82.5,50253,0.050721802,0.35764831,-1.32681
"AUS",2013,"Female","25-55",85,50253,0.048770599,0.3523092,-1.284938
"AUS",2013,"Female","25-55",87.5,50252,0.046356902,0.35466021,-1.465384
"AUS",2013,"Female","25-55",90,50253,0.041678201,0.34777641,-1.584981
"AUS",2013,"Female","25-55",92.5,50253,0.043776799,0.34686759,-1.409687
"AUS",2013,"Female","25-55",95,50252,0.043272,0.36110541,-1.328259
"AUS",2013,"Female","25-55",97.5,50253,0.040451098,0.39532909,-1.35958
"AUS",2013,"Female","25-55",99,30151,0.031086599,0.44011939,-1.372584
"AUS",2013,"Female","25-55",99.9,18091,0.0279571,0.46032801,-1.426245
"AUS",2013,"Female","25-55",100,2010,0.032716401,0.52252972,-1.4267451
"AUS",2013,"Female","35-44",2.5,20490,0.27950549,0.4952907,0.45566821
"AUS",2013,"Female","35-44",5,20490,0.210999,0.4573299,0.2754997
"AUS",2013,"Female","35-44",7.5,20490,0.18523879,0.4415485,0.2012212
"AUS",2013,"Female","35-44",10,20490,0.1708674,0.434062,0.21329311
"AUS",2013,"Female","35-44",12.5,20490,0.154155,0.42335799,0.0100894
"AUS",2013,"Female","35-44",15,20490,0.13826311,0.41296649,0.067961402
"AUS",2013,"Female","35-44",17.5,20490,0.1318669,0.41397119,-0.0646054
"AUS",2013,"Female","35-44",20,20490,0.1226711,0.39535409,-0.057829302
"AUS",2013,"Female","35-44",22.5,20490,0.1164612,0.40145549,-0.1980138
"AUS",2013,"Female","35-44",25,20489,0.1115109,0.39370731,-0.2862668
"AUS",2013,"Female","35-44",27.5,20490,0.1080575,0.38201049,-0.1286203
"AUS",2013,"Female","35-44",30,20490,0.1011316,0.38369349,-0.25225589
"AUS",2013,"Female","35-44",32.5,20490,0.0982178,0.38111901,-0.44598359
"AUS",2013,"Female","35-44",35,20490,0.096826203,0.3798131,-0.30014911
"AUS",2013,"Female","35-44",37.5,20490,0.089081399,0.3728624,-0.5139454
"AUS",2013,"Female","35-44",40,20490,0.091867901,0.35806251,-0.42755091
"AUS",2013,"Female","35-44",42.5,20490,0.086265303,0.3674098,-0.46044981
"AUS",2013,"Female","35-44",45,20490,0.0841415,0.36425701,-0.43461731
"AUS",2013,"Female","35-44",47.5,20490,0.0821089,0.36488679,-0.5586037
"AUS",2013,"Female","35-44",50,20489,0.073783502,0.3619135,-0.60039562
"AUS",2013,"Female","35-44",52.5,20490,0.0759909,0.358769,-0.80586803
"AUS",2013,"Female","35-44",55,20490,0.075026803,0.3631241,-0.63190627
"AUS",2013,"Female","35-44",57.5,20490,0.065783203,0.35873249,-0.83948487
"AUS",2013,"Female","35-44",60,20490,0.069663398,0.35570219,-0.8515029
"AUS",2013,"Female","35-44",62.5,20490,0.062066901,0.3642388,-1.078298
"AUS",2013,"Female","35-44",65,20490,0.067441799,0.35580859,-0.97906089
"AUS",2013,"Female","35-44",67.5,20490,0.067714803,0.35720161,-0.68042982
"AUS",2013,"Female","35-44",70,20491,0.061681401,0.3569597,-0.96155941
"AUS",2013,"Female","35-44",72.5,20489,0.060593501,0.36002129,-1.147282
"AUS",2013,"Female","35-44",75,20489,0.0599324,0.35310331,-1.0470769
"AUS",2013,"Female","35-44",77.5,20490,0.058351301,0.36931589,-0.9958939
"AUS",2013,"Female","35-44",80,20490,0.057904702,0.35513651,-1.165258
"AUS",2013,"Female","35-44",82.5,20490,0.055815902,0.35490379,-1.140475
"AUS",2013,"Female","35-44",85,20490,0.0529599,0.35843119,-1.350756
"AUS",2013,"Female","35-44",87.5,20490,0.0441905,0.35596141,-1.539438
"AUS",2013,"Female","35-44",90,20490,0.047415599,0.3535082,-1.332638
"AUS",2013,"Female","35-44",92.5,20491,0.049128901,0.36265141,-1.190197
"AUS",2013,"Female","35-44",95,20489,0.0468936,0.38292751,-1.254697
"AUS",2013,"Female","35-44",97.5,20490,0.045977101,0.4183293,-1.318139
"AUS",2013,"Female","35-44",99,12294,0.035268601,0.48040089,-1.12885
"AUS",2013,"Female","35-44",99.9,7376,0.0313005,0.47507939,-1.559813
"AUS",2013,"Female","35-44",100,819,0.052548502,0.54804158,-1.087242
"AUS",2013,"Female","45-55",2.5,13091,0.2307637,0.4635483,0.69400388
"AUS",2013,"Female","45-55",5,13091,0.1666113,0.4124395,0.39999601
"AUS",2013,"Female","45-55",7.5,13091,0.14366581,0.4063997,0.2897692
"AUS",2013,"Female","45-55",10,13091,0.1270006,0.37749511,0.31846589
"AUS",2013,"Female","45-55",12.5,13091,0.1109308,0.3615717,0.19736201
"AUS",2013,"Female","45-55",15,13090,0.1031227,0.35066611,-0.1831798
"AUS",2013,"Female","45-55",17.5,13091,0.093142599,0.34738749,-0.1722862
"AUS",2013,"Female","45-55",20,13091,0.091666698,0.3559767,-0.077180304
"AUS",2013,"Female","45-55",22.5,13091,0.080048501,0.32807761,-0.3892611
"AUS",2013,"Female","45-55",25,13091,0.0733748,0.32718331,-0.53257161
"AUS",2013,"Female","45-55",27.5,13091,0.072856702,0.31557459,-0.199865
"AUS",2013,"Female","45-55",30,13090,0.0686884,0.32304919,-0.78475088
"AUS",2013,"Female","45-55",32.5,13091,0.068218797,0.30327171,-0.66412681
"AUS",2013,"Female","45-55",35,13092,0.066004597,0.29729241,-0.7829749
"AUS",2013,"Female","45-55",37.5,13090,0.063449398,0.30117869,-0.68473852
"AUS",2013,"Female","45-55",40,13091,0.060084,0.29962221,-0.55409092
"AUS",2013,"Female","45-55",42.5,13091,0.060734801,0.28396091,-0.71481103
"AUS",2013,"Female","45-55",45,13090,0.054180499,0.2917563,-0.87943572
"AUS",2013,"Female","45-55",47.5,13091,0.055493198,0.28132769,-1.390756
"AUS",2013,"Female","45-55",50,13091,0.054081,0.28201309,-0.99054921
"AUS",2013,"Female","45-55",52.5,13091,0.052492499,0.28531381,-1.103512
"AUS",2013,"Female","45-55",55,13091,0.048215199,0.2825833,-1.126758
"AUS",2013,"Female","45-55",57.5,13090,0.049598198,0.2758573,-1.210216
"AUS",2013,"Female","45-55",60,13091,0.0441688,0.2855522,-1.731843
"AUS",2013,"Female","45-55",62.5,13091,0.048688799,0.277273,-1.348025
"AUS",2013,"Female","45-55",65,13091,0.043898001,0.27237159,-1.654884
"AUS",2013,"Female","45-55",67.5,13091,0.0460754,0.27312991,-1.666914
"AUS",2013,"Female","45-55",70,13091,0.045873798,0.28478241,-1.544297
"AUS",2013,"Female","45-55",72.5,13090,0.043440498,0.27459341,-1.698668
"AUS",2013,"Female","45-55",75,13091,0.048302401,0.2674101,-1.666127
"AUS",2013,"Female","45-55",77.5,13092,0.045797601,0.27194849,-1.0628051
"AUS",2013,"Female","45-55",80,13090,0.042413499,0.2830486,-1.784232
"AUS",2013,"Female","45-55",82.5,13091,0.0414274,0.2871812,-1.47912
"AUS",2013,"Female","45-55",85,13091,0.040115301,0.26747149,-2.46772
"AUS",2013,"Female","45-55",87.5,13090,0.040288702,0.27133,-2.1030929
"AUS",2013,"Female","45-55",90,13091,0.043696102,0.2518293,-1.783903
"AUS",2013,"Female","45-55",92.5,13091,0.037348401,0.28276181,-1.965201
"AUS",2013,"Female","45-55",95,13091,0.038453501,0.29038739,-1.771474
"AUS",2013,"Female","45-55",97.5,13091,0.032701898,0.33208561,-1.72238
"AUS",2013,"Female","45-55",99,7854,0.031412099,0.38626349,-1.018041
"AUS",2013,"Female","45-55",99.9,4713,0.0224586,0.41574991,-1.4299181
"AUS",2013,"Female","45-55",100,523,0.0036840001,0.55914432,-2.679539
"AUS",2014,"Female","25-34",2.5,17328,0.33599731,0.57958698,0.25397581
"AUS",2014,"Female","25-34",5,17327,0.25267819,0.54548937,0.14918581
"AUS",2014,"Female","25-34",7.5,17327,0.21443149,0.52288342,0.1641953
"AUS",2014,"Female","25-34",10,17328,0.1854817,0.50953919,0.093471102
"AUS",2014,"Female","25-34",12.5,17327,0.1641838,0.50395918,-0.0137421
"AUS",2014,"Female","25-34",15,17327,0.1526181,0.48092699,-0.0242045
"AUS",2014,"Female","25-34",17.5,17328,0.14450321,0.4775345,-0.1124474
"AUS",2014,"Female","25-34",20,17327,0.1332351,0.4731946,-0.20825671
"AUS",2014,"Female","25-34",22.5,17327,0.1358612,0.4745419,-0.0168665
"AUS",2014,"Female","25-34",25,17327,0.1130971,0.47031239,-0.33334881
"AUS",2014,"Female","25-34",27.5,17328,0.112973,0.46072999,-0.21719851
"AUS",2014,"Female","25-34",30,17327,0.105335,0.44646859,-0.3250697
"AUS",2014,"Female","25-34",32.5,17327,0.096816398,0.43785009,-0.3230859
"AUS",2014,"Female","25-34",35,17328,0.091867998,0.43420389,-0.4072884
"AUS",2014,"Female","25-34",37.5,17327,0.093029201,0.4192237,-0.35020721
"AUS",2014,"Female","25-34",40,17327,0.086361997,0.41999251,-0.58828223
"AUS",2014,"Female","25-34",42.5,17328,0.075381003,0.42488211,-0.65473711
"AUS",2014,"Female","25-34",45,17327,0.080910601,0.41729161,-0.3526282
"AUS",2014,"Female","25-34",47.5,17327,0.076577298,0.41085991,-0.65931559
"AUS",2014,"Female","25-34",50,17327,0.073083602,0.4129248,-0.63330072
"AUS",2014,"Female","25-34",52.5,17328,0.066666298,0.40863529,-0.81733871
"AUS",2014,"Female","25-34",55,17327,0.0695621,0.40031329,-0.73152262
"AUS",2014,"Female","25-34",57.5,17327,0.066373698,0.40141749,-0.74826038
"AUS",2014,"Female","25-34",60,17328,0.067046203,0.40221429,-0.82189888
"AUS",2014,"Female","25-34",62.5,17327,0.060096599,0.39455369,-1.004874
"AUS",2014,"Female","25-34",65,17328,0.060149301,0.40578839,-0.84765369
"AUS",2014,"Female","25-34",67.5,17327,0.058313299,0.39925471,-1.046752
"AUS",2014,"Female","25-34",70,17327,0.0580809,0.40132779,-0.94832551
"AUS",2014,"Female","25-34",72.5,17327,0.068679303,0.3950575,-0.7835331
"AUS",2014,"Female","25-34",75,17327,0.056600101,0.38341701,-1.196546
"AUS",2014,"Female","25-34",77.5,17328,0.053387601,0.39607149,-1.006392
"AUS",2014,"Female","25-34",80,17327,0.050240502,0.38602951,-1.193127
"AUS",2014,"Female","25-34",82.5,17327,0.0436287,0.38253531,-1.376338
"AUS",2014,"Female","25-34",85,17328,0.050231401,0.3819052,-1.295981
"AUS",2014,"Female","25-34",87.5,17327,0.0475045,0.38080871,-1.1080821
"AUS",2014,"Female","25-34",90,17327,0.0410753,0.39732099,-1.1586111
