"country","year","gender","age","mean_log_inc","nobs_log_inc","p9010_log_inc"
"AUS",2002,"Female","25",10.42516,91427,1.612607
"AUS",2003,"Female","25",10.4236,92525,1.5999241
"AUS",2004,"Female","25",10.42636,94367,1.6280689
"AUS",2005,"Female","25",10.40646,102638,1.7124739
"AUS",2006,"Female","25",10.39251,109036,1.7602234
"AUS",2007,"Female","25",10.3825,116780,1.812314
"AUS",2008,"Female","25",10.40288,121686,1.8092136
"AUS",2009,"Female","25",10.39664,123084,1.8276129
"AUS",2010,"Female","25",10.38031,121164,1.840745
"AUS",2011,"Female","25",10.38369,123034,1.8394871
"AUS",2012,"Female","25",10.38748,125780,1.8269176
"AUS",2013,"Female","25",10.37697,127283,1.8272314
"AUS",2014,"Female","25",10.35481,129237,1.8261118
"AUS",2015,"Female","25",10.35926,128976,1.7978191
"AUS",2016,"Female","25",10.36447,129699,1.8016205
"AUS",2017,"Female","25",10.3688,132806,1.7916231
"AUS",2018,"Female","25",10.38346,135641,1.7601223
"AUS",2019,"Female","25",10.40694,139550,1.7391472
"AUS",2020,"Female","25",10.39848,137125,1.7424955
"AUS",2021,"Female","25",10.472,131910,1.6905355
"AUS",2022,"Female","25",10.5414,129446,1.6156244
"AUS",2002,"Male","25",10.52864,98423,1.6294985
"AUS",2003,"Male","25",10.52786,99262,1.6179876
"AUS",2004,"Male","25",10.54455,102926,1.6309357
"AUS",2005,"Male","25",10.51778,113690,1.7442608
"AUS",2006,"Male","25",10.51079,120221,1.8067017
"AUS",2007,"Male","25",10.50588,127919,1.8784409
"AUS",2008,"Male","25",10.52614,133795,1.9120502
"AUS",2009,"Male","25",10.51478,135176,1.9409151
"AUS",2010,"Male","25",10.49331,133371,1.9703169
"AUS",2011,"Male","25",10.51629,135878,1.9535036
"AUS",2012,"Male","25",10.52892,138672,1.9944782
"AUS",2013,"Male","25",10.52241,139221,2.0093594
"AUS",2014,"Male","25",10.49178,139975,2.0029716
"AUS",2015,"Male","25",10.47753,138449,1.9790821
"AUS",2016,"Male","25",10.46933,138258,1.9462013
"AUS",2017,"Male","25",10.46162,140470,1.9239492
"AUS",2018,"Male","25",10.4838,145264,1.8884659
"AUS",2019,"Male","25",10.50303,148070,1.8597841
"AUS",2020,"Male","25",10.49895,144083,1.8476601
"AUS",2021,"Male","25",10.56362,136458,1.7793903
"AUS",2022,"Male","25",10.63336,133093,1.7009068
"AUS",2002,"Female","26",10.4839,91132,1.6307831
"AUS",2003,"Female","26",10.47892,91745,1.6435461
"AUS",2004,"Female","26",10.488,94403,1.6407385
"AUS",2005,"Female","26",10.47376,99197,1.7401819
"AUS",2006,"Female","26",10.46155,106672,1.7648621
"AUS",2007,"Female","26",10.45134,114665,1.831646
"AUS",2008,"Female","26",10.45856,122209,1.8559942
"AUS",2009,"Female","26",10.46725,124066,1.8459578
"AUS",2010,"Female","26",10.4487,124402,1.8751936
"AUS",2011,"Female","26",10.46352,125147,1.8495293
"AUS",2012,"Female","26",10.46146,128026,1.8307543
"AUS",2013,"Female","26",10.45071,130206,1.8305721
"AUS",2014,"Female","26",10.43533,130978,1.8401899
"AUS",2015,"Female","26",10.43242,134123,1.8170996
"AUS",2016,"Female","26",10.44498,135525,1.8083382
"AUS",2017,"Female","26",10.43502,136709,1.8094759
"AUS",2018,"Female","26",10.45334,140841,1.7869139
"AUS",2019,"Female","26",10.47311,144283,1.7565098
"AUS",2020,"Female","26",10.47609,144497,1.7608185
"AUS",2021,"Female","26",10.54753,136940,1.6865826
"AUS",2022,"Female","26",10.61557,135032,1.6306581
"AUS",2002,"Male","26",10.6066,98765,1.603673
"AUS",2003,"Male","26",10.6092,100091,1.5914106
"AUS",2004,"Male","26",10.61678,102476,1.6217718
"AUS",2005,"Male","26",10.59376,111450,1.7369385
"AUS",2006,"Male","26",10.592,118509,1.7780123
"AUS",2007,"Male","26",10.57579,127285,1.8943472
"AUS",2008,"Male","26",10.59662,136161,1.9181242
"AUS",2009,"Male","26",10.59394,137461,1.9404469
"AUS",2010,"Male","26",10.57419,136688,1.9602528
"AUS",2011,"Male","26",10.5963,139574,1.9632463
"AUS",2012,"Male","26",10.6198,142090,1.9702349
"AUS",2013,"Male","26",10.61142,143596,1.997489
"AUS",2014,"Male","26",10.58565,142786,2.0083494
"AUS",2015,"Male","26",10.57432,144189,1.9716539
"AUS",2016,"Male","26",10.56356,144498,1.9433756
"AUS",2017,"Male","26",10.54955,144951,1.9203653
"AUS",2018,"Male","26",10.56931,148449,1.8883696
"AUS",2019,"Male","26",10.58508,152627,1.8707647
"AUS",2020,"Male","26",10.58323,152813,1.8613672
"AUS",2021,"Male","26",10.64449,143368,1.7705021
"AUS",2022,"Male","26",10.71294,139042,1.6881971
"AUS",2002,"Female","27",10.51874,91226,1.6747789
"AUS",2003,"Female","27",10.51758,91512,1.6728058
"AUS",2004,"Female","27",10.52309,93097,1.699441
"AUS",2005,"Female","27",10.51382,98786,1.7758369
"AUS",2006,"Female","27",10.50906,102564,1.7997808
"AUS",2007,"Female","27",10.50282,111423,1.8559723
"AUS",2008,"Female","27",10.51003,118718,1.8850965
"AUS",2009,"Female","27",10.51087,123459,1.8853521
"AUS",2010,"Female","27",10.50331,124559,1.8908234
"AUS",2011,"Female","27",10.51928,127318,1.8715296
"AUS",2012,"Female","27",10.52201,129689,1.8515587
"AUS",2013,"Female","27",10.51003,131490,1.8584909
"AUS",2014,"Female","27",10.49897,132685,1.8476849
"AUS",2015,"Female","27",10.5006,134214,1.8311663
"AUS",2016,"Female","27",10.50153,139317,1.8331099
"AUS",2017,"Female","27",10.49722,141618,1.8213825
"AUS",2018,"Female","27",10.50944,143044,1.8064308
"AUS",2019,"Female","27",10.53427,147356,1.7756453
"AUS",2020,"Female","27",10.53406,147672,1.7862368
"AUS",2021,"Female","27",10.61088,142558,1.7002668
"AUS",2022,"Female","27",10.66935,138443,1.6438026
"AUS",2002,"Male","27",10.66302,100276,1.6092043
"AUS",2003,"Male","27",10.67014,100278,1.5851917
"AUS",2004,"Male","27",10.68253,102849,1.586133
"AUS",2005,"Male","27",10.65986,110231,1.719017
"AUS",2006,"Male","27",10.65604,115777,1.7681618
"AUS",2007,"Male","27",10.65074,124657,1.8536444
"AUS",2008,"Male","27",10.66651,133534,1.895587
"AUS",2009,"Male","27",10.66407,138551,1.9235859
"AUS",2010,"Male","27",10.64912,137718,1.9451094
"AUS",2011,"Male","27",10.67621,141191,1.9156075
"AUS",2012,"Male","27",10.69492,144270,1.9505596
"AUS",2013,"Male","27",10.69634,145647,1.9684401
"AUS",2014,"Male","27",10.66536,145811,1.9912004
"AUS",2015,"Male","27",10.65782,145070,1.9633474
"AUS",2016,"Male","27",10.64954,148457,1.9424019
"AUS",2017,"Male","27",10.63284,149339,1.9171333
"AUS",2018,"Male","27",10.64635,151345,1.8886433
"AUS",2019,"Male","27",10.65713,154714,1.8725767
"AUS",2020,"Male","27",10.66511,154845,1.8441429
"AUS",2021,"Male","27",10.72145,150219,1.7648201
"AUS",2022,"Male","27",10.77974,144266,1.6931868
"AUS",2002,"Female","28",10.54466,93053,1.7190628
"AUS",2003,"Female","28",10.54218,91247,1.7231913
"AUS",2004,"Female","28",10.55253,92763,1.7369413
"AUS",2005,"Female","28",10.54468,96688,1.8140144
"AUS",2006,"Female","28",10.54117,101174,1.8392954
"AUS",2007,"Female","28",10.53883,106386,1.8851471
"AUS",2008,"Female","28",10.54959,114819,1.9034472
"AUS",2009,"Female","28",10.54912,119403,1.9279022
"AUS",2010,"Female","28",10.53938,123031,1.9289255
"AUS",2011,"Female","28",10.56216,126706,1.8930292
"AUS",2012,"Female","28",10.5658,130752,1.88165
"AUS",2013,"Female","28",10.55974,131821,1.8672838
"AUS",2014,"Female","28",10.54519,132939,1.8637915
"AUS",2015,"Female","28",10.54734,134941,1.8461494
"AUS",2016,"Female","28",10.55736,137723,1.8476038
"AUS",2017,"Female","28",10.54552,143596,1.8419113
"AUS",2018,"Female","28",10.55839,146536,1.8148651
"AUS",2019,"Female","28",10.57144,148769,1.8010397
"AUS",2020,"Female","28",10.58353,149609,1.7930422
"AUS",2021,"Female","28",10.6522,144916,1.7167864
"AUS",2022,"Female","28",10.70716,143259,1.6846085
"AUS",2002,"Male","28",10.71894,103639,1.5917406
"AUS",2003,"Male","28",10.72282,101789,1.5686922
"AUS",2004,"Male","28",10.73953,102956,1.5797844
"AUS",2005,"Male","28",10.71803,109794,1.6995525
"AUS",2006,"Male","28",10.71908,113900,1.7334738
"AUS",2007,"Male","28",10.71356,120644,1.8431454
"AUS",2008,"Male","28",10.73523,129638,1.8601351
"AUS",2009,"Male","28",10.73376,134790,1.8753471
"AUS",2010,"Male","28",10.71702,138291,1.9188414
"AUS",2011,"Male","28",10.74647,141439,1.8831911
"AUS",2012,"Male","28",10.76756,145272,1.8970747
"AUS",2013,"Male","28",10.76562,146807,1.9404173
"AUS",2014,"Male","28",10.74812,147013,1.9523754
"AUS",2015,"Male","28",10.73665,146608,1.9338675
"AUS",2016,"Male","28",10.72614,147538,1.9222641
"AUS",2017,"Male","28",10.70948,152160,1.909133
"AUS",2018,"Male","28",10.72334,153992,1.8678694
"AUS",2019,"Male","28",10.73091,155833,1.8488951
"AUS",2020,"Male","28",10.73166,156366,1.8489962
"AUS",2021,"Male","28",10.7909,151594,1.7495623
"AUS",2022,"Male","28",10.84305,150182,1.6921005
"AUS",2002,"Female","29",10.55613,94104,1.7812681
"AUS",2003,"Female","29",10.55746,92777,1.7750349
"AUS",2004,"Female","29",10.5662,91805,1.7842665
"AUS",2005,"Female","29",10.56626,95884,1.8633871
"AUS",2006,"Female","29",10.56077,98738,1.8928518
"AUS",2007,"Female","29",10.56296,104277,1.9245234
"AUS",2008,"Female","29",10.57294,109562,1.9422007
"AUS",2009,"Female","29",10.57642,115085,1.9471531
"AUS",2010,"Female","29",10.56946,118432,1.9558496
"AUS",2011,"Female","29",10.58148,125002,1.9443254
"AUS",2012,"Female","29",10.59666,129577,1.9125528
"AUS",2013,"Female","29",10.59169,132214,1.9002838
"AUS",2014,"Female","29",10.57847,132892,1.8876305
"AUS",2015,"Female","29",10.58015,134434,1.8709335
"AUS",2016,"Female","29",10.59293,137046,1.8661642
"AUS",2017,"Female","29",10.58727,140924,1.8631439
"AUS",2018,"Female","29",10.59263,147581,1.8367014
"AUS",2019,"Female","29",10.61107,150577,1.8230553
"AUS",2020,"Female","29",10.61553,150002,1.8111334
"AUS",2021,"Female","29",10.67996,146943,1.760725
"AUS",2022,"Female","29",10.73624,144528,1.7123518
"AUS",2002,"Male","29",10.76911,106284,1.5673189
"AUS",2003,"Male","29",10.77616,104916,1.5519667
"AUS",2004,"Male","29",10.78546,104170,1.5721989
"AUS",2005,"Male","29",10.77273,109484,1.6865091
"AUS",2006,"Male","29",10.7756,112791,1.7091799
"AUS",2007,"Male","29",10.77384,117975,1.7979937
"AUS",2008,"Male","29",10.79385,125190,1.8406143
"AUS",2009,"Male","29",10.79485,130983,1.840682
"AUS",2010,"Male","29",10.77778,134638,1.8835354
"AUS",2011,"Male","29",10.80582,141801,1.8661747
"AUS",2012,"Male","29",10.82589,145146,1.880558
"AUS",2013,"Male","29",10.83177,147749,1.8971901
"AUS",2014,"Male","29",10.8111,147782,1.9287415
"AUS",2015,"Male","29",10.80857,147326,1.907196
"AUS",2016,"Male","29",10.79248,148338,1.9103203
"AUS",2017,"Male","29",10.77695,149954,1.8906155
"AUS",2018,"Male","29",10.79388,155769,1.8535051
"AUS",2019,"Male","29",10.79907,157394,1.8370399
"AUS",2020,"Male","29",10.7984,156718,1.8223915
"AUS",2021,"Male","29",10.84597,152411,1.7397213
"AUS",2022,"Male","29",10.89407,150573,1.7062044
"AUS",2002,"Female","30",10.55749,96307,1.8249664
"AUS",2003,"Female","30",10.55956,93830,1.8251629
"AUS",2004,"Female","30",10.57481,93409,1.8347559
"AUS",2005,"Female","30",10.56616,94749,1.9010134
"AUS",2006,"Female","30",10.5726,97635,1.923974
"AUS",2007,"Female","30",10.56798,101565,1.9708214
"AUS",2008,"Female","30",10.58365,106906,1.9902096
"AUS",2009,"Female","30",10.59153,109788,1.9813204
"AUS",2010,"Female","30",10.58356,114235,2.0041132
"AUS",2011,"Female","30",10.59981,120221,1.9800539
"AUS",2012,"Female","30",10.6103,127421,1.9438133
"AUS",2013,"Female","30",10.61215,130380,1.9308634
"AUS",2014,"Female","30",10.60284,132934,1.9198122
"AUS",2015,"Female","30",10.60333,133839,1.9002848
"AUS",2016,"Female","30",10.61583,136119,1.8894682
"AUS",2017,"Female","30",10.60764,140051,1.8953094
"AUS",2018,"Female","30",10.62198,144201,1.8597794
"AUS",2019,"Female","30",10.63792,150840,1.8357153
"AUS",2020,"Female","30",10.64245,151641,1.8350677
"AUS",2021,"Female","30",10.69825,147485,1.7798185
"AUS",2022,"Female","30",10.74819,146412,1.7616501
"AUS",2002,"Male","30",10.81749,110193,1.547183
"AUS",2003,"Male","30",10.81459,107713,1.5423393
"AUS",2004,"Male","30",10.83066,107192,1.5555258
"AUS",2005,"Male","30",10.81571,110754,1.6644583
"AUS",2006,"Male","30",10.82282,112725,1.7005491
"AUS",2007,"Male","30",10.83186,116563,1.7557755
"AUS",2008,"Male","30",10.84822,122126,1.8013754
"AUS",2009,"Male","30",10.84739,126688,1.8244381
"AUS",2010,"Male","30",10.83777,130823,1.843977
"AUS",2011,"Male","30",10.85598,138259,1.8496027
"AUS",2012,"Male","30",10.87839,145441,1.8651123
"AUS",2013,"Male","30",10.88604,147442,1.8750982
"AUS",2014,"Male","30",10.86728,149021,1.9052963
"AUS",2015,"Male","30",10.86426,148123,1.886755
"AUS",2016,"Male","30",10.86132,148362,1.8748856
"AUS",2017,"Male","30",10.84044,150150,1.8710575
"AUS",2018,"Male","30",10.85192,152725,1.8500233
"AUS",2019,"Male","30",10.86058,158581,1.8331795
"AUS",2020,"Male","30",10.85647,158273,1.8261824
"AUS",2021,"Male","30",10.89734,153007,1.7451458
"AUS",2022,"Male","30",10.94075,150928,1.710638
"AUS",2002,"Female","31",10.54865,99567,1.8972902
"AUS",2003,"Female","31",10.54917,95831,1.8817863
"AUS",2004,"Female","31",10.56711,94227,1.89958
"AUS",2005,"Female","31",10.56812,96199,1.9452066
"AUS",2006,"Female","31",10.56756,96059,1.9764175
"AUS",2007,"Female","31",10.57866,99720,2.009141
"AUS",2008,"Female","31",10.58307,103946,2.0363207
"AUS",2009,"Female","31",10.59623,106588,2.0192556
"AUS",2010,"Female","31",10.5968,108455,2.0187159
"AUS",2011,"Female","31",10.6128,115576,2.0127964
"AUS",2012,"Female","31",10.6227,122421,1.9750624
"AUS",2013,"Female","31",10.62002,127897,1.9578304
"AUS",2014,"Female","31",10.6177,130686,1.9456034
"AUS",2015,"Female","31",10.61709,133465,1.9377508
"AUS",2016,"Female","31",10.62665,135418,1.9262571
"AUS",2017,"Female","31",10.62347,138262,1.9061966
"AUS",2018,"Female","31",10.63575,142652,1.8955956
"AUS",2019,"Female","31",10.65329,147563,1.8703079
"AUS",2020,"Female","31",10.65569,151964,1.8669834
"AUS",2021,"Female","31",10.70921,149227,1.8265533
"AUS",2022,"Female","31",10.756,146436,1.8004131
"AUS",2002,"Male","31",10.85697,116126,1.5444736
"AUS",2003,"Male","31",10.85887,111589,1.537034
"AUS",2004,"Male","31",10.86607,110100,1.5613108
"AUS",2005,"Male","31",10.85802,113548,1.6598902
"AUS",2006,"Male","31",10.86479,113619,1.6796026
"AUS",2007,"Male","31",10.87545,116179,1.7457438
"AUS",2008,"Male","31",10.89662,120772,1.7753687
"AUS",2009,"Male","31",10.89528,123222,1.799861
"AUS",2010,"Male","31",10.88322,126589,1.8407221
"AUS",2011,"Male","31",10.90748,134528,1.8205442
"AUS",2012,"Male","31",10.92381,141466,1.8532839
"AUS",2013,"Male","31",10.9298,147908,1.8649368
"AUS",2014,"Male","31",10.91748,148444,1.8795404
"AUS",2015,"Male","31",10.91475,149120,1.8614893
"AUS",2016,"Male","31",10.90885,148799,1.8598967
"AUS",2017,"Male","31",10.89718,150167,1.8487244
"AUS",2018,"Male","31",10.90453,152972,1.8419514
"AUS",2019,"Male","31",10.91584,154712,1.8145733
"AUS",2020,"Male","31",10.91229,159533,1.8123283
"AUS",2021,"Male","31",10.94963,154581,1.7357674
"AUS",2022,"Male","31",10.98523,150877,1.7012005
"AUS",2002,"Female","32",10.53101,98779,1.9379559
"AUS",2003,"Female","32",10.542,98788,1.9273005
"AUS",2004,"Female","32",10.55494,96370,1.9340391
"AUS",2005,"Female","32",10.55922,96768,1.9970455
"AUS",2006,"Female","32",10.56205,97656,2.0160046
"AUS",2007,"Female","32",10.5711,98112,2.0269394
"AUS",2008,"Female","32",10.58798,101892,2.0556412
"AUS",2009,"Female","32",10.59713,103445,2.041832
"AUS",2010,"Female","32",10.59648,105217,2.0563183
"AUS",2011,"Female","32",10.61713,109766,2.0322561
"AUS",2012,"Female","32",10.63338,117466,1.9909248
"AUS",2013,"Female","32",10.63192,122493,1.9801731
"AUS",2014,"Female","32",10.62439,127717,1.9629374
"AUS",2015,"Female","32",10.63163,131119,1.9489613
"AUS",2016,"Female","32",10.64071,134418,1.9486589
"AUS",2017,"Female","32",10.63362,136874,1.9303818
"AUS",2018,"Female","32",10.65037,140403,1.9030676
"AUS",2019,"Female","32",10.67074,144951,1.8757763
"AUS",2020,"Female","32",10.67331,148412,1.8870106
"AUS",2021,"Female","32",10.71527,150035,1.8514805
"AUS",2022,"Female","32",10.75984,148352,1.8286257
"AUS",2002,"Male","32",10.89087,116360,1.5364799
"AUS",2003,"Male","32",10.8934,117274,1.5361795
"AUS",2004,"Male","32",10.90821,113453,1.54037
"AUS",2005,"Male","32",10.89173,116289,1.6575651
"AUS",2006,"Male","32",10.90788,116243,1.6637497
"AUS",2007,"Male","32",10.91411,116956,1.7355061
"AUS",2008,"Male","32",10.94109,119776,1.7617416
"AUS",2009,"Male","32",10.9424,121969,1.7733364
"AUS",2010,"Male","32",10.92818,123051,1.8131952
"AUS",2011,"Male","32",10.94944,129858,1.812664
"AUS",2012,"Male","32",10.97099,137551,1.8132715
"AUS",2013,"Male","32",10.97296,143622,1.8471384
"AUS",2014,"Male","32",10.96209,148549,1.8555946
"AUS",2015,"Male","32",10.96201,148340,1.8394814
"AUS",2016,"Male","32",10.96129,149194,1.8318005
"AUS",2017,"Male","32",10.9455,149849,1.823245
"AUS",2018,"Male","32",10.96494,151950,1.8003397
"AUS",2019,"Male","32",10.96977,154236,1.7840042
"AUS",2020,"Male","32",10.96303,155543,1.8100138
"AUS",2021,"Male","32",10.99413,156387,1.72435
"AUS",2022,"Male","32",11.03134,152540,1.6985207
"AUS",2002,"Female","33",10.5141,90916,1.9644585
"AUS",2003,"Female","33",10.52293,97972,1.961813
"AUS",2004,"Female","33",10.54273,99024,1.9687195
"AUS",2005,"Female","33",10.54475,98825,2.0296078
"AUS",2006,"Female","33",10.5532,98188,2.0440512
"AUS",2007,"Female","33",10.568,99207,2.0517263
"AUS",2008,"Female","33",10.57854,100018,2.0750074
"AUS",2009,"Female","33",10.60045,101416,2.0466766
"AUS",2010,"Female","33",10.59132,101544,2.0866776
"AUS",2011,"Female","33",10.61645,105957,2.0589867
"AUS",2012,"Female","33",10.6352,111238,2.0183649
"AUS",2013,"Female","33",10.6445,116648,1.9885712
"AUS",2014,"Female","33",10.63422,121786,1.9865198
"AUS",2015,"Female","33",10.63719,127644,1.9573097
"AUS",2016,"Female","33",10.65362,131619,1.9617491
"AUS",2017,"Female","33",10.64358,135603,1.9527884
"AUS",2018,"Female","33",10.65927,137914,1.9142971
"AUS",2019,"Female","33",10.68322,142075,1.8823566
"AUS",2020,"Female","33",10.6865,145429,1.8996143
"AUS",2021,"Female","33",10.72206,146850,1.8755798
"AUS",2022,"Female","33",10.76306,148591,1.8503475
"AUS",2002,"Male","33",10.91631,109797,1.5377998
"AUS",2003,"Male","33",10.91913,117232,1.5419397
"AUS",2004,"Male","33",10.94133,118919,1.5303602
"AUS",2005,"Male","33",10.93117,119219,1.6405144
"AUS",2006,"Male","33",10.94037,118346,1.6597996
"AUS",2007,"Male","33",10.95806,118716,1.7065716
"AUS",2008,"Male","33",10.98015,120005,1.7336569
"AUS",2009,"Male","33",10.98731,120083,1.7232704
"AUS",2010,"Male","33",10.97562,121192,1.7743177
"AUS",2011,"Male","33",10.99456,125414,1.774622
"AUS",2012,"Male","33",11.01607,131952,1.7817307
"AUS",2013,"Male","33",11.02538,138284,1.7863493
"AUS",2014,"Male","33",11.0076,143271,1.8257141
"AUS",2015,"Male","33",11.00671,147716,1.8201513
"AUS",2016,"Male","33",11.00945,147750,1.8109751
"AUS",2017,"Male","33",10.99845,149444,1.7902403
"AUS",2018,"Male","33",11.01213,150384,1.7745924
"AUS",2019,"Male","33",11.02401,152663,1.7496195
"AUS",2020,"Male","33",11.01542,154386,1.7768002
"AUS",2021,"Male","33",11.03741,152432,1.7204695
"AUS",2022,"Male","33",11.07271,153432,1.69769
"AUS",2002,"Female","34",10.49473,88720,1.9808693
"AUS",2003,"Female","34",10.50555,90530,1.9911375
"AUS",2004,"Female","34",10.52745,98739,1.9855509
"AUS",2005,"Female","34",10.53335,101753,2.053524
"AUS",2006,"Female","34",10.53924,100296,2.0614624
"AUS",2007,"Female","34",10.56089,99719,2.0709572
"AUS",2008,"Female","34",10.57412,101192,2.0786505
"AUS",2009,"Female","34",10.5913,99323,2.0651369
"AUS",2010,"Female","34",10.60264,99283,2.0651646
"AUS",2011,"Female","34",10.61486,102295,2.0673885
"AUS",2012,"Female","34",10.63989,107367,2.0288801
"AUS",2013,"Female","34",10.64759,110523,1.9970741
"AUS",2014,"Female","34",10.64491,116058,1.9955139
"AUS",2015,"Female","34",10.64811,121646,1.97295
"AUS",2016,"Female","34",10.66087,127872,1.9663324
"AUS",2017,"Female","34",10.66435,132418,1.9410105
"AUS",2018,"Female","34",10.67755,136379,1.9133406
"AUS",2019,"Female","34",10.69441,139393,1.8860006
"AUS",2020,"Female","34",10.70229,142429,1.8930149
"AUS",2021,"Female","34",10.72848,144494,1.899044
"AUS",2022,"Female","34",10.77025,145546,1.8683634
"AUS",2002,"Male","34",10.93728,108854,1.5576401
"AUS",2003,"Male","34",10.94054,110623,1.5543194
"AUS",2004,"Male","34",10.96295,118644,1.5376301
"AUS",2005,"Male","34",10.9573,124572,1.6322699
"AUS",2006,"Male","34",10.97347,121457,1.6448698
"AUS",2007,"Male","34",10.98799,120790,1.6819305
"AUS",2008,"Male","34",11.01387,121591,1.7116003
"AUS",2009,"Male","34",11.02114,120080,1.70609
"AUS",2010,"Male","34",11.01533,119120,1.7400103
"AUS",2011,"Male","34",11.03838,123056,1.7273998
"AUS",2012,"Male","34",11.05256,127340,1.7576094
"AUS",2013,"Male","34",11.06551,132660,1.7542095
"AUS",2014,"Male","34",11.05659,138050,1.7712002
"AUS",2015,"Male","34",11.05107,142451,1.7813196
"AUS",2016,"Male","34",11.05021,146674,1.77946
"AUS",2017,"Male","34",11.04226,148138,1.7613497
"AUS",2018,"Male","34",11.05634,150513,1.7349901
"AUS",2019,"Male","34",11.06915,150938,1.7097797
"AUS",2020,"Male","34",11.06555,153162,1.7231903
"AUS",2021,"Male","34",11.07522,152067,1.7083397
"AUS",2022,"Male","34",11.1085,149630,1.7015896
"AUS",2002,"Female","35",10.48137,84036,1.9827032
"AUS",2003,"Female","35",10.48968,88954,1.9888525
"AUS",2004,"Female","35",10.50896,91662,1.9984455
"AUS",2005,"Female","35",10.52281,101582,2.0495949
"AUS",2006,"Female","35",10.53071,103667,2.0707207
"AUS",2007,"Female","35",10.54655,102064,2.0755682
"AUS",2008,"Female","35",10.56593,102346,2.095809
"AUS",2009,"Female","35",10.58861,101166,2.063221
"AUS",2010,"Female","35",10.59112,98026,2.0747232
"AUS",2011,"Female","35",10.61882,100776,2.0636501
"AUS",2012,"Female","35",10.63183,104510,2.0516338
"AUS",2013,"Female","35",10.64598,107560,2.0043964
"AUS",2014,"Female","35",10.64522,110689,1.9990549
"AUS",2015,"Female","35",10.65319,116930,1.9884243
"AUS",2016,"Female","35",10.6735,122644,1.9664869
"AUS",2017,"Female","35",10.66832,129495,1.9454432
"AUS",2018,"Female","35",10.69001,134119,1.9162331
"AUS",2019,"Female","35",10.70974,138612,1.892889
"AUS",2020,"Female","35",10.71214,140836,1.8965683
"AUS",2021,"Female","35",10.7378,142659,1.9048128
"AUS",2022,"Female","35",10.77693,143910,1.8828821
"AUS",2002,"Male","35",10.95137,104290,1.5599003
"AUS",2003,"Male","35",10.95942,109496,1.5456095
"AUS",2004,"Male","35",10.98033,111825,1.5647898
"AUS",2005,"Male","35",10.97939,124182,1.6293001
"AUS",2006,"Male","35",10.99594,126595,1.6357698
"AUS",2007,"Male","35",11.01598,123614,1.6803703
"AUS",2008,"Male","35",11.03995,123431,1.7043495
"AUS",2009,"Male","35",11.04807,121819,1.6983299
"AUS",2010,"Male","35",11.04223,119138,1.7437897
"AUS",2011,"Male","35",11.06885,121365,1.7192497
"AUS",2012,"Male","35",11.08612,125158,1.72894
"AUS",2013,"Male","35",11.0897,128298,1.7540007
"AUS",2014,"Male","35",11.08401,132780,1.7533102
"AUS",2015,"Male","35",11.08525,137811,1.7508698
"AUS",2016,"Male","35",11.08613,142375,1.76126
"AUS",2017,"Male","35",11.07397,147513,1.7447405
"AUS",2018,"Male","35",11.09309,149374,1.7168198
"AUS",2019,"Male","35",11.10613,151292,1.6824598
"AUS",2020,"Male","35",11.10072,152330,1.70158
"AUS",2021,"Male","35",11.11455,151729,1.6808996
"AUS",2022,"Male","35",11.14414,149250,1.6785898
"AUS",2002,"Female","36",10.47257,82754,1.9633732
"AUS",2003,"Female","36",10.48046,84590,1.9807787
"AUS",2004,"Female","36",10.49668,90429,1.9910088
"AUS",2005,"Female","36",10.50741,94597,2.0500269
"AUS",2006,"Female","36",10.52042,104073,2.0734138
"AUS",2007,"Female","36",10.53607,106123,2.0861692
"AUS",2008,"Female","36",10.55894,105100,2.0849867
"AUS",2009,"Female","36",10.57982,102508,2.0706491
"AUS",2010,"Female","36",10.58762,100009,2.0860128
"AUS",2011,"Female","36",10.61193,99840,2.0652981
"AUS",2012,"Female","36",10.63593,103035,2.0285664
"AUS",2013,"Female","36",10.64297,104705,2.0082417
"AUS",2014,"Female","36",10.64638,107958,2.002677
"AUS",2015,"Female","36",10.6557,111739,1.9883652
"AUS",2016,"Female","36",10.67732,118231,1.9919939
"AUS",2017,"Female","36",10.67783,124632,1.9574223
"AUS",2018,"Female","36",10.69598,131343,1.9219265
"AUS",2019,"Female","36",10.72213,136298,1.8960543
"AUS",2020,"Female","36",10.72801,140310,1.9041615
"AUS",2021,"Female","36",10.74821,141597,1.9064665
"AUS",2022,"Female","36",10.79232,142085,1.8823185
"AUS",2002,"Male","36",10.96764,102724,1.5591097
"AUS",2003,"Male","36",10.97167,104994,1.5499506
"AUS",2004,"Male","36",10.99356,110838,1.5512505
"AUS",2005,"Male","36",10.99414,116806,1.6433401
"AUS",2006,"Male","36",11.00963,126153,1.6502199
"AUS",2007,"Male","36",11.03349,128377,1.6847906
"AUS",2008,"Male","36",11.06418,126328,1.6970491
"AUS",2009,"Male","36",11.07041,123355,1.6992893
"AUS",2010,"Male","36",11.06435,120863,1.7353697
"AUS",2011,"Male","36",11.08844,121427,1.7396603
"AUS",2012,"Male","36",11.10746,123427,1.7338505
"AUS",2013,"Male","36",11.11601,126028,1.7435198
"AUS",2014,"Male","36",11.10923,128097,1.7575207
"AUS",2015,"Male","36",11.10716,132727,1.7515898
"AUS",2016,"Male","36",11.11277,137799,1.7419195
"AUS",2017,"Male","36",11.09937,143230,1.7446604
"AUS",2018,"Male","36",11.11586,148864,1.7162695
