"country","year","gender","age","mean_log_inc","nobs_log_inc","p9010_log_inc"
"AUS",2019,"Male","51",11.24706,116194,1.7006893
"AUS",2020,"Male","51",11.24162,119283,1.7274199
"AUS",2021,"Male","51",11.26326,126064,1.7285004
"AUS",2022,"Male","51",11.30505,125614,1.7095299
"AUS",2002,"Female","52",10.57993,76220,1.6530457
"AUS",2003,"Female","52",10.59304,79166,1.6555128
"AUS",2004,"Female","52",10.61306,84048,1.6662645
"AUS",2005,"Female","52",10.62221,87934,1.6967716
"AUS",2006,"Female","52",10.62115,92270,1.7063341
"AUS",2007,"Female","52",10.62795,96233,1.7180328
"AUS",2008,"Female","52",10.64134,100164,1.7194605
"AUS",2009,"Female","52",10.65466,103086,1.7196064
"AUS",2010,"Female","52",10.67161,105193,1.7331257
"AUS",2011,"Female","52",10.68553,107493,1.7354708
"AUS",2012,"Female","52",10.69858,110833,1.7179346
"AUS",2013,"Female","52",10.70601,112035,1.7215328
"AUS",2014,"Female","52",10.70789,111693,1.7311897
"AUS",2015,"Female","52",10.72725,110016,1.7242899
"AUS",2016,"Female","52",10.75081,106839,1.7290277
"AUS",2017,"Female","52",10.75706,106406,1.7323961
"AUS",2018,"Female","52",10.78236,107840,1.7278585
"AUS",2019,"Female","52",10.81288,110030,1.7246485
"AUS",2020,"Female","52",10.82789,116456,1.7567892
"AUS",2021,"Female","52",10.86114,118671,1.757803
"AUS",2022,"Female","52",10.89713,127085,1.7830572
"AUS",2002,"Male","52",11.01627,81404,1.5557508
"AUS",2003,"Male","52",11.02619,83845,1.5370998
"AUS",2004,"Male","52",11.04528,86366,1.5439301
"AUS",2005,"Male","52",11.05243,89975,1.5976305
"AUS",2006,"Male","52",11.05752,93678,1.5984802
"AUS",2007,"Male","52",11.06721,97605,1.6454697
"AUS",2008,"Male","52",11.09818,100217,1.6287003
"AUS",2009,"Male","52",11.11263,102520,1.6594601
"AUS",2010,"Male","52",11.11627,104471,1.6914997
"AUS",2011,"Male","52",11.14979,106666,1.6986198
"AUS",2012,"Male","52",11.17424,111544,1.6948805
"AUS",2013,"Male","52",11.18495,113426,1.7525301
"AUS",2014,"Male","52",11.17417,113482,1.7592802
"AUS",2015,"Male","52",11.18285,111715,1.7820501
"AUS",2016,"Male","52",11.19069,107632,1.7671595
"AUS",2017,"Male","52",11.18772,106204,1.7712803
"AUS",2018,"Male","52",11.21422,108511,1.7269201
"AUS",2019,"Male","52",11.2332,110597,1.7119799
"AUS",2020,"Male","52",11.24041,116423,1.7395201
"AUS",2021,"Male","52",11.25214,118063,1.7241392
"AUS",2022,"Male","52",11.30023,123561,1.6943102
"AUS",2002,"Female","53",10.57143,72324,1.6552324
"AUS",2003,"Female","53",10.57799,75516,1.6651669
"AUS",2004,"Female","53",10.60557,78702,1.6613274
"AUS",2005,"Female","53",10.61885,85577,1.6987257
"AUS",2006,"Female","53",10.62255,87870,1.6999607
"AUS",2007,"Female","53",10.62322,92162,1.7316618
"AUS",2008,"Female","53",10.63322,96302,1.7155952
"AUS",2009,"Female","53",10.65844,98872,1.7117825
"AUS",2010,"Female","53",10.66666,101163,1.736989
"AUS",2011,"Female","53",10.686,104499,1.7354097
"AUS",2012,"Female","53",10.69685,106777,1.7222414
"AUS",2013,"Female","53",10.70953,109642,1.700593
"AUS",2014,"Female","53",10.70661,110464,1.722661
"AUS",2015,"Female","53",10.71632,110492,1.7219534
"AUS",2016,"Female","53",10.74709,109161,1.7339344
"AUS",2017,"Female","53",10.75457,106270,1.7118063
"AUS",2018,"Female","53",10.77159,106011,1.7257891
"AUS",2019,"Female","53",10.80112,107596,1.7150469
"AUS",2020,"Female","53",10.81816,110011,1.7485647
"AUS",2021,"Female","53",10.85319,116019,1.7547464
"AUS",2022,"Female","53",10.88617,117667,1.7726898
"AUS",2002,"Male","53",11.00714,79588,1.5585909
"AUS",2003,"Male","53",11.01743,80853,1.5669603
"AUS",2004,"Male","53",11.03867,83652,1.55229
"AUS",2005,"Male","53",11.04489,88790,1.5985708
"AUS",2006,"Male","53",11.05416,90170,1.5936098
"AUS",2007,"Male","53",11.05944,93456,1.6360607
"AUS",2008,"Male","53",11.07612,97820,1.6600103
"AUS",2009,"Male","53",11.104,98945,1.6383801
"AUS",2010,"Male","53",11.11796,100103,1.6937008
"AUS",2011,"Male","53",11.13571,104614,1.6912203
"AUS",2012,"Male","53",11.16582,106386,1.6876802
"AUS",2013,"Male","53",11.18075,110471,1.7377501
"AUS",2014,"Male","53",11.17297,111778,1.7712402
"AUS",2015,"Male","53",11.16932,111886,1.7546196
"AUS",2016,"Male","53",11.18956,110081,1.7712603
"AUS",2017,"Male","53",11.18016,106614,1.7394104
"AUS",2018,"Male","53",11.2065,105580,1.7305298
"AUS",2019,"Male","53",11.22969,107375,1.6991405
"AUS",2020,"Male","53",11.22723,110538,1.7315302
"AUS",2021,"Male","53",11.24844,114958,1.7365808
"AUS",2022,"Male","53",11.28712,115744,1.6948004
"AUS",2002,"Female","54",10.56558,66830,1.6672754
"AUS",2003,"Female","54",10.5679,71417,1.6781998
"AUS",2004,"Female","54",10.58815,74907,1.6751118
"AUS",2005,"Female","54",10.60627,79950,1.7162971
"AUS",2006,"Female","54",10.61635,85413,1.701251
"AUS",2007,"Female","54",10.6173,87680,1.7333279
"AUS",2008,"Female","54",10.62695,91865,1.7231283
"AUS",2009,"Female","54",10.64734,94894,1.7178497
"AUS",2010,"Female","54",10.66781,96655,1.7299795
"AUS",2011,"Female","54",10.67675,100385,1.7331352
"AUS",2012,"Female","54",10.69613,103622,1.7233591
"AUS",2013,"Female","54",10.70506,105181,1.7238874
"AUS",2014,"Female","54",10.7068,107862,1.7156677
"AUS",2015,"Female","54",10.71314,108670,1.709219
"AUS",2016,"Female","54",10.73407,109163,1.7315865
"AUS",2017,"Female","54",10.74439,108361,1.7235985
"AUS",2018,"Female","54",10.76583,105659,1.7109108
"AUS",2019,"Female","54",10.79031,105221,1.7057571
"AUS",2020,"Female","54",10.80907,107014,1.726759
"AUS",2021,"Female","54",10.84111,109300,1.7576532
"AUS",2022,"Female","54",10.87513,114933,1.7734499
"AUS",2002,"Male","54",10.99428,75461,1.5799398
"AUS",2003,"Male","54",11.0034,79008,1.5863199
"AUS",2004,"Male","54",11.02704,80693,1.5921993
"AUS",2005,"Male","54",11.03759,85937,1.5988302
"AUS",2006,"Male","54",11.04028,89002,1.6152306
"AUS",2007,"Male","54",11.04867,89936,1.6427498
"AUS",2008,"Male","54",11.06713,93293,1.6459398
"AUS",2009,"Male","54",11.08456,96434,1.6465902
"AUS",2010,"Male","54",11.10523,96590,1.69627
"AUS",2011,"Male","54",11.12989,100310,1.7006702
"AUS",2012,"Male","54",11.15172,104270,1.6924105
"AUS",2013,"Male","54",11.16884,105189,1.7327595
"AUS",2014,"Male","54",11.16383,108915,1.7593803
"AUS",2015,"Male","54",11.16585,109950,1.7688694
"AUS",2016,"Male","54",11.17115,110052,1.7505903
"AUS",2017,"Male","54",11.17237,109063,1.7656193
"AUS",2018,"Male","54",11.19381,105769,1.7202892
"AUS",2019,"Male","54",11.21479,104744,1.7178402
"AUS",2020,"Male","54",11.22093,107145,1.7304602
"AUS",2021,"Male","54",11.2329,109145,1.7400894
"AUS",2022,"Male","54",11.2787,112592,1.7120295
"AUS",2002,"Female","55",10.54695,62935,1.6979914
"AUS",2003,"Female","55",10.55911,65835,1.685914
"AUS",2004,"Female","55",10.57886,70460,1.6921177
"AUS",2005,"Female","55",10.58405,75909,1.740036
"AUS",2006,"Female","55",10.59861,79652,1.7172241
"AUS",2007,"Female","55",10.60425,84927,1.7462053
"AUS",2008,"Female","55",10.61577,86904,1.7295303
"AUS",2009,"Female","55",10.6354,90455,1.7375689
"AUS",2010,"Female","55",10.65602,92789,1.732338
"AUS",2011,"Female","55",10.67153,95696,1.7421904
"AUS",2012,"Female","55",10.68558,98920,1.7248821
"AUS",2013,"Female","55",10.70112,101893,1.7264671
"AUS",2014,"Female","55",10.70177,103203,1.7235575
"AUS",2015,"Female","55",10.70851,106144,1.7057314
"AUS",2016,"Female","55",10.7288,107169,1.7186298
"AUS",2017,"Female","55",10.73374,107933,1.7205086
"AUS",2018,"Female","55",10.75658,107334,1.7277584
"AUS",2019,"Female","55",10.78203,104645,1.6971006
"AUS",2020,"Female","55",10.7938,104720,1.7288904
"AUS",2021,"Female","55",10.82867,105912,1.7332344
"AUS",2022,"Female","55",10.85939,107910,1.7754507
"AUS",2002,"Male","55",10.98473,74032,1.5971508
"AUS",2003,"Male","55",10.98945,74737,1.5934706
"AUS",2004,"Male","55",11.01239,78456,1.5911293
"AUS",2005,"Male","55",11.02143,82753,1.6430902
"AUS",2006,"Male","55",11.03039,85779,1.6110792
"AUS",2007,"Male","55",11.03178,88341,1.66959
"AUS",2008,"Male","55",11.05579,89418,1.6486702
"AUS",2009,"Male","55",11.06973,91809,1.6577406
"AUS",2010,"Male","55",11.08682,94026,1.70084
"AUS",2011,"Male","55",11.12087,96423,1.6945801
"AUS",2012,"Male","55",11.14169,99697,1.71591
"AUS",2013,"Male","55",11.153,103023,1.7486296
"AUS",2014,"Male","55",11.15454,103269,1.7532902
"AUS",2015,"Male","55",11.1557,106902,1.7581701
"AUS",2016,"Male","55",11.16836,107858,1.7577095
"AUS",2017,"Male","55",11.15635,108703,1.7431898
"AUS",2018,"Male","55",11.18794,107956,1.7332001
"AUS",2019,"Male","55",11.2014,104717,1.7057905
"AUS",2020,"Male","55",11.20835,103999,1.7385101
"AUS",2021,"Male","55",11.22555,105835,1.7333393
"AUS",2022,"Male","55",11.26184,106661,1.7286406
