lag,acf
0,1
1,-0.102409031000009
2,-0.0148542968274438
3,0.04089587196934
4,-0.188950234187257
5,0.0225495087769298
6,0.0256656570708619
7,-0.142634882101727
8,0.00185860456184583
9,0.0917583206415158
10,0.0694550412023841
11,-0.194981418972401
12,0.0114706420577345
13,-0.134217232828822
14,0.117668774666147
15,0.0534088189249199
16,-0.131652226287135
