component,term,is_regressor_parameter,estimate_baseline,estimate_leave_one_out,year_removed,change,abs_change,relative_abs_change
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.832998112494987,1982,-0.0204777448157023,0.0204777448157023,0.0252027464544559
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.015683960679925,1982,0.000599797807999649,0.000599797807999649,0.0397634136605613
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00997057585313997,1982,-0.000761912323694632,0.000761912323694632,0.0709912101593712
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00615810035494568,1982,-0.00190893668669939,0.00190893668669939,0.236634178924027
macro_difference_arimax,ma1,FALSE,0.00721970768424635,0.00474623702829464,1982,-0.00247347065595171,0.00247347065595171,0.342599834249372
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.999984076568408,1982,1.83789554790703e-05,1.83789554790703e-05,1.83795859427415e-05
demographic_level,(Intercept),TRUE,0.115664188207803,0.138528268122376,1983,0.0228640799145728,0.0228640799145728,0.197676396375126
demographic_level,0_14,TRUE,-0.272004005266322,-0.369729513274672,1983,-0.0977255080083507,0.0977255080083507,0.359279665432378
demographic_level,15_34,TRUE,0.836174838612488,0.853597588925836,1983,0.0174227503133485,0.0174227503133485,0.02083625278926
demographic_level,55_64,TRUE,-0.574198297012215,-0.619929814746292,1983,-0.0457315177340773,0.0457315177340773,0.0796441194131657
demographic_level,65p,TRUE,0.805797162420101,0.777921378258861,1983,-0.0278757841612397,0.0278757841612397,0.0345940460717417
macro_difference_arimax,ar1,FALSE,0.31032311338159,0.353258990623203,1983,0.0429358772416135,0.0429358772416135,0.138358618453332
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.938495719560586,1983,-0.125975351881302,0.125975351881302,0.155042700333916
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0164972216755449,1983,0.00141305880361949,0.00141305880361949,0.0936783045646817
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.0106718913994608,1983,-6.05967773737899e-05,6.05967773737899e-05,0.00564610706998814
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.005278994994238,1983,-0.00278804204740706,0.00278804204740706,0.345609178811768
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-0.14633421093936,1983,-0.153553918623606,0.153553918623606,21.2687168704442
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.999994991009695,1983,2.92933967659392e-05,2.92933967659392e-05,2.92944016338431e-05
demographic_level,(Intercept),TRUE,0.115664188207803,0.139763687236439,1984,0.0240994990286361,0.0240994990286361,0.208357482139059
demographic_level,0_14,TRUE,-0.272004005266322,-0.349805976762141,1984,-0.0778019714958199,0.0778019714958199,0.286032448013563
demographic_level,15_34,TRUE,0.836174838612488,0.835080438611486,1984,-0.00109440000100125,0.00109440000100125,0.00130881718806231
demographic_level,55_64,TRUE,-0.574198297012215,-0.638660511835035,1984,-0.0644622148228198,0.0644622148228198,0.112264726590522
demographic_level,65p,TRUE,0.805797162420101,0.792863509634398,1984,-0.0129336527857024,0.0129336527857024,0.0160507549404343
macro_difference_arimax,ar1,FALSE,0.31032311338159,0.360628984590448,1984,0.0503058712088578,0.0503058712088578,0.162108038491477
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.93502095379428,1984,-0.122500586114996,0.122500586114996,0.150766172748237
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0151089202423213,1984,2.47573703959624e-05,2.47573703959624e-05,0.00164128235727558
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.0105389291791121,1984,-0.000193558997722467,0.000193558997722467,0.018034867081452
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00703987413919591,1984,-0.00102716290244916,0.00102716290244916,0.127328397916926
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-0.139198380362809,1984,-0.146418088047056,0.146418088047056,20.2803346687491
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.999981610698924,1984,1.59130859944678e-05,1.59130859944678e-05,1.59136318700279e-05
demographic_level,(Intercept),TRUE,0.115664188207803,0.142521625163739,1985,0.0268574369559362,0.0268574369559362,0.232201836818186
demographic_level,0_14,TRUE,-0.272004005266322,-0.314962228684225,1985,-0.0429582234179039,0.0429582234179039,0.157932319326854
demographic_level,15_34,TRUE,0.836174838612488,0.799938302530619,1985,-0.0362365360818682,0.0362365360818682,0.043336075672879
demographic_level,55_64,TRUE,-0.574198297012215,-0.660597209552846,1985,-0.0863989125406315,0.0863989125406315,0.150468771834051
demographic_level,65p,TRUE,0.805797162420101,0.812117626724446,1985,0.00632046430434541,0.00632046430434541,0.00784374107916038
macro_difference_arimax,ar1,FALSE,0.31032311338159,0.36558329434702,1985,0.0552601809654301,0.0552601809654301,0.178073042524162
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.943451374652857,1985,-0.130931006973573,0.130931006973573,0.161141815247706
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0149248986083356,1985,-0.000159264263589743,0.000159264263589743,0.0105583760227202
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.0103731950612944,1985,-0.000359293115540241,0.000359293115540241,0.0334771499041343
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.0069475061223129,1985,-0.00111953091933216,0.00111953091933216,0.138778452801534
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-0.152695989634315,1985,-0.159915697318561,0.159915697318561,22.1498853294993
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.9999923521125,1985,2.66544995702889e-05,2.66544995702889e-05,2.66554139146145e-05
demographic_level,(Intercept),TRUE,0.115664188207803,0.130143191148122,1986,0.0144790029403189,0.0144790029403189,0.125181382108573
demographic_level,0_14,TRUE,-0.272004005266322,-0.204834835364967,1986,0.0671691699013543,0.0671691699013543,0.246941841299684
demographic_level,15_34,TRUE,0.836174838612488,0.744407977677647,1986,-0.0917668609348409,0.0917668609348409,0.109746020446053
demographic_level,55_64,TRUE,-0.574198297012215,-0.636039288809477,1986,-0.0618409917972617,0.0618409917972617,0.107699713006892
demographic_level,65p,TRUE,0.805797162420101,0.840988719547358,1986,0.0351915571272575,0.0351915571272575,0.043672972267071
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1986,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1986,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0140945057883704,1986,-0.000989657083554959,0.000989657083554959,0.0656090160228188
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00806136669618285,1986,-0.00267112148065175,0.00267112148065175,0.248881847027533
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00623728528018201,1986,-0.00182975176146306,0.00182975176146306,0.226818316566194
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1986,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1986,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.119641767853752,1987,0.00397757964594921,0.00397757964594921,0.0343890335252521
demographic_level,0_14,TRUE,-0.272004005266322,-0.12856121972063,1987,0.143442785545692,0.143442785545692,0.527355416716183
demographic_level,15_34,TRUE,0.836174838612488,0.709999381781189,1987,-0.126175456831299,0.126175456831299,0.150896021985867
demographic_level,55_64,TRUE,-0.574198297012215,-0.606104280416106,1987,-0.0319059834038908,0.0319059834038908,0.055566140773859
demographic_level,65p,TRUE,0.805797162420101,0.856822316863658,1987,0.0510251544435575,0.0510251544435575,0.0633225789605792
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1987,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1987,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0107773045948854,1987,-0.00430685827703997,0.00430685827703997,0.285521862473117
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00589156770759267,1987,-0.00484092046924193,0.00484092046924193,0.451052951513215
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00612758755500986,1987,-0.00193944948663521,0.00193944948663521,0.240416583762172
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1987,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1987,,,
