component,term,is_regressor_parameter,estimate_baseline,estimate_leave_one_out,year_removed,change,abs_change,relative_abs_change
demographic_level,(Intercept),TRUE,0.115664188207803,0.116525643825607,1988,0.000861455617804124,0.000861455617804124,0.00744790268407391
demographic_level,0_14,TRUE,-0.272004005266322,-0.324995233621797,1988,-0.0529912283554754,0.0529912283554754,0.194817823743409
demographic_level,15_34,TRUE,0.836174838612488,0.877110580991706,1988,0.0409357423792186,0.0409357423792186,0.0489559605107774
demographic_level,55_64,TRUE,-0.574198297012215,-0.571718557511631,1988,0.00247973950058389,0.00247973950058389,0.00431861172958362
demographic_level,65p,TRUE,0.805797162420101,0.78883330031358,1988,-0.0169638621065208,0.0169638621065208,0.0210522733234406
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1988,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1988,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0106533371887181,1988,-0.00443082568320726,0.00443082568320726,0.293740244044561
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00644866231327521,1988,-0.00428382586355939,0.00428382586355939,0.39914564013271
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00603850704312402,1988,-0.00202852999852104,0.00202852999852104,0.251459115416108
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1988,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1988,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.12468123453147,1989,0.00901704632366719,0.00901704632366719,0.0779588432978678
demographic_level,0_14,TRUE,-0.272004005266322,-0.500561368224567,1989,-0.228557362958245,0.228557362958245,0.840272049429797
demographic_level,15_34,TRUE,0.836174838612488,1.00123999075369,1989,0.165065152141199,0.165065152141199,0.197405069512855
demographic_level,55_64,TRUE,-0.574198297012215,-0.592721746236933,1989,-0.0185234492247179,0.0185234492247179,0.0322596728710324
demographic_level,65p,TRUE,0.805797162420101,0.740292548974769,1989,-0.065504613445332,0.065504613445332,0.0812916903909142
macro_difference_arimax,ar1,FALSE,0.31032311338159,1.31809008341901,1989,1.00776697003742,1.00776697003742,3.2474763450772
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.99928162702762,1989,-0.186761259348336,0.186761259348336,0.229854249539322
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0154635476384116,1989,0.000379384766486244,0.000379384766486244,0.0251511979622253
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.0103435709011734,1989,-0.000388917275661154,0.000388917275661154,0.0362373821664773
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00607409245279096,1989,-0.00199294458885411,0.00199294458885411,0.247047903532088
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-1.33420134419053,1989,-1.34142105187478,1.34142105187478,185.799911927432
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.997581782776704,1989,-0.00238391483622558,0.00238391483622558,0.00238399661300017
demographic_level,(Intercept),TRUE,0.115664188207803,0.131294736646213,1990,0.0156305484384099,0.0156305484384099,0.135137320207773
demographic_level,0_14,TRUE,-0.272004005266322,-0.532883899727097,1990,-0.260879894460776,0.260879894460776,0.959103136019434
demographic_level,15_34,TRUE,0.836174838612488,1.01439242861268,1990,0.178217590000192,0.178217590000192,0.21313436110553
demographic_level,55_64,TRUE,-0.574198297012215,-0.626340897294988,1990,-0.0521426002827725,0.0521426002827725,0.09080939555915
demographic_level,65p,TRUE,0.805797162420101,0.737338256960367,1990,-0.0684589054597334,0.0684589054597334,0.0849579877572745
macro_difference_arimax,ar1,FALSE,0.31032311338159,1.31898116581029,1990,1.0086580524287,1.0086580524287,3.25034781147096
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.999449575285299,1990,-0.186929207606014,0.186929207606014,0.230060949905687
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0155108514329364,1990,0.000426688561011041,0.000426688561011041,0.0282871886649536
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.0104066587723352,1990,-0.00032582940449942,0.00032582940449942,0.0303591673366761
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00585570112643857,1990,-0.0022113359152065,0.0022113359152065,0.274119965458291
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-1.33199579935953,1990,-1.33921550704377,1.33921550704377,185.494422435687
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.9961920773347,1990,-0.00377362027822925,0.00377362027822925,0.00377374972685309
demographic_level,(Intercept),TRUE,0.115664188207803,0.122793757583408,1991,0.00712956937560505,0.00712956937560505,0.061640249121846
demographic_level,0_14,TRUE,-0.272004005266322,-0.360758080891961,1991,-0.0887540756256395,0.0887540756256395,0.326296943821616
demographic_level,15_34,TRUE,0.836174838612488,0.894650651050819,1991,0.0584758124383316,0.0584758124383316,0.0699325185811185
demographic_level,55_64,TRUE,-0.574198297012215,-0.61042773472843,1991,-0.0362294377162146,0.0362294377162146,0.0630956899467152
demographic_level,65p,TRUE,0.805797162420101,0.788234040601567,1991,-0.0175631218185336,0.0175631218185336,0.0217959588809983
macro_difference_arimax,ar1,FALSE,0.31032311338159,1.31201849580182,1991,1.00169538242023,1.00169538242023,3.227910971583
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.999147506399459,1991,-0.186627138720175,0.186627138720175,0.229689182134865
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0155083798214314,1991,0.000424216949505998,0.000424216949505998,0.0281233339302873
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.0107444729927034,1991,1.198481586882e-05,1.198481586882e-05,0.00111668568102302
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.0062803419469997,1991,-0.00178669509464536,0.00178669509464536,0.221480958302506
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-1.32867848620204,1991,-1.33589819388629,1.33589819388629,185.034942176573
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.996164858402922,1991,-0.00380083921000773,0.00380083921000773,0.00380096959233793
demographic_level,(Intercept),TRUE,0.115664188207803,0.111859060589645,1992,-0.00380512761815743,0.00380512761815743,0.0328980618557675
demographic_level,0_14,TRUE,-0.272004005266322,-0.238766294232289,1992,0.033237711034033,0.033237711034033,0.122195667675885
demographic_level,15_34,TRUE,0.836174838612488,0.815685088406964,1992,-0.0204897502055232,0.0204897502055232,0.0245041458548586
demographic_level,55_64,TRUE,-0.574198297012215,-0.550337420355217,1992,0.0238608766569982,0.0238608766569982,0.0415551156824323
demographic_level,65p,TRUE,0.805797162420101,0.809632852217358,1992,0.00383568979725768,0.00383568979725768,0.00476011827311195
macro_difference_arimax,ar1,FALSE,0.31032311338159,1.31360557590048,1992,1.00328246251889,1.00328246251889,3.23302525418143
macro_difference_arimax,ar2,FALSE,-0.812520367679284,-0.999222141971888,1992,-0.186701774292604,0.186701774292604,0.229781038998272
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0150378914402681,1992,-4.62714316572903e-05,4.62714316572903e-05,0.00306755051971831
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00997025635623613,1992,-0.000762231820598465,0.000762231820598465,0.0710209792957139
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00576253824902419,1992,-0.00230449879262087,0.00230449879262087,0.285668552248389
macro_difference_arimax,ma1,FALSE,0.00721970768424635,-1.30409074977233,1992,-1.31131045745658,1.31131045745658,181.629300631922
macro_difference_arimax,ma2,FALSE,0.999965697612929,0.976520062928583,1992,-0.0234456346843462,0.0234456346843462,0.0234464389531706
demographic_level,(Intercept),TRUE,0.115664188207803,0.111338418153984,1993,-0.00432577005381915,0.00432577005381915,0.0373993897406469
demographic_level,0_14,TRUE,-0.272004005266322,-0.250046365433876,1993,0.0219576398324454,0.0219576398324454,0.080725428329434
demographic_level,15_34,TRUE,0.836174838612488,0.824819379467098,1993,-0.0113554591453892,0.0113554591453892,0.0135802449691406
demographic_level,55_64,TRUE,-0.574198297012215,-0.542004522165323,1993,0.0321937748468922,0.0321937748468922,0.0560673464453124
demographic_level,65p,TRUE,0.805797162420101,0.80406370244632,1993,-0.00173345997378083,0.00173345997378083,0.00215123613562329
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1993,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1993,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0143280233585692,1993,-0.000756139513356133,0.000756139513356133,0.050128039572117
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00795140576710402,1993,-0.00278108240973057,0.00278108240973057,0.259127460837401
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00634232433794723,1993,-0.00172471270369784,0.00172471270369784,0.213797543607922
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1993,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1993,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.110818108775119,1994,-0.00484607943268391,0.00484607943268391,0.0418978381102491
demographic_level,0_14,TRUE,-0.272004005266322,-0.261939404400217,1994,0.0100646008661048,0.0100646008661048,0.0370016642080341
demographic_level,15_34,TRUE,0.836174838612488,0.834725125600764,1994,-0.00144971301172381,0.00144971301172381,0.00173374388319242
demographic_level,55_64,TRUE,-0.574198297012215,-0.536005191648007,1994,0.0381931053642078,0.0381931053642078,0.0665155322872638
demographic_level,65p,TRUE,0.805797162420101,0.799571094639647,1994,-0.00622606778045387,0.00622606778045387,0.00772659432276323
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1994,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1994,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0152798128481506,1994,0.000195649976225263,0.000195649976225263,0.0129705557999116
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00921017615862455,1994,-0.00152231201821005,0.00152231201821005,0.141841481036603
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00725950474188851,1994,-0.000807532299756558,0.000807532299756558,0.1001027137458
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1994,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1994,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.108051812837959,1995,-0.00761237536984401,0.00761237536984401,0.0658144537889945
demographic_level,0_14,TRUE,-0.272004005266322,-0.273676539651149,1995,-0.00167253438482778,0.00167253438482778,0.00614893292909489
demographic_level,15_34,TRUE,0.836174838612488,0.848013975348517,1995,0.0118391367360297,0.0118391367360297,0.0141586857070167
demographic_level,55_64,TRUE,-0.574198297012215,-0.51639570329449,1995,0.0578025937177245,0.0578025937177245,0.100666605976532
demographic_level,65p,TRUE,0.805797162420101,0.793392888403651,1995,-0.0124042740164493,0.0124042740164493,0.0153937921290201
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1995,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1995,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0151194419791657,1995,3.52791072403321e-05,3.52791072403321e-05,0.00233881770833923
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00884051674810547,1995,-0.00189197142872912,0.00189197142872912,0.176284510875384
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00721795053671946,1995,-0.000849086504925608,0.000849086504925608,0.105253824984602
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1995,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1995,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.109742327800452,1996,-0.00592186040735093,0.00592186040735093,0.0511987374753514
demographic_level,0_14,TRUE,-0.272004005266322,-0.279727424737356,1996,-0.00772341947103461,0.00772341947103461,0.0283945064098322
demographic_level,15_34,TRUE,0.836174838612488,0.85103886108568,1996,0.0148640224731929,0.0148640224731929,0.0177762135223509
demographic_level,55_64,TRUE,-0.574198297012215,-0.532951474209635,1996,0.0412468228025802,0.0412468228025802,0.0718337602483393
demographic_level,65p,TRUE,0.805797162420101,0.796481126250842,1996,-0.00931603616925902,0.00931603616925902,0.0115612670331074
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1996,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1996,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.014485382210411,1996,-0.000598780661514397,0.000598780661514397,0.0396959822429952
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00829431630233513,1996,-0.00243817187449947,0.00243817187449947,0.227176758485708
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00626573051881915,1996,-0.00180130652282592,0.00180130652282592,0.223292209212242
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1996,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1996,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.115096864574056,1997,-0.000567323633746425,0.000567323633746425,0.0049049203780099
demographic_level,0_14,TRUE,-0.272004005266322,-0.273384167677197,1997,-0.00138016241087591,0.00138016241087591,0.00507405179392332
demographic_level,15_34,TRUE,0.836174838612488,0.83815554886819,1997,0.00198071025570257,0.00198071025570257,0.0023687752420167
demographic_level,55_64,TRUE,-0.574198297012215,-0.570689088148246,1997,0.00350920886396922,0.00350920886396922,0.00611149298461706
demographic_level,65p,TRUE,0.805797162420101,0.805001077994336,1997,-0.000796084425764509,0.000796084425764509,0.000987946424846645
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1997,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1997,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0147363969427547,1997,-0.000347765929170626,0.000347765929170626,0.0230550367377621
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00837570471772571,1997,-0.00235678345910889,0.00235678345910889,0.21959338974124
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00604678709164714,1997,-0.00202024994999793,0.00202024994999793,0.250432710246481
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1997,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1997,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.12742507686121,1998,0.0117608886534075,0.0117608886534075,0.101681331409838
demographic_level,0_14,TRUE,-0.272004005266322,-0.23566593175961,1998,0.0363380735067115,0.0363380735067115,0.133593891277934
demographic_level,15_34,TRUE,0.836174838612488,0.787864980203905,1998,-0.048309858408582,0.048309858408582,0.0577748291119897
demographic_level,55_64,TRUE,-0.574198297012215,-0.637254853022456,1998,-0.0630565560102414,0.0630565560102414,0.109816689353399
demographic_level,65p,TRUE,0.805797162420101,0.818893322208465,1998,0.0130961597883641,0.0130961597883641,0.016252427284593
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1998,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1998,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0140096544682998,1998,-0.00107450840362555,0.00107450840362555,0.0712342085370495
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00768583924085384,1998,-0.00304664893598076,0.00304664893598076,0.283871632167903
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00605380336557339,1998,-0.00201323367607168,0.00201323367607168,0.249562964156308
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1998,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1998,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.119883934879887,1999,0.00421974667208411,0.00421974667208411,0.0364827414385418
demographic_level,0_14,TRUE,-0.272004005266322,-0.256986014773661,1999,0.015017990492661,0.015017990492661,0.0552123873247997
demographic_level,15_34,TRUE,0.836174838612488,0.816903807566887,1999,-0.0192710310456005,0.0192710310456005,0.0230466526325738
demographic_level,55_64,TRUE,-0.574198297012215,-0.593332201119873,1999,-0.0191339041076576,0.0191339041076576,0.0333228158411806
demographic_level,65p,TRUE,0.805797162420101,0.809051742783682,1999,0.00325458036358184,0.00325458036358184,0.00403895733984363
macro_difference_arimax,ar1,FALSE,0.31032311338159,,1999,,,
macro_difference_arimax,ar2,FALSE,-0.812520367679284,,1999,,,
macro_difference_arimax,d_rp_g,TRUE,0.0150841628719254,0.0135270070159065,1999,-0.00155715585601889,0.00155715585601889,0.103231174924335
macro_difference_arimax,d_tot,TRUE,0.0107324881768346,0.00736526191367031,1999,-0.00336722626316429,0.00336722626316429,0.313741436998014
macro_difference_arimax,d_unemp,TRUE,0.00806703704164507,0.00643168990390982,1999,-0.00163534713773525,0.00163534713773525,0.202719676294155
macro_difference_arimax,ma1,FALSE,0.00721970768424635,,1999,,,
macro_difference_arimax,ma2,FALSE,0.999965697612929,,1999,,,
demographic_level,(Intercept),TRUE,0.115664188207803,0.117434283871494,2000,0.00177009566369131,0.00177009566369131,0.0153037486461336
demographic_level,0_14,TRUE,-0.272004005266322,-0.265967682139067,2000,0.00603632312725427,0.00603632312725427,0.0221920376552693
demographic_level,15_34,TRUE,0.836174838612488,0.828109769775323,2000,-0.00806506883716429,0.00806506883716429,0.00964519435976705
demographic_level,55_64,TRUE,-0.574198297012215,-0.580587349174337,2000,-0.00638905216212182,0.00638905216212182,0.0111269089361056
