feature,r_squared,vif
d_0_14,0.344224570046191,1.5249122707608
d_15_34,0.159557861634637,1.18984990679426
d_55_64,0.371569678912372,1.5912663129769
d_65p,0.401601912446627,1.67112833546749
d_tot,0.576580140402624,2.36172200555469
d_rp_g,0.582630472054871,2.39595833678464
d_unemp,0.132532379267821,1.1527807794785
