time,n.risk,n.event,n.censor,survival_prob.1,survival_prob.2,std.err.1,std.err.2
1,201220,0,0,1,1,0,0
2,201220,0,0,1,1,0,0
3,201220,0,0,1,1,0,0
4,201220,0,0,1,1,0,0
5,201220,0,0,1,1,0,0
6,201220,0,0,1,1,0,0
7,201220,0,0,1,1,0,0
8,201220,0,0,1,1,0,0
9,201220,0,0,1,1,0,0
10,201220,0,0,1,1,0,0
11,201220,0,0,1,1,0,0
12,201220,0,0,1,1,0,0
13,201220,0,0,1,1,0,0
14,201220,0,0,1,1,0,0
15,201220,0,0,1,1,0,0
16,201220,0,0,1,1,0,0
17,201220,0,0,1,1,0,0
18,201220,0,0,1,1,0,0
19,201220,0,0,1,1,0,0
20,201220,0,0,1,1,0,0
21,201220,0,0,1,1,0,0
22,201220,0,0,1,1,0,0
23,201220,0,0,1,1,0,0
24,201220,0,0,1,1,0,0
25,201220,0,0,1,1,0,0
26,201220,0,0,1,1,0,0
27,201220,0,0,1,1,0,0
28,201220,0,0,1,1,0,0
29,201220,0,0,1,1,0,0
30,201220,0,0,1,1,0,0
31,201220,0,0,1,1,0,0
32,201220,0,0,1,1,0,0
33,201220,0,0,1,1,0,0
34,201220,0,0,1,1,0,0
35,201220,19980,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
36,181240,0,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
37,181240,0,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
38,181240,0,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
39,181240,0,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
40,181240,0,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
41,181240,0,0,0.90075224876086,0.89877402725084,0.000667204958665023,0.00153552120325551
42,181240,20943,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
43,160297,0,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
44,160297,0,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
45,160297,0,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
46,160297,0,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
47,160297,0,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
48,160297,0,0,0.7967149611103,0.792915589924321,0.000899202074602241,0.00279473084009961
49,160297,8463,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
50,151834,0,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
51,151834,0,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
52,151834,0,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
53,151834,0,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
54,151834,0,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
55,151834,0,0,0.754671964719691,0.750217093324183,0.000961896017798358,0.0032454164039119
56,151834,10635,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
57,141199,0,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
58,141199,0,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
59,141199,0,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
60,141199,0,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
61,141199,0,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
62,141199,0,0,0.701837050488026,0.696629706538809,0.00102328026269944,0.00376101060920489
63,141199,13489,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
64,127710,0,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
65,127710,0,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
66,127710,0,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
67,127710,0,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
68,127710,0,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
69,127710,0,0,0.634820420647275,0.628781567784249,0.00107786718055621,0.00432781113952385
70,127710,7678,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
71,120032,0,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
72,120032,0,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
73,120032,0,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
74,120032,0,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
75,120032,0,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
76,120032,0,0,0.59667268752988,0.590226822374435,0.00109867576487006,0.00460353079765235
77,120032,4948,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
78,115084,0,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
79,115084,0,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
80,115084,0,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
81,115084,0,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
82,115084,0,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
83,115084,0,0,0.572088151256915,0.565407250510486,0.00110840373514657,0.00476197712953589
84,115084,5626,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
85,109458,0,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
86,109458,0,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
87,109458,0,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
88,109458,0,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
89,109458,0,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
90,109458,0,0,0.544134204570899,0.537213362867873,0.00111606280854319,0.00492292609117734
91,109458,4524,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
92,104934,0,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
93,104934,0,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
94,104934,0,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
95,104934,0,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
96,104934,0,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
97,104934,0,0,0.521655239142589,0.514563474247466,0.00111964167687989,0.00503684370644935
98,104934,8343,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
99,96591,0,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
100,96591,0,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
101,96591,0,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
102,96591,0,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
103,96591,0,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
104,96591,0,0,0.480199176382206,0.472846693021478,0.00112027896732771,0.00520848517647148
105,96591,997,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
106,95594,0,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
107,95594,0,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
108,95594,0,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
109,95594,0,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
110,95594,0,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
111,95594,0,0,0.475245024495821,0.467866326797619,0.00111983886367569,0.00522550704424496
112,95594,833,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
113,94761,0,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
114,94761,0,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
115,94761,0,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
116,94761,0,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
117,94761,0,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
118,94761,0,0,0.471105781009566,0.463706017793894,0.00111938627985468,0.00523913932548055
