time,n.risk,n.event,n.censor,survival_prob.1,survival_prob.2,std.err.1,std.err.2
1,476516,0,0,1,1,0,0
2,476516,0,0,1,1,0,0
3,476516,0,0,1,1,0,0
4,476516,0,0,1,1,0,0
5,476516,0,0,1,1,0,0
6,476516,0,0,1,1,0,0
7,476516,0,0,1,1,0,0
8,476516,0,0,1,1,0,0
9,476516,0,0,1,1,0,0
10,476516,0,0,1,1,0,0
11,476516,0,0,1,1,0,0
12,476516,0,0,1,1,0,0
13,476516,0,0,1,1,0,0
14,476516,0,0,1,1,0,0
15,476516,0,0,1,1,0,0
16,476516,0,0,1,1,0,0
17,476516,0,0,1,1,0,0
18,476516,0,0,1,1,0,0
19,476516,0,0,1,1,0,0
20,476516,0,0,1,1,0,0
21,476516,0,0,1,1,0,0
22,476516,0,0,1,1,0,0
23,476516,0,0,1,1,0,0
24,476516,0,0,1,1,0,0
25,476516,0,0,1,1,0,0
26,476516,0,0,1,1,0,0
27,476516,0,0,1,1,0,0
28,476516,0,0,1,1,0,0
29,476516,0,0,1,1,0,0
30,476516,0,0,1,1,0,0
31,476516,0,0,1,1,0,0
32,476516,0,0,1,1,0,0
33,476516,0,0,1,1,0,0
34,476516,0,0,1,1,0,0
35,476516,28574,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
36,447942,0,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
37,447942,0,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
38,447942,0,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
39,447942,0,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
40,447942,0,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
41,447942,0,0,0.940185861303007,0.933053199088012,0.000343379049710015,0.000742599894859915
42,447942,43255,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
43,404687,0,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
44,404687,0,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
45,404687,0,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
46,404687,0,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
47,404687,0,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
48,404687,0,0,0.849617024262341,0.832691969590709,0.000518223587858778,0.00160565632491819
49,404687,18816,0,0.810210458317134,0.789427763899388,0.000568812691548433,0.00194034094484916
50,385871,0,0,0.810210458317134,0.789427763899388,0.000568812691548433,0.00194034094484916
51,385871,0,0,0.810210458317134,0.789427763899388,0.000568812691548433,0.00194034094484916
52,385871,0,0,0.810210458317134,0.789427763899388,0.000568812691548433,0.00194034094484916
