time,n.risk,n.event,n.censor,survival_prob.1,survival_prob.2,std.err.1,std.err.2
1,202474,0,0,1,1,0,0
2,202474,0,0,1,1,0,0
3,202474,0,0,1,1,0,0
4,202474,0,0,1,1,0,0
5,202474,0,0,1,1,0,0
6,202474,0,0,1,1,0,0
7,202474,0,0,1,1,0,0
8,202474,0,0,1,1,0,0
9,202474,0,0,1,1,0,0
10,202474,0,0,1,1,0,0
11,202474,0,0,1,1,0,0
12,202474,0,0,1,1,0,0
13,202474,0,0,1,1,0,0
14,202474,0,0,1,1,0,0
15,202474,0,0,1,1,0,0
16,202474,0,0,1,1,0,0
17,202474,0,0,1,1,0,0
18,202474,0,0,1,1,0,0
19,202474,0,0,1,1,0,0
20,202474,0,0,1,1,0,0
21,202474,0,0,1,1,0,0
22,202474,0,0,1,1,0,0
23,202474,0,0,1,1,0,0
24,202474,0,0,1,1,0,0
25,202474,0,0,1,1,0,0
26,202474,0,0,1,1,0,0
27,202474,0,0,1,1,0,0
28,202474,0,0,1,1,0,0
29,202474,0,0,1,1,0,0
30,202474,0,0,1,1,0,0
31,202474,0,0,1,1,0,0
32,202474,0,0,1,1,0,0
33,202474,0,0,1,1,0,0
34,202474,0,0,1,1,0,0
35,202474,16612,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
36,185862,0,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
37,185862,0,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
38,185862,0,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
39,185862,0,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
40,185862,0,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
41,185862,0,0,0.918106843268675,0.911532561914098,0.000609495103035674,0.00138114715600438
42,185862,20873,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
43,164989,0,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
44,164989,0,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
45,164989,0,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
46,164989,0,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
47,164989,0,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
48,164989,0,0,0.815186331320719,0.801295563975913,0.000864012467703771,0.00271627860200151
49,164989,9690,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
50,155299,0,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
51,155299,0,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
52,155299,0,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
53,155299,0,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
54,155299,0,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
55,155299,0,0,0.767398054881076,0.750498496912016,0.000941079208574015,0.00325780971807576
56,155299,18365,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
57,136934,0,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
58,136934,0,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
59,136934,0,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
60,136934,0,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
61,136934,0,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
62,136934,0,0,0.676809898473345,0.654948750802116,0.0010430271969935,0.0041383417450754
63,136934,7324,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
64,129610,0,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
65,129610,0,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
66,129610,0,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
67,129610,0,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
68,129610,0,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
69,129610,0,0,0.640676364559497,0.617127862546492,0.00107052678505448,0.00443268187412716
70,129610,9875,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
71,119735,0,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
72,119735,0,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
73,119735,0,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
74,119735,0,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
75,119735,0,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
76,119735,0,0,0.591950498929342,0.566411938575719,0.00109723076296547,0.00477442908460751
77,119735,5507,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
78,114228,0,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
79,114228,0,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
80,114228,0,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
81,114228,0,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
82,114228,0,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
83,114228,0,0,0.564773904661228,0.538275840002957,0.00110722350561528,0.00493610306958881
84,114228,7450,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
85,106778,0,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
86,106778,0,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
87,106778,0,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
88,106778,0,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
89,106778,0,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
90,106778,0,0,0.528004273467281,0.500389944822783,0.00111535167760795,0.00512006772310566
91,106778,5289,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
92,101489,0,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
93,101489,0,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
94,101489,0,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
95,101489,0,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
96,101489,0,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
97,101489,0,0,0.50189726252182,0.473623943767887,0.00111742074126165,0.00522521625042013
98,101489,5447,0,0.475007158653956,0.446177353640269,0.00111634550230072,0.0053103903976375
