time,n.risk,n.event,n.censor,survival_prob.1,survival_prob.2,std.err.1,std.err.2
1,340606,0,0,1,1,0,0
2,340606,0,0,1,1,0,0
3,340606,0,0,1,1,0,0
4,340606,0,0,1,1,0,0
5,340606,0,0,1,1,0,0
6,340606,0,0,1,1,0,0
7,340606,0,0,1,1,0,0
8,340606,0,0,1,1,0,0
9,340606,0,0,1,1,0,0
10,340606,0,0,1,1,0,0
11,340606,0,0,1,1,0,0
12,340606,0,0,1,1,0,0
13,340606,0,0,1,1,0,0
14,340606,0,0,1,1,0,0
15,340606,0,0,1,1,0,0
16,340606,0,0,1,1,0,0
17,340606,0,0,1,1,0,0
18,340606,0,0,1,1,0,0
19,340606,0,0,1,1,0,0
20,340606,0,0,1,1,0,0
21,340606,0,0,1,1,0,0
22,340606,0,0,1,1,0,0
23,340606,0,0,1,1,0,0
24,340606,0,0,1,1,0,0
25,340606,0,0,1,1,0,0
26,340606,0,0,1,1,0,0
27,340606,0,0,1,1,0,0
28,340606,0,0,1,1,0,0
29,340606,0,0,1,1,0,0
30,340606,0,0,1,1,0,0
31,340606,0,0,1,1,0,0
32,340606,0,0,1,1,0,0
33,340606,0,0,1,1,0,0
34,340606,0,0,1,1,0,0
35,340606,31185,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
36,309421,0,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
37,309421,0,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
38,309421,0,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
39,309421,0,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
40,309421,0,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
41,309421,0,0,0.908734972763954,0.895543078725895,0.000493327248490329,0.00125200835788171
42,309421,25778,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
43,283643,0,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
44,283643,0,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
45,283643,0,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
46,283643,0,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
47,283643,0,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
48,283643,0,0,0.833267110802976,0.81036397767513,0.000639248009079908,0.0020599064721607
49,283643,12896,0,0.795502725745565,0.768174327075665,0.000692111407967558,0.00242222182184483
50,270747,0,0,0.795502725745565,0.768174327075665,0.000692111407967558,0.00242222182184483
51,270747,0,0,0.795502725745565,0.768174327075665,0.000692111407967558,0.00242222182184483
