time,n.risk,n.event,n.censor,survival_prob.1,survival_prob.2,std.err.1,std.err.2
1,169121,0,0,1,1,0,0
2,169121,0,0,1,1,0,0
3,169121,0,0,1,1,0,0
4,169121,0,0,1,1,0,0
5,169121,0,0,1,1,0,0
6,169121,0,0,1,1,0,0
7,169121,0,0,1,1,0,0
8,169121,0,0,1,1,0,0
9,169121,0,0,1,1,0,0
10,169121,0,0,1,1,0,0
11,169121,0,0,1,1,0,0
12,169121,0,0,1,1,0,0
13,169121,0,0,1,1,0,0
14,169121,0,0,1,1,0,0
15,169121,0,0,1,1,0,0
16,169121,0,0,1,1,0,0
17,169121,0,0,1,1,0,0
18,169121,0,0,1,1,0,0
19,169121,0,0,1,1,0,0
20,169121,0,0,1,1,0,0
21,169121,0,0,1,1,0,0
22,169121,0,0,1,1,0,0
23,169121,0,0,1,1,0,0
24,169121,0,0,1,1,0,0
25,169121,0,0,1,1,0,0
26,169121,0,0,1,1,0,0
27,169121,0,0,1,1,0,0
28,169121,0,0,1,1,0,0
29,169121,0,0,1,1,0,0
30,169121,0,0,1,1,0,0
31,169121,0,0,1,1,0,0
32,169121,0,0,1,1,0,0
33,169121,0,0,1,1,0,0
34,169121,0,0,1,1,0,0
35,169121,19934,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
36,149187,0,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
37,149187,0,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
38,149187,0,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
39,149187,0,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
40,149187,0,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
41,149187,0,0,0.882390193547358,0.872116283783193,0.000783886375489219,0.00199332647426361
42,149187,18466,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
43,130721,0,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
44,130721,0,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
45,130721,0,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
46,130721,0,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
47,130721,0,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
48,130721,0,0,0.773407732581096,0.755028434228882,0.00102039148275264,0.00338797749072552
49,130721,9666,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
50,121055,0,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
51,121055,0,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
52,121055,0,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
53,121055,0,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
54,121055,0,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
55,121055,0,0,0.716346442949221,0.694324230333208,0.00109970267749126,0.00400371688074826
56,121055,12688,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
57,108367,0,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
58,108367,0,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
59,108367,0,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
60,108367,0,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
61,108367,0,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
62,108367,0,0,0.641428791739778,0.615314475365399,0.00117130519126481,0.0046827973007162
63,108367,4374,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
64,103993,0,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
65,103993,0,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
66,103993,0,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
67,103993,0,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
68,103993,0,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
69,103993,0,0,0.61559729229608,0.588266911127742,0.00118854203330533,0.00488076553122635
70,103993,6054,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
71,97939,0,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
72,97939,0,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
73,97939,0,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
74,97939,0,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
75,97939,0,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
76,97939,0,0,0.579839258647751,0.551001400041675,0.0012065759540433,0.00512250568221803
77,97939,3350,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
78,94589,0,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
79,94589,0,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
80,94589,0,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
81,94589,0,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
82,94589,0,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
83,94589,0,0,0.56004981721696,0.530469154690794,0.00121373898333281,0.00523956869950415
84,94589,4275,0,0.534792998052303,0.504363108855762,0.00122002346323901,0.00537104377284023
85,90314,0,0,0.534792998052303,0.504363108855762,0.00122002346323901,0.00537104377284023
86,90314,0,0,0.534792998052303,0.504363108855762,0.00122002346323901,0.00537104377284023
