date,real_gdp,public_demand,trimmed_mean_qoq,trimmed_mean_yoy,cash_rate,output_gap,public_demand_gap,inflation_gap,real_rate_gap
2019-03-31,603121.0,144518.7,0.3,1.6,1.5,0.9866328094323862,-0.6986257445957378,-1.3,-2.029135802469136
2019-06-30,604669.0,147863.3,0.4,1.5,1.4266666666666667,0.7490763661726518,0.23483069125589395,-0.8999999999999999,-2.0024691358024693
2019-09-30,608155.0,149668.0,0.4,1.5,1.0066666666666666,0.8281322481904496,0.08720528008314687,-0.8999999999999999,-2.4224691358024693
2019-12-31,611732.0,151311.8,0.4,1.5,0.7533333333333333,0.9131260089377591,-0.18324163017862105,-0.8999999999999999,-2.6758024691358027
2020-03-31,610772.0,153964.6,0.5,1.7,0.6433333333333333,0.2447013109938112,0.19423940203893153,-0.5,-2.9858024691358027
2020-06-30,569303.0,155372.0,0.0,1.3,0.25,-7.3125071630302685,-0.24976400683041078,-2.5,-2.979135802469136
2020-09-30,588877.0,158949.2,0.3,1.2,0.25,-4.47790097472911,0.6833140716892672,-1.3,-2.8791358024691363
2020-12-31,609061.0,161192.9,0.5,1.3,0.15333333333333332,-1.6737831630447175,0.7570358039306058,-0.5,-3.0758024691358026
2021-03-31,622761.0,161703.1,0.3,1.1,0.10000000000000002,-0.033096239248742165,-0.23581715235376777,-1.3,-2.929135802469136
2021-06-30,627429.0,164960.5,0.5,1.6,0.10000000000000002,0.11559145649151503,0.47232685018041565,-0.5,-3.429135802469136
2021-09-30,616398.0,169644.3,0.8,2.1,0.10000000000000002,-2.26713561072156,2.01206981088049,0.7000000000000002,-3.929135802469136
2021-12-31,639065.0,170821.4,1.0,2.6,0.10000000000000002,0.7277343022257909,1.4730524604365414,1.5,-4.429135802469136
2022-03-31,645474.0,175230.2,1.5,3.8,0.10000000000000002,1.1064448593554488,2.8223937931166176,3.5,-5.629135802469136
2022-06-30,651311.0,175266.7,1.6,4.9,0.3866666666666667,1.3891487008567793,1.6771463417249777,3.9000000000000004,-6.44246913580247
2022-09-30,654278.0,174686.9,1.8,6.0,1.78,1.2314148096596256,0.21188153688278533,4.7,-6.149135802469136
2022-12-31,659867.0,175715.0,1.7,6.8,2.823333333333333,1.4778365112858793,-0.3047027460496565,4.3,-5.9058024691358035
2023-03-31,663632.0,177379.3,1.2,6.5,3.31,1.4526893027852594,-0.43668356875272707,2.3,-5.1191358024691365
2023-06-30,665940.0,180835.9,0.9,5.8,3.8266666666666667,1.2169412548489689,0.44570895353466256,1.1,-3.9024691358024692
2023-09-30,668408.0,183030.6,1.2,5.1,4.1,1.015279822265036,0.6302604457159688,2.3,-2.929135802469136
2023-12-31,668625.0,182792.8,0.9,4.2,4.246666666666667,0.48692634622984343,-0.4973562262566844,1.1,-1.8824691358024692
2024-03-31,670929.0,185141.1,1.0,4.0,4.35,0.2796602516841773,-0.19629390645672373,1.5,-1.5791358024691364
2024-06-30,672062.0,187370.9,0.9,4.0,4.35,-0.09484087140183561,0.04593886300963135,1.1,-1.5791358024691364
2024-09-30,673895.0,192027.0,0.8,3.6,4.35,-0.35936014286033213,1.564494032265351,0.7000000000000002,-1.1791358024691365
2024-12-31,676864.0,192279.7,0.5,3.2,4.35,-0.45194200323699363,0.7772854858716371,-0.5,-0.7791358024691366
2025-03-31,679519.0,192354.5,0.7,2.9,4.233333333333333,-0.5893532847382588,-0.08779542250803019,0.2999999999999998,-0.5958024691358026
2025-06-30,684822.0,192902.2,0.6,2.7,3.9866666666666664,-0.33870655446150977,-0.6957578653500107,-0.10000000000000009,-0.6424691358024699
2025-09-30,688271.0,195593.5,1.0,2.9,3.716666666666667,-0.3616590358852534,-0.19385357355652388,1.5,-1.1124691358024692
2025-12-31,694551.0,197274.1,0.9,3.3,3.6,0.02216977114475327,-0.2158029908608583,1.1,-1.6291358024691358
2026-03-31,696539.0,196352.4,0.8,3.5,3.796666666666667,-0.2159397175404365,-1.5579698266375175,0.7000000000000002,-1.6324691358024692
2026-06-30,699461.0,196912.1,0.8,3.6,4.253333333333333,-0.32104253002689376,-2.1458394660021085,0.7000000000000002,-1.2758024691358032
