regime,nominal_inflation_response,fiscal_debt_response,monetary_loss,fiscal_loss,joint_loss,peak_abs_monetary,peak_abs_fiscal,terminal_debt_gap
monetary_dominance,1.5,0.35,0.2336873463194903,3.5922783875270348,3.825965733846525,0.38183556450977296,0.4349107375796428,0.44494714532787005
fiscal_dominance,0.8,0.0,0.21818176746887455,4.861584488230647,5.079766255699521,0.3128893214243642,0.029513954440840505,0.6680268797011726
