TIME_PERIOD,REF_AREA,Reference area,Trade balance,Unit multiplier,Exports,Imports,Gross,TB_ratio
2016-Q1,GBR,United Kingdom,-43.10465,Billions,98.82639,141.9262,240.75259,-0.179041272
2016-Q2,GBR,United Kingdom,-45.90713,Billions,102.9418,148.837,251.7788,-0.182331197
2016-Q3,GBR,United Kingdom,-47.00546,Billions,96.41533,143.4215,239.83683,-0.195989332
2016-Q4,GBR,United Kingdom,-42.70591,Billions,96.99456,139.7132,236.70776,-0.180416181
2017-Q1,GBR,United Kingdom,-43.29118,Billions,100.1824,143.4748,243.6572,-0.177672484
2017-Q2,GBR,United Kingdom,-45.06743,Billions,104.5816,149.6542,254.2358,-0.177266262
2017-Q3,GBR,United Kingdom,-46.89318,Billions,108.3858,155.287,263.6728,-0.177846103
2017-Q4,GBR,United Kingdom,-44.54133,Billions,111.3368,155.8919,267.2287,-0.166678691
2018-Q1,GBR,United Kingdom,-45.80869,Billions,117.8467,163.6573,281.504,-0.16272838
2018-Q2,GBR,United Kingdom,-46.99512,Billions,113.8445,160.8335,274.678,-0.171091678
2018-Q3,GBR,United Kingdom,-46.25402,Billions,113.3862,159.6278,273.014,-0.169419956
2018-Q4,GBR,United Kingdom,-49.7576,Billions,109.2008,158.942,268.1428,-0.185563812
2019-Q1,GBR,United Kingdom,-53.46319,Billions,115.0742,168.5588,283.633,-0.188494251
2019-Q2,GBR,United Kingdom,-45.06478,Billions,107.4629,152.5235,259.9864,-0.173335144
2019-Q3,GBR,United Kingdom,-45.90402,Billions,105.655,151.5455,257.2005,-0.178475625
2019-Q4,GBR,United Kingdom,-43.63418,Billions,106.4209,149.9647,256.3856,-0.170189667
2020-Q1,GBR,United Kingdom,-37.21247,Billions,101.5602,138.7622,240.3224,-0.154843951
2020-Q2,GBR,United Kingdom,-29.91142,Billions,76.19411,106.1317,182.32581,-0.164054776
2020-Q3,GBR,United Kingdom,-43.66439,Billions,94.36477,138.0502,232.41497,-0.187872537
2020-Q4,GBR,United Kingdom,-56.11623,Billions,104.4571,160.6195,265.0766,-0.211698166
2021-Q1,GBR,United Kingdom,-49.19272,Billions,97.78976,146.9815,244.77126,-0.200974248
2021-Q2,GBR,United Kingdom,-55.17274,Billions,108.9502,164.1276,273.0778,-0.202040371
2021-Q3,GBR,United Kingdom,-60.49412,Billions,107.8578,168.3431,276.2009,-0.219022168
2021-Q4,GBR,United Kingdom,-65.26134,Billions,113.4574,178.652,292.1094,-0.223414036
2022-Q1,GBR,United Kingdom,-87.50558,Billions,114.1703,201.6673,315.8376,-0.27705878
2022-Q2,GBR,United Kingdom,-81.27993,Billions,116.9203,198.2802,315.2005,-0.257867389
2022-Q3,GBR,United Kingdom,-69.62824,Billions,116.3991,186.1597,302.5588,-0.230131267
2022-Q4,GBR,United Kingdom,-77.17625,Billions,113.5013,191.057,304.5583,-0.253403864
2023-Q1,GBR,United Kingdom,-66.82303,Billions,113.7499,180.577,294.3269,-0.227036774
2023-Q2,GBR,United Kingdom,-69.07034,Billions,115.8606,184.9173,300.7779,-0.229639013
2023-Q3,GBR,United Kingdom,-59.84399,Billions,114.7792,174.6891,289.4683,-0.206737629
2023-Q4,GBR,United Kingdom,-61.8886,Billions,113.5078,175.3675,288.8753,-0.214239847
2024-Q1,GBR,United Kingdom,-54.5546,Billions,112.4982,167.0585,279.5567,-0.195146816
2024-Q2,GBR,United Kingdom,-70.20322,Billions,110.87,181.0765,291.9465,-0.240466044
2024-Q3,GBR,United Kingdom,-65.35037,Billions,113.7253,179.0524,292.7777,-0.223208154
2024-Q4,GBR,United Kingdom,-70.83762,Billions,107.9463,178.8089,286.7552,-0.247031684
2005-Q1,CHN,China,25.46061,Billions,176.0104,150.5498,326.5602,0.077966053
2005-Q2,CHN,China,25.68174,Billions,186.865,161.1832,348.0482,0.073787883
2005-Q3,CHN,China,26.71048,Billions,193.7761,167.0656,360.8417,0.074022709
2005-Q4,CHN,China,22.68424,Billions,204.5327,181.8485,386.3812,0.058709482
2006-Q1,CHN,China,34.35386,Billions,221.4018,187.048,408.4498,0.084107912
2006-Q2,CHN,China,40.60159,Billions,232.5966,191.995,424.5916,0.095625043
2006-Q3,CHN,China,44.33883,Billions,249.2154,204.8766,454.092,0.097642834
2006-Q4,CHN,China,53.27551,Billions,263.8228,210.5473,474.3701,0.112307901
2007-Q1,CHN,China,67.08894,Billions,287.7444,220.6555,508.3999,0.131960962
2007-Q2,CHN,China,69.99142,Billions,297.3389,227.3475,524.6864,0.133396673
2007-Q3,CHN,China,66.5456,Billions,313.2364,246.6908,559.9272,0.118846879
2007-Q4,CHN,China,57.29436,Billions,320.3051,263.0107,583.3158,0.098221855
2008-Q1,CHN,China,66.49067,Billions,346.7625,280.2718,627.0343,0.106039925
2008-Q2,CHN,China,63.52996,Billions,364.413,300.8831,665.2961,0.095491256
2008-Q3,CHN,China,75.74382,Billions,383.3717,307.6279,690.9996,0.109614854
2008-Q4,CHN,China,91.44056,Billions,333.209,241.7684,574.9774,0.159033312
2009-Q1,CHN,China,81.04227,Billions,279.9022,198.86,478.7622,0.169274579
2009-Q2,CHN,China,39.10944,Billions,279.327,240.2176,519.5446,0.075276386
2009-Q3,CHN,China,32.25193,Billions,305.3167,273.0647,578.3814,0.055762391
2009-Q4,CHN,China,40.66009,Billions,332.9553,292.2952,625.2505,0.06503008
2010-Q1,CHN,China,41.58735,Billions,363.225,321.6376,684.8626,0.06072364
2010-Q2,CHN,China,44.37886,Billions,389.9878,345.6089,735.5967,0.060330423
2010-Q3,CHN,China,52.6761,Billions,404.5239,351.8478,756.3717,0.06964314
2010-Q4,CHN,China,40.50876,Billions,418.418,377.9092,796.3272,0.050869492
2011-Q1,CHN,China,28.63906,Billions,451.6707,423.0316,874.7023,0.032741494
2011-Q2,CHN,China,45.88375,Billions,472.8873,427.0036,899.8909,0.050988125
2011-Q3,CHN,China,46.88355,Billions,488.3361,441.4525,929.7886,0.050423881
2011-Q4,CHN,China,25.4497,Billions,480.2878,454.838,935.1258,0.027215269
2012-Q1,CHN,China,40.03955,Billions,487.611,447.5714,935.1824,0.042814696
2012-Q2,CHN,China,64.82137,Billions,521.4404,456.619,978.0594,0.066275494
2012-Q3,CHN,China,61.85968,Billions,513.9968,452.1371,966.1339,0.064028061
2012-Q4,CHN,China,60.02122,Billions,520.7045,460.6833,981.3878,0.061159533
2013-Q1,CHN,China,89.15459,Billions,583.0975,493.9429,1077.0404,0.082777387
2013-Q2,CHN,China,62.34425,Billions,543.183,480.8388,1024.0218,0.060881761
2013-Q3,CHN,China,46.32271,Billions,532.2463,485.9236,1018.1699,0.045496051
2013-Q4,CHN,China,64.86954,Billions,553.2509,488.3814,1041.6323,0.062276813
2014-Q1,CHN,China,47.65425,Billions,559.3489,511.6947,1071.0436,0.044493287
2014-Q2,CHN,China,81.67651,Billions,571.4963,489.8198,1061.3161,0.07695776
2014-Q3,CHN,China,109.9165,Billions,597.7753,487.8589,1085.6342,0.10124635
2014-Q4,CHN,China,119.6327,Billions,593.4359,473.8032,1067.2391,0.112095499
2015-Q1,CHN,China,185.7403,Billions,613.0574,427.317,1040.3744,0.178532171
2015-Q2,CHN,China,136.4857,Billions,560.1422,423.6565,983.7987,0.138733361
2015-Q3,CHN,China,145.3264,Billions,562.4147,417.0883,979.503,0.148367488
2015-Q4,CHN,China,145.9324,Billions,559.1592,413.2268,972.386,0.150076616
2016-Q1,CHN,China,177.1781,Billions,540.0415,362.8634,902.9049,0.196231187
2016-Q2,CHN,China,139.5121,Billions,535.2928,395.7807,931.0735,0.14984005
2016-Q3,CHN,China,128.7636,Billions,527.6937,398.93,926.6237,0.138959968
2016-Q4,CHN,China,107.2378,Billions,533.6864,426.4486,960.135,0.111690335
2017-Q1,CHN,China,104.3448,Billions,557.0457,452.701,1009.7467,0.103337599
2017-Q2,CHN,China,115.1571,Billions,567.0066,451.8495,1018.8561,0.113025873
2017-Q3,CHN,China,102.3694,Billions,563.2605,460.8911,1024.1516,0.099955319
2017-Q4,CHN,China,99.58323,Billions,588.8013,489.218,1078.0193,0.092376111
2018-Q1,CHN,China,108.8953,Billions,640.7426,531.8472,1172.5898,0.092867344
2018-Q2,CHN,China,87.51307,Billions,629.1472,541.6341,1170.7813,0.074747581
2018-Q3,CHN,China,75.31264,Billions,628.5682,553.2556,1181.8238,0.063725777
2018-Q4,CHN,China,102.828,Billions,616.774,513.946,1130.72,0.090940286
2019-Q1,CHN,China,115.8503,Billions,627.9694,512.1191,1140.0885,0.101615182
2019-Q2,CHN,China,100.2245,Billions,622.7947,522.5702,1145.3649,0.087504428
2019-Q3,CHN,China,108.7244,Billions,622.086,513.3616,1135.4476,0.095754661
2019-Q4,CHN,China,98.6499,Billions,623.7873,525.1374,1148.9247,0.085862807
2020-Q1,CHN,China,30.70544,Billions,519.2166,488.5112,1007.7278,0.030469974
2020-Q2,CHN,China,151.5935,Billions,627.2707,475.6772,1102.9479,0.137443935
2020-Q3,CHN,China,145.7723,Billions,680.0839,534.3116,1214.3955,0.120036924
2020-Q4,CHN,China,175.1918,Billions,732.8132,557.6215,1290.4347,0.135761848
2021-Q1,CHN,China,173.0058,Billions,801.6928,628.687,1430.3798,0.120950953
2021-Q2,CHN,China,138.4166,Billions,817.8295,679.4129,1497.2424,0.092447689
2021-Q3,CHN,China,163.5913,Billions,844.2048,680.6135,1524.8183,0.107285766
2021-Q4,CHN,China,211.7101,Billions,908.0109,696.3008,1604.3117,0.131963196
2022-Q1,CHN,China,215.3441,Billions,911.8578,696.5138,1608.3716,0.133889519
2022-Q2,CHN,China,224.5378,Billions,918.2764,693.7385,1612.0149,0.139290152
2022-Q3,CHN,China,239.927,Billions,927.8893,687.9623,1615.8516,0.148483314
2022-Q4,CHN,China,204.6402,Billions,859.1711,654.5309,1513.702,0.135191867
2023-Q1,CHN,China,256.0228,Billions,906.1313,650.1085,1556.2398,0.164513721
2023-Q2,CHN,China,223.5294,Billions,868.7529,645.2234,1513.9763,0.147643923
2023-Q3,CHN,China,201.4726,Billions,831.904,630.4313,1462.3353,0.137774558
2023-Q4,CHN,China,177.2498,Billions,832.7268,655.477,1488.2038,0.119103177
2024-Q1,CHN,China,243.2744,Billions,888.0803,644.806,1532.8863,0.158703486
2024-Q2,CHN,China,249.0825,Billions,905.4243,656.3417,1561.766,0.159487721
2024-Q3,CHN,China,231.2751,Billions,874.7585,643.4834,1518.2419,0.152330864
2024-Q4,CHN,China,273.3532,Billions,912.5681,639.2149,1551.783,0.176154269
