model,model_label,observations,first_year,last_year,arima_order,change_r_squared,one_step_rmse_pp,one_step_mae_pp,residual_ljung_box_p,aicc,bic
with_income,Structural-change model with real GDP per capita,44,1982,2025,"0,0,2",0.937144825436902,0.364630086525388,0.291909375481679,0.0463842255363047,89.4994210778732,99.11940844379
no_income,Sensitivity: omit real GDP per capita,44,1982,2025,"0,0,0",0.858331592090811,0.547417262725814,0.397853778458373,0.378948135171429,105.907239713282,117.252999191269
structural_only,Sensitivity: omit transitory macro factors,45,1981,2025,"0,0,2",0.90726290389952,0.438996781090698,0.328040035389524,0.144763236789238,89.9241925029041,101.797479890378
arima_benchmark,Statistical ARIMA benchmark,45,1981,2025,"0,0,0",0.635514865692978,0.870311053918574,0.578397602211282,0.015982196179353,124.203054169001,130.429704128083
