year,primary_fiscal_ratio,nominal_gdp,nominal_gdp_growth,revenue_ratio,official_net_debt,official_gross_debt,official_interest,net_debt_ratio,gross_debt_ratio,interest_ratio,total_fiscal_expenditure_ratio,fiscal_deficit_ratio,effective_interest_rate,model,model_label,anchor_type,anchor_label,contribution_group
2025,,2776242,,0.363,0.288,0.516,0.015,0.288,0.516,0.015,,,0.0290697674418605,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2026,0.371,2959816.32694817,0.0661233159602694,0.363,0.31,0.534,0.016,0.31,0.534,0.016,0.387,0.024,0.0330580873165975,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2027,0.371,3092714.09358704,0.0449006802985978,0.367,0.333,0.554,0.018,0.333,0.554,0.018,0.389,0.022,0.0352213712460201,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2028,0.364,3183066.81155288,0.0292147011433073,0.364,0.353,0.575,0.02,0.353,0.575,0.02,0.384,0.02,0.0371557653842349,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2029,0.357,3328609.76397991,0.0457241274040448,0.358,0.363,0.583,0.021,0.363,0.583,0.021,0.378,0.0200000000000001,0.0381916637834521,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2030,0.349,3505963.3234439,0.0532815715988089,0.357,0.365,0.58,0.022,0.365,0.58,0.022,0.371,0.014,0.0397464743999551,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2031,0.355729974585184,3660225.70967544,0.0440000000000025,0.358714285714286,,,,0.369051503171916,0.584051503171916,0.0224189560634706,0.378148930648655,0.019434644934369,0.0403541209142472,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2032,0.361782768001007,3821275.64090114,0.0439999999999947,0.360428571428571,,,,0.377767304820649,0.592767304820649,0.0229154998459932,0.384698267847,0.0242696964184287,0.0409617674285393,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2033,0.367516302492567,3989411.76910081,0.0440000000000051,0.362142857142857,,,,0.390822003095412,0.605822003095412,0.0236024803312893,0.391118782823856,0.0289759256809991,0.0415694139428315,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2034,0.372750629976414,4164945.88694123,0.043999999999996,0.363857142857143,,,,0.40771896063098,0.62271896063098,0.0244748958341102,0.397225525810524,0.0333683829533812,0.0421770604571236,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2035,0.377502853833864,4348203.50596666,0.0440000000000038,0.365571428571429,,,,0.427986797759677,0.642986797759677,0.0255199695940048,0.403022823427869,0.0374513948564401,0.0427847069714157,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2036,0.382351292774574,4539524.46022921,0.0440000000000038,0.367285714285714,,,,0.451739436893751,0.66673943689375,0.0267248184052022,0.409076111179776,0.0417903968940619,0.0433923534857079,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2037,0.383250740538715,4739263.53647929,0.0439999999999989,0.369,,,,0.475051480114458,0.690051480114458,0.0281001295242577,0.411350870062973,0.0423508700629726,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2038,0.384123429901217,4947791.13208435,0.043999999999994,0.369,,,,0.49923621269767,0.71423621269767,0.0290826294301114,0.413206059331328,0.0442060593313284,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2039,0.384969887897661,5165493.94189609,0.0440000000000058,0.369,,,,0.524267403277321,0.739267403277321,0.0301019093474112,0.415071797245072,0.0460717972450722,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2040,0.385790626144558,5392775.6753395,0.0439999999999965,0.369,,,,0.550119332103873,0.765119332103873,0.0311568637396573,0.416947489884215,0.0479474898842153,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2041,0.386586141435011,5630057.80505447,0.0440000000000058,0.369,,,,0.576766776220873,0.791766776220873,0.0322464086327301,0.418832550067741,0.049832550067741,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2042,0.38735691630589,5877780.34847686,0.0439999999999987,0.369,,,,0.604184995208756,0.819184995208756,0.0333694809901518,0.420726397296042,0.0517263972960416,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2043,0.388103419578139,6136402.68380979,0.0439999999999912,0.369,,,,0.632349717468892,0.847349717468892,0.0345250381122467,0.422628457690386,0.0536284576903856,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2044,0.388826106871733,6406404.40189743,0.0440000000000016,0.369,,,,0.661237127022617,0.876237127022617,0.0357120570580759,0.424538163929809,0.0555381639298088,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2045,0.389525421096678,6688286.19558095,0.0440000000000051,0.369,,,,0.690823850801284,0.905823850801283,0.0369295340890756,0.426454955185753,0.0574549551857535,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2046,0.390201792921422,6982570.78818646,0.0439999999999923,0.369,,,,0.721086946404703,0.936086946404703,0.0381764841333877,0.42837827705481,0.0593782770548096,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2047,0.39085564121983,7289803.90286669,0.0440000000000038,0.369,,,,0.752003890306523,0.967003890306522,0.0394519402699299,0.43030758148976,0.0613075814897598,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2048,0.391487373498008,7610555.27459282,0.0439999999999994,0.369,,,,0.783552566486523,0.998552566486523,0.0407549532313094,0.432242326729317,0.0632423267293173,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2049,0.392097386301954,7945419.70667491,0.0440000000000009,0.369,,,,0.815711255470469,1.03071125547047,0.0420845909247193,0.434181977226673,0.0651819772266732,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2050,0.392686065607095,8295018.17376862,0.0440000000000018,0.369,,,,0.848458623759555,1.06345862375955,0.0434399379700197,0.436126003577115,0.0671260035771146,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2051,0.393253787190692,8659998.97341444,0.044,0.369,,,,0.881773713632239,1.09677371363224,0.0448200952542341,0.438073882444926,0.069073882444926,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2052,0.393800916987979,9041038.92824466,0.0439999999999983,0.369,,,,0.915635933302211,1.13063593330221,0.0462241795017419,0.440025096489721,0.0710250964897209,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2053,0.394327811432877,9438844.64108742,0.0439999999999996,0.369,,,,0.950025047417081,1.16502504741708,0.0476513228594802,0.441979134292357,0.0729791342923571,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2054,0.394834817784108,9854153.80529532,0.0440000000000056,0.369,,,,0.984921167883176,1.19992116788318,0.0491006724965051,0.443935490280613,0.074935490280613,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2055,0.39532227443745,10287736.5727283,0.0439999999999985,0.369,,,,1.02030474500262,1.23530474500262,0.0505713902172987,0.445893664654749,0.0768936646547486,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2056,0.395790511224759,10740396.9819283,0.0439999999999956,0.369,,,,1.05615655890938,1.27115655890938,0.0520626520882332,0.447853163312992,0.0788531633129921,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2057,0.396239849700575,11212974.4491331,0.0439999999999958,0.369,,,,1.09245771129195,1.30745771129195,0.0535736480766406,0.449813497777216,0.0808134977772155,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2058,0.396670603416756,11706345.324895,0.0440000000000038,0.369,,,,1.12918961739069,1.34418961739069,0.0551035817019593,0.451774185118715,0.0827741851187152,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2059,0.397083078185862,12221424.5191904,0.0440000000000018,0.369,,,,1.16633399825854,1.38133399825854,0.0566516696984581,0.45373474788432,0.0847347478843201,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2060,0.397477572333793,12759167.1980348,0.0440000000000018,0.369,,,,1.20387287327433,1.41887287327433,0.0582171416890573,0.45569471402285,0.0866947140228502,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2061,0.397854376942165,13320570.5547483,0.0439999999999976,0.369,,,,1.24178855289849,1.45678855289849,0.0597992398697993,0.457653616811964,0.0886536168119643,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2062,0.398213776080991,13906675.6591572,0.043999999999998,0.369,,,,1.28006363166147,1.49506363166147,0.061397218704534,0.459610994785525,0.0906109947855249,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2063,0.398556047032096,14518569.3881602,0.044000000000006,0.369,,,,1.31868098137555,1.53368098137555,0.0630103446294103,0.461566391661506,0.0925663916615063,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2064,0.398881460503671,15157386.4412392,0.0439999999999967,0.369,,,,1.35762374456122,1.57262374456122,0.064637895766786,0.463519356270457,0.0945193562704569,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2065,0.399190280836436,15824311.4446538,0.0440000000000049,0.369,,,,1.39687532807964,1.61187532807964,0.0662791616481737,0.46546944248461,0.0964694424846096,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2066,0.399482766201817,16520581.1482184,0.0439999999999896,0.369,,,,1.43641939696347,1.65141939696347,0.067933442945886,0.467416209147703,0.0984162091477029,0.044,without_relative.government.prices,Counterfactual without Relative government prices,pbo,PBO forecast through 2029-30,Relative government prices
2025,,2776242,,0.363,0.288,0.516,0.015,0.288,0.516,0.015,,,0.0290697674418605,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2026,0.371,2959816.32694817,0.0661233159602694,0.363,0.31,0.534,0.016,0.31,0.534,0.016,0.387,0.024,0.0330580873165975,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2027,0.371,3092714.09358704,0.0449006802985978,0.367,0.333,0.554,0.018,0.333,0.554,0.018,0.389,0.022,0.0352213712460201,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2028,0.364,3183066.81155288,0.0292147011433073,0.364,0.353,0.575,0.02,0.353,0.575,0.02,0.384,0.02,0.0371557653842349,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2029,0.357,3328609.76397991,0.0457241274040448,0.358,0.363,0.583,0.021,0.363,0.583,0.021,0.378,0.0200000000000001,0.0381916637834521,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2030,0.349,3505963.3234439,0.0532815715988089,0.357,0.365,0.58,0.022,0.365,0.58,0.022,0.371,0.014,0.0397464743999551,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2031,0.356059054605676,3660225.70967544,0.0440000000000025,0.358714285714286,,,,0.369380583192408,0.584380583192408,0.0224189560634706,0.378478010669147,0.0197637249548609,0.0403541209142472,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2032,0.362440618445469,3821275.64090114,0.0439999999999947,0.360428571428571,,,,0.378753277602043,0.593753277602043,0.0229284114353273,0.385369029880796,0.0249404584522249,0.0409617674285393,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2033,0.368174152937029,3989411.76910081,0.0440000000000051,0.362142857142857,,,,0.392463530831138,0.607463530831138,0.023641739249571,0.3918158921866,0.0296730350437428,0.0415694139428315,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2034,0.373408480420876,4164945.88694123,0.043999999999996,0.363857142857143,,,,0.410015472522069,0.625015472522069,0.0245412127062862,0.397949693127162,0.0340925502700193,0.0421770604571236,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2035,0.378160704278326,4348203.50596666,0.0440000000000038,0.365571428571429,,,,0.430938486785944,0.645938486785944,0.0256140841422007,0.403774788420527,0.0382033598490982,0.0427847069714157,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2036,0.383009143219036,4539524.46022921,0.0440000000000038,0.367285714285714,,,,0.455347258372576,0.670347258372576,0.0268475011002288,0.409856644319265,0.0425709300335504,0.0433923534857079,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2037,0.383908590983177,4739263.53647929,0.0439999999999989,0.369,,,,0.479317152037746,0.694317152037746,0.0282521833030588,0.412160774286236,0.0431607742862358,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2038,0.384781280345679,4947791.13208435,0.043999999999994,0.369,,,,0.50415973506542,0.71915973506542,0.0292624087065718,0.414043689052251,0.0450436890522509,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2039,0.385627738342123,5165493.94189609,0.0440000000000058,0.369,,,,0.529848776089533,0.744848776089533,0.0303094141215309,0.415937152463654,0.0469371524636539,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2040,0.38644847658902,5392775.6753395,0.0439999999999965,0.369,,,,0.556358555360547,0.771358555360547,0.0313920940114363,0.417840570600456,0.0488405706004564,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2041,0.387243991879473,5630057.80505447,0.0440000000000058,0.369,,,,0.583663849922009,0.798663849922009,0.0325093644021685,0.419753356281642,0.0507533562816415,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2042,0.388014766750352,5877780.34847686,0.0439999999999987,0.369,,,,0.611739919354354,0.826739919354354,0.0336601622572495,0.421674929007601,0.0526749290076014,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2043,0.388761270022601,6136402.68380979,0.0439999999999912,0.369,,,,0.640562492058953,0.855562492058953,0.0348434448770037,0.423604714899605,0.0546047148996047,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2044,0.389483957316195,6406404.40189743,0.0440000000000016,0.369,,,,0.670107752057139,0.885107752057139,0.0360581893204922,0.425542146636687,0.0565421466366872,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2045,0.39018327154114,6688286.19558095,0.0440000000000051,0.369,,,,0.700352326280268,0.915352326280268,0.0373033918491513,0.427486663390291,0.0584866633902912,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2046,0.390859643365884,6982570.78818646,0.0439999999999923,0.369,,,,0.731273272328149,0.946273272328149,0.0385780673911227,0.429437710757007,0.0604377107570067,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2047,0.391513491664292,7289803.90286669,0.0440000000000038,0.369,,,,0.762848066674431,0.977848066674431,0.0398812490253242,0.431394740689616,0.0623947406896162,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2048,0.39214522394247,7610555.27459282,0.0439999999999994,0.369,,,,0.795054593298894,1.01005459329889,0.041211987484363,0.433357211426833,0.064357211426833,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2049,0.392755236746416,7945419.70667491,0.0440000000000009,0.369,,,,0.827871132727301,1.0428711327273,0.0425693506754323,0.435324587421848,0.0663245874218483,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2050,0.393343916051557,8295018.17376862,0.0440000000000018,0.369,,,,0.861276351460849,1.07627635146085,0.0439524232183919,0.437296339269949,0.0682963392699489,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2051,0.393911637635154,8659998.97341444,0.044,0.369,,,,0.895249291777996,1.110249291778,0.0453603060002657,0.43927194363542,0.0702719436354197,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2052,0.394458767432441,9041038.92824466,0.0439999999999983,0.369,,,,0.92976936189243,1.14476936189243,0.0467921157454329,0.441250883177874,0.0722508831778739,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2053,0.394985661877339,9438844.64108742,0.0439999999999996,0.369,,,,0.964816326451762,1.17981632645176,0.0482469846008304,0.443232646478169,0.0742326464781695,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2054,0.39549266822857,9854153.80529532,0.0440000000000056,0.369,,,,1.00037029736232,1.21537029736232,0.0497240597355146,0.445216727964085,0.0762167279640846,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2055,0.395980124881912,10287736.5727283,0.0439999999999985,0.369,,,,1.03641172492623,1.25141172492623,0.0512225029539676,0.44720262783588,0.0782026278358796,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2056,0.396448361669221,10740396.9819283,0.0439999999999956,0.369,,,,1.07292138927744,1.28792138927744,0.0527414903225614,0.449189851991782,0.0801898519917824,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2057,0.396897700145037,11212974.4491331,0.0439999999999958,0.369,,,,1.10988039210448,1.32488039210448,0.0542802118086281,0.451177911953665,0.0821779119536651,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2058,0.397328453861218,11706345.324895,0.0440000000000038,0.369,,,,1.14727014864768,1.36227014864768,0.0558378709316061,0.453166324792824,0.0841663247928241,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2059,0.397740928630324,12221424.5191904,0.0440000000000018,0.369,,,,1.18507237996,1.40007237996,0.0574136844257643,0.455154613056088,0.0861546130560883,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2060,0.398135422778255,12759167.1980348,0.0440000000000018,0.369,,,,1.22326910542024,1.43826910542024,0.0590068819140228,0.457142304692278,0.0881423046922777,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2061,0.398512227386627,13320570.5547483,0.0439999999999976,0.369,,,,1.26184263548886,1.47684263548886,0.0606167055924241,0.459128932979051,0.0901289329790512,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2062,0.398871626525453,13906675.6591572,0.043999999999998,0.369,,,,1.30077556469631,1.51577556469631,0.0622424099248182,0.461114036450271,0.0921140364502712,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2063,0.399213897476558,14518569.3881602,0.044000000000006,0.369,,,,1.34005076485485,1.55505076485485,0.0638832613473538,0.463097158823912,0.0940971588239118,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2064,0.399539310948133,15157386.4412392,0.0439999999999967,0.369,,,,1.37965137848498,1.59465137848498,0.0655385379823887,0.465077848930522,0.0960778489305217,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2065,0.399848131280898,15824311.4446538,0.0440000000000049,0.369,,,,1.41956081244787,1.63456081244787,0.0672075293614358,0.467055660642334,0.0980556606423337,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2066,0.400140616646279,16520581.1482184,0.0439999999999896,0.369,,,,1.45976273177615,1.67476273177615,0.0688895361568074,0.469030152803086,0.100030152803086,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
