error_specification,is_bic_selected,ar_order,ma_order,bic,aicc,residual_ljung_box_p,max_abs_residual_acf_lags_1_5,age_65_74_coefficient,age_75p_coefficient,real_gdp_per_capita_coefficient,pbo_anchored_primary_fiscal_2066_pp
"BIC-selected ARMA(0,2)",TRUE,0,2,99.11940844379,89.4994210778732,0.0463842255363047,0.324458507461884,-0.592856419203226,3.5500419159992,-26.7814412616512,40.0140616646279
"Fixed ARMA(0,0)",FALSE,0,0,111.196110021615,100.134978114011,0.14076045071803,0.230669895614697,-0.307505262337294,2.67061575464461,-23.2811740389743,38.1823870010616
Fixed AR(1),FALSE,1,0,114.820101031885,104.324204777719,0.0922150392182786,0.236836434167782,-0.268705569653615,2.65245622087444,-23.0018427203939,38.1931159787875
Fixed MA(1),FALSE,0,1,114.650427756069,104.154531501903,0.0982633438277609,0.247808017205035,-0.231403883183744,2.65187628170367,-22.8079873307758,38.2402572756996
"Fixed ARMA(1,1)",FALSE,1,1,112.47625548987,102.856268123953,0.076344032084121,0.240329505299336,-0.107429129050624,3.23761009930116,-28.6025129241556,38.7122175877703
Fixed AR(2),FALSE,2,0,115.648951579123,106.028964213206,0.0321794040569301,0.356068795273822,-0.394253367582317,2.91389563568165,-23.2450945533715,38.9415727585474
Fixed MA(2),TRUE,0,2,99.11940844379,89.4994210778732,0.0463842255363047,0.324458507461884,-0.592856419203226,3.5500419159992,-26.7814412616512,40.0140616646279
