year,sample,spending_pp,0_14,65_74,75p,65p,unemployment,tot_z,rp_z,log_real_gdp_per_capita,age_0_14_pp,age_65_74_pp,age_75p_pp,age_65p_pp,relative_price,terms_of_trade,log_relative_price,log_terms_of_trade,covid_fy2020,d_covid_fy2020,covid_fy2021,d_covid_fy2021,covid_fy2022,d_covid_fy2022,dy,d_age_0_14_pp,d_age_65_74_pp,d_age_75p_pp,d_age_65p_pp,d_log_relative_price,d_log_real_gdp_per_capita,d_unemployment,d_log_terms_of_trade,d_unemployment_l1,d_log_terms_of_trade_l1,spending_lag_pp
1990,history,31.4457837257625,0.220039017580179,0.067440279381438,0.0435100164499206,0.110950295831359,6.137854975,-0.441430389230557,-1.80459381932488,-2.82574408962838,22.0039017580179,6.7440279381438,4.35100164499206,11.0950295831359,0.962946675732943,55.775,-0.0377572417878284,4.0213257403186,0,0,0,0,0,0,0.0928380843142023,-0.149219706325599,0.0363670833154197,0.0770441076027097,0.113411190918201,0.00668441606402116,0.02030479926675,-0.470146325,0.00629498481622104,-1.15652906666667,0.136047604152429,31.3529456414483
1991,history,33.2630546466873,0.219018868046792,0.0683951942705974,0.0444670446185139,0.112862238889111,8.36738983333333,-0.622338091582596,-1.31512341670117,-2.84234205578416,21.9018868046792,6.83951942705974,4.44670446185139,11.2862238889111,0.977731119351876,52.875,-0.0225205758353111,3.96793063736644,0,0,0,0,0,0,1.8172709209248,-0.102014953338699,0.0954914889159397,0.0957028168593297,0.191194305775198,0.0152366659525173,-0.0165979661557798,2.22953485833333,-0.0533951029521544,-0.470146325,0.00629498481622104,31.4457837257625
1992,history,35.0995361035053,0.218156566573992,0.0691493929588895,0.0453817474877186,0.114531140446608,10.276053525,-0.731506532657102,-0.47954058597769,-2.84921870536879,21.8156566573992,6.91493929588895,4.53817474877186,11.4531140446608,1.00296988186655,51.125,0.00296548047964151,3.93427361436297,0,0,0,0,0,0,1.836481456818,-0.086230147280002,0.0754198688292105,0.0914702869204707,0.166890155749702,0.0254860563149526,-0.00687664958463019,1.90866369166667,-0.0336570230034763,2.22953485833333,-0.0533951029521544,33.2630546466873
1993,history,35.1029729766181,0.217255271506217,0.0701489916986905,0.0462485330149327,0.116397524713623,10.931649625,-0.859389563630095,-0.24463474890235,-2.8184517901988,21.7255271506217,7.01489916986905,4.62485330149327,11.6397524713623,1.0100652079279,49.075,0.0100148910739661,3.89334974016253,0,0,0,0,0,0,0.00343687311280405,-0.0901295067774974,0.0999598739801,0.08667855272141,0.186638426701499,0.00704941059432457,0.0307669151699899,0.6555961,-0.0409238742004407,1.90866369166667,-0.0336570230034763,35.0995361035053
1994,history,34.9054038720506,0.216269013541234,0.0710154880511987,0.0469159810907526,0.117931469141951,10.5257248083333,-0.945164767331493,-0.327560140913459,-2.78906544247555,21.6269013541234,7.10154880511987,4.69159810907526,11.7931469141951,1.00756044813815,47.7,0.00753201119089306,3.8649313978943,0,0,0,0,0,0,-0.197569104567506,-0.0986257964983004,0.0866496352508195,0.0667448075819896,0.1533944428328,-0.00248287988307302,0.0293863477232503,-0.405924816666701,-0.0284183422682296,0.6555961,-0.0409238742004407,35.1029729766181
1995,history,34.2982796741621,0.215251230194122,0.0709500345517399,0.0480887350441952,0.119038769595935,8.91635665,-0.840674973731608,-0.790607701029291,-2.76203866905632,21.5251230194122,7.09500345517399,4.80887350441952,11.9038769595935,0.993574105943155,49.375,-0.00644662898877391,3.89944422322129,0,0,0,0,0,0,-0.607124197888496,-0.101778334711199,-0.00654534994587941,0.11727539534426,0.1107300453984,-0.013978640179667,0.0270267734192298,-1.6093681583333,0.0345128253269906,-0.405924816666701,-0.0284183422682296,34.9054038720506
1996,history,34.0383693588626,0.213697437119498,0.0707250742903874,0.0495639258378447,0.120289000128232,8.39426749166667,-0.748661573397382,-0.956111401866439,-2.73624977569256,21.3697437119498,7.07250742903874,4.95639258378447,12.0289000128232,0.988575070004239,50.85,-0.01149069590222,3.92888012249457,0,0,0,0,0,0,-0.2599103152995,-0.1553793074624,-0.0224960261352507,0.14751907936495,0.1250230532297,-0.0050440669134461,0.0257888933637602,-0.522089158333332,0.0294358992732828,-1.6093681583333,0.0345128253269906,34.2982796741621
1997,history,33.5572627680193,0.212146944067908,0.070213016453259,0.0512119690146635,0.121424985467923,8.58668215833333,-0.655088623904948,-0.876258756680379,-2.7086377904208,21.2146944067908,7.0213016453259,5.12119690146635,12.1424985467923,0.990987017538242,52.35,-0.00905384510300273,3.95795193731655,0,0,0,0,0,0,-0.481106590843304,-0.155049305159004,-0.051205783712839,0.16480431768188,0.1135985339691,0.00243685079921728,0.02761198527176,0.192414666666661,0.0290718148219766,-0.522089158333332,0.0294358992732828,34.0383693588626
1998,history,32.7061812023709,0.21047982371059,0.0696811579622588,0.0527691289745085,0.122450286936767,7.98154186666667,-0.675362762961642,-0.789773247838848,-2.67289690625734,21.047982371059,6.96811579622588,5.27691289745085,12.2450286936767,0.993599310584908,52.025,-0.00642126165893291,3.9517243722797,0,0,0,0,0,0,-0.8510815656484,-0.166712035731798,-0.0531858491000214,0.1557159959845,0.1025301468844,0.00263258344406982,0.0357408841634599,-0.60514029166666,-0.00622756503684752,0.192414666666661,0.0290718148219766,33.5572627680193
1999,history,33.283494933809,0.208909039337317,0.069104654282972,0.054305584909929,0.123410239192901,7.28284664166667,-0.831317678782365,0.133370596509873,-2.6347785491868,20.8909039337317,6.9104654282972,5.4305584909929,12.3410239192901,1.0214828517465,49.525,0.0212553478086383,3.90247759258462,0,0,0,0,0,0,0.577313731438096,-0.1570784373273,-0.0576503679286793,0.15364559354205,0.0959952256134002,0.0276766094675712,0.0381183570705401,-0.698695225,-0.0492467796950833,-0.60514029166666,-0.00622756503684752,32.7061812023709
2000,history,33.2033497507267,0.207230176655367,0.068422909650329,0.0558234827394809,0.12424639238981,6.61517403333333,-0.714351491916823,0.0411843440200667,-2.60781002999761,20.7230176655367,6.8422909650329,5.58234827394809,12.424639238981,1.01869836785315,51.4,0.0185257024266283,3.93963817246112,0,0,0,0,0,0,-0.0801451830822941,-0.167886268195002,-0.0681744632642998,0.15178978295519,0.0836153196908995,-0.00272964538200997,0.02696851918919,-0.66767260833334,0.0371605798765047,-0.698695225,-0.0492467796950833,33.283494933809
2001,history,34.0755090473814,0.205462746218476,0.0680664773995716,0.0574384526120535,0.125504930011625,6.34935573333333,-0.651969525588533,0.030866784549386,-2.60053941042877,20.5462746218476,6.80664773995716,5.74384526120535,12.5504930011625,1.01838672617786,52.4,0.0182197341795129,3.958906591327,0,0,0,0,0,0,0.872159296654701,-0.1767430436891,-0.0356432250757406,0.16149698725726,0.125853762181499,-0.000305968247115363,0.0072706195688399,-0.2658183,0.0192684188658769,-0.66767260833334,0.0371605798765047,33.2033497507267
