year,primary_fiscal_ratio,nominal_gdp,nominal_gdp_growth,revenue_ratio,official_net_debt,official_gross_debt,official_interest,net_debt_ratio,gross_debt_ratio,interest_ratio,total_fiscal_expenditure_ratio,fiscal_deficit_ratio,effective_interest_rate,model,model_label,anchor_type,anchor_label,contribution_group
2031,0.355819207044271,3660225.70967544,0.0440000000000025,0.358714285714286,,,,0.369140735631003,0.584140735631003,0.0224189560634706,0.378238163107742,0.0195238773934559,0.0403541209142472,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2032,0.361908550799658,3821275.64090114,0.0439999999999947,0.360428571428571,,,,0.377982060395472,0.592982060395472,0.0229190009180586,0.384827551717717,0.0243989802891451,0.0409617674285393,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2033,0.367286271861917,3989411.76910081,0.0440000000000051,0.362142857142857,,,,0.390806228056916,0.605806228056916,0.0236110313498586,0.390897303211776,0.0287544460689184,0.0415694139428315,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2034,0.372146287681641,4164945.88694123,0.043999999999996,0.363857142857143,,,,0.407098870842675,0.622098870842675,0.0244742585307075,0.396620546212349,0.0327634033552057,0.0421770604571236,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2035,0.376501597421126,4348203.50596666,0.0440000000000038,0.365571428571429,,,,0.426366173388898,0.641366173388898,0.0254945573718892,0.401996154793015,0.0364247262215867,0.0427847069714157,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2036,0.380917355524198,4539524.46022921,0.0440000000000038,0.367285714285714,,,,0.448685818535767,0.663685818535767,0.0266574594918264,0.407574815016024,0.0402891007303101,0.0433923534857079,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2037,0.381634559276249,4739263.53647929,0.0439999999999989,0.369,,,,0.470381680494009,0.685381680494008,0.027971432965109,0.409605992241358,0.040605992241358,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2038,0.382324877071258,4947791.13208435,0.043999999999994,0.369,,,,0.492767860247262,0.707767860247262,0.0288858179518549,0.411210695023113,0.0422106950231129,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2039,0.382988838457147,5165493.94189609,0.0440000000000058,0.369,,,,0.515818001386398,0.730818001386398,0.02982929679203,0.412818135249177,0.043818135249177,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2040,0.383626957489268,5392775.6753395,0.0439999999999965,0.369,,,,0.53950626155766,0.75450626155766,0.0308007586791203,0.414427716168388,0.0454277161683883,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2041,0.3842397333289,5630057.80505447,0.0440000000000058,0.369,,,,0.563807297568549,0.778807297568549,0.0317991144717786,0.416038847800679,0.0470388478006786,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2042,0.384827650813133,5877780.34847686,0.0439999999999987,0.369,,,,0.588696251063675,0.803696251063675,0.0328232960661075,0.417650946879241,0.0486509468792405,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2043,0.385391180997748,6136402.68380979,0.0439999999999912,0.369,,,,0.614148734743421,0.829148734743421,0.0338722557919559,0.419263436789704,0.0502634367897039,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2044,0.385930781674626,6406404.40189743,0.0440000000000016,0.369,,,,0.640140819100038,0.855140819100038,0.0349449658320981,0.420875747506724,0.0518757475067242,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2045,0.386446897865094,6688286.19558095,0.0440000000000051,0.369,,,,0.666649019647121,0.881649019647121,0.0360404176632198,0.422487315528314,0.0534873155283138,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2046,0.386939962290567,6982570.78818646,0.0439999999999923,0.369,,,,0.693650284619686,0.908650284619686,0.037157621517695,0.424097583808262,0.055097583808262,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2047,0.387410395821652,7289803.90286669,0.0440000000000038,0.369,,,,0.721121983123327,0.936121983123327,0.0382956058651973,0.425706001686849,0.0567060016868493,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2048,0.387858607907008,7610555.27459282,0.0439999999999994,0.369,,,,0.749041893712328,0.964041893712328,0.0394534169132437,0.427312024820252,0.0583120248202518,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2049,0.388284996982937,7945419.70667491,0.0440000000000009,0.369,,,,0.777388193377257,0.992388193377257,0.0406301181258069,0.428915115108744,0.0599151151087439,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2050,0.388689950864787,8295018.17376862,0.0440000000000018,0.369,,,,0.806139446924035,1.02113944692403,0.0418247897591947,0.430514740623982,0.0615147406239817,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2051,0.38907384712112,8659998.97341444,0.044,0.369,,,,0.835274596727147,1.05027459672715,0.0430365284144229,0.432110375535543,0.0631103755355429,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2052,0.389437053431558,9041038.92824466,0.0439999999999983,0.369,,,,0.864772952840699,1.0797729528407,0.0442644466053588,0.433701500036917,0.0647015000369168,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2053,0.389779927929117,9438844.64108742,0.0439999999999996,0.369,,,,0.894614183451809,1.10961418345181,0.0455076723419452,0.435287600271062,0.0662876002710622,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2054,0.390102819527879,9854153.80529532,0.0440000000000056,0.369,,,,0.924778305661675,1.13977830566167,0.0467653487278538,0.436868168255733,0.0678681682557328,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2055,0.390406068236727,10287736.5727283,0.0439999999999985,0.369,,,,0.955245676580396,1.1702456765804,0.0480366335719481,0.438442701808675,0.069442701808675,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2056,0.390690005459806,10740396.9819283,0.0439999999999956,0.369,,,,0.985996984722198,1.2009969847222,0.0493206990129671,0.440010704472773,0.071010704472773,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2057,0.39095495428448,11212974.4491331,0.0439999999999958,0.369,,,,1.01701324168867,1.23201324168867,0.0506167311568744,0.441571685441354,0.0725716854413544,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2058,0.391201229757288,11706345.324895,0.0440000000000038,0.369,,,,1.04827577412795,1.26327577412795,0.0519239297263424,0.44312515948363,0.0741251594836304,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2059,0.391429139148577,12221424.5191904,0.0440000000000018,0.369,,,,1.07976621595852,1.29476621595852,0.0532415077218676,0.444670646870445,0.0756706468704446,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2060,0.391638982206345,12759167.1980348,0.0440000000000018,0.369,,,,1.11146650084685,1.32646650084685,0.0545686910940371,0.446207673300382,0.0772076733003821,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2061,0.391831051399774,13320570.5547483,0.0439999999999976,0.369,,,,1.14335885492862,1.35835885492862,0.0559047184264959,0.44773576982627,0.0787357698262698,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2062,0.392005632153018,13906675.6591572,0.043999999999998,0.369,,,,1.17542578976364,1.39042578976364,0.0572488406291758,0.449254472782194,0.0802544727821938,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2063,0.392163003069685,14518569.3881602,0.044000000000006,0.369,,,,1.20765009551531,1.42265009551531,0.0586003206413789,0.450763323711064,0.0817633237110639,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2064,0.392303436148413,15157386.4412392,0.0439999999999967,0.369,,,,1.24001483434572,1.45501483434572,0.0599584331443234,0.452261869292736,0.0832618692927364,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2065,0.392427196990015,15824311.4446538,0.0440000000000049,0.369,,,,1.27250333401772,1.48750333401772,0.0613224642827693,0.453749661272784,0.0847496612727843,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
2066,0.392534544996602,16520581.1482184,0.0439999999999896,0.369,,,,1.30509918169632,1.52009918169632,0.0626917113953833,0.455226256391985,0.0862262563919853,0.044,without_transitory.macro.bridge,Counterfactual without Transitory macro bridge,pbo,PBO forecast through 2029-30,Transitory macro bridge
