group,year,contribution_change_pp,cumulative_contribution_pp
Age composition,2019,0,0
Age composition,2020,0.650578782320195,0.650578782320195
Age composition,2021,0.841036002908194,1.49161478522839
Age composition,2022,1.14444936087876,2.63606414610715
Age composition,2023,0.909711589192853,3.5457757353
Age composition,2024,0.883772648199064,4.42954838349907
Age composition,2025,0.941364668493991,5.37091305199306
Age composition,2026,1.00275343297273,6.37366648496579
Age composition,2027,0.91851091250379,7.29217739746958
Age composition,2028,0.899999317402092,8.19217671487168
Age composition,2029,0.841461008164814,9.03363772303649
Age composition,2030,0.820061473184176,9.85369919622066
Age composition,2031,0.817915578414187,10.6716147746349
Age composition,2032,0.7437671889617,11.4153819635966
Age composition,2033,0.71265491290814,12.1280368765047
Age composition,2034,0.666204573304158,12.7942414498088
Age composition,2035,0.62065369182198,13.4148951416308
Age composition,2036,0.631491685811993,14.0463868274428
Age composition,2037,0.295634790656969,14.3420216180998
Age composition,2038,0.295634790657306,14.6376564087571
Age composition,2039,0.295634790657301,14.9332911994144
Age composition,2040,0.295634790656969,15.2289259900714
Age composition,2041,0.295634790657305,15.5245607807287
Age composition,2042,0.295634790657212,15.8201955713859
Age composition,2043,0.295634790656968,16.1158303620429
Age composition,2044,0.295634790657303,16.4114651527002
Age composition,2045,0.295634790656969,16.7070999433571
Age composition,2046,0.295634790657299,17.0027347340144
Age composition,2047,0.295634790657306,17.2983695246717
Age composition,2048,0.295634790656968,17.5940043153287
Age composition,2049,0.295634790657205,17.8896391059859
Age composition,2050,0.295634790657306,18.1852738966432
Age composition,2051,0.295634790656995,18.4809086873002
Age composition,2052,0.295634790657299,18.7765434779575
Age composition,2053,0.295634790657303,19.0721782686148
Age composition,2054,0.295634790656968,19.3678130592718
Age composition,2055,0.295634790657306,19.6634478499291
Age composition,2056,0.295634790656875,19.959082640586
Age composition,2057,0.295634790657306,20.2547174312433
Age composition,2058,0.295634790657299,20.5503522219006
Age composition,2059,0.295634790656974,20.8459870125575
Age composition,2060,0.2956347906573,21.1416218032148
Age composition,2061,0.295634790657299,21.4372565938721
Age composition,2062,0.295634790656966,21.7328913845291
Age composition,2063,0.295634790657206,22.0285261751863
Age composition,2064,0.295634790657311,22.3241609658436
Age composition,2065,0.295634790656969,22.6197957565006
Age composition,2066,0.295634790657305,22.9154305471579
Real GDP per capita,2019,0,0
Real GDP per capita,2020,0.367871988175631,0.367871988175631
Real GDP per capita,2021,-0.49680165059349,-0.12892966241786
Real GDP per capita,2022,-0.77385658620123,-0.902786248619089
Real GDP per capita,2023,-0.292391083686118,-1.19517733230521
Real GDP per capita,2024,0.166987701478155,-1.02818963082705
Real GDP per capita,2025,0.055744495633117,-0.972445135193936
Real GDP per capita,2026,-0.448022476352119,-1.42046761154605
Real GDP per capita,2027,-0.0681334552234066,-1.48860106676946
Real GDP per capita,2028,0.272966314925533,-1.21563475184393
Real GDP per capita,2029,-0.185682837446287,-1.40131758929021
Real GDP per capita,2030,-0.410511091876831,-1.81182868116705
Real GDP per capita,2031,-0.171698984861191,-1.98352766602824
Real GDP per capita,2032,-0.170503334082381,-2.15403100011062
Real GDP per capita,2033,-0.174882806682248,-2.32891380679287
Real GDP per capita,2034,-0.180202991331736,-2.5091167981246
Real GDP per capita,2035,-0.185122717873492,-2.69423951599809
Real GDP per capita,2036,-0.189915875504812,-2.8841553915029
Real GDP per capita,2037,-0.223914415451835,-3.10806980695474
Real GDP per capita,2038,-0.226603011156409,-3.33467281811115
Real GDP per capita,2039,-0.229238652068377,-3.56391147017953
Real GDP per capita,2040,-0.231822887444852,-3.79573435762438
Real GDP per capita,2041,-0.234357206694102,-4.03009156431848
Real GDP per capita,2042,-0.236843042233898,-4.26693460655238
Real GDP per capita,2043,-0.23928177219554,-4.50621637874792
Real GDP per capita,2044,-0.241674722969519,-4.74789110171744
Real GDP per capita,2045,-0.24402317161013,-4.99191427332757
Real GDP per capita,2046,-0.246328348109977,-5.23824262143755
Real GDP per capita,2047,-0.248591437548839,-5.48683405898638
Real GDP per capita,2048,-0.250813582121394,-5.73764764110778
Real GDP per capita,2049,-0.252995883064263,-5.99064352417204
Real GDP per capita,2050,-0.255139402472342,-6.24578292664438
Real GDP per capita,2051,-0.25724516502371,-6.50302809166809
Real GDP per capita,2052,-0.259314159613461,-6.76234225128155
Real GDP per capita,2053,-0.26134734090137,-7.02368959218292
Real GDP per capita,2054,-0.263345630780773,-7.2870352229637
Real GDP per capita,2055,-0.26530991977251,-7.55234514273621
Real GDP per capita,2056,-0.267241068349036,-7.81958621108524
Real GDP per capita,2057,-0.269139908189881,-8.08872611927512
Real GDP per capita,2058,-0.27100724337652,-8.35973336265164
Real GDP per capita,2059,-0.272843851528063,-8.63257721417971
Real GDP per capita,2060,-0.274650484880506,-8.90722769906021
Real GDP per capita,2061,-0.2764278713144,-9.18365557037461
Real GDP per capita,2062,-0.278176715332499,-9.46183228570711
Real GDP per capita,2063,-0.279897698990522,-9.74172998469763
Real GDP per capita,2064,-0.281591482784575,-10.0233214674822
Real GDP per capita,2065,-0.283258706496693,-10.3065801739789
Real GDP per capita,2066,-0.284899989998616,-10.5914801639775
Relative government prices,2019,0,0
Relative government prices,2020,-0.00467102474554271,-0.00467102474554271
Relative government prices,2021,-0.707420519260288,-0.712091544005831
Relative government prices,2022,-1.57051913696267,-2.2826106809685
Relative government prices,2023,-0.629746658349699,-2.9123573393182
Relative government prices,2024,0.766796137137344,-2.14556120218086
Relative government prices,2025,0.389883703247682,-1.75567749893318
Relative government prices,2026,0.035873015373681,-1.7198044835595
Relative government prices,2027,0.0358391067494616,-1.68396537681003
